uncertainty,seek/sharing,Market_change,Instr,Task1Seek,ID_n
81,1,-472,0,0,177
43,3,-474,0,0,177
51,3,461,0,0,177
69,2,-455,0,0,177
27,1,469,1,0,178
12,1,-405,1,0,178
14,1,-403,1,0,178
12,1,430,1,0,178
78,5,475,1,0,178
87,6,-434,1,0,178
4,0,439,1,0,178
38,3,-499,1,0,178
20,1,408,1,0,178
5,0,-417,1,0,178
83,6,-427,1,0,178
53,5,-459,1,0,178
47,5,-464,1,0,178
11,1,-419,1,0,178
4,0,-433,1,0,178
67,5,405,1,0,178
6,0,-419,1,0,178
12,1,468,1,0,178
58,4,-431,1,0,178
54,4,441,1,0,178
40,3,496,1,0,178
26,2,400,1,0,178
44,4,-429,1,0,178
63,5,-433,1,0,178
3,0,443,1,0,178
57,4,-484,1,0,178
62,5,-431,1,0,178
59,5,-432,1,0,178
15,1,433,1,0,178
23,1,-412,1,0,178
90,6,-416,1,0,178
90,6,429,1,0,178
35,3,432,1,0,178
27,2,-444,1,0,178
13,1,-491,1,0,178
95,6,-405,1,0,178
94,6,483,1,0,178
1,0,-485,1,0,178
73,5,-407,1,0,178
40,3,453,1,0,178
70,5,-480,0,0,178
52,4,-443,0,0,178
53,4,-473,0,0,178
85,6,464,0,0,178
74,5,-411,0,0,178
50,4,475,0,0,178
98,6,422,0,0,178
50,4,-474,0,0,178
87,6,455,0,0,178
63,5,-482,0,0,178
58,4,-492,0,0,178
20,2,465,0,0,178
58,4,-417,0,0,178
63,5,466,0,0,178
22,2,-421,0,0,178
38,3,-425,0,0,178
33,3,401,0,0,178
96,6,474,0,0,178
76,5,485,0,0,178
65,5,-491,0,0,178
18,2,-414,0,0,178
74,5,427,0,0,178
70,5,-493,0,0,178
51,4,-454,0,0,178
69,5,-407,0,0,178
38,3,430,0,0,178
92,6,-480,0,0,178
40,3,488,0,0,178
43,3,-497,0,0,178
96,6,-500,0,0,178
64,5,425,0,0,178
47,4,494,0,0,178
79,5,459,0,0,178
19,2,-459,0,0,178
21,2,-466,0,0,178
7,0,441,0,0,178
4,0,-407,0,0,178
45,4,-402,0,0,178
51,4,497,0,0,178
34,3,-438,0,0,178
27,6,469,1,0,180
68,3,429,1,0,180
67,2,-462,1,0,180
48,4,-488,1,0,180
58,3,-485,1,0,180
39,4,-453,1,0,180
70,4,412,1,0,180
19,5,-500,1,0,180
24,4,-466,1,0,180
56,3,484,1,0,180
29,4,-440,1,0,180
1,6,-413,1,0,180
46,3,-480,1,0,180
3,6,432,1,0,180
85,2,403,1,0,180
58,3,-477,1,0,180
94,5,-444,1,0,180
89,2,-408,1,0,180
61,3,-498,1,0,180
48,4,492,1,0,180
64,3,-456,1,0,180
63,2,417,1,0,180
47,4,-453,1,0,180
24,5,415,1,0,180
43,3,471,1,0,180
14,5,-428,1,0,180
83,2,432,1,0,180
55,3,447,1,0,180
7,6,451,1,0,180
2,6,-484,1,0,180
50,4,-401,1,0,180
12,5,497,1,0,180
60,3,480,1,0,180
99,5,-441,1,0,180
16,5,404,1,0,180
24,5,-453,1,0,180
47,4,-427,1,0,180
65,2,401,1,0,180
77,2,-487,1,0,180
58,3,-468,1,0,180
68,2,-457,0,0,180
93,4,403,0,0,180
45,5,403,0,0,180
49,4,497,0,0,180
19,6,419,0,0,180
71,3,-443,0,0,180
31,4,426,0,0,180
98,3,487,0,0,180
57,3,-425,0,0,180
31,5,432,0,0,180
86,3,446,0,0,180
24,6,473,0,0,180
13,3,-464,0,0,180
53,4,496,0,0,180
39,5,468,0,0,180
46,4,450,0,0,180
89,3,463,0,0,180
90,2,486,0,0,180
6,6,452,0,0,180
44,1,-487,0,0,180
73,1,-481,0,0,180
17,4,-487,0,0,180
94,0,-431,0,0,180
82,4,-428,0,0,180
30,6,461,0,0,180
79,3,490,0,0,180
91,1,-487,0,0,180
33,4,451,0,0,180
64,3,-458,0,0,180
30,4,-437,0,0,180
38,4,443,0,0,180
24,5,479,0,0,180
18,5,-411,0,0,180
60,4,491,0,0,180
79,3,466,0,0,180
10,6,494,0,0,180
58,3,-471,0,0,180
31,4,421,0,0,180
59,4,471,0,0,180
89,2,-439,0,0,180
34,4,400,1,0,181
7,6,-456,1,0,181
31,4,-411,1,0,181
99,5,499,1,0,181
17,5,419,1,0,181
95,6,-417,1,0,181
33,5,-400,1,0,181
52,4,454,1,0,181
92,6,476,1,0,181
72,5,-462,1,0,181
37,4,-492,1,0,181
55,5,-448,1,0,181
75,5,463,1,0,181
26,4,400,1,0,181
68,5,496,1,0,181
10,6,499,1,0,181
53,5,470,1,0,181
26,5,-475,1,0,181
10,6,430,1,0,181
71,6,415,1,0,181
70,5,415,1,0,181
75,4,415,1,0,181
43,4,-444,1,0,181
48,4,-479,1,0,181
58,4,458,1,0,181
87,5,450,1,0,181
56,4,445,1,0,181
57,4,449,1,0,181
58,4,-481,1,0,181
25,5,-476,1,0,181
78,6,478,1,0,181
43,3,498,1,0,181
80,6,407,1,0,181
38,4,462,1,0,181
69,5,-442,1,0,181
12,6,-485,1,0,181
68,5,417,1,0,181
83,6,-494,1,0,181
18,6,-489,1,0,181
93,6,-425,1,0,181
82,5,434,0,0,181
43,4,428,0,0,181
11,2,484,0,0,181
21,3,479,0,0,181
40,5,-419,0,0,181
24,3,410,0,0,181
95,3,-481,0,0,181
6,4,-421,0,0,181
65,2,483,0,0,181
57,4,-412,0,0,181
64,3,418,0,0,181
60,4,-478,0,0,181
88,4,469,0,0,181
83,5,-488,0,0,181
92,5,483,0,0,181
20,4,422,0,0,181
82,4,485,0,0,181
12,3,-458,0,0,181
65,4,470,0,0,181
74,4,-431,0,0,181
62,4,-496,0,0,181
64,4,435,0,0,181
59,3,485,0,0,181
9,5,-417,0,0,181
7,6,427,0,0,181
67,3,-461,0,0,181
70,3,442,0,0,181
71,2,-468,0,0,181
66,2,408,0,0,181
64,2,430,0,0,181
22,4,479,0,0,181
24,5,-476,0,0,181
54,3,469,0,0,181
46,3,459,0,0,181
97,1,-498,0,0,181
47,4,457,0,0,181
50,3,425,0,0,181
75,2,-401,0,0,181
81,2,437,0,0,181
22,5,-429,0,0,181
34,4,-482,1,0,183
41,4,406,1,0,183
91,1,469,1,0,183
83,1,-484,1,0,183
35,4,-498,1,0,183
83,2,473,1,0,183
99,0,-496,1,0,183
36,4,-417,1,0,183
44,4,-400,1,0,183
55,3,-448,1,0,183
22,5,446,1,0,183
24,5,-419,1,0,183
27,5,461,1,0,183
68,2,-435,1,0,183
75,2,-429,1,0,183
91,1,-426,1,0,183
9,6,-422,1,0,183
99,1,-496,1,0,183
28,5,450,1,0,183
8,6,425,1,0,183
53,3,493,1,0,183
31,4,456,1,0,183
70,2,470,1,0,183
20,5,487,1,0,183
40,4,465,1,0,183
31,5,406,1,0,183
2,6,469,1,0,183
28,5,-455,1,0,183
36,4,426,1,0,183
18,6,-458,1,0,183
11,6,475,1,0,183
90,1,480,1,0,183
22,5,-437,1,0,183
60,3,-493,1,0,183
75,3,-474,1,0,183
35,5,453,1,0,183
73,2,-487,1,0,183
85,2,415,1,0,183
27,5,-418,1,0,183
4,6,-414,1,0,183
48,3,-401,0,0,183
5,5,493,0,0,183
16,4,485,0,0,183
13,4,405,0,0,183
41,3,408,0,0,183
3,4,414,0,0,183
28,3,499,0,0,183
63,1,-418,0,0,183
42,3,-444,0,0,183
45,3,409,0,0,183
17,2,-416,0,0,183
33,2,452,0,0,183
63,1,-485,0,0,183
49,3,-402,0,0,183
2,4,-430,0,0,183
97,1,478,0,0,183
35,3,424,0,0,183
46,3,428,0,0,183
87,2,409,0,0,183
83,1,496,0,0,183
97,1,456,0,0,183
36,2,450,0,0,183
85,1,-477,0,0,183
15,5,-401,0,0,183
25,5,421,0,0,183
55,4,495,0,0,183
70,2,-465,0,0,183
70,3,437,0,0,183
11,5,493,0,0,183
88,1,-464,0,0,183
9,6,-500,0,0,183
61,2,-473,0,0,183
44,4,-434,0,0,183
75,2,499,0,0,183
16,5,-442,0,0,183
89,1,-455,0,0,183
61,2,-486,0,0,183
14,6,-476,0,0,183
33,4,434,0,0,183
57,3,404,0,0,183
52,4,406,1,0,186
94,6,-419,1,0,186
55,5,-467,1,0,186
35,4,-465,1,0,186
55,5,-472,1,0,186
44,3,417,1,0,186
21,3,415,1,0,186
56,3,464,1,0,186
76,4,426,1,0,186
68,6,-487,1,0,186
92,6,-493,1,0,186
61,3,488,1,0,186
7,2,440,1,0,186
32,3,-400,1,0,186
84,6,-426,1,0,186
62,3,465,1,0,186
1,1,460,1,0,186
41,2,411,1,0,186
52,3,454,1,0,186
68,6,-491,1,0,186
50,5,-487,1,0,186
11,2,490,1,0,186
29,2,439,1,0,186
53,5,-494,1,0,186
60,3,465,1,0,186
45,5,-490,1,0,186
4,1,422,1,0,186
80,6,-419,1,0,186
34,3,475,1,0,186
14,2,402,1,0,186
72,3,420,1,0,186
83,6,-472,1,0,186
52,3,439,1,0,186
92,6,-470,1,0,186
35,4,-410,1,0,186
98,4,403,1,0,186
76,3,444,1,0,186
95,3,472,1,0,186
76,6,-458,1,0,186
68,6,-492,1,0,186
8,0,-496,0,0,186
50,0,-463,0,0,186
44,4,439,0,0,186
62,4,473,0,0,186
62,4,450,0,0,186
28,0,-493,0,0,186
27,0,-468,0,0,186
79,5,448,0,0,186
30,4,468,0,0,186
36,0,-477,0,0,186
46,0,-484,0,0,186
74,5,457,0,0,186
37,0,-465,0,0,186
20,5,466,0,0,186
41,0,-486,0,0,186
88,0,-424,0,0,186
46,0,-456,0,0,186
57,4,436,0,0,186
7,0,-429,0,0,186
37,0,-462,0,0,186
79,4,491,0,0,186
80,4,402,0,0,186
82,0,-464,0,0,186
32,0,-467,0,0,186
93,0,-426,0,0,186
53,4,400,0,0,186
36,5,448,0,0,186
36,0,-471,0,0,186
63,0,-410,0,0,186
81,4,481,0,0,186
27,0,-497,0,0,186
85,3,466,0,0,186
14,6,499,0,0,186
58,0,-487,0,0,186
21,6,466,0,0,186
12,0,-419,0,0,186
84,4,491,0,0,186
75,4,500,0,0,186
14,6,433,0,0,186
8,6,475,0,0,186
57,6,459,1,0,187
38,6,-458,1,0,187
2,6,-413,1,0,187
22,6,-447,1,0,187
16,6,-456,1,0,187
71,1,-437,1,0,187
42,4,456,1,0,187
67,2,-460,1,0,187
62,2,-421,1,0,187
34,3,446,1,0,187
48,3,-485,1,0,187
42,4,444,1,0,187
83,6,448,1,0,187
14,6,487,1,0,187
77,2,-446,1,0,187
80,0,-487,1,0,187
12,5,-495,1,0,187
49,6,491,1,0,187
57,2,-493,1,0,187
89,1,444,1,0,187
65,4,465,1,0,187
83,1,-486,1,0,187
2,6,471,1,0,187
60,2,440,1,0,187
58,3,497,1,0,187
38,4,406,1,0,187
82,1,-476,1,0,187
97,0,491,1,0,187
42,2,463,1,0,187
44,3,449,1,0,187
39,4,471,1,0,187
2,6,472,1,0,187
73,2,418,1,0,187
74,1,-454,1,0,187
86,1,-449,1,0,187
32,4,-412,1,0,187
72,1,410,1,0,187
66,2,405,1,0,187
29,4,-441,1,0,187
5,6,-406,1,0,187
6,6,-489,0,0,187
82,1,439,0,0,187
28,5,461,0,0,187
40,4,465,0,0,187
33,4,469,0,0,187
51,3,-411,0,0,187
88,0,-414,0,0,187
65,1,463,0,0,187
38,4,426,0,0,187
24,3,448,0,0,187
4,6,435,0,0,187
59,2,471,0,0,187
34,3,416,0,0,187
98,0,-488,0,0,187
87,0,-416,0,0,187
96,0,402,0,0,187
78,1,-442,0,0,187
89,0,413,0,0,187
97,0,-448,0,0,187
45,3,-452,0,0,187
24,4,-474,0,0,187
5,6,-439,0,0,187
44,2,496,0,0,187
8,6,-459,0,0,187
66,2,-483,0,0,187
64,1,471,0,0,187
97,0,-487,0,0,187
20,4,479,0,0,187
61,1,-408,0,0,187
30,4,-410,0,0,187
67,2,474,0,0,187
21,4,419,0,0,187
90,0,-419,0,0,187
60,2,491,0,0,187
36,3,421,0,0,187
99,0,411,0,0,187
88,0,-429,0,0,187
82,0,-428,0,0,187
18,4,405,0,0,187
94,0,-449,0,0,187
69,2,-447,1,0,190
93,0,-449,1,0,190
42,4,456,1,0,190
29,5,443,1,0,190
54,3,-438,1,0,190
35,4,-477,1,0,190
59,2,409,1,0,190
95,0,446,1,0,190
77,2,429,1,0,190
9,6,462,1,0,190
84,1,-444,1,0,190
12,6,-454,1,0,190
33,5,469,1,0,190
37,4,-420,1,0,190
29,5,-419,1,0,190
4,6,-457,1,0,190
29,5,-414,1,0,190
71,2,-491,1,0,190
3,6,-483,1,0,190
56,3,-424,1,0,190
61,2,403,1,0,190
34,4,-478,1,0,190
79,1,403,1,0,190
62,2,433,1,0,190
4,6,500,1,0,190
22,5,-461,1,0,190
74,1,-435,1,0,190
81,1,468,1,0,190
76,1,-493,1,0,190
85,1,426,1,0,190
97,0,500,1,0,190
32,4,424,1,0,190
49,3,-483,1,0,190
62,2,462,1,0,190
91,0,462,1,0,190
73,1,458,1,0,190
59,2,-499,1,0,190
72,2,-452,1,0,190
17,5,-431,1,0,190
38,4,451,1,0,190
18,5,435,0,0,190
44,3,416,0,0,190
82,2,-427,0,0,190
61,2,-487,0,0,190
23,4,465,0,0,190
53,3,473,0,0,190
21,5,-467,0,0,190
47,3,-433,0,0,190
71,1,-408,0,0,190
99,0,467,0,0,190
46,3,-498,0,0,190
61,2,432,0,0,190
71,1,459,0,0,190
76,1,-421,0,0,190
92,0,-461,0,0,190
44,3,458,0,0,190
21,5,484,0,0,190
96,0,-452,0,0,190
4,6,440,0,0,190
5,6,-477,0,0,190
33,4,408,0,0,190
77,1,-431,0,0,190
4,6,-410,0,0,190
25,4,-435,0,0,190
83,1,418,0,0,190
82,1,-474,0,0,190
57,3,401,0,0,190
11,5,459,0,0,190
37,4,453,0,0,190
81,1,-411,0,0,190
25,4,426,0,0,190
91,0,-493,0,0,190
71,2,471,0,0,190
7,6,451,0,0,190
79,1,-467,0,0,190
39,4,-443,0,0,190
92,0,495,0,0,190
70,2,-405,0,0,190
96,0,-445,0,0,190
90,0,-493,0,0,190
73,1,485,1,0,191
17,4,482,1,0,191
77,1,459,1,0,191
98,0,452,1,0,191
5,5,-471,1,0,191
1,6,-446,1,0,191
3,5,-497,1,0,191
18,4,457,1,0,191
31,3,-443,1,0,191
20,4,-490,1,0,191
54,1,-470,1,0,191
94,0,-477,1,0,191
15,4,409,1,0,191
20,4,448,1,0,191
60,1,-403,1,0,191
22,2,-500,1,0,191
96,4,-408,1,0,191
65,2,487,1,0,191
50,3,468,1,0,191
65,2,486,1,0,191
79,2,-429,1,0,191
51,3,487,1,0,191
61,1,-440,1,0,191
89,1,429,1,0,191
81,1,465,1,0,191
66,2,452,1,0,191
80,2,-416,1,0,191
13,4,-492,1,0,191
41,3,-445,1,0,191
82,1,495,1,0,191
37,3,-466,1,0,191
81,1,487,1,0,191
13,5,409,1,0,191
73,1,-475,1,0,191
2,6,481,1,0,191
6,5,456,1,0,191
33,4,477,1,0,191
91,0,-492,1,0,191
65,2,-493,1,0,191
8,6,446,1,0,191
68,0,-415,0,0,191
13,6,415,0,0,191
1,6,-413,0,0,191
79,0,411,0,0,191
16,6,436,0,0,191
96,0,-400,0,0,191
31,6,424,0,0,191
60,3,472,0,0,191
85,0,-494,0,0,191
76,0,444,0,0,191
44,3,499,0,0,191
95,0,434,0,0,191
14,6,-472,0,0,191
73,0,427,0,0,191
44,3,440,0,0,191
15,6,430,0,0,191
48,3,490,0,0,191
53,3,-477,0,0,191
97,0,477,0,0,191
49,3,-401,0,0,191
60,0,-417,0,0,191
55,0,436,0,0,191
44,3,-404,0,0,191
8,6,474,0,0,191
37,4,460,0,0,191
60,0,445,0,0,191
70,0,-413,0,0,191
49,3,427,0,0,191
6,6,436,0,0,191
55,0,440,0,0,191
18,6,-474,0,0,191
55,0,-493,0,0,191
95,0,-500,0,0,191
79,0,-405,0,0,191
45,3,-476,0,0,191
91,0,456,0,0,191
21,6,496,0,0,191
46,3,-487,0,0,191
76,0,-463,0,0,191
47,3,-453,0,0,191
64,6,419,1,0,192
77,6,-482,1,0,192
52,6,500,1,0,192
11,6,-405,1,0,192
27,2,-487,1,0,192
96,6,-496,1,0,192
94,6,-435,1,0,192
30,6,447,1,0,192
12,6,400,1,0,192
45,6,-466,1,0,192
88,6,409,1,0,192
58,6,-403,1,0,192
31,6,-498,1,0,192
7,6,-478,1,0,192
56,6,483,1,0,192
72,6,430,1,0,192
8,1,-441,1,0,192
28,5,427,1,0,192
37,4,-490,1,0,192
73,6,485,1,0,192
1,6,496,1,0,192
36,6,500,1,0,192
75,2,-479,1,0,192
77,6,455,1,0,192
58,3,-445,1,0,192
17,2,-486,1,0,192
89,6,-471,1,0,192
82,6,-445,1,0,192
91,6,-436,1,0,192
59,6,467,1,0,192
34,3,-429,1,0,192
89,6,-466,1,0,192
81,6,-454,1,0,192
76,6,406,1,0,192
97,6,-479,1,0,192
22,2,-443,1,0,192
15,6,475,1,0,192
71,5,-454,1,0,192
70,6,431,1,0,192
33,6,439,1,0,192
4,0,-418,0,0,192
56,3,-412,0,0,192
31,1,-465,0,0,192
52,3,-403,0,0,192
75,4,-451,0,0,192
64,4,-479,0,0,192
18,0,491,0,0,192
5,0,500,0,0,192
41,1,416,0,0,192
34,1,483,0,0,192
70,4,-415,0,0,192
40,1,-409,0,0,192
36,2,-489,0,0,192
2,0,-433,0,0,192
46,2,-413,0,0,192
13,0,-458,0,0,192
68,5,436,0,0,192
16,0,-491,0,0,192
92,6,481,0,0,192
56,4,-473,0,0,192
39,3,441,0,0,192
51,3,-482,0,0,192
89,6,-408,0,0,192
47,3,411,0,0,192
11,0,456,0,0,192
69,4,-473,0,0,192
99,6,479,0,0,192
4,0,475,0,0,192
72,5,-442,0,0,192
15,5,-454,0,0,192
38,3,402,0,0,192
34,4,-424,0,0,192
59,3,449,0,0,192
25,2,-403,0,0,192
19,1,413,0,0,192
74,4,-466,0,0,192
36,2,-488,0,0,192
47,4,-465,0,0,192
14,1,-465,0,0,192
91,6,433,0,0,192
40,3,403,1,0,193
90,0,499,1,0,193
56,3,-405,1,0,193
82,2,478,1,0,193
32,4,401,1,0,193
56,3,448,1,0,193
33,4,416,1,0,193
56,4,-462,1,0,193
82,0,-418,1,0,193
3,6,447,1,0,193
91,0,440,1,0,193
69,3,-403,1,0,193
51,4,452,1,0,193
49,4,427,1,0,193
24,5,-414,1,0,193
30,6,462,1,0,193
26,4,-438,1,0,193
81,0,-440,1,0,193
53,3,-481,1,0,193
63,4,-443,1,0,193
34,3,-445,1,0,193
37,4,-435,1,0,193
76,2,464,1,0,193
37,4,437,1,0,193
21,6,479,1,0,193
5,6,-428,1,0,193
23,5,432,1,0,193
46,3,-489,1,0,193
95,2,462,1,0,193
92,2,456,1,0,193
47,4,500,1,0,193
45,4,414,1,0,193
19,6,484,1,0,193
87,2,-461,1,0,193
1,6,459,1,0,193
49,3,-429,1,0,193
76,2,-441,1,0,193
63,3,426,1,0,193
27,5,412,1,0,193
34,5,480,1,0,193
72,2,-471,0,0,193
29,4,-422,0,0,193
63,3,471,0,0,193
81,6,413,0,0,193
30,3,-492,0,0,193
39,4,-439,0,0,193
56,2,446,0,0,193
50,3,469,0,0,193
23,4,404,0,0,193
95,0,-422,0,0,193
84,4,485,0,0,193
50,0,-497,0,0,193
76,5,499,0,0,193
65,2,458,0,0,193
25,4,475,0,0,193
46,5,492,0,0,193
93,0,-471,0,0,193
80,2,-468,0,0,193
74,4,494,0,0,193
17,6,461,0,0,193
5,6,478,0,0,193
61,4,-488,0,0,193
6,6,437,0,0,193
49,3,-481,0,0,193
67,2,-488,0,0,193
62,5,469,0,0,193
96,0,409,0,0,193
8,5,492,0,0,193
80,2,-409,0,0,193
44,4,405,0,0,193
43,1,-496,0,0,193
43,3,-409,0,0,193
92,1,-412,0,0,193
32,4,-403,0,0,193
54,2,464,0,0,193
48,3,440,0,0,193
31,5,436,0,0,193
28,4,-427,0,0,193
4,6,417,0,0,193
92,1,488,0,0,193
92,6,448,1,0,195
12,1,477,1,0,195
9,0,450,1,0,195
98,5,-435,1,0,195
96,5,494,1,0,195
24,2,474,1,0,195
60,4,-474,1,0,195
21,4,-401,1,0,195
26,2,429,1,0,195
3,4,-495,1,0,195
50,5,-462,1,0,195
37,5,-435,1,0,195
98,6,425,1,0,195
93,5,499,1,0,195
9,5,-468,1,0,195
31,5,-430,1,0,195
38,5,-467,1,0,195
99,6,483,1,0,195
9,4,-434,1,0,195
82,3,-413,1,0,195
98,6,422,1,0,195
14,1,456,1,0,195
16,5,-458,1,0,195
85,5,-469,1,0,195
48,4,-487,1,0,195
74,4,-404,1,0,195
14,4,-413,1,0,195
39,2,495,1,0,195
26,1,465,1,0,195
40,2,416,1,0,195
22,1,452,1,0,195
11,3,-415,1,0,195
69,4,-491,1,0,195
51,4,-432,1,0,195
8,0,484,1,0,195
18,4,-482,1,0,195
43,2,478,1,0,195
93,6,-475,1,0,195
17,3,-449,1,0,195
49,2,441,1,0,195
66,3,494,0,0,195
57,3,435,0,0,195
48,1,458,0,0,195
84,2,471,0,0,195
32,1,-412,0,0,195
89,4,-486,0,0,195
42,2,-418,0,0,195
4,0,-449,0,0,195
47,1,429,0,0,195
80,1,-475,0,0,195
24,0,-481,0,0,195
7,0,-407,0,0,195
52,2,420,0,0,195
93,2,416,0,0,195
82,2,-416,0,0,195
86,2,-430,0,0,195
12,1,-402,0,0,195
92,3,-449,0,0,195
34,3,-468,0,0,195
38,0,477,0,0,195
62,4,-467,0,0,195
65,3,406,0,0,195
1,0,-411,0,0,195
19,0,-410,0,0,195
4,0,460,0,0,195
49,1,494,0,0,195
4,0,411,0,0,195
24,1,-477,0,0,195
43,1,-457,0,0,195
97,5,480,0,0,195
46,2,-425,0,0,195
56,2,463,0,0,195
93,3,476,0,0,195
41,1,408,0,0,195
52,1,490,0,0,195
78,3,-450,0,0,195
11,0,-436,0,0,195
6,0,410,0,0,195
38,1,-493,0,0,195
6,0,-435,0,0,195
54,4,-471,1,0,196
49,6,466,1,0,196
67,2,-476,1,0,196
42,4,-444,1,0,196
15,6,427,1,0,196
40,4,-448,1,0,196
91,0,-451,1,0,196
35,4,-435,1,0,196
21,5,469,1,0,196
89,1,-446,1,0,196
62,2,408,1,0,196
25,5,-412,1,0,196
1,6,468,1,0,196
41,4,-463,1,0,196
38,4,-462,1,0,196
56,3,447,1,0,196
91,0,-463,1,0,196
63,2,458,1,0,196
99,0,414,1,0,196
46,3,460,1,0,196
44,3,483,1,0,196
92,0,-414,1,0,196
90,0,441,1,0,196
74,2,-482,1,0,196
29,4,487,1,0,196
83,1,-412,1,0,196
80,1,-427,1,0,196
58,3,492,1,0,196
95,0,448,1,0,196
26,5,-424,1,0,196
73,2,491,1,0,196
83,1,429,1,0,196
85,1,-426,1,0,196
30,4,-411,1,0,196
48,3,465,1,0,196
7,6,-432,1,0,196
78,1,-492,1,0,196
71,2,489,1,0,196
23,5,-468,1,0,196
91,0,475,1,0,196
94,0,-475,0,0,196
99,0,458,0,0,196
22,5,446,0,0,196
2,6,448,0,0,196
12,5,431,0,0,196
2,6,-458,0,0,196
99,0,488,0,0,196
47,3,455,0,0,196
82,1,-457,0,0,196
85,1,-407,0,0,196
71,2,409,0,0,196
46,3,-446,0,0,196
95,0,500,0,0,196
65,2,-498,0,0,196
24,5,403,0,0,196
74,2,452,0,0,196
34,4,-403,0,0,196
41,4,447,0,0,196
26,5,-476,0,0,196
51,3,483,0,0,196
85,1,-488,0,0,196
15,5,-426,0,0,196
19,5,432,0,0,196
24,5,496,0,0,196
9,6,496,0,0,196
39,4,-431,0,0,196
7,6,403,0,0,196
85,1,482,0,0,196
65,2,-440,0,0,196
63,2,454,0,0,196
80,1,463,0,0,196
83,1,416,0,0,196
32,4,471,0,0,196
22,5,-402,0,0,196
59,3,472,0,0,196
2,6,498,0,0,196
3,6,488,0,0,196
14,5,-414,0,0,196
88,1,452,0,0,196
4,6,-475,0,0,196
96,0,-417,1,0,197
47,2,-438,1,0,197
35,4,421,1,0,197
21,5,455,1,0,197
27,5,487,1,0,197
63,2,-447,1,0,197
85,1,-435,1,0,197
78,3,418,1,0,197
29,4,417,1,0,197
25,5,-411,1,0,197
42,3,453,1,0,197
97,0,499,1,0,197
8,6,-474,1,0,197
32,4,450,1,0,197
51,3,477,1,0,197
95,0,-456,1,0,197
33,4,-494,1,0,197
97,0,-489,1,0,197
92,0,-453,1,0,197
73,1,468,1,0,197
63,2,-459,1,0,197
89,0,-457,1,0,197
38,4,401,1,0,197
27,5,-449,1,0,197
74,2,-489,1,0,197
44,3,408,1,0,197
11,5,463,1,0,197
86,1,-499,1,0,197
30,5,410,1,0,197
27,5,-444,1,0,197
35,4,-406,1,0,197
51,3,-401,1,0,197
4,6,-484,1,0,197
3,6,414,1,0,197
19,6,425,1,0,197
87,1,-409,1,0,197
13,6,-474,1,0,197
50,3,-409,1,0,197
63,2,465,1,0,197
64,2,426,1,0,197
47,0,-454,0,0,197
58,1,-445,0,0,197
9,1,-434,0,0,197
90,1,466,0,0,197
40,1,-467,0,0,197
70,1,-439,0,0,197
41,1,-487,0,0,197
98,0,405,0,0,197
85,1,411,0,0,197
23,1,423,0,0,197
53,1,482,0,0,197
77,1,-412,0,0,197
95,0,473,0,0,197
8,1,409,0,0,197
1,2,-438,0,0,197
54,1,442,0,0,197
57,1,473,0,0,197
1,3,442,0,0,197
6,2,419,0,0,197
15,3,-472,0,0,197
87,0,-459,0,0,197
83,1,464,0,0,197
88,0,-477,0,0,197
12,2,-404,0,0,197
26,2,-424,0,0,197
27,2,-495,0,0,197
14,3,-496,0,0,197
5,3,455,0,0,197
7,3,-471,0,0,197
10,3,-404,0,0,197
27,2,-409,0,0,197
3,4,483,0,0,197
5,3,-423,0,0,197
8,3,423,0,0,197
46,1,498,0,0,197
50,1,-460,0,0,197
2,4,-440,0,0,197
32,2,402,0,0,197
82,1,464,0,0,197
25,2,474,0,0,197
96,0,-445,1,0,198
50,2,-480,1,0,198
20,4,451,1,0,198
72,1,-443,1,0,198
62,1,490,1,0,198
49,2,-434,1,0,198
76,1,-414,1,0,198
73,1,462,1,0,198
65,1,486,1,0,198
22,4,481,1,0,198
77,1,-437,1,0,198
74,1,486,1,0,198
62,1,-456,1,0,198
2,6,-401,1,0,198
88,0,458,1,0,198
52,2,457,1,0,198
23,4,407,1,0,198
10,6,428,1,0,198
95,0,416,1,0,198
46,2,451,1,0,198
16,5,489,1,0,198
51,2,409,1,0,198
41,3,458,1,0,198
79,1,-477,1,0,198
42,2,418,1,0,198
65,1,-496,1,0,198
69,2,429,1,0,198
70,1,-457,1,0,198
57,2,-485,1,0,198
60,2,-494,1,0,198
16,5,404,1,0,198
58,2,487,1,0,198
7,2,-474,1,0,198
68,2,-461,1,0,198
17,5,410,1,0,198
81,1,-439,1,0,198
27,4,443,1,0,198
88,1,456,1,0,198
63,2,442,1,0,198
96,0,472,1,0,198
16,4,-450,0,0,198
63,1,-421,0,0,198
33,3,404,0,0,198
53,2,473,0,0,198
67,1,-471,0,0,198
42,3,-454,0,0,198
97,0,-403,0,0,198
30,4,425,0,0,198
43,3,454,0,0,198
29,4,-489,0,0,198
56,2,473,0,0,198
95,0,405,0,0,198
91,0,-431,0,0,198
41,3,443,0,0,198
19,4,485,0,0,198
12,4,437,0,0,198
97,0,-460,0,0,198
13,5,468,0,0,198
36,4,-464,0,0,198
66,2,458,0,0,198
22,4,488,0,0,198
87,0,-479,0,0,198
29,4,438,0,0,198
78,1,443,0,0,198
13,5,-401,0,0,198
72,1,-478,0,0,198
96,0,460,0,0,198
78,0,-443,0,0,198
5,6,453,0,0,198
33,4,-409,0,0,198
26,5,451,0,0,198
91,0,461,0,0,198
37,3,-493,0,0,198
11,5,498,0,0,198
