uncertainty,seek/share,Market_change,Instr,Task1Seek,RealMC,ID_n
65,6,-460,1,1,-460,65
6,6,485,1,1,485,65
53,6,497,1,1,497,65
24,6,-415,1,1,-415,65
87,6,407,1,1,407,65
55,6,-462,1,1,-462,65
88,6,447,1,1,447,65
32,6,-467,1,1,-467,65
22,6,-456,1,1,-456,65
80,6,-490,1,1,-490,65
42,6,452,1,1,452,65
33,6,409,1,1,409,65
7,6,499,0,1,499,65
61,6,-459,0,1,-459,65
81,6,492,0,1,492,65
55,6,-492,0,1,-492,65
38,6,493,0,1,493,65
74,6,-499,0,1,-499,65
42,6,478,0,1,478,65
2,6,-400,0,1,-400,65
6,6,420,0,1,420,65
78,6,-402,0,1,-402,65
42,6,-432,0,1,-432,65
72,6,434,0,1,434,65
43,6,494,0,1,494,65
77,6,-449,0,1,-449,65
83,6,420,0,1,420,65
70,6,-466,0,1,-466,65
5,6,-453,0,1,-453,65
64,6,473,0,1,473,65
40,6,-488,0,1,-488,65
5,6,-473,0,1,-473,65
51,6,-473,0,1,-473,65
92,6,-451,0,1,-451,65
22,6,493,0,1,493,65
80,6,-472,0,1,-472,65
42,6,495,0,1,495,65
92,6,-495,0,1,-495,65
29,6,480,0,1,480,65
59,6,-486,0,1,-486,65
47,6,-487,0,1,-487,65
72,6,-414,0,1,-414,65
73,6,-405,0,1,-405,65
11,6,469,0,1,469,65
39,6,-437,0,1,-437,65
11,6,-442,0,1,-442,65
48,6,-435,0,1,-435,65
16,6,498,0,1,498,65
51,6,425,0,1,425,65
98,6,-463,0,1,-463,65
12,6,-469,0,1,-469,65
88,6,-442,0,1,-442,65
48,2,-436,1,1,-436,69
48,6,-400,1,1,-400,69
24,6,-418,1,1,-418,69
29,4,418,1,1,418,69
6,4,463,1,1,463,69
80,6,-457,1,1,-457,69
8,6,446,1,1,446,69
18,6,450,1,1,450,69
41,6,415,1,1,415,69
18,6,-445,1,1,-445,69
33,6,416,1,1,416,69
39,5,487,1,1,487,69
33,6,-405,1,1,-405,69
83,6,460,1,1,460,69
2,6,-432,1,1,-432,69
94,6,-479,1,1,-479,69
52,6,448,1,1,448,69
55,6,434,1,1,434,69
41,6,-493,1,1,-493,69
71,6,481,1,1,481,69
35,6,-482,1,1,-482,69
4,6,424,1,1,424,69
57,6,-489,1,1,-489,69
62,6,479,1,1,479,69
67,6,-427,1,1,-427,69
37,6,407,1,1,407,69
1,6,-491,1,1,-491,69
10,6,484,1,1,484,69
7,6,-456,1,1,-456,69
72,6,443,1,1,443,69
88,6,437,1,1,437,69
76,6,-418,1,1,-418,69
64,6,488,1,1,488,69
43,6,494,1,1,494,69
75,6,485,1,1,485,69
21,6,421,1,1,421,69
18,6,-482,1,1,-482,69
96,6,458,1,1,458,69
9,6,425,1,1,425,69
25,6,443,1,1,443,69
81,6,-497,0,1,-497,69
13,6,-466,0,1,-466,69
64,2,461,0,1,461,69
42,2,-477,0,1,-477,69
26,2,466,0,1,466,69
14,2,-495,0,1,-495,69
92,2,465,0,1,465,69
27,2,435,0,1,435,69
92,2,-446,0,1,-446,69
25,2,-411,0,1,-411,69
51,2,-498,0,1,-498,69
93,2,-413,0,1,-413,69
82,2,-429,0,1,-429,69
81,2,450,0,1,450,69
81,2,424,0,1,424,69
8,2,-445,0,1,-445,69
21,2,481,0,1,481,69
38,2,412,0,1,412,69
95,2,-500,0,1,-500,69
2,2,460,0,1,460,69
73,2,-444,0,1,-444,69
73,2,-456,0,1,-456,69
35,2,413,0,1,413,69
45,2,-493,0,1,-493,69
35,2,431,0,1,431,69
22,2,-464,0,1,-464,69
2,2,-447,0,1,-447,69
79,2,434,0,1,434,69
7,2,-488,0,1,-488,69
34,2,-481,0,1,-481,69
48,2,426,0,1,426,69
78,2,415,0,1,415,69
37,2,-480,0,1,-480,69
81,2,-471,0,1,-471,69
33,2,-452,0,1,-452,69
21,2,-417,0,1,-417,69
66,2,-418,0,1,-418,69
90,2,-411,0,1,-411,69
33,2,-449,0,1,-449,69
14,2,400,0,1,400,69
72,5,-497,0,2,-498,70
33,6,449,0,2,-495,70
86,6,427,1,2,-493,70
45,6,488,1,2,-487,70
17,0,-486,0,2,-486,70
4,6,-484,1,2,-484,70
25,6,-484,1,2,-484,70
67,6,-411,1,2,-482,70
7,6,450,0,2,-472,70
34,6,-471,0,2,-471,70
10,6,-462,1,2,-462,70
79,6,-474,1,2,-461,70
97,6,-433,0,2,-461,70
33,6,-457,1,2,-457,70
99,6,-468,1,2,-452,70
66,5,-438,0,2,-452,70
66,6,465,1,2,-451,70
35,6,-451,1,2,-451,70
11,6,-448,1,2,-448,70
22,6,-447,0,2,-447,70
26,6,-444,0,2,-444,70
52,6,-410,1,2,-441,70
86,6,446,1,2,-438,70
11,3,-438,0,2,-438,70
70,4,-438,0,2,-438,70
92,0,496,0,2,-435,70
85,6,485,0,2,-429,70
89,6,-415,1,2,-426,70
16,6,406,1,2,-424,70
1,6,-420,1,2,-420,70
68,6,419,0,2,-414,70
80,6,-400,1,2,-412,70
16,6,437,0,2,-408,70
42,6,-401,1,2,-406,70
28,6,-405,1,2,-405,70
80,5,-480,0,2,-405,70
83,6,-418,1,2,-402,70
30,6,-401,1,2,-401,70
89,6,-472,0,2,-401,70
16,6,401,1,2,401,70
71,4,401,0,2,401,70
12,6,408,1,2,408,70
66,6,499,0,2,410,70
12,5,412,0,2,412,70
89,6,447,0,2,414,70
75,6,-429,1,2,416,70
16,3,-439,0,2,418,70
81,6,421,0,2,421,70
66,6,-447,1,2,424,70
48,6,-407,0,2,424,70
12,6,427,0,2,427,70
30,6,428,0,2,428,70
54,6,430,1,2,430,70
5,6,434,0,2,434,70
71,3,-490,0,2,437,70
19,6,485,0,2,445,70
71,6,-404,1,2,447,70
55,6,406,1,2,447,70
14,6,450,0,2,450,70
99,2,443,0,2,453,70
34,4,456,0,2,456,70
47,6,463,1,2,463,70
60,0,464,0,2,464,70
10,6,467,1,2,467,70
63,6,468,1,2,468,70
11,6,470,0,2,470,70
46,6,-426,1,2,474,70
88,6,437,1,2,477,70
48,6,477,0,2,477,70
46,6,479,1,2,479,70
29,6,479,0,2,479,70
24,4,-498,0,2,480,70
29,6,482,1,2,482,70
46,6,-500,1,2,485,70
82,3,487,0,2,487,70
98,6,483,1,2,489,70
37,4,493,0,2,493,70
89,3,432,0,2,495,70
2,6,496,1,2,496,70
97,6,415,1,2,500,70
98,6,495,1,1,495,71
86,5,-415,1,1,-415,71
70,5,492,1,1,492,71
16,6,429,1,1,429,71
10,5,-401,1,1,-401,71
65,5,-485,1,1,-485,71
62,5,-488,1,1,-488,71
45,6,403,1,1,403,71
26,6,442,1,1,442,71
94,6,-422,1,1,-422,71
30,5,-487,1,1,-487,71
62,6,467,1,1,467,71
2,6,469,1,1,469,71
80,6,404,1,1,404,71
5,6,-420,1,1,-420,71
88,6,-403,1,1,-403,71
53,6,-432,1,1,-432,71
13,6,-490,1,1,-490,71
66,6,-441,1,1,-441,71
77,6,492,1,1,492,71
75,6,-433,1,1,-433,71
51,6,408,1,1,408,71
40,6,459,1,1,459,71
69,6,438,1,1,438,71
90,6,-437,1,1,-437,71
99,6,420,1,1,420,71
16,6,486,1,1,486,71
22,6,494,1,1,494,71
30,4,-467,1,1,-467,71
21,0,-442,1,1,-442,71
34,6,-492,1,1,-492,71
32,6,400,1,1,400,71
62,6,-419,1,1,-419,71
85,6,-493,1,1,-493,71
53,6,-449,1,1,-449,71
34,6,478,1,1,478,71
52,6,443,1,1,443,71
89,6,-468,1,1,-468,71
58,6,-445,1,1,-445,71
29,6,497,1,1,497,71
61,3,451,0,1,451,71
51,2,418,0,1,418,71
98,0,478,0,1,478,71
49,0,-469,0,1,-469,71
60,0,-410,0,1,-410,71
99,5,423,0,1,423,71
8,6,417,0,1,417,71
86,6,-403,0,1,-403,71
51,6,460,0,1,460,71
97,4,451,0,1,451,71
61,5,486,0,1,486,71
80,2,-484,0,1,-484,71
25,6,415,0,1,415,71
53,3,-447,0,1,-447,71
62,6,427,0,1,427,71
81,4,436,0,1,436,71
63,5,471,0,1,471,71
84,2,-423,0,1,-423,71
91,0,-448,0,1,-448,71
90,5,-423,0,1,-423,71
10,6,-407,0,1,-407,71
24,6,476,0,1,476,71
79,6,465,0,1,465,71
30,2,-452,0,1,-452,71
91,5,-497,0,1,-497,71
97,4,-438,0,1,-438,71
8,5,-453,0,1,-453,71
92,5,-495,0,1,-495,71
51,5,412,0,1,412,71
7,6,500,0,1,500,71
28,5,-480,0,1,-480,71
83,4,-497,0,1,-497,71
78,4,-427,0,1,-427,71
72,5,436,0,1,436,71
10,3,-418,0,1,-418,71
92,4,-454,0,1,-454,71
77,5,-475,0,1,-475,71
54,5,-494,0,1,-494,71
97,5,432,0,1,432,71
70,6,452,0,1,452,71
99,0,482,1,1,482,73
73,2,470,1,1,470,73
73,2,-498,1,1,-498,73
6,6,435,1,1,435,73
14,5,493,1,1,493,73
20,5,429,1,1,429,73
86,1,478,1,1,478,73
7,6,-400,1,1,-400,73
13,5,408,1,1,408,73
59,3,458,1,1,458,73
50,2,-419,1,1,-419,73
49,3,-418,1,1,-418,73
41,3,-498,1,1,-498,73
39,4,408,1,1,408,73
4,6,413,1,1,413,73
59,3,-428,1,1,-428,73
64,2,-441,1,1,-441,73
83,1,489,1,1,489,73
50,3,-441,1,1,-441,73
92,5,455,1,1,455,73
5,6,475,1,1,475,73
24,5,-456,1,1,-456,73
8,6,-406,1,1,-406,73
54,3,403,1,1,403,73
40,4,-498,1,1,-498,73
97,1,465,1,1,465,73
65,2,497,1,1,497,73
42,3,-492,1,1,-492,73
58,2,-461,1,1,-461,73
40,4,-419,1,1,-419,73
19,5,463,1,1,463,73
90,2,-431,1,1,-431,73
56,3,488,1,1,488,73
81,1,425,1,1,425,73
89,1,-417,1,1,-417,73
44,3,-467,1,1,-467,73
66,2,468,1,1,468,73
58,3,-442,1,1,-442,73
56,3,-433,1,1,-433,73
33,4,-452,1,1,-452,73
51,3,405,0,1,405,73
84,2,-422,0,1,-422,73
48,3,-450,0,1,-450,73
50,3,-488,0,1,-488,73
36,5,443,0,1,443,73
86,1,487,0,1,487,73
84,1,482,0,1,482,73
97,0,408,0,1,408,73
15,6,475,0,1,475,73
27,5,-430,0,1,-430,73
38,4,-476,0,1,-476,73
34,5,406,0,1,406,73
39,4,-462,0,1,-462,73
40,4,-457,0,1,-457,73
6,6,-424,0,1,-424,73
58,3,-479,0,1,-479,73
81,2,487,0,1,487,73
50,3,424,0,1,424,73
57,3,-454,0,1,-454,73
7,6,441,0,1,441,73
10,5,476,0,1,476,73
68,2,-408,0,1,-408,73
54,3,487,0,1,487,73
64,2,-435,0,1,-435,73
58,3,431,0,1,431,73
97,0,-474,0,1,-474,73
69,2,479,0,1,479,73
28,4,455,0,1,455,73
51,3,-498,0,1,-498,73
83,1,443,0,1,443,73
7,6,496,0,1,496,73
64,2,455,0,1,455,73
92,0,440,0,1,440,73
28,4,-497,0,1,-497,73
30,4,-461,0,1,-461,73
24,4,427,0,1,427,73
29,4,481,0,1,481,73
63,2,424,0,1,424,73
91,0,-405,0,1,-405,73
74,1,458,0,1,458,73
39,6,-473,1,1,-473,75
89,6,-488,1,1,-488,75
82,6,467,1,1,467,75
82,6,-455,1,1,-455,75
46,6,405,1,1,405,75
89,6,-460,1,1,-460,75
4,6,-458,1,1,-458,75
77,6,-439,1,1,-439,75
9,6,-483,1,1,-483,75
40,6,409,1,1,409,75
36,6,-487,1,1,-487,75
20,6,-464,1,1,-464,75
37,6,427,1,1,427,75
5,6,449,1,1,449,75
28,6,478,1,1,478,75
98,6,-468,1,1,-468,75
40,6,416,1,1,416,75
80,6,-469,1,1,-469,75
46,6,435,1,1,435,75
53,6,-474,1,1,-474,75
37,6,-493,1,1,-493,75
57,6,431,1,1,431,75
24,6,-454,1,1,-454,75
23,6,494,1,1,494,75
87,6,-445,1,1,-445,75
40,6,464,1,1,464,75
76,6,-418,1,1,-418,75
95,6,-467,1,1,-467,75
57,6,481,1,1,481,75
83,6,400,1,1,400,75
85,6,-424,1,1,-424,75
18,6,403,1,1,403,75
59,6,429,1,1,429,75
40,6,-478,1,1,-478,75
62,6,-434,1,1,-434,75
21,6,-466,1,1,-466,75
21,6,402,1,1,402,75
65,6,454,1,1,454,75
62,6,-431,1,1,-431,75
92,6,-452,1,1,-452,75
56,5,485,0,1,485,75
88,6,485,0,1,485,75
69,5,494,0,1,494,75
70,5,-466,0,1,-466,75
24,3,478,0,1,478,75
83,6,429,0,1,429,75
34,5,-417,0,1,-417,75
69,4,-448,0,1,-448,75
53,4,-479,0,1,-479,75
79,3,-411,0,1,-411,75
26,5,-479,0,1,-479,75
9,6,-470,0,1,-470,75
63,4,498,0,1,498,75
26,2,410,0,1,410,75
75,4,-491,0,1,-491,75
41,4,-492,0,1,-492,75
71,5,500,0,1,500,75
11,5,-469,0,1,-469,75
46,4,-488,0,1,-488,75
38,4,-459,0,1,-459,75
79,5,-424,0,1,-424,75
13,2,-442,0,1,-442,75
26,3,-481,0,1,-481,75
59,4,-481,0,1,-481,75
49,4,438,0,1,438,75
33,2,431,0,1,431,75
16,2,472,0,1,472,75
86,6,459,0,1,459,75
90,6,-405,0,1,-405,75
53,3,-479,0,1,-479,75
3,0,-429,0,1,-429,75
93,6,494,0,1,494,75
95,6,443,0,1,443,75
72,4,-432,0,1,-432,75
74,4,-440,0,1,-440,75
74,4,-423,0,1,-423,75
28,2,489,0,1,489,75
25,2,454,0,1,454,75
62,4,474,0,1,474,75
99,6,410,0,1,410,75
89,0,462,0,2,-495,79
96,6,-425,1,2,-490,79
78,6,-485,1,2,-485,79
11,0,-485,0,2,-485,79
52,0,-483,0,2,-483,79
65,6,-481,1,2,-481,79
32,0,-476,0,2,-476,79
66,0,-427,0,2,-470,79
80,6,-480,1,2,-463,79
18,0,-462,0,2,-462,79
20,0,-459,0,2,-459,79
65,6,-458,1,2,-458,79
82,0,-480,0,2,-458,79
92,0,-458,0,2,-458,79
57,6,-449,1,2,-449,79
61,6,-449,1,2,-449,79
46,6,-415,1,2,-444,79
77,0,420,1,2,-444,79
82,0,-492,0,2,-441,79
10,6,-440,1,2,-440,79
8,6,-438,1,2,-438,79
48,6,-476,1,2,-436,79
52,0,463,1,2,-432,79
97,0,433,1,2,-427,79
84,0,-427,0,2,-427,79
26,0,-427,0,2,-427,79
66,0,494,0,2,-424,79
37,0,-434,0,2,-423,79
57,6,-419,1,2,-419,79
2,0,-418,0,2,-418,79
88,0,-429,0,2,-418,79
76,0,408,1,2,-417,79
29,6,-486,1,2,-414,79
4,0,-414,0,2,-414,79
69,0,434,0,2,-412,79
68,0,483,0,2,-407,79
39,0,-403,0,2,-403,79
38,0,-490,0,2,-400,79
13,6,437,1,2,400,79
94,0,484,0,2,400,79
94,0,-481,1,2,403,79
52,0,406,0,2,406,79
99,0,481,0,2,410,79
89,0,-468,0,2,410,79
68,0,-463,0,2,416,79
14,0,418,0,2,418,79
11,6,423,1,2,423,79
58,0,424,0,2,423,79
47,0,-461,0,2,425,79
18,6,429,1,2,429,79
54,0,434,0,2,434,79
11,0,439,0,2,439,79
5,6,445,1,2,445,79
25,0,451,0,2,451,79
87,6,452,1,2,452,79
34,0,-415,1,2,453,79
42,6,455,1,2,455,79
67,6,456,1,2,456,79
85,0,-426,1,2,461,79
66,0,461,0,2,461,79
50,6,463,1,2,463,79
75,6,465,1,2,465,79
88,6,468,1,2,468,79
75,0,-431,1,2,468,79
34,6,469,1,2,469,79
78,0,-481,0,2,469,79
19,0,472,0,2,472,79
97,6,430,1,2,474,79
17,6,476,1,2,476,79
41,0,-467,0,2,479,79
89,0,481,0,2,480,79
22,0,483,0,2,483,79
50,0,483,0,2,483,79
99,0,-462,0,2,484,79
84,0,-458,1,2,485,79
44,6,486,1,2,486,79
5,6,486,1,2,486,79
60,6,489,1,2,489,79
83,0,-481,1,2,491,79
62,6,408,1,2,499,79
36,5,-487,1,1,-487,81
75,6,-438,1,1,-438,81
92,6,-480,1,1,-480,81
4,6,-447,1,1,-447,81
10,6,412,1,1,412,81
98,6,-469,1,1,-469,81
22,6,-422,1,1,-422,81
57,5,-413,1,1,-413,81
39,6,-471,1,1,-471,81
21,6,499,1,1,499,81
51,6,-482,1,1,-482,81
14,6,424,1,1,424,81
60,6,-455,1,1,-455,81
56,6,-401,1,1,-401,81
75,6,-452,1,1,-452,81
81,6,-422,1,1,-422,81
26,6,472,1,1,472,81
45,6,423,1,1,423,81
35,6,-430,1,1,-430,81
50,6,403,1,1,403,81
23,6,434,1,1,434,81
50,6,479,1,1,479,81
68,5,-426,1,1,-426,81
74,6,-435,1,1,-435,81
8,6,-498,1,1,-498,81
89,6,-476,1,1,-476,81
8,6,-462,1,1,-462,81
43,5,-495,1,1,-495,81
10,5,-476,1,1,-476,81
92,6,-474,1,1,-474,81
87,6,479,1,1,479,81
38,6,-490,1,1,-490,81
35,6,427,1,1,427,81
37,5,-426,1,1,-426,81
23,5,-455,1,1,-455,81
25,6,-467,1,1,-467,81
20,6,-439,1,1,-439,81
52,6,411,1,1,411,81
73,6,419,1,1,419,81
82,6,-491,1,1,-491,81
34,6,482,0,1,482,81
19,6,-421,0,1,-421,81
8,6,488,0,1,488,81
9,6,464,0,1,464,81
29,6,-469,0,1,-469,81
12,6,-432,0,1,-432,81
9,6,-430,0,1,-430,81
99,6,-457,0,1,-457,81
16,6,487,0,1,487,81
48,6,437,0,1,437,81
3,6,-456,0,1,-456,81
47,6,457,0,1,457,81
13,6,493,0,1,493,81
22,6,-491,0,1,-491,81
30,6,486,0,1,486,81
18,6,-464,0,1,-464,81
69,6,-430,0,1,-430,81
18,6,420,0,1,420,81
57,6,409,0,1,409,81
71,6,486,0,1,486,81
93,6,413,0,1,413,81
95,6,-485,0,1,-485,81
92,6,475,0,1,475,81
96,6,461,0,1,461,81
33,6,-431,0,1,-431,81
65,6,474,0,1,474,81
77,6,448,0,1,448,81
76,6,-461,0,1,-461,81
90,6,466,0,1,466,81
87,6,403,0,1,403,81
87,6,-461,0,1,-461,81
34,6,455,0,1,455,81
73,6,-431,0,1,-431,81
17,6,-468,0,1,-468,81
2,5,-473,0,1,-473,81
14,6,-441,0,1,-441,81
92,6,-415,0,1,-415,81
8,6,464,0,1,464,81
51,5,-452,0,1,-452,81
96,6,474,0,1,474,81
23,6,476,1,1,476,82
57,6,-478,1,1,-478,82
33,6,-492,1,1,-492,82
12,6,404,1,1,404,82
20,6,437,1,1,437,82
73,6,474,1,1,474,82
56,6,415,1,1,415,82
57,6,-470,1,1,-470,82
18,6,410,1,1,410,82
55,6,-463,1,1,-463,82
64,6,-481,1,1,-481,82
55,6,-476,1,1,-476,82
34,6,-470,1,1,-470,82
44,6,466,1,1,466,82
19,6,-452,1,1,-452,82
76,6,418,1,1,418,82
76,6,410,1,1,410,82
87,6,-431,1,1,-431,82
78,6,425,1,1,425,82
68,6,-462,1,1,-462,82
45,6,444,1,1,444,82
67,6,-420,1,1,-420,82
58,6,-424,1,1,-424,82
86,6,427,1,1,427,82
53,6,413,1,1,413,82
74,6,458,1,1,458,82
44,6,-428,1,1,-428,82
73,6,473,1,1,473,82
83,6,-467,1,1,-467,82
65,6,-418,1,1,-418,82
43,6,417,1,1,417,82
29,6,489,1,1,489,82
63,6,-418,1,1,-418,82
81,6,-402,1,1,-402,82
5,6,409,1,1,409,82
52,6,493,1,1,493,82
31,6,412,1,1,412,82
68,6,435,1,1,435,82
58,6,-461,1,1,-461,82
65,6,406,1,1,406,82
37,6,494,0,1,494,82
60,6,415,0,1,415,82
82,6,-410,0,1,-410,82
2,6,465,0,1,465,82
58,6,402,0,1,402,82
90,6,-418,0,1,-418,82
62,6,410,0,1,410,82
37,6,-415,0,1,-415,82
60,6,-495,0,1,-495,82
83,6,-454,0,1,-454,82
32,6,419,0,1,419,82
22,6,-409,0,1,-409,82
32,6,419,0,1,419,82
87,6,-496,0,1,-496,82
62,6,413,0,1,413,82
77,6,493,0,1,493,82
91,6,434,0,1,434,82
69,6,495,0,1,495,82
49,6,459,0,1,459,82
95,6,-460,0,1,-460,82
6,6,494,0,1,494,82
39,6,400,0,1,400,82
94,6,-438,0,1,-438,82
73,6,493,0,1,493,82
80,6,-447,0,1,-447,82
17,6,424,0,1,424,82
70,6,469,0,1,469,82
72,6,-456,0,1,-456,82
58,6,409,0,1,409,82
70,6,488,0,1,488,82
47,6,-402,0,1,-402,82
77,6,420,0,1,420,82
68,6,-475,0,1,-475,82
87,6,-464,0,1,-464,82
2,6,429,0,1,429,82
49,6,476,0,1,476,82
27,6,-494,0,1,-494,82
57,6,412,0,1,412,82
17,6,412,0,1,412,82
73,6,465,0,1,465,82
64,2,-403,1,1,-403,83
1,0,-401,1,1,-401,83
94,4,414,1,1,414,83
33,6,420,1,1,420,83
59,6,-481,1,1,-481,83
12,6,465,1,1,465,83
72,2,-476,1,1,-476,83
17,6,458,1,1,458,83
73,2,-401,1,1,-401,83
85,1,-434,1,1,-434,83
47,5,467,1,1,467,83
91,6,-443,1,1,-443,83
87,5,422,1,1,422,83
98,6,441,1,1,441,83
35,6,438,1,1,438,83
16,6,479,1,1,479,83
35,1,-495,1,1,-495,83
62,4,431,1,1,431,83
91,5,-473,1,1,-473,83
73,5,406,1,1,406,83
45,4,-467,1,1,-467,83
47,5,452,1,1,452,83
23,1,-407,1,1,-407,83
5,0,-483,1,1,-483,83
71,4,425,1,1,425,83
6,6,409,1,1,409,83
99,5,-447,1,1,-447,83
92,5,475,1,1,475,83
16,2,-426,1,1,-426,83
90,3,-414,1,1,-414,83
22,6,493,1,1,493,83
22,4,450,1,1,450,83
17,2,-421,1,1,-421,83
3,6,449,1,1,449,83
58,4,435,1,1,435,83
2,0,-420,1,1,-420,83
7,5,407,1,1,407,83
37,4,451,1,1,451,83
51,4,432,1,1,432,83
85,3,460,1,1,460,83
86,2,455,0,1,455,83
36,2,-415,0,1,-415,83
26,6,413,0,1,413,83
35,3,-491,0,1,-491,83
77,4,-460,0,1,-460,83
32,0,-422,0,1,-422,83
83,5,-494,0,1,-494,83
77,5,491,0,1,491,83
98,6,-421,0,1,-421,83
67,5,458,0,1,458,83
11,0,-473,0,1,-473,83
80,2,-447,0,1,-447,83
84,3,481,0,1,481,83
31,5,494,0,1,494,83
76,4,-466,0,1,-466,83
6,0,-406,0,1,-406,83
4,6,425,0,1,425,83
80,4,-406,0,1,-406,83
69,3,-427,0,1,-427,83
99,2,418,0,1,418,83
48,5,459,0,1,459,83
17,5,438,0,1,438,83
26,4,416,0,1,416,83
71,4,452,0,1,452,83
11,5,453,0,1,453,83
89,4,-443,0,1,-443,83
10,6,416,0,1,416,83
2,0,-476,0,1,-476,83
48,5,446,0,1,446,83
50,3,-422,0,1,-422,83
43,1,-414,0,1,-414,83
65,2,-442,0,1,-442,83
59,5,424,0,1,424,83
43,1,-481,0,1,-481,83
79,3,423,0,1,423,83
6,0,-428,0,1,-428,83
65,5,458,0,1,458,83
99,5,-473,0,1,-473,83
89,3,439,0,1,439,83
89,3,484,0,1,484,83
92,0,490,0,2,-490,85
71,6,440,1,2,-486,85
66,4,-486,1,2,-486,85
52,5,-428,1,2,-484,85
15,2,-483,1,2,-483,85
90,5,-459,1,2,-479,85
90,4,439,1,2,-478,85
19,1,-476,1,2,-476,85
65,0,466,0,2,-472,85
96,4,-461,0,2,-469,85
98,5,420,0,2,-465,85
83,6,-441,1,2,-464,85
98,0,400,0,2,-462,85
82,5,-420,0,2,-460,85
64,6,-458,1,2,-458,85
84,1,-457,0,2,-457,85
87,4,466,0,2,-456,85
25,3,-455,0,2,-455,85
61,3,-465,1,2,-453,85
75,5,-452,0,2,-452,85
35,1,-444,1,2,-444,85
65,5,-450,1,2,-438,85
49,2,-436,0,2,-436,85
25,2,438,1,2,-435,85
46,1,-447,1,2,-435,85
28,2,-435,0,2,-435,85
49,0,-428,1,2,-428,85
57,5,-423,1,2,-423,85
76,3,-490,0,2,-421,85
46,4,-419,0,2,-419,85
68,5,-432,0,2,-415,85
2,2,421,1,2,-413,85
75,2,-409,0,2,-412,85
29,5,-407,1,2,-407,85
53,4,-426,1,2,-406,85
51,6,407,1,2,-401,85
71,4,-424,0,2,-400,85
27,4,436,1,2,400,85
80,6,-416,0,2,401,85
35,2,403,0,2,403,85
2,0,407,1,2,407,85
62,4,483,1,2,414,85
20,4,460,0,2,414,85
49,2,459,1,2,422,85
1,2,428,0,2,428,85
18,2,431,1,2,431,85
87,4,432,0,2,433,85
53,4,435,0,2,435,85
45,2,436,1,2,436,85
29,5,414,1,2,436,85
1,2,439,0,2,439,85
75,4,402,1,2,441,85
1,2,442,1,2,442,85
79,6,479,1,2,442,85
73,5,427,0,2,444,85
48,5,474,0,2,445,85
64,5,-447,0,2,450,85
99,5,485,1,2,452,85
34,3,-450,0,2,453,85
38,4,454,1,2,454,85
12,6,455,0,2,455,85
6,1,461,0,2,461,85
59,1,468,0,2,468,85
29,2,-476,1,2,469,85
53,2,469,1,2,469,85
43,1,476,1,2,476,85
99,6,491,0,2,476,85
76,1,477,0,2,477,85
36,2,478,1,2,478,85
84,4,-424,0,2,478,85
55,3,452,1,2,484,85
10,3,487,1,2,487,85
39,6,489,0,2,489,85
99,4,477,0,2,491,85
5,2,491,0,2,491,85
33,3,-484,0,2,493,85
15,2,494,1,2,494,85
98,6,-500,1,2,496,85
52,6,-411,0,2,498,85
23,1,500,0,2,500,85
88,6,-488,0,2,-499,86
74,4,-499,0,2,-499,86
85,6,415,1,2,-491,86
98,6,487,0,2,-491,86
69,6,488,0,2,-491,86
71,5,-411,0,2,-489,86
33,2,-488,0,2,-488,86
53,6,-486,1,2,-486,86
3,4,-482,1,2,-482,86
58,6,-481,1,2,-481,86
18,5,-480,1,2,-480,86
20,4,-478,0,2,-478,86
61,5,-456,1,2,-477,86
88,6,-481,1,2,-475,86
95,4,-457,0,2,-475,86
77,6,-489,1,2,-474,86
43,6,-474,1,2,-474,86
80,6,451,1,2,-467,86
28,5,-458,1,2,-458,86
96,6,429,0,2,-456,86
23,5,-483,1,2,-455,86
69,2,-479,0,2,-450,86
83,6,-449,1,2,-449,86
97,6,489,0,2,-448,86
43,4,-472,0,2,-444,86
40,5,401,0,2,-444,86
85,6,414,0,2,-442,86
48,6,-440,1,2,-440,86
26,4,-440,0,2,-440,86
94,6,402,1,2,-437,86
94,5,-465,0,2,-436,86
10,5,-435,1,2,-435,86
86,6,401,1,2,-433,86
88,6,437,1,2,-432,86
46,3,-432,0,2,-432,86
73,3,-401,0,2,-430,86
24,5,-413,1,2,-413,86
81,6,493,1,2,-413,86
9,4,-411,1,2,-411,86
12,4,-411,0,2,-411,86
96,2,-487,0,2,-408,86
33,5,-403,0,2,-403,86
34,3,-432,0,2,-400,86
67,6,401,1,2,401,86
71,5,-469,0,2,401,86
13,2,409,0,2,409,86
76,6,-428,1,2,411,86
25,6,416,1,2,416,86
28,1,424,0,2,424,86
82,4,413,0,2,424,86
9,1,426,0,2,426,86
72,6,-497,1,2,428,86
72,6,-419,1,2,428,86
62,6,-478,1,2,430,86
30,5,432,1,2,432,86
43,6,-431,0,2,432,86
81,6,433,1,2,433,86
35,4,435,0,2,435,86
12,5,437,1,2,437,86
60,6,-493,1,2,441,86
22,6,442,1,2,442,86
87,6,-401,0,2,443,86
54,6,451,1,2,451,86
55,6,454,1,2,454,86
45,5,487,0,2,454,86
71,5,461,1,2,461,86
64,6,-443,0,2,464,86
61,4,402,0,2,465,86
58,5,468,0,2,468,86
89,4,412,0,2,469,86
5,4,478,0,2,478,86
61,6,-495,1,2,482,86
95,5,-414,0,2,483,86
50,5,486,0,2,486,86
82,6,-462,0,2,486,86
87,5,-492,1,2,487,86
8,5,487,0,2,487,86
8,5,492,1,2,492,86
