uncertainty,seek/share,Market_change,Instr,Task1Seek,RealMC,ID_n
61,4,-415,0,1,-415,121
56,5,405,0,1,405,121
66,4,-438,0,1,-438,121
56,4,-427,0,1,-427,121
32,6,473,0,1,473,121
50,4,-448,0,1,-448,121
90,4,-408,0,1,-408,121
75,4,-428,0,1,-428,121
94,5,495,0,1,495,121
33,4,-462,0,1,-462,121
27,4,-448,0,1,-448,121
60,4,-489,0,1,-489,121
45,5,438,0,1,438,121
78,5,434,0,1,434,121
54,6,432,0,1,432,121
95,5,-469,0,1,-469,121
2,5,-411,0,1,-411,121
67,6,412,0,1,412,121
75,4,-457,0,1,-457,121
7,1,-440,0,1,-440,121
28,6,476,0,1,476,121
89,6,-425,1,1,-425,125
75,6,431,1,1,431,125
83,6,412,1,1,412,125
44,6,-436,1,1,-436,125
31,6,-432,1,1,-432,125
28,6,-417,1,1,-417,125
18,6,415,1,1,415,125
90,6,-492,1,1,-492,125
28,6,-491,1,1,-491,125
75,6,-464,1,1,-464,125
57,6,465,1,1,465,125
86,6,-428,1,1,-428,125
95,6,470,1,1,470,125
52,6,417,1,1,417,125
40,6,-447,1,1,-447,125
36,6,455,1,1,455,125
45,6,460,1,1,460,125
12,6,423,1,1,423,125
24,6,-465,1,1,-465,125
91,6,406,1,1,406,125
57,6,452,1,1,452,125
77,6,-472,1,1,-472,125
67,6,-472,1,1,-472,125
59,6,460,1,1,460,125
67,6,451,1,1,451,125
55,6,-482,1,1,-482,125
66,6,445,1,1,445,125
11,6,480,1,1,480,125
84,6,487,1,1,487,125
79,6,427,1,1,427,125
62,6,481,1,1,481,125
59,6,445,1,1,445,125
11,6,-440,1,1,-440,125
97,6,-458,1,1,-458,125
51,6,-410,1,1,-410,125
81,6,-468,1,1,-468,125
60,6,419,1,1,419,125
72,6,498,1,1,498,125
65,6,-401,1,1,-401,125
80,6,-500,1,1,-500,125
54,6,493,0,1,493,125
32,6,-461,0,1,-461,125
82,6,-463,0,1,-463,125
69,6,480,0,1,480,125
49,6,428,0,1,428,125
81,6,-450,0,1,-450,125
30,6,-435,0,1,-435,125
24,6,489,0,1,489,125
22,6,-489,0,1,-489,125
37,6,499,0,1,499,125
91,6,-500,0,1,-500,125
84,6,476,0,1,476,125
39,6,-440,0,1,-440,125
18,6,412,0,1,412,125
61,6,440,0,1,440,125
51,6,-412,0,1,-412,125
88,6,-427,0,1,-427,125
85,6,459,0,1,459,125
28,6,-410,0,1,-410,125
65,6,-494,0,1,-494,125
72,6,-481,0,1,-481,125
50,6,-500,0,1,-500,125
40,6,-497,0,1,-497,125
95,6,478,0,1,478,125
10,6,417,0,1,417,125
75,6,-451,0,1,-451,125
4,4,410,0,1,410,125
16,6,-495,0,1,-495,125
57,6,-410,0,1,-410,125
71,6,-441,0,1,-441,125
51,6,-428,0,1,-428,125
24,6,495,0,1,495,125
15,6,424,0,1,424,125
51,6,-467,0,1,-467,125
99,6,-423,0,1,-423,125
87,6,465,0,1,465,125
48,6,478,0,1,478,125
15,6,433,0,1,433,125
2,6,-499,0,1,-499,125
22,6,479,0,1,479,125
44,6,-499,1,2,-499,126
12,6,-492,1,2,-492,126
20,3,-489,0,2,-489,126
13,6,-486,1,2,-486,126
40,6,-499,1,2,-485,126
77,6,449,1,2,-485,126
90,6,472,1,2,-485,126
77,2,-499,0,2,-473,126
57,6,456,0,2,-472,126
95,6,407,1,2,-470,126
52,5,495,0,2,-470,126
79,2,-465,0,2,-465,126
46,2,-465,0,2,-465,126
47,4,-417,0,2,-463,126
70,3,404,0,2,-462,126
24,3,-458,0,2,-458,126
81,6,499,0,2,-456,126
92,6,430,0,2,-454,126
15,6,441,1,2,-453,126
82,6,-479,1,2,-441,126
59,6,-438,1,2,-439,126
24,6,-439,1,2,-439,126
16,6,-436,1,2,-436,126
58,5,417,0,2,-436,126
46,6,-492,1,2,-435,126
10,6,-432,1,2,-432,126
32,4,-429,0,2,-431,126
42,6,-430,1,2,-430,126
36,6,-428,1,2,-428,126
50,6,-413,1,2,-424,126
58,6,-423,1,2,-423,126
18,6,-421,1,2,-421,126
82,6,478,1,2,-420,126
33,3,-415,0,2,-415,126
39,6,435,1,2,-414,126
90,6,483,0,2,-413,126
19,6,-412,1,2,-412,126
19,6,-409,1,2,-409,126
20,6,404,1,2,404,126
64,6,-469,1,2,406,126
3,6,409,1,2,409,126
72,3,427,0,2,412,126
51,6,413,1,2,413,126
61,3,421,0,2,421,126
82,3,421,0,2,422,126
66,5,-417,0,2,422,126
20,4,424,0,2,424,126
67,2,425,0,2,425,126
77,1,408,0,2,426,126
60,0,427,0,2,427,126
70,6,-440,1,2,430,126
78,3,401,0,2,432,126
73,3,492,0,2,433,126
99,6,-414,0,2,435,126
91,6,447,0,2,447,126
24,6,448,1,2,448,126
47,6,449,1,2,449,126
66,6,-447,1,2,454,126
80,1,420,0,2,454,126
19,6,458,1,2,458,126
2,0,458,0,2,458,126
17,3,458,0,2,458,126
89,6,451,1,2,459,126
69,5,-442,0,2,459,126
24,3,461,0,2,461,126
48,2,470,0,2,462,126
16,6,464,1,2,464,126
29,3,466,0,2,466,126
67,6,-473,1,2,473,126
76,6,-500,0,2,473,126
8,6,476,1,2,476,126
64,4,-491,0,2,479,126
41,1,482,0,2,482,126
45,6,-491,1,2,483,126
38,6,484,1,2,484,126
88,6,-421,0,2,492,126
79,5,461,0,2,493,126
13,6,494,1,2,494,126
75,6,-433,0,2,494,126
96,6,433,1,2,498,126
94,0,-497,1,1,-497,128
86,4,-456,1,1,-456,128
35,6,-456,1,1,-456,128
83,6,462,1,1,462,128
99,6,-479,1,1,-479,128
4,1,-409,1,1,-409,128
56,6,493,1,1,493,128
38,6,474,1,1,474,128
62,6,496,1,1,496,128
61,6,-488,1,1,-488,128
48,6,-412,1,1,-412,128
98,6,430,1,1,430,128
73,6,-430,1,1,-430,128
66,6,500,1,1,500,128
1,0,440,1,1,440,128
33,5,-437,1,1,-437,128
25,4,484,1,1,484,128
51,6,-493,1,1,-493,128
57,6,478,1,1,478,128
14,3,-443,1,1,-443,128
51,6,-427,1,1,-427,128
34,6,-408,1,1,-408,128
56,6,-465,1,1,-465,128
69,6,-461,1,1,-461,128
35,5,451,1,1,451,128
16,3,-482,1,1,-482,128
56,6,417,1,1,417,128
92,6,437,1,1,437,128
52,6,412,1,1,412,128
18,2,489,1,1,489,128
64,6,474,1,1,474,128
4,0,-485,1,1,-485,128
4,0,428,1,1,428,128
59,6,425,1,1,425,128
25,4,442,1,1,442,128
37,5,430,1,1,430,128
87,6,-406,1,1,-406,128
8,1,457,1,1,457,128
2,0,-450,1,1,-450,128
34,6,-424,1,1,-424,128
83,6,-412,0,1,-412,128
15,4,-434,0,1,-434,128
33,5,-406,0,1,-406,128
33,4,499,0,1,499,128
20,4,-435,0,1,-435,128
25,4,-473,0,1,-473,128
64,6,494,0,1,494,128
82,6,-439,0,1,-439,128
9,1,420,0,1,420,128
56,6,-418,0,1,-418,128
15,3,436,0,1,436,128
84,6,-430,0,1,-430,128
38,5,-442,0,1,-442,128
71,6,416,0,1,416,128
28,4,422,0,1,422,128
35,5,-443,0,1,-443,128
99,6,496,0,1,496,128
82,6,419,0,1,419,128
30,5,-445,0,1,-445,128
9,1,449,0,1,449,128
3,0,424,0,1,424,128
20,3,-456,0,1,-456,128
64,6,-448,0,1,-448,128
42,5,-426,0,1,-426,128
49,6,447,0,1,447,128
46,6,-463,0,1,-463,128
49,6,413,0,1,413,128
39,5,469,0,1,469,128
68,6,431,0,1,431,128
70,6,467,0,1,467,128
11,2,-471,0,1,-471,128
40,5,409,0,1,409,128
32,5,464,0,1,464,128
63,6,-441,0,1,-441,128
91,6,-475,0,1,-475,128
24,5,462,0,1,462,128
59,6,437,0,1,437,128
37,5,402,0,1,402,128
85,6,456,0,1,456,128
16,4,401,0,1,401,128
52,6,488,1,1,488,129
45,6,420,1,1,420,129
53,6,484,1,1,484,129
99,6,-410,1,1,-410,129
70,6,469,1,1,469,129
74,6,457,1,1,457,129
72,6,-460,1,1,-460,129
38,6,-450,1,1,-450,129
80,6,486,1,1,486,129
67,6,-450,1,1,-450,129
53,6,-453,1,1,-453,129
37,6,471,1,1,471,129
76,6,-500,1,1,-500,129
46,6,490,1,1,490,129
20,6,-491,1,1,-491,129
67,6,458,1,1,458,129
3,6,-414,1,1,-414,129
32,6,473,1,1,473,129
60,6,429,1,1,429,129
33,6,-481,1,1,-481,129
42,6,-439,1,1,-439,129
79,6,-480,1,1,-480,129
33,6,410,1,1,410,129
46,6,-499,1,1,-499,129
86,6,405,1,1,405,129
83,6,-457,1,1,-457,129
83,6,-488,1,1,-488,129
66,6,-475,1,1,-475,129
11,6,465,1,1,465,129
64,6,414,1,1,414,129
49,6,-433,1,1,-433,129
14,6,460,1,1,460,129
62,6,454,1,1,454,129
43,6,-447,1,1,-447,129
22,6,466,1,1,466,129
70,6,-401,1,1,-401,129
19,6,409,1,1,409,129
41,6,-475,1,1,-475,129
95,6,-490,1,1,-490,129
35,6,487,1,1,487,129
87,1,467,0,1,467,129
40,6,415,0,1,415,129
62,2,414,0,1,414,129
58,1,-433,0,1,-433,129
88,0,415,0,1,415,129
44,6,446,0,1,446,129
69,0,-499,0,1,-499,129
9,0,-417,0,1,-417,129
66,3,-467,0,1,-467,129
8,6,446,0,1,446,129
92,4,444,0,1,444,129
27,6,439,0,1,439,129
57,3,-473,0,1,-473,129
58,4,482,0,1,482,129
94,6,434,0,1,434,129
30,1,-406,0,1,-406,129
79,4,440,0,1,440,129
9,6,427,0,1,427,129
35,6,428,0,1,428,129
7,6,452,0,1,452,129
7,6,400,0,1,400,129
87,0,-465,0,1,-465,129
95,1,496,0,1,496,129
67,3,429,0,1,429,129
91,0,-415,0,1,-415,129
28,2,-431,0,1,-431,129
66,2,491,0,1,491,129
91,4,-482,0,1,-482,129
85,4,-459,0,1,-459,129
8,6,447,0,1,447,129
3,0,-419,0,1,-419,129
46,2,-474,0,1,-474,129
62,4,424,0,1,424,129
94,3,-476,0,1,-476,129
61,4,-454,0,1,-454,129
98,2,454,0,1,454,129
54,2,-475,0,1,-475,129
77,2,-423,0,1,-423,129
70,3,486,0,1,486,129
37,4,483,0,1,483,129
27,6,-435,1,1,-435,134
31,5,444,1,1,444,134
57,5,-453,1,1,-453,134
59,4,-460,1,1,-460,134
14,6,477,1,1,477,134
24,6,-420,1,1,-420,134
51,5,483,1,1,483,134
53,6,-436,1,1,-436,134
67,6,-464,1,1,-464,134
63,6,-411,1,1,-411,134
32,5,421,1,1,421,134
44,6,-465,1,1,-465,134
2,4,438,1,1,438,134
3,5,452,1,1,452,134
40,5,415,1,1,415,134
51,5,437,1,1,437,134
72,6,-478,1,1,-478,134
27,5,407,1,1,407,134
87,6,438,1,1,438,134
99,6,462,1,1,462,134
73,5,-452,1,1,-452,134
1,5,466,1,1,466,134
57,5,-425,1,1,-425,134
48,5,-496,1,1,-496,134
47,4,481,1,1,481,134
16,5,437,1,1,437,134
35,5,451,1,1,451,134
39,6,405,1,1,405,134
68,6,-484,1,1,-484,134
3,5,444,1,1,444,134
48,5,440,1,1,440,134
65,5,485,1,1,485,134
76,5,-424,1,1,-424,134
81,5,430,1,1,430,134
83,5,-492,1,1,-492,134
10,6,-466,1,1,-466,134
96,6,448,1,1,448,134
19,5,-495,1,1,-495,134
8,6,465,1,1,465,134
22,5,455,1,1,455,134
3,6,-465,0,1,-465,134
78,3,-410,0,1,-410,134
32,4,-406,0,1,-406,134
92,6,-448,0,1,-448,134
79,6,428,0,1,428,134
65,6,480,0,1,480,134
88,5,-420,0,1,-420,134
97,6,-468,0,1,-468,134
12,5,-408,0,1,-408,134
36,6,-494,0,1,-494,134
4,6,-440,0,1,-440,134
45,6,481,0,1,481,134
89,6,409,0,1,409,134
20,6,-445,0,1,-445,134
6,5,499,0,1,499,134
5,5,481,0,1,481,134
65,5,418,0,1,418,134
31,6,-456,0,1,-456,134
43,6,-402,0,1,-402,134
50,6,469,0,1,469,134
16,5,488,0,1,488,134
87,6,-429,0,1,-429,134
93,6,-448,0,1,-448,134
14,6,-475,0,1,-475,134
60,6,-476,0,1,-476,134
32,6,412,0,1,412,134
30,5,430,0,1,430,134
72,6,-483,0,1,-483,134
42,6,409,0,1,409,134
6,5,454,0,1,454,134
97,6,-447,0,1,-447,134
97,6,490,0,1,490,134
60,6,-497,0,1,-497,134
38,6,453,0,1,453,134
96,6,-476,0,1,-476,134
6,6,461,0,1,461,134
78,5,486,0,1,486,134
38,5,432,0,1,432,134
53,5,439,0,1,439,134
70,6,477,0,1,477,134
31,1,-499,0,2,-499,136
26,1,-498,0,2,-498,136
64,3,-496,1,2,-496,136
73,6,429,0,2,-496,136
67,3,-484,1,2,-493,136
28,2,-490,1,2,-490,136
77,0,-499,0,2,-490,136
89,5,499,0,2,-488,136
27,2,-485,1,2,-485,136
80,5,485,1,2,-480,136
22,2,-480,0,2,-480,136
69,3,-459,0,2,-478,136
17,0,-477,0,2,-477,136
46,1,-473,1,2,-473,136
82,1,-450,1,2,-473,136
12,2,-471,0,2,-471,136
96,6,491,0,2,-469,136
95,2,-416,1,2,-466,136
76,3,-404,1,2,-463,136
71,2,-457,1,2,-457,136
33,6,477,0,2,-457,136
71,2,-439,1,2,-454,136
61,6,486,0,2,-454,136
95,3,-445,1,2,-449,136
55,2,-474,0,2,-449,136
27,3,-448,0,2,-448,136
1,0,-448,0,2,-448,136
80,5,408,1,2,-440,136
40,3,-437,1,2,-437,136
67,6,460,0,2,-436,136
55,0,-436,0,2,-436,136
33,6,432,1,2,-435,136
95,5,435,1,2,-431,136
4,6,-431,0,2,-431,136
39,4,-490,1,2,-429,136
26,2,-439,1,2,-429,136
14,1,-420,0,2,-420,136
59,2,-419,1,2,-419,136
17,0,-419,0,2,-419,136
95,5,425,1,2,-411,136
15,5,-411,0,2,-411,136
12,1,-405,0,2,-405,136
13,1,-401,1,2,-401,136
98,5,400,0,2,400,136
63,1,457,0,2,401,136
94,6,-421,1,2,404,136
51,6,406,0,2,406,136
82,1,419,1,2,408,136
7,2,415,1,2,415,136
33,6,-475,1,2,421,136
45,6,-462,1,2,425,136
73,1,413,0,2,427,136
3,2,429,1,2,429,136
55,3,482,0,2,429,136
18,2,431,1,2,431,136
6,1,431,1,2,431,136
60,3,476,1,2,432,136
99,6,-443,0,2,436,136
10,4,438,0,2,438,136
94,2,477,1,2,439,136
26,2,440,0,2,440,136
13,1,443,0,2,443,136
87,6,-434,1,2,449,136
55,6,-400,1,2,453,136
98,1,455,1,2,453,136
37,6,-425,1,2,456,136
89,2,419,0,2,458,136
8,1,459,0,2,459,136
72,3,437,0,2,459,136
47,6,-402,1,2,460,136
46,0,464,0,2,464,136
26,6,-484,1,2,466,136
30,3,470,0,2,470,136
49,2,476,1,2,476,136
84,5,453,1,2,479,136
43,2,474,0,2,482,136
30,0,492,0,2,492,136
36,4,420,1,2,495,136
42,6,-469,0,2,495,136
57,1,458,0,2,496,136
80,5,-418,1,1,-418,138
71,6,-475,1,1,-475,138
18,2,437,1,1,437,138
38,6,-426,1,1,-426,138
4,6,-495,1,1,-495,138
52,5,-466,1,1,-466,138
87,4,423,1,1,423,138
77,5,419,1,1,419,138
51,4,402,1,1,402,138
56,5,-404,1,1,-404,138
39,4,-442,1,1,-442,138
66,5,469,1,1,469,138
34,3,462,1,1,462,138
86,6,480,1,1,480,138
68,4,-460,1,1,-460,138
22,5,-451,1,1,-451,138
43,5,-420,1,1,-420,138
6,3,441,1,1,441,138
92,6,406,1,1,406,138
80,3,403,1,1,403,138
16,4,-423,1,1,-423,138
25,3,-477,1,1,-477,138
95,2,-422,1,1,-422,138
50,6,444,1,1,444,138
84,3,431,1,1,431,138
58,4,435,1,1,435,138
40,5,-431,1,1,-431,138
74,5,-442,1,1,-442,138
4,2,496,1,1,496,138
78,4,462,1,1,462,138
57,3,481,1,1,481,138
20,2,-489,1,1,-489,138
58,3,436,1,1,436,138
72,5,-410,1,1,-410,138
19,3,487,1,1,487,138
40,3,-453,1,1,-453,138
44,4,447,1,1,447,138
2,1,420,1,1,420,138
49,4,470,1,1,470,138
88,5,-467,1,1,-467,138
32,5,405,0,1,405,138
72,6,-490,0,1,-490,138
41,4,-463,0,1,-463,138
88,6,-402,0,1,-402,138
98,6,-493,0,1,-493,138
4,2,493,0,1,493,138
30,3,-457,0,1,-457,138
5,2,466,0,1,466,138
16,4,-409,0,1,-409,138
41,5,483,0,1,483,138
11,4,468,0,1,468,138
77,5,483,0,1,483,138
78,6,435,0,1,435,138
27,5,439,0,1,439,138
67,6,-486,0,1,-486,138
13,5,412,0,1,412,138
94,6,476,0,1,476,138
72,6,418,0,1,418,138
29,5,-492,0,1,-492,138
92,6,404,0,1,404,138
36,5,-479,0,1,-479,138
25,4,410,0,1,410,138
45,5,436,0,1,436,138
6,2,441,0,1,441,138
98,6,453,0,1,453,138
37,5,499,0,1,499,138
90,6,412,0,1,412,138
22,5,-411,0,1,-411,138
76,6,474,0,1,474,138
14,5,-472,0,1,-472,138
22,5,-441,0,1,-441,138
25,5,411,0,1,411,138
67,6,-440,0,1,-440,138
25,5,461,0,1,461,138
92,6,459,0,1,459,138
67,3,-469,0,1,-469,138
93,6,-417,0,1,-417,138
19,5,-402,0,1,-402,138
23,5,-480,0,1,-480,138
62,6,419,0,1,419,138
8,3,494,1,1,494,140
17,2,410,1,1,410,140
39,1,-499,1,1,-499,140
82,6,416,1,1,416,140
40,0,448,1,1,448,140
16,0,465,1,1,465,140
12,6,489,1,1,489,140
80,0,452,1,1,452,140
96,0,-427,1,1,-427,140
80,0,448,1,1,448,140
62,1,493,1,1,493,140
93,2,-477,1,1,-477,140
73,0,-476,1,1,-476,140
2,0,-434,1,1,-434,140
47,0,-459,1,1,-459,140
85,6,463,1,1,463,140
36,6,490,1,1,490,140
85,0,424,1,1,424,140
95,0,-434,1,1,-434,140
30,0,481,1,1,481,140
14,0,-472,1,1,-472,140
66,0,442,1,1,442,140
92,1,451,1,1,451,140
81,0,488,1,1,488,140
73,0,-434,1,1,-434,140
47,0,-473,1,1,-473,140
46,0,481,1,1,481,140
37,0,-415,1,1,-415,140
64,3,419,1,1,419,140
14,0,497,1,1,497,140
94,0,473,1,1,473,140
27,0,487,1,1,487,140
53,1,-471,1,1,-471,140
20,0,494,1,1,494,140
20,0,481,1,1,481,140
43,0,434,1,1,434,140
25,0,406,1,1,406,140
79,0,421,1,1,421,140
82,0,487,1,1,487,140
88,0,-479,1,1,-479,140
24,6,-495,0,1,-495,140
36,1,-465,0,1,-465,140
21,1,403,0,1,403,140
50,0,-479,0,1,-479,140
67,0,417,0,1,417,140
26,2,491,0,1,491,140
88,6,-470,0,1,-470,140
37,0,-436,0,1,-436,140
22,0,-459,0,1,-459,140
78,6,-496,0,1,-496,140
21,0,-481,0,1,-481,140
66,0,-422,0,1,-422,140
3,6,-413,0,1,-413,140
14,0,-470,0,1,-470,140
75,0,448,0,1,448,140
25,0,427,0,1,427,140
87,6,-428,0,1,-428,140
77,0,-479,0,1,-479,140
69,0,436,0,1,436,140
44,6,-498,0,1,-498,140
33,6,408,0,1,408,140
91,6,403,0,1,403,140
29,6,500,0,1,500,140
70,6,426,0,1,426,140
97,6,469,0,1,469,140
90,6,413,0,1,413,140
9,6,-435,0,1,-435,140
82,6,-434,0,1,-434,140
27,6,-490,0,1,-490,140
99,6,496,0,1,496,140
69,6,411,0,1,411,140
78,6,-402,0,1,-402,140
26,6,481,0,1,481,140
15,6,-421,0,1,-421,140
75,6,416,0,1,416,140
67,6,-496,0,1,-496,140
97,6,405,0,1,405,140
10,0,482,0,1,482,140
75,0,490,0,1,490,140
66,0,459,0,1,459,140
10,6,-464,1,1,-464,142
85,6,-443,1,1,-443,142
67,6,-437,1,1,-437,142
77,6,-466,1,1,-466,142
25,6,426,1,1,426,142
28,6,401,1,1,401,142
73,6,499,1,1,499,142
52,6,457,1,1,457,142
96,6,-457,1,1,-457,142
74,6,-410,1,1,-410,142
40,6,400,1,1,400,142
70,6,-474,1,1,-474,142
20,6,-443,1,1,-443,142
7,6,498,1,1,498,142
92,6,449,1,1,449,142
76,6,424,1,1,424,142
85,6,410,1,1,410,142
49,6,431,1,1,431,142
72,6,-407,1,1,-407,142
34,6,-466,1,1,-466,142
1,6,430,1,1,430,142
81,6,407,1,1,407,142
39,6,-448,1,1,-448,142
95,6,404,1,1,404,142
72,6,-421,1,1,-421,142
84,6,461,1,1,461,142
63,6,473,1,1,473,142
53,6,473,1,1,473,142
16,6,-462,1,1,-462,142
84,6,491,1,1,491,142
50,6,-423,1,1,-423,142
67,6,431,1,1,431,142
93,6,-403,1,1,-403,142
27,6,-454,1,1,-454,142
69,6,492,1,1,492,142
82,6,-442,1,1,-442,142
42,6,461,1,1,461,142
68,6,434,1,1,434,142
93,6,465,1,1,465,142
18,6,458,1,1,458,142
8,6,460,0,1,460,142
32,6,486,0,1,486,142
52,6,-445,0,1,-445,142
38,6,445,0,1,445,142
94,6,491,0,1,491,142
53,6,-441,0,1,-441,142
15,6,499,0,1,499,142
17,6,-499,0,1,-499,142
60,6,496,0,1,496,142
87,6,401,0,1,401,142
35,6,446,0,1,446,142
48,6,-467,0,1,-467,142
79,6,467,0,1,467,142
55,6,-436,0,1,-436,142
49,6,-467,0,1,-467,142
54,6,-416,0,1,-416,142
18,6,-451,0,1,-451,142
63,6,-457,0,1,-457,142
90,6,-407,0,1,-407,142
99,6,-492,0,1,-492,142
5,6,-448,0,1,-448,142
55,6,-440,0,1,-440,142
19,6,-474,0,1,-474,142
38,6,463,0,1,463,142
27,6,404,0,1,404,142
88,6,415,0,1,415,142
97,6,483,0,1,483,142
81,6,-488,0,1,-488,142
32,6,-427,0,1,-427,142
89,6,-441,0,1,-441,142
68,6,469,0,1,469,142
20,6,482,0,1,482,142
58,6,-453,0,1,-453,142
49,6,493,0,1,493,142
51,6,405,0,1,405,142
10,6,500,0,1,500,142
4,6,-463,0,1,-463,142
57,6,-487,0,1,-487,142
83,6,-448,0,1,-448,142
19,6,-418,0,1,-418,142
59,6,410,1,1,410,146
51,5,476,1,1,476,146
22,5,467,1,1,467,146
75,6,409,1,1,409,146
29,5,-463,1,1,-463,146
40,4,433,1,1,433,146
6,5,-459,1,1,-459,146
68,6,434,1,1,434,146
88,6,428,1,1,428,146
22,5,-465,1,1,-465,146
57,6,-468,1,1,-468,146
84,6,434,1,1,434,146
59,5,-457,1,1,-457,146
31,5,465,1,1,465,146
21,5,-454,1,1,-454,146
26,5,-469,1,1,-469,146
87,5,479,1,1,479,146
70,6,481,1,1,481,146
16,4,443,1,1,443,146
95,6,-402,1,1,-402,146
91,6,-498,1,1,-498,146
32,5,-493,1,1,-493,146
41,5,492,1,1,492,146
81,6,446,1,1,446,146
31,5,-443,1,1,-443,146
35,4,400,1,1,400,146
6,4,-415,1,1,-415,146
11,5,-438,1,1,-438,146
67,6,447,1,1,447,146
8,4,486,1,1,486,146
53,6,499,1,1,499,146
9,4,493,1,1,493,146
6,5,492,1,1,492,146
35,6,-490,1,1,-490,146
87,6,-492,1,1,-492,146
37,6,467,1,1,467,146
43,5,478,1,1,478,146
91,6,412,1,1,412,146
9,6,-433,1,1,-433,146
51,6,-405,1,1,-405,146
84,1,-417,0,1,-417,146
62,3,429,0,1,429,146
14,1,495,0,1,495,146
45,4,-492,0,1,-492,146
42,2,486,0,1,486,146
64,2,469,0,1,469,146
35,3,494,0,1,494,146
98,6,425,0,1,425,146
40,3,-461,0,1,-461,146
71,1,-434,0,1,-434,146
11,1,-402,0,1,-402,146
20,4,-435,0,1,-435,146
47,3,-426,0,1,-426,146
33,2,-419,0,1,-419,146
25,2,-487,0,1,-487,146
35,3,420,0,1,420,146
96,6,-450,0,1,-450,146
46,3,476,0,1,476,146
69,2,-462,0,1,-462,146
22,2,-472,0,1,-472,146
76,5,-419,0,1,-419,146
71,2,426,0,1,426,146
47,3,428,0,1,428,146
91,5,-451,0,1,-451,146
29,2,498,0,1,498,146
94,3,435,0,1,435,146
44,2,465,0,1,465,146
78,4,-430,0,1,-430,146
40,2,422,0,1,422,146
17,1,-500,0,1,-500,146
69,3,423,0,1,423,146
11,0,-453,0,1,-453,146
64,3,431,0,1,431,146
50,3,-483,0,1,-483,146
48,2,-492,0,1,-492,146
8,4,442,0,1,442,146
81,4,477,0,1,477,146
76,4,500,0,1,500,146
25,3,440,0,1,440,146
18,2,413,0,1,413,146
90,6,-493,1,1,-493,147
56,5,413,1,1,413,147
9,6,-415,1,1,-415,147
36,5,-400,1,1,-400,147
63,6,424,1,1,424,147
18,5,435,1,1,435,147
13,5,415,1,1,415,147
86,6,486,1,1,486,147
22,5,419,1,1,419,147
16,5,-485,1,1,-485,147
57,6,-402,1,1,-402,147
29,5,422,1,1,422,147
4,1,470,1,1,470,147
96,6,-436,1,1,-436,147
24,5,-489,1,1,-489,147
18,5,-453,1,1,-453,147
83,5,437,1,1,437,147
49,5,-427,1,1,-427,147
3,6,465,1,1,465,147
69,6,-401,1,1,-401,147
15,3,450,1,1,450,147
28,5,454,1,1,454,147
14,5,433,1,1,433,147
31,5,466,1,1,466,147
2,6,471,1,1,471,147
66,6,-423,1,1,-423,147
95,6,438,1,1,438,147
9,2,-433,1,1,-433,147
85,6,415,1,1,415,147
41,5,-445,1,1,-445,147
47,5,469,1,1,469,147
91,6,-470,1,1,-470,147
73,6,-436,1,1,-436,147
31,5,480,1,1,480,147
54,6,-443,1,1,-443,147
57,6,495,1,1,495,147
14,5,450,1,1,450,147
56,6,-463,1,1,-463,147
53,6,-489,1,1,-489,147
15,5,-448,1,1,-448,147
50,5,-410,0,1,-410,147
61,6,-446,0,1,-446,147
31,4,412,0,1,412,147
84,6,-437,0,1,-437,147
12,3,-409,0,1,-409,147
75,6,-433,0,1,-433,147
53,6,500,0,1,500,147
19,4,-420,0,1,-420,147
64,6,423,0,1,423,147
81,6,431,0,1,431,147
77,6,407,0,1,407,147
47,5,-431,0,1,-431,147
96,6,490,0,1,490,147
76,6,475,0,1,475,147
99,6,408,0,1,408,147
76,6,437,0,1,437,147
49,5,-431,0,1,-431,147
5,2,484,0,1,484,147
16,3,403,0,1,403,147
50,5,462,0,1,462,147
6,2,-485,0,1,-485,147
84,6,474,0,1,474,147
57,6,-452,0,1,-452,147
33,5,-453,0,1,-453,147
74,6,-445,0,1,-445,147
63,6,-450,0,1,-450,147
58,6,-430,0,1,-430,147
92,6,421,0,1,421,147
93,6,410,0,1,410,147
27,3,-432,0,1,-432,147
22,5,438,0,1,438,147
57,6,411,0,1,411,147
78,6,422,0,1,422,147
84,6,-455,0,1,-455,147
40,5,491,0,1,491,147
50,5,469,0,1,469,147
34,5,-469,0,1,-469,147
55,6,483,0,1,483,147
93,6,451,0,1,451,147
34,5,400,0,1,400,147
88,5,-483,1,1,-483,148
26,5,467,1,1,467,148
20,6,465,1,1,465,148
7,6,446,1,1,446,148
62,6,419,1,1,419,148
25,6,-462,1,1,-462,148
70,5,-448,1,1,-448,148
73,6,440,1,1,440,148
62,5,465,1,1,465,148
24,6,-417,1,1,-417,148
16,5,443,1,1,443,148
21,5,479,1,1,479,148
24,5,435,1,1,435,148
23,5,-424,1,1,-424,148
16,5,490,1,1,490,148
37,5,-492,1,1,-492,148
46,5,-467,1,1,-467,148
47,5,-448,1,1,-448,148
75,5,-409,1,1,-409,148
69,5,406,1,1,406,148
63,2,467,1,1,467,148
10,5,412,1,1,412,148
76,5,-451,1,1,-451,148
8,5,-500,1,1,-500,148
89,4,428,1,1,428,148
44,5,416,1,1,416,148
6,5,-439,1,1,-439,148
62,4,-468,1,1,-468,148
57,6,485,1,1,485,148
25,5,-469,1,1,-469,148
24,5,410,1,1,410,148
87,5,-466,1,1,-466,148
25,6,425,1,1,425,148
