n_trial,uncertainty,share,Predicted_MC_1up,Predicted_MC,Instr,ID,mc_model
5,89,0,0,-477,0,32,460
7,15,2,1,480,0,32,480
8,99,6,0,-482,0,32,448
9,34,0,0,-403,0,32,-403
11,70,1,1,432,0,32,445
12,82,4,0,-494,0,32,-420
13,61,6,0,-500,0,32,457
14,7,0,0,-474,0,32,-474
15,91,4,0,-456,0,32,-431
17,59,4,0,-492,0,32,-467
18,42,0,1,498,0,32,498
19,10,0,0,-473,0,32,-473
20,87,6,0,-500,0,32,474
21,27,4,1,402,0,32,477
22,11,0,1,449,0,32,449
24,39,1,1,467,0,32,467
25,71,4,0,-457,0,32,-438
27,35,6,1,411,0,32,-445
28,23,1,0,-469,0,32,-469
29,79,6,1,457,0,32,-453
30,56,4,0,-413,0,32,-476
32,67,6,1,446,0,32,-417
33,76,4,1,458,0,32,421
34,44,2,1,464,0,32,464
35,98,6,1,464,0,32,431
36,53,5,0,-465,0,32,-424
37,81,6,0,-412,0,32,460
38,42,2,1,436,0,32,436
40,62,2,1,410,0,32,410
41,58,1,0,-465,0,32,-465
42,65,6,0,-461,0,32,408
43,65,5,0,-412,0,32,-463
44,8,4,0,-456,0,32,-456
46,8,0,1,463,0,32,463
47,20,0,0,-426,0,32,-426
48,63,2,1,466,0,32,466
1,75,6,1,492,1,32,447
2,43,6,0,-493,1,32,475
3,66,0,0,-428,1,32,486
4,7,0,1,484,1,32,484
5,83,0,0,-446,1,32,492
7,46,2,1,415,1,32,470
8,53,4,1,493,1,32,472
9,26,0,1,439,1,32,439
11,37,0,0,-453,1,32,-486
12,67,0,0,-421,1,32,-408
13,87,2,0,-486,1,32,-489
14,87,3,0,-467,1,32,-472
15,56,2,1,466,1,32,466
17,32,0,1,476,1,32,476
18,93,6,0,-471,1,32,-442
19,71,5,1,430,1,32,444
20,52,5,1,418,1,32,-412
21,46,2,1,446,1,32,446
22,32,0,1,465,1,32,465
24,12,0,0,-481,1,32,421
25,50,6,1,419,1,32,405
27,52,6,1,460,1,32,-444
28,35,1,1,468,1,32,468
29,7,0,0,-428,1,32,-428
30,81,2,1,458,1,32,458
32,81,6,1,474,1,32,411
33,42,1,1,491,1,32,491
34,71,6,1,422,1,32,-423
35,9,0,1,446,1,32,446
36,56,0,1,480,1,32,480
37,88,4,0,-500,1,32,-500
38,33,2,0,-464,1,32,499
40,55,0,0,-483,1,32,-483
41,5,0,0,-414,1,32,-414
42,56,4,0,-410,1,32,-446
43,73,2,0,-484,1,32,-484
44,87,2,1,448,1,32,476
46,82,6,1,435,1,32,-426
47,17,0,1,448,1,32,448
48,28,4,0,-454,1,32,-456
1,27,6,1,472,0,33,472
2,52,5,1,419,0,33,419
3,52,5,0,-477,0,33,-447
4,15,5,0,-450,0,33,-450
5,26,5,1,483,0,33,483
7,68,4,0,-423,0,33,-423
8,42,5,0,-463,0,33,-463
9,34,5,0,-483,0,33,-483
11,61,5,0,-421,0,33,-421
12,64,5,1,449,0,33,-473
13,63,5,1,449,0,33,449
14,39,5,1,409,0,33,433
15,7,5,0,-479,0,33,-479
17,96,5,1,459,0,33,456
18,74,4,1,482,0,33,459
19,43,5,1,448,0,33,431
20,42,5,0,-482,0,33,-482
21,28,4,0,-418,0,33,-418
22,97,6,0,-447,0,33,496
24,8,5,1,443,0,33,443
25,49,5,0,-410,0,33,-491
27,72,5,0,-481,0,33,445
28,3,5,1,446,0,33,446
29,69,5,0,-470,0,33,-473
30,52,5,0,-458,0,33,-458
32,73,5,0,-421,0,33,490
33,91,6,1,491,0,33,-482
34,53,5,0,-412,0,33,-412
35,23,1,0,-476,0,33,-476
36,31,5,0,-468,0,33,408
37,60,5,1,487,0,33,498
38,21,4,0,-454,0,33,-454
40,49,4,0,-474,0,33,-474
41,4,0,1,431,0,33,431
42,63,5,1,463,0,33,463
43,45,5,1,496,0,33,408
44,89,5,0,-484,0,33,482
46,8,5,0,-466,0,33,-466
47,24,5,0,-492,0,33,-492
48,47,5,1,413,0,33,413
1,72,5,0,-405,1,33,446
2,1,5,0,-460,1,33,-460
3,79,4,1,413,1,33,413
4,59,1,1,488,1,33,488
5,48,5,1,452,1,33,-490
7,43,5,0,-438,1,33,-492
8,65,5,1,491,1,33,-426
9,23,5,0,-449,1,33,-449
11,18,5,1,486,1,33,486
12,69,4,1,473,1,33,455
13,48,5,1,436,1,33,436
14,82,5,0,-443,1,33,493
15,70,5,0,-493,1,33,-464
17,83,5,0,-453,1,33,476
18,50,5,1,467,1,33,467
19,39,5,1,494,1,33,494
20,63,5,0,-462,1,33,-462
21,4,5,0,-450,1,33,-450
22,10,5,0,-487,1,33,-487
24,34,5,1,409,1,33,409
25,64,5,1,494,1,33,494
27,31,5,0,-475,1,33,-475
28,23,5,1,420,1,33,-418
29,71,5,1,414,1,33,481
30,20,5,1,461,1,33,461
32,46,5,0,-460,1,33,-484
33,29,5,0,-464,1,33,-464
34,54,5,1,432,1,33,432
35,48,5,1,494,1,33,494
36,72,5,1,446,1,33,412
37,93,5,0,-439,1,33,491
38,10,5,0,-467,1,33,-467
40,34,5,0,-495,1,33,-495
41,35,5,0,-403,1,33,-403
42,37,5,1,425,1,33,425
43,15,5,0,-417,1,33,500
44,28,5,0,-441,1,33,-441
46,23,5,0,-432,1,33,-460
47,55,5,1,455,1,33,455
48,12,5,1,423,1,33,423
1,34,1,0,-468,0,34,-468
2,85,6,1,460,0,34,460
3,91,6,1,406,0,34,471
4,46,1,0,-402,0,34,-402
5,24,6,1,424,0,34,424
7,66,6,1,429,0,34,497
8,63,0,0,-408,0,34,-434
9,98,0,0,-500,0,34,-452
11,78,0,0,-468,0,34,-468
12,59,0,0,-495,0,34,-488
13,39,0,0,-463,0,34,-463
14,78,6,0,-430,0,34,432
15,6,0,0,-402,0,34,-402
17,38,6,0,-495,0,34,468
18,5,0,0,-400,0,34,-400
19,58,6,1,435,0,34,435
20,34,0,0,-414,0,34,-414
21,63,6,1,414,0,34,414
22,53,6,1,441,0,34,441
24,28,0,0,-498,0,34,-498
25,78,0,0,-457,0,34,-417
27,90,6,1,480,0,34,446
28,57,0,1,488,0,34,-490
29,65,6,0,-483,0,34,480
30,45,0,0,-442,0,34,-422
32,14,6,1,499,0,34,499
33,47,0,0,-407,0,34,-407
34,43,0,0,-479,0,34,-479
35,9,3,0,-414,0,34,-414
36,49,6,1,446,0,34,453
37,34,0,0,-408,0,34,-408
38,75,6,1,458,0,34,458
40,7,0,0,-447,0,34,-447
41,61,0,0,-481,0,34,-481
42,15,0,0,-465,0,34,-465
43,42,0,0,-486,0,34,-436
44,15,6,1,406,0,34,406
46,59,6,1,402,0,34,473
47,90,0,0,-477,0,34,-477
48,63,0,0,-432,0,34,-422
1,32,6,1,463,1,34,-435
2,45,6,1,428,1,34,428
3,9,6,1,422,1,34,422
4,65,6,1,471,1,34,-462
5,41,6,0,-500,1,34,472
7,92,6,0,-421,1,34,428
8,37,6,1,435,1,34,-459
9,32,6,0,-480,1,34,-480
11,74,6,0,-500,1,34,494
12,93,6,0,-403,1,34,496
13,92,6,0,-413,1,34,410
14,22,6,0,-451,1,34,-451
15,43,6,0,-410,1,34,-448
17,61,6,1,407,1,34,-478
18,53,6,1,464,1,34,464
19,37,6,0,-458,1,34,-458
20,10,6,1,438,1,34,438
21,65,6,1,446,1,34,446
22,8,6,1,444,1,34,444
24,17,6,0,-499,1,34,-480
25,98,6,0,-454,1,34,415
27,35,6,0,-484,1,34,-418
28,1,6,0,-421,1,34,-421
29,73,6,1,471,1,34,424
30,5,6,0,-490,1,34,-490
32,39,6,1,478,1,34,478
33,60,6,1,499,1,34,499
34,84,6,0,-459,1,34,-486
35,88,6,1,461,1,34,-457
36,79,6,0,-410,1,34,427
37,56,6,0,-479,1,34,486
38,12,6,1,436,1,34,436
40,31,6,1,404,1,34,404
41,81,6,1,414,1,34,458
42,21,6,0,-434,1,34,-434
43,94,6,1,490,1,34,471
44,97,6,1,427,1,34,477
46,65,6,0,-471,1,34,-416
47,20,6,1,500,1,34,500
48,96,6,0,-431,1,34,-429
1,26,6,1,423,0,35,439
2,71,4,0,-448,0,35,-408
3,15,6,0,-458,0,35,404
4,85,5,0,-474,0,35,472
5,84,3,0,-421,0,35,-479
7,3,2,0,-474,0,35,-474
8,40,3,0,-468,0,35,-477
9,1,2,0,-444,0,35,-444
11,93,2,1,435,0,35,-473
12,10,2,0,-495,0,35,-425
13,17,2,0,-409,0,35,-409
14,79,3,1,464,0,35,-494
15,66,2,0,-486,0,35,-486
17,24,2,0,-413,0,35,-463
18,83,1,0,-423,0,35,-423
19,34,4,1,490,0,35,406
20,71,1,0,-428,0,35,-428
21,84,4,0,-409,0,35,-425
22,80,1,1,479,0,35,479
24,81,6,1,406,0,35,-499
25,46,4,0,-477,0,35,-470
27,94,4,0,-469,0,35,-407
28,57,6,0,-415,0,35,422
29,15,1,0,-438,0,35,-438
30,67,6,1,493,0,35,-456
32,37,1,0,-434,0,35,-434
33,60,1,1,474,0,35,474
34,98,4,1,458,0,35,453
35,90,4,0,-472,0,35,-425
36,71,1,1,411,0,35,411
37,17,3,0,-452,0,35,-452
38,77,6,0,-440,0,35,408
40,48,1,0,-487,0,35,-487
41,74,4,1,483,0,35,451
42,16,1,0,-423,0,35,-423
43,32,1,0,-427,0,35,-427
44,78,6,0,-491,0,35,406
46,92,4,1,470,0,35,430
47,46,1,0,-429,0,35,-429
48,8,1,0,-413,0,35,-413
1,81,1,0,-429,1,35,-429
2,48,4,0,-422,1,35,-496
3,34,1,0,-425,1,35,-425
4,69,6,0,-411,1,35,433
5,55,1,0,-450,1,35,-450
7,70,4,0,-423,1,35,-478
8,34,6,0,-416,1,35,456
9,6,1,0,-490,1,35,-490
11,96,4,1,419,1,35,429
12,53,1,1,424,1,35,424
13,37,4,1,484,1,35,490
14,35,1,1,454,1,35,454
15,44,6,1,481,1,35,-433
17,92,4,0,-481,1,35,-407
18,83,6,0,-494,1,35,455
19,88,4,0,-434,1,35,-405
20,70,1,1,473,1,35,473
21,47,1,0,-461,1,35,-461
22,1,1,1,440,1,35,440
24,99,3,0,-454,1,35,-454
25,98,4,0,-491,1,35,-426
27,62,1,1,492,1,35,492
28,37,3,0,-418,1,35,-418
29,75,1,0,-443,1,35,-443
30,13,1,0,-425,1,35,-425
32,11,1,0,-439,1,35,-439
33,31,1,1,436,1,35,436
34,30,1,1,447,1,35,447
35,92,4,0,-425,1,35,-479
36,14,1,1,457,1,35,457
37,34,6,1,433,1,35,-423
38,76,6,1,411,1,35,-466
40,3,1,1,438,1,35,438
41,89,1,1,443,1,35,443
42,50,3,0,-433,1,35,-455
43,16,1,0,-490,1,35,-490
44,66,2,0,-412,1,35,-431
46,86,4,1,420,1,35,489
47,75,4,0,-460,1,35,416
48,58,4,0,-487,1,35,-437
1,4,0,0,-498,0,36,-498
2,41,0,0,-457,0,36,452
3,17,0,0,-477,0,36,-477
4,39,6,0,-467,0,36,-467
5,72,6,1,471,0,36,471
7,54,0,0,-457,0,36,-457
8,40,6,1,452,0,36,452
9,66,6,1,483,0,36,485
11,80,6,0,-473,0,36,-473
12,22,6,1,448,0,36,448
13,94,6,1,472,0,36,408
14,90,0,0,-444,0,36,-444
15,10,6,1,426,0,36,426
17,88,6,1,499,0,36,427
18,32,0,0,-417,0,36,415
19,96,0,0,-430,0,36,-456
20,44,0,0,-412,0,36,-409
21,82,0,1,487,0,36,-435
22,96,0,1,492,0,36,-409
24,61,0,1,402,0,36,-446
25,53,0,0,-459,0,36,-459
27,73,6,1,496,0,36,496
28,92,0,0,-451,0,36,-484
29,99,6,1,476,0,36,476
30,1,0,0,-497,0,36,-497
32,30,0,0,-417,0,36,-417
33,74,6,0,-500,0,36,420
34,90,0,0,-415,0,36,-410
35,58,6,0,-455,0,36,408
36,93,0,0,-460,0,36,-408
37,46,6,1,467,0,36,405
38,67,6,1,406,0,36,460
40,75,6,1,449,0,36,449
41,8,6,1,404,0,36,404
42,74,6,1,467,0,36,402
43,61,6,1,423,0,36,468
44,32,6,1,467,0,36,467
46,7,0,0,-441,0,36,-441
47,39,6,1,481,0,36,481
48,31,6,1,462,0,36,462
1,28,0,1,406,1,36,406
2,77,5,1,462,1,36,-420
3,69,2,1,441,1,36,488
4,84,2,0,-404,1,36,-404
5,16,5,0,-488,1,36,402
7,10,0,1,421,1,36,421
8,21,0,1,465,1,36,465
9,24,1,0,-497,1,36,-497
11,51,1,1,416,1,36,400
12,71,0,1,482,1,36,444
13,45,0,1,486,1,36,486
14,84,1,1,405,1,36,436
15,36,0,1,406,1,36,406
17,51,1,0,-476,1,36,-498
18,93,6,1,420,1,36,-411
19,32,0,0,-497,1,36,-497
20,83,1,0,-412,1,36,-479
21,50,6,1,464,1,36,-419
22,6,0,1,443,1,36,443
24,60,6,0,-417,1,36,415
25,17,0,0,-448,1,36,-448
27,8,0,1,407,1,36,407
28,55,0,1,472,1,36,472
29,36,0,1,460,1,36,460
30,31,0,0,-475,1,36,-475
32,33,1,1,479,1,36,479
33,68,2,1,433,1,36,433
34,51,2,1,482,1,36,482
35,72,6,1,482,1,36,-424
36,32,0,0,-454,1,36,-491
37,23,0,0,-489,1,36,-489
38,26,0,0,-451,1,36,-435
40,97,6,0,-495,1,36,418
41,69,6,1,410,1,36,-462
42,98,5,1,406,1,36,434
43,66,0,1,464,1,36,464
44,16,0,0,-442,1,36,-442
46,74,1,0,-482,1,36,-431
47,95,5,0,-427,1,36,-418
48,30,6,0,-498,1,36,431
1,95,6,1,455,0,37,434
2,14,6,1,487,0,37,487
3,22,2,1,472,0,37,-497
4,30,3,0,-406,0,37,-406
5,30,3,0,-404,0,37,-407
7,23,2,0,-428,0,37,-428
8,70,2,0,-488,0,37,-488
9,31,5,1,462,0,37,410
11,78,5,1,408,0,37,456
12,53,6,0,-468,0,37,500
13,25,1,0,-439,0,37,-439
14,59,6,1,434,0,37,434
15,26,1,0,-483,0,37,-483
17,64,1,1,417,0,37,-483
18,73,5,1,412,0,37,412
19,76,6,1,407,0,37,468
20,80,3,0,-474,0,37,-404
21,14,2,0,-462,0,37,-462
22,67,6,0,-419,0,37,440
24,80,1,1,421,0,37,-495
25,28,1,0,-460,0,37,-460
27,33,5,1,430,0,37,430
28,44,5,1,459,0,37,459
29,5,5,1,473,0,37,473
30,58,5,1,477,0,37,477
32,31,5,1,458,0,37,458
33,38,5,1,456,0,37,456
34,42,1,0,-477,0,37,-477
35,49,5,1,441,0,37,452
36,2,6,1,481,0,37,481
37,87,6,0,-485,0,37,425
38,93,6,0,-410,0,37,404
40,33,5,1,430,0,37,430
41,79,1,0,-479,0,37,-444
42,25,1,0,-447,0,37,-447
43,83,6,0,-471,0,37,454
44,57,5,1,470,0,37,470
46,46,5,1,489,0,37,489
47,9,5,1,492,0,37,492
48,12,4,1,404,0,37,437
1,15,6,1,485,1,37,-475
2,24,6,1,401,1,37,-424
3,5,4,1,491,1,37,491
4,31,3,0,-495,1,37,-408
5,12,4,0,-415,1,37,-415
7,43,4,1,474,1,37,474
8,96,6,0,-450,1,37,449
9,10,4,0,-498,1,37,-498
11,56,4,1,476,1,37,473
12,23,4,1,467,1,37,467
13,39,4,1,443,1,37,443
14,97,5,1,427,1,37,477
15,76,6,0,-433,1,37,407
17,28,3,0,-498,1,37,-498
18,20,1,1,402,1,37,-407
19,45,4,1,479,1,37,479
20,92,3,1,486,1,37,486
21,28,6,1,500,1,37,-458
22,36,3,1,496,1,37,496
24,46,4,1,494,1,37,405
25,19,4,0,-472,1,37,-472
27,40,3,0,-435,1,37,-498
28,3,3,0,-435,1,37,-435
29,4,3,1,479,1,37,479
30,33,3,1,454,1,37,454
32,49,3,0,-435,1,37,-435
33,38,3,0,-464,1,37,-464
34,98,6,1,403,1,37,-440
35,37,3,1,404,1,37,404
36,77,6,1,401,1,37,-448
37,85,3,1,486,1,37,446
38,8,3,1,461,1,37,461
40,98,3,1,427,1,37,429
41,35,3,0,-430,1,37,-473
42,98,6,1,485,1,37,-403
43,47,4,1,402,1,37,406
44,43,3,0,-413,1,37,-413
46,43,3,0,-473,1,37,-473
47,65,4,0,-500,1,37,-486
48,61,3,0,-427,1,37,-422
1,83,5,0,-421,0,38,-421
2,14,5,0,-461,0,38,-461
3,41,6,0,-493,0,38,453
4,34,3,0,-449,0,38,-449
5,21,5,1,473,0,38,473
7,45,4,0,-478,0,38,-408
8,96,3,1,407,0,38,-497
9,37,4,0,-453,0,38,481
11,36,2,1,493,0,38,-454
12,32,5,0,-494,0,38,475
13,2,5,0,-464,0,38,-464
14,81,5,1,432,0,38,-465
15,72,5,1,426,0,38,460
17,16,5,0,-480,0,38,-480
18,64,6,0,-436,0,38,-414
19,82,5,0,-443,0,38,414
20,67,5,0,-491,0,38,-491
21,65,5,1,432,0,38,487
22,11,5,1,496,0,38,496
24,79,4,0,-429,0,38,-422
25,22,4,0,-436,0,38,-436
27,28,5,1,409,0,38,409
28,39,6,1,467,0,38,412
29,91,5,0,-466,0,38,-418
30,38,6,0,-473,0,38,475
32,15,5,1,446,0,38,446
33,25,6,1,415,0,38,415
34,38,5,0,-454,0,38,-464
35,28,4,0,-406,0,38,-406
36,77,5,0,-498,0,38,448
37,30,5,0,-434,0,38,-437
38,55,5,1,483,0,38,-475
40,89,5,1,413,0,38,458
41,37,5,0,-422,0,38,-422
42,95,6,1,472,0,38,-449
43,58,5,1,473,0,38,-456
44,60,4,1,459,0,38,424
46,46,5,0,-477,0,38,-459
47,54,5,1,454,0,38,-415
48,91,4,1,415,0,38,-416
1,58,6,1,455,1,38,430
2,9,6,1,474,1,38,474
3,5,6,0,-490,1,38,-490
4,73,5,1,429,1,38,429
5,88,6,0,-408,1,38,-498
7,64,6,1,401,1,38,401
8,11,6,1,403,1,38,403
9,99,6,1,448,1,38,455
11,28,6,0,-446,1,38,-446
12,22,6,1,420,1,38,420
13,84,6,0,-461,1,38,-461
14,87,6,1,431,1,38,445
15,89,6,1,486,1,38,449
17,82,6,1,492,1,38,451
18,38,6,0,-412,1,38,-454
19,69,6,0,-416,1,38,428
20,95,6,1,494,1,38,-426
21,9,6,1,465,1,38,465
22,50,6,0,-493,1,38,-470
24,97,6,1,440,1,38,440
25,25,6,1,459,1,38,491
27,18,6,0,-403,1,38,-403
28,62,6,0,-404,1,38,-404
29,86,6,1,416,1,38,416
30,78,6,1,443,1,38,443
32,32,6,1,412,1,38,412
33,66,6,0,-492,1,38,411
34,28,6,1,413,1,38,413
35,52,6,1,434,1,38,434
36,21,6,1,475,1,38,475
37,58,6,0,-492,1,38,422
38,88,6,0,-444,1,38,443
40,8,6,0,-457,1,38,-457
41,82,6,0,-446,1,38,-428
42,93,6,0,-473,1,38,-417
43,28,6,1,433,1,38,431
44,62,6,0,-403,1,38,-403
46,4,6,1,476,1,38,476
47,95,6,0,-460,1,38,464
48,65,6,1,453,1,38,453
1,6,2,0,-401,0,39,-401
2,55,3,0,-486,0,39,-477
3,67,4,1,499,0,39,499
4,67,3,0,-451,0,39,-451
5,88,5,0,-424,0,39,437
7,45,4,0,-406,0,39,424
8,6,2,1,443,0,39,443
9,61,4,1,423,0,39,-442
11,15,2,0,-451,0,39,-451
12,32,3,0,-413,0,39,-413
13,12,3,0,-444,0,39,-444
14,76,4,1,411,0,39,-445
15,17,2,1,470,0,39,470
17,56,5,0,-416,0,39,407
18,97,6,0,-481,0,39,408
19,93,6,1,452,0,39,452
20,58,3,1,497,0,39,453
21,53,3,1,478,0,39,426
22,40,3,1,467,0,39,467
24,34,2,0,-414,0,39,-414
25,53,4,0,-480,0,39,493
27,63,3,0,-416,0,39,-479
28,25,2,0,-496,0,39,-496
29,81,3,0,-449,0,39,-410
30,12,1,0,-498,0,39,-498
32,72,6,1,405,0,39,-446
33,75,4,0,-439,0,39,-439
34,12,2,0,-429,0,39,-429
35,73,6,1,477,0,39,-469
36,74,6,1,483,0,39,-400
37,25,2,0,-486,0,39,-486
38,9,3,1,496,0,39,496
40,13,4,1,477,0,39,477
41,12,4,1,447,0,39,447
42,79,5,0,-423,0,39,-423
43,61,6,1,449,0,39,-409
44,32,4,1,432,0,39,432
46,98,4,0,-480,0,39,-427
47,80,6,1,434,0,39,-412
48,51,3,0,-451,0,39,-492
1,82,6,1,465,1,39,-401
2,72,4,0,-481,1,39,-481
3,5,2,0,-455,1,39,-455
4,63,6,1,475,1,39,-480
5,78,6,0,-401,1,39,489
7,48,4,1,448,1,39,448
8,71,4,1,430,1,39,431
9,21,6,0,-486,1,39,414
11,60,4,1,430,1,39,430
12,20,2,0,-463,1,39,-474
13,27,2,1,455,1,39,455
14,9,2,1,483,1,39,483
15,66,3,0,-470,1,39,-402
17,50,4,0,-445,1,39,-445
18,73,6,0,-500,1,39,400
19,89,4,0,-455,1,39,-455
20,13,2,0,-417,1,39,-417
21,97,6,0,-407,1,39,409
22,31,6,0,-443,1,39,447
24,45,4,1,479,1,39,479
25,70,3,0,-435,1,39,-435
27,39,3,0,-427,1,39,-427
28,93,6,0,-407,1,39,-402
29,69,6,0,-456,1,39,408
30,51,6,1,411,1,39,-400
32,28,3,1,426,1,39,426
33,14,2,1,494,1,39,494
34,48,6,1,498,1,39,-418
35,65,6,0,-405,1,39,438
36,62,4,0,-409,1,39,-471
37,88,6,0,-487,1,39,446
38,21,3,0,-493,1,39,-493
40,88,6,1,400,1,39,-430
41,97,6,0,-441,1,39,-486
42,18,4,0,-455,1,39,-407
43,12,2,0,-500,1,39,-500
44,47,4,0,-470,1,39,-470
46,64,4,0,-438,1,39,-408
47,9,5,1,488,1,39,488
48,59,5,1,476,1,39,476
1,63,0,0,-482,0,40,-466
2,66,0,1,421,0,40,421
3,73,6,0,-466,0,40,434
4,83,0,1,465,0,40,458
5,82,0,1,436,0,40,465
7,33,1,0,-414,0,40,-414
8,53,0,1,479,0,40,479
9,3,0,1,433,0,40,433
11,15,0,0,-498,0,40,-498
12,38,6,0,-469,0,40,417
13,26,6,1,456,0,40,-441
14,76,1,1,433,0,40,406
15,94,0,0,-413,0,40,-446
17,69,6,0,-491,0,40,496
18,85,6,1,441,0,40,-480
19,9,0,1,412,0,40,412
20,7,0,0,-454,0,40,-475
21,41,0,0,-436,0,40,-489
22,41,0,0,-435,0,40,-435
24,68,6,1,483,0,40,-500
25,87,0,0,-464,0,40,-461
27,34,0,1,458,0,40,458
28,96,6,1,459,0,40,447
29,60,0,0,-489,0,40,-489
30,64,0,0,-456,0,40,-456
32,23,0,0,-445,0,40,-445
33,44,0,0,-418,0,40,-418
34,95,5,0,-470,0,40,-455
35,86,2,1,436,0,40,446
36,32,6,0,-434,0,40,490
37,23,0,0,-457,0,40,-486
38,77,0,0,-458,0,40,-479
40,75,0,0,-463,0,40,-449
41,9,0,1,417,0,40,417
42,23,0,1,445,0,40,445
43,96,6,1,401,0,40,-432
44,7,0,1,403,0,40,403
46,98,6,0,-480,0,40,468
47,17,1,0,-491,0,40,-491
48,61,2,0,-418,0,40,-418
1,93,6,1,491,1,40,474
2,34,6,1,439,1,40,439
3,89,6,0,-404,1,40,-472
4,54,6,1,495,1,40,495
5,85,6,1,451,1,40,-460
7,82,6,0,-449,1,40,-449
8,70,6,1,461,1,40,461
9,40,6,1,430,1,40,430
11,40,0,0,-421,1,40,-421
12,2,0,1,454,1,40,454
13,4,0,1,474,1,40,474
14,70,6,0,-494,1,40,420
15,77,0,0,-492,1,40,-492
17,54,1,0,-458,1,40,-458
18,97,6,1,404,1,40,-453
19,76,6,0,-463,1,40,421
20,11,0,0,-424,1,40,-464
21,99,6,1,487,1,40,-473
22,70,1,1,463,1,40,427
24,88,6,1,448,1,40,-465
25,11,6,0,-439,1,40,447
27,18,2,1,407,1,40,407
28,7,0,0,-426,1,40,-426
29,25,0,0,-412,1,40,-412
30,53,0,1,416,1,40,413
32,12,0,0,-471,1,40,-471
33,79,0,0,-488,1,40,-420
34,77,6,0,-469,1,40,447
35,70,4,1,467,1,40,467
36,58,1,0,-476,1,40,-476
37,75,6,0,-475,1,40,500
38,90,1,1,425,1,40,410
40,62,0,0,-442,1,40,-442
41,57,6,1,425,1,40,-435
42,28,6,1,500,1,40,500
43,12,0,1,488,1,40,488
44,39,2,0,-426,1,40,-426
46,27,6,0,-437,1,40,401
47,82,5,1,450,1,40,450
48,45,6,0,-487,1,40,429
1,22,4,0,-414,0,41,-414
2,31,6,1,464,0,41,-449
3,1,0,1,493,0,41,493
4,43,5,1,459,0,41,434
5,35,4,0,-484,0,41,-484
7,35,4,1,474,0,41,474
8,75,6,1,468,0,41,448
9,23,4,0,-495,0,41,-495
11,96,6,1,473,0,41,460
12,12,3,0,-442,0,41,-442
13,3,0,0,-455,0,41,-455
14,61,6,1,438,0,41,416
15,15,3,0,-483,0,41,-483
17,13,4,1,445,0,41,445
18,66,6,1,486,0,41,486
19,93,6,1,467,0,41,487
20,3,0,1,450,0,41,450
21,74,6,0,-441,0,41,469
22,57,6,0,-440,0,41,419
24,27,4,1,411,0,41,411
25,93,6,0,-488,0,41,-488
27,43,5,0,-499,0,41,-499
28,94,6,1,416,0,41,-449
29,84,6,0,-473,0,41,-476
30,82,6,1,416,0,41,-492
32,77,6,0,-441,0,41,436
33,57,6,0,-486,0,41,-446
34,12,6,0,-452,0,41,406
35,6,0,0,-457,0,41,-457
36,43,6,1,492,0,41,-443
37,76,6,1,493,0,41,470
38,98,6,0,-421,0,41,496
40,56,5,0,-461,0,41,-465
41,11,6,0,-412,0,41,454
42,5,1,0,-479,0,41,-479
43,68,6,1,448,0,41,448
44,24,4,0,-468,0,41,-468
46,53,5,0,-428,0,41,-428
47,1,0,0,-439,0,41,-439
48,33,5,0,-437,0,41,-437
1,66,6,1,478,1,41,465
2,64,6,0,-401,1,41,428
3,5,3,1,407,1,41,407
4,64,6,1,422,1,41,465
5,45,6,1,478,1,41,476
7,67,6,1,499,1,41,-480
8,72,6,1,489,1,41,484
9,68,6,1,407,1,41,407
11,92,6,0,-447,1,41,444
12,77,6,1,436,1,41,436
13,72,6,1,420,1,41,-443
14,21,4,0,-439,1,41,-439
15,6,1,0,-466,1,41,-466
17,40,6,1,420,1,41,420
18,43,4,0,-467,1,41,-467
19,1,0,0,-405,1,41,-405
20,16,4,1,468,1,41,468
21,21,4,1,411,1,41,411
22,53,6,0,-430,1,41,-430
24,16,6,0,-496,1,41,429
25,50,6,0,-483,1,41,-461
27,12,4,1,428,1,41,428
28,74,6,0,-437,1,41,400
29,38,6,1,493,1,41,445
30,61,6,0,-495,1,41,-495
32,41,6,0,-440,1,41,-440
33,6,3,1,461,1,41,461
34,21,4,0,-419,1,41,-419
35,32,6,0,-486,1,41,487
36,35,6,0,-416,1,41,491
37,41,6,1,403,1,41,-496
38,63,6,0,-498,1,41,-420
40,1,0,0,-498,1,41,-498
41,78,6,1,467,1,41,474
42,84,6,0,-431,1,41,450
43,99,6,0,-428,1,41,-410
44,25,4,0,-494,1,41,-494
46,44,6,1,486,1,41,-421
47,98,6,1,405,1,41,-434
48,35,5,1,450,1,41,450
1,25,2,1,445,0,42,445
2,21,1,0,-472,0,42,-472
3,19,1,0,-409,0,42,-409
4,31,2,1,443,0,42,443
5,72,3,1,482,0,42,430
7,42,3,1,442,0,42,442
8,27,2,0,-465,0,42,-465
9,68,4,0,-484,0,42,459
11,48,3,0,-413,0,42,-413
12,64,3,0,-417,0,42,-421
13,90,5,0,-446,0,42,477
14,68,4,1,424,0,42,424
15,65,4,1,473,0,42,473
17,38,2,0,-417,0,42,-417
18,97,5,0,-481,0,42,428
19,13,0,0,-425,0,42,-425
20,99,5,0,-418,0,42,-441
21,94,4,0,-445,0,42,-432
22,56,4,1,492,0,42,470
24,65,4,1,464,0,42,436
25,12,1,1,455,0,42,455
27,71,5,1,498,0,42,-481
28,46,3,1,497,0,42,497
