n_trial,uncertainty,share,Predicted_MC_1up,Predicted_MC,Instr,ID,mc_model
21,49,4,0,-446,1,95,-446
22,20,4,0,-436,1,95,-436
24,73,5,1,469,1,95,-475
25,31,4,0,-425,1,95,-425
27,11,6,0,-451,1,95,498
28,80,6,0,-458,1,95,458
29,62,4,0,-422,1,95,-468
30,30,6,0,-456,1,95,444
32,56,4,0,-491,1,95,-431
33,90,5,1,486,1,95,401
34,35,3,0,-493,1,95,-493
35,86,5,0,-431,1,95,-456
36,66,6,1,424,1,95,-402
37,21,1,0,-420,1,95,-420
38,39,5,0,-421,1,95,-499
40,66,4,0,-412,1,95,-412
41,40,6,1,443,1,95,-415
42,31,2,1,494,1,95,494
43,38,4,0,-452,1,95,-452
44,47,3,1,435,1,95,420
46,88,6,0,-463,1,95,480
47,26,2,0,-430,1,95,-430
48,34,2,1,449,1,95,449
1,16,2,1,422,0,96,422
2,21,1,1,474,0,96,474
3,87,5,1,468,0,96,-473
4,15,2,0,-481,0,96,-481
5,13,2,0,-466,0,96,-466
7,84,2,0,-493,0,96,-450
8,76,1,1,408,0,96,475
9,46,5,1,479,0,96,-421
11,86,3,1,401,0,96,475
12,50,4,0,-486,0,96,-486
13,38,5,1,459,0,96,-470
14,29,2,1,413,0,96,413
15,53,2,0,-436,0,96,-491
17,32,2,0,-498,0,96,-402
18,98,1,1,490,0,96,-456
19,56,5,0,-480,0,96,480
20,95,2,0,-470,0,96,-488
21,64,5,1,454,0,96,454
22,15,3,0,-481,0,96,-481
24,63,5,1,433,0,96,-487
25,90,5,0,-457,0,96,-463
27,44,5,1,446,0,96,497
28,23,2,1,449,0,96,-447
29,70,2,1,449,0,96,-407
30,69,2,1,455,0,96,455
32,75,5,1,494,0,96,-500
33,54,2,1,490,0,96,-423
34,93,3,0,-404,0,96,412
35,66,2,1,422,0,96,414
36,11,2,1,466,0,96,466
37,44,4,0,-496,0,96,442
38,21,4,0,-452,0,96,-452
40,28,2,0,-439,0,96,-439
41,65,2,1,423,0,96,482
42,72,2,0,-470,0,96,-420
43,7,2,0,-450,0,96,-450
44,49,2,0,-459,0,96,-470
46,4,4,0,-476,0,96,-476
47,41,2,1,479,0,96,479
48,2,1,0,-410,0,96,-410
1,11,2,0,-434,1,96,-434
2,92,5,1,473,1,96,-448
3,55,5,0,-447,1,96,429
4,33,2,0,-486,1,96,-486
5,54,5,1,424,1,96,424
7,8,2,1,486,1,96,486
8,99,5,0,-468,1,96,451
9,52,2,0,-414,1,96,-422
11,5,4,1,404,1,96,404
12,96,6,0,-481,1,96,475
13,50,4,1,401,1,96,-445
14,33,2,0,-484,1,96,-484
15,24,3,1,492,1,96,492
17,89,2,0,-449,1,96,-400
18,74,2,1,476,1,96,461
19,42,3,1,486,1,96,486
20,68,6,0,-418,1,96,495
21,20,2,0,-478,1,96,-478
22,2,1,0,-455,1,96,-455
24,75,2,0,-484,1,96,-484
25,21,2,0,-446,1,96,-446
27,84,5,1,472,1,96,-419
28,10,1,1,411,1,96,411
29,58,4,0,-462,1,96,484
30,42,4,1,480,1,96,480
32,80,2,1,490,1,96,495
33,32,4,1,494,1,96,494
34,59,3,0,-413,1,96,495
35,25,2,0,-463,1,96,-463
36,20,2,1,467,1,96,467
37,88,5,1,407,1,96,-427
38,20,2,1,404,1,96,404
40,64,5,0,-472,1,96,-472
41,4,2,1,413,1,96,413
42,60,2,1,476,1,96,-413
43,88,2,1,474,1,96,444
44,2,2,1,457,1,96,457
46,41,4,0,-423,1,96,-423
47,76,1,0,-499,1,96,-438
48,61,2,1,473,1,96,473
1,13,1,0,-427,0,97,-427
2,39,3,1,412,0,97,445
3,48,6,0,-499,0,97,-499
4,41,4,1,411,0,97,411
5,81,5,0,-418,0,97,-440
7,78,6,1,408,0,97,-417
8,71,4,1,445,0,97,499
9,78,6,0,-409,0,97,424
11,80,5,1,427,0,97,427
12,27,2,1,499,0,97,499
13,27,2,0,-436,0,97,-473
14,19,1,0,-472,0,97,-472
15,57,5,1,427,0,97,-401
17,37,4,1,428,0,97,428
18,55,6,0,-401,0,97,413
19,14,1,0,-466,0,97,-466
20,20,1,1,470,0,97,470
21,38,4,0,-482,0,97,-482
22,55,5,1,492,0,97,459
24,44,4,1,453,0,97,453
25,41,4,0,-437,0,97,-437
27,56,4,0,-454,0,97,-454
28,16,1,1,473,0,97,473
29,86,5,0,-415,0,97,-413
30,90,6,1,455,0,97,455
32,72,5,0,-435,0,97,-433
33,33,4,1,445,0,97,497
34,13,1,1,430,0,97,430
35,42,4,1,484,0,97,454
36,27,2,0,-438,0,97,-438
37,76,5,1,419,0,97,-479
38,34,3,0,-498,0,97,-498
40,85,5,1,489,0,97,469
41,24,2,0,-438,0,97,-443
42,46,4,1,452,0,97,452
43,40,3,0,-472,0,97,-472
44,15,1,1,413,0,97,413
46,46,4,0,-411,0,97,-411
47,35,3,1,428,0,97,428
48,12,1,0,-476,0,97,-476
1,73,5,1,411,1,97,492
2,37,3,1,481,1,97,481
3,11,1,0,-433,1,97,-433
4,17,1,1,448,1,97,448
5,16,1,1,408,1,97,408
7,56,4,0,-498,1,97,-498
8,2,0,1,443,1,97,443
9,81,6,1,455,1,97,-456
11,85,5,0,-469,1,97,-495
12,86,5,0,-451,1,97,-484
13,4,0,1,495,1,97,495
14,10,0,0,-416,1,97,-416
15,97,6,0,-481,1,97,454
17,95,6,1,442,1,97,427
18,74,5,1,436,1,97,420
19,69,5,0,-459,1,97,483
20,30,2,0,-445,1,97,-445
21,24,2,1,419,1,97,419
22,87,6,0,-453,1,97,455
24,82,6,0,-488,1,97,473
25,45,5,0,-470,1,97,454
27,70,4,1,496,1,97,401
28,46,3,1,497,1,97,497
29,85,6,1,484,1,97,-491
30,7,0,0,-487,1,97,-487
32,24,2,1,475,1,97,475
33,15,1,1,435,1,97,435
34,72,5,1,480,1,97,420
35,23,2,0,-416,1,97,-479
36,43,4,1,423,1,97,441
37,65,5,0,-420,1,97,490
38,65,5,1,443,1,97,470
40,15,1,0,-444,1,97,-444
41,44,5,1,452,1,97,-481
42,12,1,0,-445,1,97,-445
43,49,3,0,-469,1,97,-432
44,84,5,0,-442,1,97,-415
46,93,6,0,-482,1,97,425
47,77,5,1,497,1,97,413
48,39,3,1,412,1,97,422
1,27,2,0,-456,0,98,-448
2,15,3,0,-492,0,98,-492
3,3,0,1,492,0,98,492
4,41,2,0,-500,0,98,-500
5,17,0,1,429,0,98,429
7,8,2,0,-485,0,98,-485
8,90,3,1,496,0,98,408
9,46,4,0,-450,0,98,-450
11,88,5,1,446,0,98,-416
12,38,2,0,-446,0,98,-446
13,89,4,0,-468,0,98,493
14,81,5,1,479,0,98,-470
15,28,6,0,-409,0,98,415
17,87,5,1,462,0,98,-437
18,85,6,1,496,0,98,-466
19,4,6,0,-431,0,98,443
20,26,2,1,441,0,98,441
21,45,2,0,-439,0,98,-439
22,67,2,0,-490,0,98,-465
24,72,4,0,-407,0,98,-407
25,60,3,0,-461,0,98,-461
27,15,2,0,-405,0,98,-405
28,97,1,0,-475,0,98,-432
29,31,4,0,-419,0,98,438
30,26,6,1,443,0,98,-466
32,82,2,0,-456,0,98,-456
33,59,4,1,415,0,98,-464
34,56,1,0,-430,0,98,-430
35,24,3,1,486,0,98,486
36,23,5,1,417,0,98,-454
37,94,5,1,449,0,98,-457
38,1,0,0,-463,0,98,-463
40,9,0,1,405,0,98,405
41,65,4,1,448,0,98,-462
42,86,2,1,500,0,98,475
43,55,2,0,-454,0,98,-454
44,66,5,0,-420,0,98,430
46,7,0,1,499,0,98,499
47,27,1,1,429,0,98,429
48,8,1,0,-429,0,98,-429
1,1,0,1,461,1,98,461
2,19,0,1,492,1,98,492
3,37,6,0,-477,1,98,491
4,97,5,1,401,1,98,-467
5,94,4,1,462,1,98,470
7,78,3,0,-470,1,98,-470
8,27,4,1,437,1,98,437
9,9,4,0,-474,1,98,-484
11,53,6,1,475,1,98,-410
12,29,4,0,-439,1,98,-439
13,58,5,1,470,1,98,470
14,67,6,1,455,1,98,-489
15,89,4,1,477,1,98,439
17,44,4,1,481,1,98,-490
18,29,2,0,-433,1,98,-433
19,61,2,0,-451,1,98,-433
20,58,6,0,-457,1,98,464
21,25,3,0,-454,1,98,-454
22,37,1,1,457,1,98,457
24,47,3,0,-472,1,98,-472
25,55,2,1,437,1,98,441
27,17,0,0,-495,1,98,-495
28,54,4,0,-438,1,98,-438
29,42,6,1,432,1,98,-500
30,49,4,0,-427,1,98,-484
32,13,1,1,489,1,98,489
33,41,3,0,-416,1,98,-416
34,63,4,1,411,1,98,489
35,18,1,0,-467,1,98,-467
36,89,4,1,415,1,98,406
37,29,3,1,428,1,98,428
38,23,4,0,-426,1,98,-426
40,90,6,1,432,1,98,-441
41,86,2,1,427,1,98,413
42,80,3,0,-475,1,98,-442
43,14,2,0,-432,1,98,-432
44,78,4,1,498,1,98,498
46,62,4,1,483,1,98,406
47,90,3,0,-494,1,98,-475
48,74,4,1,424,1,98,433
1,79,3,1,448,0,99,439
2,26,5,1,473,0,99,473
3,3,6,1,466,0,99,466
4,84,0,1,488,0,99,-468
5,67,0,1,492,0,99,-403
7,80,1,0,-496,0,99,-496
8,81,1,1,429,0,99,487
9,19,5,0,-470,0,99,-470
11,79,1,0,-434,0,99,-458
12,94,0,0,-441,0,99,446
13,50,4,0,-492,0,99,-484
14,21,5,1,491,0,99,491
15,12,5,1,497,0,99,497
17,18,5,0,-459,0,99,-459
18,74,0,1,442,0,99,-461
19,97,0,1,455,0,99,-462
20,56,3,0,-489,0,99,-498
21,37,4,1,463,0,99,463
22,23,5,1,486,0,99,486
24,67,2,0,-477,0,99,-490
25,61,2,0,-451,0,99,-451
27,21,5,1,441,0,99,441
28,1,6,0,-431,0,99,-431
29,31,2,0,-407,0,99,499
30,60,1,0,-434,0,99,-498
32,30,5,0,-475,0,99,-475
33,38,4,1,477,0,99,477
34,6,6,0,-443,0,99,-443
35,44,1,1,420,0,99,-449
36,21,5,0,-450,0,99,-450
37,11,6,1,459,0,99,459
38,11,6,0,-411,0,99,-411
40,88,1,1,430,0,99,472
41,61,1,0,-463,0,99,421
42,7,6,0,-479,0,99,-479
43,90,0,0,-485,0,99,404
44,96,0,0,-455,0,99,434
46,54,4,0,-490,0,99,-490
47,8,6,1,456,0,99,456
48,88,0,1,473,0,99,-428
1,15,6,1,495,1,99,495
2,59,2,1,467,1,99,408
3,5,6,1,410,1,99,410
4,94,0,0,-488,1,99,-430
5,60,2,1,422,1,99,422
7,60,2,1,421,1,99,421
8,74,1,0,-483,1,99,-483
9,98,0,0,-412,1,99,437
11,98,0,0,-418,1,99,441
12,46,4,0,-461,1,99,-461
13,2,6,1,465,1,99,465
14,18,5,1,425,1,99,425
15,34,4,0,-441,1,99,-441
17,26,5,1,462,1,99,462
18,90,0,0,-490,1,99,474
19,5,6,0,-484,1,99,-484
20,20,5,0,-450,1,99,-450
21,99,0,1,479,1,99,-428
22,77,1,0,-418,1,99,-430
24,52,3,1,436,1,99,436
25,98,1,1,435,1,99,442
27,25,5,0,-444,1,99,-444
28,4,6,1,440,1,99,440
29,36,5,0,-453,1,99,-453
30,85,1,0,-499,1,99,-480
32,15,5,0,-494,1,99,-494
33,45,4,0,-486,1,99,-486
34,84,1,1,475,1,99,422
35,49,4,0,-409,1,99,-409
36,29,2,0,-453,1,99,464
37,70,2,1,415,1,99,419
38,43,1,0,-406,1,99,481
40,45,4,1,477,1,99,477
41,14,5,1,434,1,99,434
42,57,3,1,492,1,99,492
43,72,2,1,432,1,99,432
44,84,1,0,-451,1,99,-404
46,43,1,1,476,1,99,-406
47,8,5,1,441,1,99,441
48,50,4,1,451,1,99,484
1,39,6,1,478,0,100,478
2,18,6,1,401,0,100,401
3,94,6,1,444,0,100,465
4,50,6,0,-432,0,100,-451
5,88,6,1,400,0,100,-488
7,49,6,1,409,0,100,-423
8,98,6,0,-493,0,100,-418
9,94,6,1,460,0,100,-470
11,45,6,0,-465,0,100,-465
12,97,6,0,-402,0,100,-476
13,63,6,0,-470,0,100,-470
14,53,6,0,-400,0,100,-400
15,43,6,1,470,0,100,470
17,70,6,0,-474,0,100,-417
18,68,6,0,-429,0,100,-469
19,10,6,1,445,0,100,445
20,36,6,0,-485,0,100,-485
21,44,6,0,-462,0,100,-462
22,16,6,0,-409,0,100,-464
24,76,6,0,-419,0,100,-419
25,20,6,0,-450,0,100,-450
27,58,6,1,484,0,100,484
28,70,6,1,420,0,100,498
29,32,6,1,404,0,100,-493
30,62,6,1,444,0,100,-411
32,42,6,1,469,0,100,406
33,9,6,1,414,0,100,414
34,15,6,1,420,0,100,420
35,49,6,0,-469,0,100,-469
36,73,6,0,-453,0,100,-431
37,68,6,0,-433,0,100,-433
38,48,6,0,-476,0,100,437
40,9,6,0,-493,0,100,-493
41,79,6,1,444,0,100,444
42,81,6,0,-434,0,100,-434
43,86,6,1,432,0,100,453
44,41,6,0,-432,0,100,-435
46,99,6,0,-440,0,100,457
47,22,6,0,-417,0,100,-417
48,45,6,0,-482,0,100,-482
1,49,6,1,470,1,100,470
2,14,6,0,-491,1,100,-491
3,55,6,1,429,1,100,429
4,26,6,1,486,1,100,486
5,6,6,1,423,1,100,423
7,57,6,1,427,1,100,493
8,93,6,1,445,1,100,-472
9,30,6,0,-420,1,100,-420
11,62,6,0,-432,1,100,400
12,75,6,1,493,1,100,432
13,2,6,0,-462,1,100,-462
14,65,6,1,401,1,100,401
15,84,6,1,487,1,100,-447
17,10,6,1,451,1,100,451
18,34,6,0,-496,1,100,-496
19,95,6,1,473,1,100,-479
20,79,6,1,475,1,100,-460
21,26,6,1,488,1,100,488
22,87,6,0,-401,1,100,-435
24,10,6,0,-473,1,100,-473
25,28,6,0,-466,1,100,-466
27,40,6,1,434,1,100,434
28,52,6,1,426,1,100,-484
29,69,6,0,-493,1,100,-493
30,68,6,0,-480,1,100,414
32,68,6,1,480,1,100,471
33,25,6,0,-474,1,100,-474
34,15,6,0,-414,1,100,-414
35,81,6,1,404,1,100,447
36,68,6,0,-405,1,100,465
37,6,6,1,434,1,100,434
38,69,6,0,-460,1,100,483
40,80,6,0,-469,1,100,-469
41,24,6,0,-451,1,100,-498
42,6,6,0,-499,1,100,-499
43,5,6,1,413,1,100,465
44,44,6,1,443,1,100,443
46,24,6,1,466,1,100,-454
47,86,6,0,-403,1,100,-434
48,18,6,0,-489,1,100,-489
1,65,3,0,-477,0,101,-495
2,8,4,0,-428,0,101,-428
3,53,5,1,497,0,101,497
4,74,3,1,447,0,101,420
5,61,2,1,420,0,101,420
7,51,2,1,497,0,101,497
8,76,4,1,468,0,101,-425
9,7,6,0,-402,0,101,-402
11,14,6,0,-463,0,101,-463
12,84,6,1,460,0,101,-462
13,92,6,0,-463,0,101,-460
14,71,6,0,-494,0,101,-434
15,74,6,0,-462,0,101,463
17,8,5,1,401,0,101,401
18,91,3,1,480,0,101,480
19,74,4,0,-446,0,101,-431
20,47,4,0,-489,0,101,-473
21,64,4,0,-492,0,101,-470
22,33,5,1,402,0,101,-428
24,9,6,0,-429,0,101,-429
25,46,3,0,-428,0,101,-428
27,58,3,1,466,0,101,426
28,61,4,0,-477,0,101,-477
29,21,2,1,443,0,101,443
30,96,6,1,427,0,101,-425
32,7,2,1,487,0,101,487
33,23,4,0,-400,0,101,-400
34,38,6,1,419,0,101,-495
35,97,6,1,436,0,101,-473
36,8,5,0,-448,0,101,-448
37,42,4,1,446,0,101,446
38,92,4,1,437,0,101,454
40,34,3,0,-445,0,101,-445
41,14,5,0,-427,0,101,-427
42,27,5,0,-402,0,101,-432
43,84,6,1,473,0,101,-494
44,14,5,0,-476,0,101,-476
46,76,3,0,-418,0,101,468
47,15,0,1,459,0,101,459
48,80,2,1,404,0,101,495
1,86,4,1,444,1,101,-477
2,81,4,0,-430,1,101,-437
3,93,2,1,424,1,101,424
4,58,3,0,-494,1,101,-494
5,80,4,1,450,1,101,430
7,92,5,1,498,1,101,-453
8,18,2,0,-467,1,101,435
9,82,5,1,435,1,101,431
11,8,5,0,-410,1,101,-410
12,51,5,0,-455,1,101,-455
13,94,6,1,434,1,101,-455
14,62,2,0,-404,1,101,-404
15,79,4,0,-407,1,101,459
17,10,0,0,-403,1,101,425
18,33,4,0,-499,1,101,465
19,71,3,1,417,1,101,417
20,87,5,1,481,1,101,-471
21,40,2,1,489,1,101,489
22,89,3,1,421,1,101,419
24,59,5,0,-449,1,101,-449
25,11,2,1,465,1,101,465
27,70,5,0,-440,1,101,-456
28,48,4,1,429,1,101,429
29,32,5,1,461,1,101,461
30,94,6,1,469,1,101,-481
32,76,6,1,473,1,101,-497
33,42,3,1,412,1,101,412
34,67,4,0,-498,1,101,-498
35,96,6,0,-490,1,101,-490
36,83,6,0,-488,1,101,-418
37,80,3,0,-463,1,101,425
38,16,2,0,-480,1,101,-480
40,76,4,0,-439,1,101,-439
41,25,5,0,-461,1,101,-461
42,40,6,1,492,1,101,-459
43,5,6,0,-480,1,101,-480
44,62,6,1,442,1,101,-494
46,71,3,1,490,1,101,421
47,54,3,0,-422,1,101,-414
48,49,2,1,462,1,101,462
1,7,1,0,-449,0,102,-449
2,11,6,0,-500,0,102,-450
3,56,0,1,402,0,102,402
4,46,4,1,486,0,102,486
5,30,6,1,422,0,102,433
7,52,6,0,-445,0,102,-445
8,39,6,1,473,0,102,473
9,96,6,0,-472,0,102,-464
11,78,6,0,-454,0,102,403
12,49,6,0,-437,0,102,-437
13,39,6,0,-413,0,102,-413
14,31,6,1,466,0,102,466
15,40,6,0,-452,0,102,-452
17,70,6,0,-477,0,102,-485
18,26,6,1,420,0,102,420
19,76,6,1,478,0,102,-432
20,36,6,1,432,0,102,432
21,17,6,1,437,0,102,437
22,68,6,0,-422,0,102,483
24,6,0,1,477,0,102,477
25,18,4,1,442,0,102,431
27,65,2,1,481,0,102,464
28,85,6,1,488,0,102,-446
29,73,5,0,-483,0,102,-483
30,21,5,1,424,0,102,424
32,83,6,0,-450,0,102,-408
33,90,5,0,-411,0,102,-437
34,80,6,0,-418,0,102,403
35,29,1,1,488,0,102,488
36,91,6,1,403,0,102,-490
37,65,3,0,-462,0,102,-462
38,33,3,1,432,0,102,432
40,84,4,0,-454,0,102,-454
41,20,1,1,418,0,102,418
42,27,2,1,472,0,102,472
43,34,2,1,411,0,102,411
44,40,2,0,-484,0,102,-472
46,11,5,1,400,0,102,400
47,27,5,1,408,0,102,-451
48,73,5,0,-477,0,102,-477
1,61,6,0,-446,1,102,-478
2,24,6,0,-469,1,102,-469
3,33,6,0,-422,1,102,-422
4,80,6,0,-443,1,102,-461
5,19,6,0,-476,1,102,-476
7,66,6,0,-427,1,102,-482
8,75,6,1,474,1,102,410
9,88,6,0,-486,1,102,-426
11,7,6,0,-477,1,102,-495
12,83,6,1,448,1,102,448
13,82,6,1,450,1,102,-452
14,39,6,0,-408,1,102,-411
15,62,6,1,468,1,102,468
17,17,6,0,-407,1,102,-407
18,58,6,0,-494,1,102,-494
19,52,6,0,-470,1,102,423
20,77,6,0,-491,1,102,-426
21,31,6,1,421,1,102,421
22,15,6,1,422,1,102,422
24,92,6,0,-491,1,102,-499
25,71,6,0,-471,1,102,419
27,14,6,0,-434,1,102,-434
28,46,6,1,415,1,102,-472
29,35,6,1,467,1,102,467
30,15,6,0,-500,1,102,-500
32,66,6,0,-441,1,102,-441
33,20,6,1,485,1,102,485
34,84,6,1,449,1,102,477
35,6,6,1,498,1,102,498
36,9,6,0,-477,1,102,-477
37,29,6,0,-406,1,102,-406
38,4,6,1,499,1,102,499
40,32,6,0,-411,1,102,-411
41,73,6,1,447,1,102,447
42,73,6,0,-424,1,102,-424
43,70,6,1,460,1,102,-455
44,46,6,0,-480,1,102,-480
46,54,6,1,487,1,102,487
47,52,6,0,-494,1,102,498
48,55,6,0,-491,1,102,-491
1,29,0,0,-442,0,103,-442
2,68,6,0,-404,0,103,466
3,67,0,0,-409,0,103,-483
4,16,0,0,-440,0,103,-440
5,55,0,0,-430,0,103,-430
7,78,0,1,480,0,103,-491
8,49,0,1,450,0,103,450
9,58,3,0,-453,0,103,-481
11,72,6,1,471,0,103,486
12,70,3,0,-438,0,103,-424
13,14,6,1,495,0,103,-463
14,1,0,1,493,0,103,493
15,45,1,0,-465,0,103,-465
17,80,4,1,439,0,103,412
18,13,0,0,-500,0,103,-500
19,51,2,1,416,0,103,416
20,91,6,1,464,0,103,-494
21,3,0,0,-461,0,103,-461
22,76,5,1,492,0,103,492
24,96,6,1,429,0,103,-491
25,49,0,1,453,0,103,453
27,49,6,0,-428,0,103,-403
28,5,0,0,-411,0,103,-411
29,60,0,1,489,0,103,489
30,47,0,1,462,0,103,462
32,80,6,1,468,0,103,-495
33,69,3,1,472,0,103,418
34,47,3,1,460,0,103,442
35,89,6,0,-431,0,103,416
36,18,0,0,-482,0,103,-435
37,14,0,0,-447,0,103,-447
38,14,0,1,414,0,103,414
40,49,6,0,-484,0,103,452
41,87,6,0,-408,0,103,493
42,90,0,0,-408,0,103,-408
43,11,0,1,405,0,103,405
44,91,6,0,-465,0,103,418
46,89,6,0,-486,0,103,500
47,83,6,1,435,0,103,-454
48,27,0,0,-493,0,103,-493
1,91,6,1,480,1,103,427
2,61,6,0,-420,1,103,-410
3,58,6,0,-434,1,103,-434
4,40,3,1,497,1,103,497
5,7,0,0,-445,1,103,-445
7,49,0,0,-468,1,103,-468
8,93,6,1,478,1,103,-413
9,26,3,0,-470,1,103,-470
11,65,6,0,-478,1,103,466
12,48,6,1,450,1,103,450
13,18,0,0,-485,1,103,-485
14,91,6,1,423,1,103,-419
15,69,6,0,-435,1,103,467
17,45,6,1,420,1,103,-450
18,28,0,0,-458,1,103,-458
19,2,0,1,482,1,103,482
20,25,2,0,-468,1,103,-468
21,13,6,0,-459,1,103,-459
22,73,0,0,-409,1,103,-427
24,37,0,0,-485,1,103,-485
25,70,6,1,461,1,103,-403
27,71,2,0,-445,1,103,-445
28,86,4,1,405,1,103,405
29,42,0,1,489,1,103,489
30,37,0,0,-404,1,103,-404
32,24,0,1,464,1,103,464
33,97,3,1,457,1,103,443
34,71,6,1,432,1,103,432
35,71,6,1,474,1,103,-410
36,76,6,0,-448,1,103,445
37,97,6,1,443,1,103,-476
38,74,6,1,430,1,103,-459
40,41,0,0,-493,1,103,-493
41,58,0,1,457,1,103,457
42,27,2,1,450,1,103,450
43,25,0,0,-465,1,103,-465
44,67,2,0,-460,1,103,-472
46,73,4,0,-494,1,103,-461
47,68,6,1,496,1,103,-424
48,91,6,0,-456,1,103,468
1,38,0,0,-449,0,104,-449
2,21,0,0,-418,0,104,-418
3,76,0,0,-492,0,104,-492
4,36,5,0,-415,0,104,430
5,97,6,0,-429,0,104,443
7,47,5,0,-491,0,104,437
8,78,5,0,-404,0,104,473
9,69,0,0,-412,0,104,-412
11,96,5,1,405,0,104,-426
12,27,0,1,475,0,104,475
13,7,0,0,-404,0,104,-404
14,59,2,1,460,0,104,419
15,5,0,0,-415,0,104,-415
17,52,1,1,455,0,104,457
18,50,2,0,-453,0,104,-428
19,57,3,0,-453,0,104,-486
20,55,0,0,-456,0,104,-456
21,20,0,1,415,0,104,415
22,26,3,0,-441,0,104,-420
24,81,0,1,400,0,104,400
25,23,0,1,457,0,104,457
27,53,4,0,-449,0,104,-492
28,41,0,0,-487,0,104,-487
29,92,6,1,471,0,104,-496
30,43,0,1,492,0,104,492
32,5,0,1,459,0,104,459
33,14,0,1,421,0,104,421
34,28,6,1,463,0,104,-468
35,67,6,1,431,0,104,-479
36,16,0,0,-481,0,104,-481
37,60,5,1,441,0,104,498
38,75,0,0,-470,0,104,-470
40,78,3,0,-421,0,104,-412
41,86,3,1,415,0,104,425
42,69,4,1,498,0,104,444
43,36,0,1,454,0,104,454
44,76,2,1,483,0,104,-425
46,2,0,0,-445,0,104,-445
47,37,6,1,422,0,104,-479
48,12,0,0,-452,0,104,-452
1,77,6,0,-401,1,104,426
2,19,5,0,-446,1,104,487
3,26,0,1,407,1,104,407
4,74,5,1,473,1,104,-413
5,38,3,0,-437,1,104,-437
7,20,0,1,415,1,104,415
8,24,5,0,-482,1,104,418
9,91,5,1,431,1,104,-400
11,34,0,0,-432,1,104,-432
12,32,5,1,491,1,104,-476
13,82,2,0,-422,1,104,-407
14,80,1,1,493,1,104,470
15,43,5,0,-426,1,104,427
17,90,4,0,-438,1,104,-488
18,85,2,0,-463,1,104,-471
19,71,0,0,-478,1,104,-478
20,36,0,0,-452,1,104,-452
21,34,0,0,-446,1,104,-446
22,17,0,1,417,1,104,417
24,10,0,1,493,1,104,493
25,47,5,1,428,1,104,-418
27,71,5,1,406,1,104,-482
28,44,1,0,-413,1,104,-413
29,97,6,1,421,1,104,-435
30,83,6,1,417,1,104,-486
32,31,0,1,477,1,104,477
33,72,3,0,-417,1,104,-462
34,35,5,0,-487,1,104,443
35,21,0,1,443,1,104,443
36,87,2,0,-481,1,104,-489
37,16,1,0,-450,1,104,-462
38,55,1,1,484,1,104,455
40,82,6,1,473,1,104,-462
41,70,6,1,493,1,104,-494
42,65,0,0,-406,1,104,-406
43,76,1,0,-451,1,104,-451
44,17,0,0,-452,1,104,-452
46,75,6,1,449,1,104,-445
47,68,1,0,-486,1,104,-486
48,20,0,1,415,1,104,415
1,81,0,1,466,0,105,433
2,56,2,1,422,0,105,422
3,56,2,1,439,0,105,449
4,80,1,1,489,0,105,-435
5,74,1,0,-496,0,105,-498
7,69,2,0,-484,0,105,492
8,78,1,0,-466,0,105,-466
9,41,4,1,426,0,105,469
11,64,2,0,-486,0,105,-486
12,23,5,1,485,0,105,485
13,96,0,0,-479,0,105,-446
14,46,3,1,461,0,105,481
15,24,5,1,481,0,105,481
17,56,2,1,431,0,105,431
18,80,1,0,-415,0,105,473
19,40,4,1,420,0,105,-417
20,95,0,0,-424,0,105,500
21,76,1,1,482,0,105,482
22,92,0,0,-482,0,105,-470
24,42,4,1,464,0,105,444
25,62,2,1,429,0,105,-478
27,27,5,0,-430,0,105,-430
28,70,1,1,412,0,105,412
29,75,1,1,425,0,105,-441
30,51,3,0,-500,0,105,-500
32,2,6,1,448,0,105,448
33,8,6,0,-475,0,105,-475
34,29,4,1,450,0,105,450
35,13,5,0,-404,0,105,420
36,8,6,1,407,0,105,407
37,70,2,1,490,0,105,490
38,75,1,1,443,0,105,-476
40,34,4,0,-476,0,105,410
41,37,4,0,-464,0,105,-464
42,37,4,1,401,0,105,-470
43,14,6,1,473,0,105,-430
44,77,1,0,-484,0,105,-482
46,87,0,1,454,0,105,-404
47,59,2,0,-432,0,105,-432
48,3,6,0,-417,0,105,-417
1,19,6,1,469,1,105,469
2,46,4,1,457,1,105,-431
3,70,2,0,-415,1,105,415
4,9,6,0,-462,1,105,-462
5,91,0,0,-431,1,105,-442
7,89,0,0,-458,1,105,-430
8,53,3,1,478,1,105,478
9,81,1,1,424,1,105,411
11,5,6,1,401,1,105,401
12,49,3,1,481,1,105,481
13,61,2,1,458,1,105,458
14,71,2,1,464,1,105,433
15,92,0,0,-410,1,105,482
17,71,2,1,418,1,105,475
18,71,2,0,-445,1,105,473
19,79,2,1,494,1,105,438
20,93,0,0,-490,1,105,429
21,61,2,0,-418,1,105,-410
22,37,4,1,498,1,105,-413
24,99,0,0,-443,1,105,423
25,88,0,1,483,1,105,404
27,81,1,1,476,1,105,429
28,57,3,1,495,1,105,495
29,10,6,1,473,1,105,473
30,28,5,1,479,1,105,479
32,27,5,1,463,1,105,463
33,7,6,0,-484,1,105,-484
34,63,2,1,478,1,105,478
35,25,5,1,440,1,105,440
36,99,0,1,411,1,105,-471
37,13,6,0,-453,1,105,-453
38,7,6,0,-496,1,105,-496
40,65,2,0,-491,1,105,-461
41,7,6,0,-459,1,105,-459
42,19,5,1,474,1,105,474
