n_trial,uncertainty,share,Predicted_MC_1up,mc_model,Instr,Task1Seek,check,ID,Predicted_MC
12,76,1,1,459,0,2,4,103,459
13,45,4,1,-412,0,2,4,103,480
14,82,2,0,408,0,2,4,103,-455
15,1,5,0,-444,0,2,4,103,-444
17,67,3,1,482,0,2,4,103,418
18,7,4,1,418,0,2,4,103,418
19,51,3,0,-448,0,2,4,103,-441
20,97,1,1,418,0,2,4,103,449
21,2,5,1,491,0,2,4,103,491
22,51,4,0,476,0,2,4,103,-411
24,31,5,1,-427,0,2,4,103,452
25,70,2,0,-423,0,2,4,103,-404
27,75,3,0,492,0,2,4,103,-400
28,99,0,1,492,0,2,4,103,427
29,71,2,0,-466,0,2,4,103,-475
30,91,1,0,-436,0,2,4,103,-497
32,51,4,0,464,0,2,4,103,-402
33,55,3,0,-491,0,2,4,103,-491
34,5,5,1,481,0,2,4,103,481
35,52,4,1,-431,0,2,4,103,487
36,6,5,0,424,0,2,4,103,-492
37,47,4,0,-496,0,2,4,103,-496
38,85,2,0,421,0,2,4,103,-453
40,27,4,1,474,0,2,4,103,473
41,62,4,0,443,0,2,4,103,-457
42,81,1,0,-412,0,2,4,103,-412
43,62,2,0,-484,0,2,4,103,-484
44,53,3,0,-445,0,2,4,103,-445
46,84,1,1,461,0,2,4,103,461
47,28,4,1,470,0,2,4,103,470
48,25,4,1,480,0,2,4,103,480
1,60,2,0,461,1,2,4,103,-418
2,74,0,1,439,1,2,4,103,435
3,9,1,0,-484,1,2,4,103,-484
4,50,0,0,400,1,2,4,103,-491
5,21,3,1,492,1,2,4,103,492
7,55,3,1,445,1,2,4,103,445
8,2,3,0,-401,1,2,4,103,-401
9,61,4,1,497,1,2,4,103,435
11,23,3,1,451,1,2,4,103,451
12,71,0,0,464,1,2,4,103,-407
13,32,3,1,400,1,2,4,103,400
14,59,2,1,413,1,2,4,103,413
15,68,4,0,471,1,2,4,103,-437
17,43,3,1,457,1,2,4,103,457
18,64,3,1,491,1,2,4,103,491
19,4,4,1,489,1,2,4,103,489
20,11,4,1,424,1,2,4,103,424
21,39,3,1,461,1,2,4,103,461
22,41,5,0,-459,1,2,4,103,-441
24,75,0,0,-469,1,2,4,103,-469
25,37,5,1,-494,1,2,4,103,454
27,4,6,0,-452,1,2,4,103,-452
28,96,0,0,-468,1,2,4,103,-468
29,40,4,0,-431,1,2,4,103,-478
30,68,3,0,-446,1,2,4,103,-489
32,54,4,1,-453,1,2,4,103,471
33,62,2,0,451,1,2,4,103,-455
34,16,4,1,445,1,2,4,103,445
35,3,5,0,-472,1,2,4,103,-472
36,14,5,1,480,1,2,4,103,480
37,12,5,1,467,1,2,4,103,467
38,48,2,1,463,1,2,4,103,463
40,58,3,1,435,1,2,4,103,459
41,1,6,1,485,1,2,4,103,485
42,80,1,0,-494,1,2,4,103,-494
43,56,2,0,-402,1,2,4,103,-476
44,60,3,0,-497,1,2,4,103,-464
46,38,4,0,-460,1,2,4,103,-460
47,1,6,1,468,1,2,4,103,468
48,78,3,1,-459,1,2,4,103,498
1,11,6,0,-412,0,2,4,104,-412
2,86,6,0,451,0,2,4,104,-479
3,99,6,1,-444,0,2,4,104,442
4,34,5,1,428,0,2,4,104,428
5,54,3,0,-401,0,2,4,104,-401
7,14,1,0,-450,0,2,4,104,-450
8,33,3,0,-436,0,2,4,104,-463
9,93,6,0,-497,0,2,4,104,-484
11,19,4,0,-489,0,2,4,104,-489
12,53,6,0,486,0,2,4,104,-497
13,80,6,0,479,0,2,4,104,-467
14,35,3,1,402,0,2,4,104,402
15,41,5,1,484,0,2,4,104,408
17,53,4,0,-497,0,2,4,104,-497
18,70,6,1,452,0,2,4,104,447
19,94,6,0,457,0,2,4,104,-433
20,52,4,0,-493,0,2,4,104,-466
21,15,6,1,-472,0,2,4,104,436
22,61,5,1,-486,0,2,4,104,457
24,40,3,1,465,0,2,4,104,465
25,15,0,0,-418,0,2,4,104,-418
27,87,5,1,457,0,2,4,104,474
28,74,3,0,-466,0,2,4,104,-474
29,22,1,1,445,0,2,4,104,445
30,3,0,1,420,0,2,4,104,420
32,33,2,0,-430,0,2,4,104,-430
33,25,2,0,453,0,2,4,104,-450
34,43,3,1,447,0,2,4,104,447
35,24,1,0,-413,0,2,4,104,-435
36,90,6,1,-405,0,2,4,104,459
37,15,0,1,411,0,2,4,104,411
38,21,5,1,-491,0,2,4,104,457
40,65,6,0,466,0,2,4,104,-425
41,66,5,1,484,0,2,4,104,484
42,75,6,1,434,0,2,4,104,434
43,46,4,0,404,0,2,4,104,-440
44,55,4,0,-485,0,2,4,104,-485
46,27,1,0,-478,0,2,4,104,-478
47,42,4,1,492,0,2,4,104,492
48,26,1,1,490,0,2,4,104,490
1,68,5,0,-450,1,2,4,104,-442
2,22,6,0,463,1,2,4,104,-405
3,75,5,1,484,1,2,4,104,484
4,86,5,1,424,1,2,4,104,431
5,40,2,1,431,1,2,4,104,431
7,98,6,0,441,1,2,4,104,-468
8,80,5,0,-442,1,2,4,104,-465
9,51,4,1,-424,1,2,4,104,462
11,6,0,0,-419,1,2,4,104,-419
12,55,3,0,-428,1,2,4,104,-428
13,8,0,1,459,1,2,4,104,459
14,30,2,0,-447,1,2,4,104,-447
15,55,3,0,-463,1,2,4,104,-483
17,65,4,0,-444,1,2,4,104,-418
18,91,6,0,-425,1,2,4,104,-465
19,75,5,0,-438,1,2,4,104,-420
20,83,6,0,441,1,2,4,104,-451
21,78,5,0,427,1,2,4,104,-435
22,29,1,1,497,1,2,4,104,481
24,17,1,1,480,1,2,4,104,480
25,27,2,1,473,1,2,4,104,473
27,17,0,0,-496,1,2,4,104,-496
28,43,3,0,-440,1,2,4,104,-440
29,63,4,0,-449,1,2,4,104,-402
30,77,5,1,453,1,2,4,104,483
32,31,2,0,-470,1,2,4,104,-470
33,98,6,0,-469,1,2,4,104,-401
34,96,6,0,466,1,2,4,104,-458
35,88,5,1,-406,1,2,4,104,425
36,75,5,1,-449,1,2,4,104,418
37,11,0,1,411,1,2,4,104,411
38,66,4,0,457,1,2,4,104,-422
40,9,0,1,429,1,2,4,104,429
41,12,3,0,467,1,2,4,104,-414
42,78,5,0,-481,1,2,4,104,-481
43,59,4,0,430,1,2,4,104,-466
44,23,2,0,-438,1,2,4,104,-438
46,1,0,1,413,1,2,4,104,413
47,69,4,1,487,1,2,4,104,458
48,15,1,0,-432,1,2,4,104,-406
1,94,2,1,415,0,2,4,105,415
2,91,0,1,-455,0,2,4,105,447
3,56,0,0,424,0,2,4,105,-425
4,63,0,1,-448,0,2,4,105,477
5,51,5,0,-495,0,2,4,105,-495
7,98,4,1,-407,0,2,4,105,461
8,58,5,1,492,0,2,4,105,456
9,11,5,0,-439,0,2,4,105,-439
11,64,0,0,495,0,2,4,105,-439
12,23,6,0,-476,0,2,4,105,-476
13,51,1,0,500,0,2,4,105,-430
14,55,4,0,403,0,2,4,105,-406
15,29,5,1,479,0,2,4,105,443
17,16,6,1,468,0,2,4,105,468
18,30,1,1,-445,0,2,4,105,458
19,97,0,0,476,0,2,4,105,-427
20,26,6,1,465,0,2,4,105,465
21,8,6,1,457,0,2,4,105,457
22,75,4,0,-449,0,2,4,105,-428
24,5,6,0,-488,0,2,4,105,-488
25,93,0,0,-417,0,2,4,105,-417
27,69,0,0,456,0,2,4,105,-437
28,62,1,0,-480,0,2,4,105,-423
29,18,6,1,483,0,2,4,105,483
30,15,6,1,417,0,2,4,105,417
32,26,5,0,-475,0,2,4,105,-475
33,79,2,0,470,0,2,4,105,-500
34,68,4,1,482,0,2,4,105,459
35,27,5,1,426,0,2,4,105,440
36,18,5,0,-483,0,2,4,105,-483
37,39,5,0,-466,0,2,4,105,-466
38,64,6,1,469,0,2,4,105,469
40,27,4,1,497,0,2,4,105,469
41,79,2,0,-450,0,2,4,105,-435
42,25,5,1,429,0,2,4,105,429
43,27,5,1,450,0,2,4,105,479
44,43,3,0,-430,0,2,4,105,-430
46,13,5,1,404,0,2,4,105,404
47,19,5,1,441,0,2,4,105,441
48,2,6,1,447,0,2,4,105,447
1,52,0,0,-480,1,2,4,105,-491
2,21,5,1,500,1,2,4,105,500
3,64,0,0,-436,1,2,4,105,-449
4,63,1,1,421,1,2,4,105,421
5,5,6,1,433,1,2,4,105,433
7,82,0,0,-406,1,2,4,105,-486
8,31,4,0,493,1,2,4,105,-427
9,36,2,0,-433,1,2,4,105,-433
11,40,5,1,435,1,2,4,105,435
12,73,1,0,-447,1,2,4,105,-407
13,79,1,0,418,1,2,4,105,-498
14,80,2,0,-409,1,2,4,105,-468
15,74,1,1,-463,1,2,4,105,422
17,87,2,1,-411,1,2,4,105,467
18,95,2,1,-434,1,2,4,105,486
19,36,5,1,445,1,2,4,105,445
20,9,6,1,402,1,2,4,105,402
21,98,0,0,-490,1,2,4,105,-437
22,15,5,1,463,1,2,4,105,463
24,50,1,0,-459,1,2,4,105,-418
25,8,6,1,477,1,2,4,105,477
27,71,2,0,-447,1,2,4,105,-447
28,6,6,1,423,1,2,4,105,423
29,28,1,0,-480,1,2,4,105,-480
30,24,5,1,430,1,2,4,105,430
32,54,3,0,-422,1,2,4,105,-449
33,30,5,1,473,1,2,4,105,473
34,18,6,0,-491,1,2,4,105,-491
35,38,4,0,-441,1,2,4,105,-441
36,63,2,0,-447,1,2,4,105,-405
37,23,5,0,-496,1,2,4,105,-496
38,98,0,0,440,1,2,4,105,-404
40,70,1,1,-444,1,2,4,105,412
41,64,3,1,480,1,2,4,105,480
42,36,5,1,424,1,2,4,105,481
43,78,4,0,-442,1,2,4,105,-442
44,46,5,1,419,1,2,4,105,419
46,84,4,1,422,1,2,4,105,439
47,93,1,0,481,1,2,4,105,-418
48,64,3,0,-416,1,2,4,105,-414
1,35,3,0,-418,0,2,4,106,-418
2,12,5,1,417,0,2,4,106,417
3,71,3,1,461,0,2,4,106,476
4,18,2,0,-471,0,2,4,106,-471
5,4,4,0,-400,0,2,4,106,-400
7,23,4,1,441,0,2,4,106,441
8,95,2,0,480,0,2,4,106,-461
9,1,6,0,-487,0,2,4,106,-487
11,18,3,0,-456,0,2,4,106,-456
12,61,2,0,-411,0,2,4,106,-411
13,16,5,0,-403,0,2,4,106,-403
14,13,3,0,-443,0,2,4,106,-443
15,82,2,1,487,0,2,4,106,481
17,1,6,1,421,0,2,4,106,421
18,92,1,1,-423,0,2,4,106,480
19,93,1,0,-437,0,2,4,106,-437
20,83,2,0,431,0,2,4,106,-490
21,9,6,1,482,0,2,4,106,482
22,34,4,0,-452,0,2,4,106,-452
24,34,4,1,500,0,2,4,106,500
25,81,2,1,-425,0,2,4,106,481
27,20,5,0,500,0,2,4,106,-470
28,22,4,0,-440,0,2,4,106,-440
29,3,6,1,482,0,2,4,106,482
30,28,5,0,-402,0,2,4,106,-429
32,74,2,1,432,0,2,4,106,432
33,39,4,1,439,0,2,4,106,439
34,13,5,1,438,0,2,4,106,438
35,93,1,1,439,0,2,4,106,448
36,43,3,0,-417,0,2,4,106,-417
37,99,0,0,-416,0,2,4,106,-438
38,16,5,1,439,0,2,4,106,439
40,43,4,1,453,0,2,4,106,453
41,37,4,0,-446,0,2,4,106,-441
42,11,5,1,481,0,2,4,106,481
43,17,5,1,464,0,2,4,106,464
44,80,1,1,495,0,2,4,106,470
46,94,1,0,450,0,2,4,106,-444
47,30,4,0,-481,0,2,4,106,-487
48,80,1,0,-482,0,2,4,106,-482
1,52,3,1,465,1,2,4,106,465
2,55,3,1,414,1,2,4,106,477
3,61,2,1,457,1,2,4,106,433
4,98,0,0,-416,1,2,4,106,-429
5,38,4,1,499,1,2,4,106,431
7,16,5,1,420,1,2,4,106,420
8,55,3,1,481,1,2,4,106,481
9,14,5,0,-483,1,2,4,106,-483
11,98,0,0,-466,1,2,4,106,-463
12,18,4,1,456,1,2,4,106,456
13,82,1,0,-424,1,2,4,106,-412
14,18,4,0,-451,1,2,4,106,-451
15,9,5,0,-408,1,2,4,106,-408
17,7,5,0,-421,1,2,4,106,-421
18,33,4,1,430,1,2,4,106,430
19,12,4,1,-402,1,2,4,106,428
20,37,3,1,493,1,2,4,106,434
21,28,4,1,-500,1,2,4,106,410
22,63,3,1,-405,1,2,4,106,444
24,3,6,1,446,1,2,4,106,446
25,56,4,0,445,1,2,4,106,-487
27,7,3,0,-475,1,2,4,106,-475
28,10,6,1,443,1,2,4,106,443
29,6,5,0,-466,1,2,4,106,-466
30,98,0,0,-416,1,2,4,106,-427
32,77,2,0,466,1,2,4,106,-489
33,67,2,0,-433,1,2,4,106,-433
34,16,5,0,461,1,2,4,106,-474
35,60,3,0,-406,1,2,4,106,-406
36,54,3,1,-468,1,2,4,106,488
37,4,6,1,478,1,2,4,106,478
38,18,5,1,483,1,2,4,106,483
40,15,4,0,-467,1,2,4,106,-467
41,19,4,0,-486,1,2,4,106,-486
42,97,2,0,448,1,2,4,106,-426
43,60,3,0,-474,1,2,4,106,-474
44,48,4,0,493,1,2,4,106,-463
46,75,2,1,413,1,2,4,106,413
47,91,1,0,-500,1,2,4,106,-432
48,89,2,0,446,1,2,4,106,-459
1,93,6,1,500,0,2,4,107,475
2,47,4,0,-468,0,2,4,107,-468
3,36,5,0,-405,0,2,4,107,-405
4,28,5,1,467,0,2,4,107,467
5,90,4,1,432,0,2,4,107,401
7,7,4,0,-473,0,2,4,107,-473
8,18,1,0,-439,0,2,4,107,-439
9,14,0,1,459,0,2,4,107,459
11,18,1,0,-418,0,2,4,107,-418
12,42,5,1,427,0,2,4,107,458
13,81,4,0,459,0,2,4,107,-415
14,13,4,1,469,0,2,4,107,469
15,79,5,0,430,0,2,4,107,-406
17,48,3,0,428,0,2,4,107,-439
18,61,6,1,491,0,2,4,107,491
19,33,4,0,-443,0,2,4,107,-443
20,39,5,1,-476,0,2,4,107,407
21,84,4,1,-472,0,2,4,107,453
22,33,2,1,427,0,2,4,107,427
24,41,4,0,-448,0,2,4,107,-473
25,9,2,1,494,0,2,4,107,494
27,47,0,0,-412,0,2,4,107,-412
28,12,4,0,-434,0,2,4,107,-434
29,37,5,0,480,0,2,4,107,-413
30,46,3,0,-406,0,2,4,107,-406
32,25,2,0,-401,0,2,4,107,-401
33,38,4,0,-445,0,2,4,107,-445
34,93,1,0,406,0,2,4,107,-432
35,11,1,1,453,0,2,4,107,453
36,82,5,0,423,0,2,4,107,-400
37,62,4,0,-447,0,2,4,107,-406
38,52,4,1,472,0,2,4,107,451
40,79,3,0,-453,0,2,4,107,-459
41,9,1,0,-472,0,2,4,107,-472
42,97,1,0,437,0,2,4,107,-426
43,88,1,1,414,0,2,4,107,471
44,22,1,1,481,0,2,4,107,481
46,23,1,1,405,0,2,4,107,405
47,5,3,0,-445,0,2,4,107,-445
48,45,3,1,430,0,2,4,107,438
1,95,5,0,-497,1,2,4,107,-497
2,77,2,1,413,1,2,4,107,413
3,28,1,1,456,1,2,4,107,456
4,70,5,1,442,1,2,4,107,442
5,15,4,1,431,1,2,4,107,431
7,98,3,1,-498,1,2,4,107,413
8,28,5,0,-497,1,2,4,107,-497
9,79,5,0,-495,1,2,4,107,-487
11,85,2,0,496,1,2,4,107,-467
12,17,5,1,477,1,2,4,107,477
13,48,3,1,492,1,2,4,107,468
14,49,3,1,432,1,2,4,107,432
15,45,1,1,-481,1,2,4,107,492
17,55,4,1,487,1,2,4,107,485
18,66,1,0,434,1,2,4,107,-457
19,25,6,1,500,1,2,4,107,464
20,28,3,1,417,1,2,4,107,417
21,35,5,0,-464,1,2,4,107,-464
22,98,1,0,431,1,2,4,107,-469
24,62,3,0,438,1,2,4,107,-476
25,76,1,1,-454,1,2,4,107,407
27,76,1,0,-416,1,2,4,107,-481
28,1,6,0,-426,1,2,4,107,-426
29,20,6,1,460,1,2,4,107,460
30,96,1,1,-451,1,2,4,107,401
32,43,6,1,419,1,2,4,107,419
33,43,4,1,421,1,2,4,107,421
34,50,4,0,-489,1,2,4,107,-489
35,35,3,1,400,1,2,4,107,400
36,24,6,1,-417,1,2,4,107,419
37,83,1,1,-447,1,2,4,107,483
38,88,5,1,440,1,2,4,107,454
40,91,5,0,-464,1,2,4,107,-477
41,98,4,1,-425,1,2,4,107,410
42,17,3,0,-441,1,2,4,107,-441
43,82,2,1,-430,1,2,4,107,406
44,56,4,0,-479,1,2,4,107,-479
46,20,4,1,451,1,2,4,107,451
47,42,4,0,-485,1,2,4,107,-485
48,38,5,1,469,1,2,4,107,469
1,62,5,0,-461,0,2,4,108,-441
2,80,6,1,407,0,2,4,108,499
3,21,1,0,-459,0,2,4,108,-459
4,25,3,1,497,0,2,4,108,497
5,1,1,1,401,0,2,4,108,401
7,43,5,1,470,0,2,4,108,428
8,14,2,1,479,0,2,4,108,479
9,62,6,0,439,0,2,4,108,-439
11,32,4,1,445,0,2,4,108,473
12,18,6,1,-476,0,2,4,108,499
13,96,6,0,466,0,2,4,108,-403
14,1,1,1,408,0,2,4,108,408
15,17,2,1,477,0,2,4,108,477
17,45,1,0,-493,0,2,4,108,-493
18,63,6,0,-418,0,2,4,108,-454
19,91,6,0,469,0,2,4,108,-456
20,81,6,0,430,0,2,4,108,-404
21,4,1,0,-458,0,2,4,108,-458
22,36,4,1,482,0,2,4,108,473
24,73,6,1,-471,0,2,4,108,466
25,10,2,1,492,0,2,4,108,492
27,37,2,1,440,0,2,4,108,440
28,28,2,1,439,0,2,4,108,439
29,62,1,1,413,0,2,4,108,413
30,67,6,0,466,0,2,4,108,-413
32,89,5,0,435,0,2,4,108,-487
33,41,4,0,-428,0,2,4,108,-462
34,58,6,0,478,0,2,4,108,-490
35,26,3,1,497,0,2,4,108,497
36,52,1,1,444,0,2,4,108,444
37,19,2,0,-417,0,2,4,108,-417
38,71,5,0,426,0,2,4,108,-457
40,89,4,1,470,0,2,4,108,446
41,12,1,1,459,0,2,4,108,459
42,26,2,1,467,0,2,4,108,467
43,75,6,0,480,0,2,4,108,-407
44,39,2,0,-497,0,2,4,108,-497
46,54,3,1,416,0,2,4,108,416
47,71,4,0,-493,0,2,4,108,-472
48,4,2,1,473,0,2,4,108,473
1,38,6,1,418,1,2,4,108,418
2,43,6,1,-426,1,2,4,108,477
3,18,6,1,-452,1,2,4,108,473
4,57,6,1,422,1,2,4,108,422
5,87,6,0,420,1,2,4,108,-406
7,49,6,1,489,1,2,4,108,489
8,70,6,0,444,1,2,4,108,-462
9,5,6,0,-500,1,2,4,108,-500
11,85,6,1,-476,1,2,4,108,497
12,32,6,1,440,1,2,4,108,440
13,15,6,1,-470,1,2,4,108,482
14,44,6,0,-433,1,2,4,108,-433
15,29,6,0,-431,1,2,4,108,-431
17,30,6,0,-406,1,2,4,108,-406
18,59,6,0,451,1,2,4,108,-461
19,25,6,0,-450,1,2,4,108,-417
20,96,6,0,-494,1,2,4,108,-473
21,94,6,0,-459,1,2,4,108,-411
22,28,6,0,-447,1,2,4,108,-447
24,67,6,0,-487,1,2,4,108,-447
25,89,6,1,453,1,2,4,108,437
27,85,6,1,-444,1,2,4,108,485
28,89,6,1,-464,1,2,4,108,441
29,90,6,1,-481,1,2,4,108,450
30,89,6,0,-405,1,2,4,108,-479
32,70,6,1,-402,1,2,4,108,474
33,55,6,0,-491,1,2,4,108,-491
34,46,6,0,493,1,2,4,108,-484
35,99,6,0,-446,1,2,4,108,-499
36,85,6,1,442,1,2,4,108,480
37,5,6,1,446,1,2,4,108,446
38,92,6,1,-423,1,2,4,108,447
40,48,6,1,-408,1,2,4,108,414
41,72,6,0,-403,1,2,4,108,-447
42,53,6,0,415,1,2,4,108,-435
43,27,6,1,487,1,2,4,108,487
44,86,6,0,-447,1,2,4,108,-448
46,58,6,0,-440,1,2,4,108,-440
47,58,6,0,-449,1,2,4,108,-449
48,12,6,0,-473,1,2,4,108,-473
1,36,4,0,-473,0,2,4,109,-473
2,49,5,1,407,0,2,4,109,407
3,91,3,1,496,0,2,4,109,450
4,25,6,0,444,0,2,4,109,-443
5,26,6,0,-424,0,2,4,109,-424
7,6,6,0,-420,0,2,4,109,-420
8,14,6,1,454,0,2,4,109,454
9,14,0,1,474,0,2,4,109,474
11,11,0,0,-426,0,2,4,109,-426
12,53,4,0,-465,0,2,4,109,-465
13,79,2,1,460,0,2,4,109,409
14,30,0,1,463,0,2,4,109,463
15,15,0,0,-408,0,2,4,109,-408
17,85,5,1,400,0,2,4,109,400
18,13,1,1,415,0,2,4,109,415
19,56,6,1,-436,0,2,4,109,429
20,59,1,0,-486,0,2,4,109,-447
21,75,4,0,-405,0,2,4,109,-410
22,97,6,0,478,0,2,4,109,-424
24,3,6,0,479,0,2,4,109,-441
25,93,4,0,-426,0,2,4,109,-491
27,36,3,0,-445,0,2,4,109,-445
28,56,5,0,423,0,2,4,109,-493
29,41,1,1,470,0,2,4,109,470
30,57,5,1,-494,0,2,4,109,405
32,13,0,0,-446,0,2,4,109,-446
33,2,0,0,-491,0,2,4,109,-491
34,44,2,1,448,0,2,4,109,413
35,19,1,0,-403,0,2,4,109,-403
36,28,1,1,429,0,2,4,109,440
37,77,4,1,477,0,2,4,109,452
38,56,6,0,486,0,2,4,109,-420
40,42,3,0,-416,0,2,4,109,-416
41,11,1,1,408,0,2,4,109,408
42,19,1,1,475,0,2,4,109,475
43,50,6,0,468,0,2,4,109,-475
44,40,4,1,435,0,2,4,109,435
46,12,0,1,458,0,2,4,109,458
47,26,6,0,454,0,2,4,109,-417
48,17,0,1,446,0,2,4,109,446
1,2,0,1,435,1,2,4,109,435
2,61,5,1,425,1,2,4,109,425
3,14,6,0,-428,1,2,4,109,-428
4,65,6,0,-421,1,2,4,109,-492
5,57,6,0,-480,1,2,4,109,-480
7,86,6,0,468,1,2,4,109,-496
8,58,6,0,-429,1,2,4,109,-429
9,18,5,0,-490,1,2,4,109,-490
11,14,4,0,-435,1,2,4,109,-435
12,34,5,1,447,1,2,4,109,447
13,13,5,1,445,1,2,4,109,445
14,13,6,0,-419,1,2,4,109,-419
15,90,6,1,-489,1,2,4,109,430
17,85,3,1,410,1,2,4,109,445
18,52,6,1,-437,1,2,4,109,455
19,12,2,1,415,1,2,4,109,415
20,38,6,0,-416,1,2,4,109,-416
21,13,6,0,-430,1,2,4,109,-430
22,56,6,0,491,1,2,4,109,-495
24,85,5,0,-414,1,2,4,109,-420
25,15,5,1,483,1,2,4,109,483
27,7,2,0,-450,1,2,4,109,-450
28,67,5,0,-414,1,2,4,109,-414
29,72,4,1,472,1,2,4,109,427
30,9,4,1,457,1,2,4,109,457
32,38,4,0,-437,1,2,4,109,-437
33,56,6,0,-420,1,2,4,109,-420
34,32,3,1,498,1,2,4,109,477
35,81,6,1,493,1,2,4,109,467
36,30,4,1,456,1,2,4,109,456
37,35,4,1,479,1,2,4,109,461
38,99,6,0,484,1,2,4,109,-463
40,70,5,1,430,1,2,4,109,430
41,14,6,0,-497,1,2,4,109,-497
42,6,1,0,-410,1,2,4,109,-410
43,26,4,0,-491,1,2,4,109,-479
44,1,0,1,454,1,2,4,109,454
46,36,5,1,457,1,2,4,109,457
47,18,4,1,478,1,2,4,109,478
48,86,6,0,463,1,2,4,109,-415
1,8,3,0,-434,0,2,4,110,-434
2,68,0,0,415,0,2,4,110,-496
3,40,3,1,405,0,2,4,110,489
4,18,0,0,-400,0,2,4,110,-400
5,62,3,1,492,0,2,4,110,492
7,84,3,0,-415,0,2,4,110,-404
8,71,3,1,482,0,2,4,110,482
9,63,0,0,452,0,2,4,110,-437
11,9,3,1,472,0,2,4,110,472
12,43,0,1,-419,0,2,4,110,426
13,64,0,1,-451,0,2,4,110,498
14,60,4,1,427,0,2,4,110,427
15,23,0,1,-411,0,2,4,110,458
17,90,0,1,-453,0,2,4,110,478
18,74,0,1,-478,0,2,4,110,439
19,95,3,1,497,0,2,4,110,466
20,51,0,1,-485,0,2,4,110,429
21,34,3,0,-452,0,2,4,110,-452
22,24,3,0,-443,0,2,4,110,-443
24,13,3,0,-498,0,2,4,110,-498
25,95,0,0,485,0,2,4,110,-437
27,27,3,0,-495,0,2,4,110,-495
28,78,3,0,-462,0,2,4,110,-462
29,4,3,1,414,0,2,4,110,414
30,81,0,0,444,0,2,4,110,-472
32,97,3,1,-451,0,2,4,110,434
33,42,3,1,445,0,2,4,110,416
34,6,4,0,-403,0,2,4,110,-403
35,71,2,1,444,0,2,4,110,489
36,9,0,0,-497,0,2,4,110,-497
37,98,0,1,-470,0,2,4,110,452
38,63,0,0,402,0,2,4,110,-418
40,59,4,1,436,0,2,4,110,436
41,35,4,1,449,0,2,4,110,472
42,45,3,1,409,0,2,4,110,409
43,76,3,0,-486,0,2,4,110,-457
44,92,1,0,404,0,2,4,110,-457
46,57,3,0,-421,0,2,4,110,-479
47,80,1,0,-420,0,2,4,110,-499
48,67,0,1,-430,0,2,4,110,490
1,75,1,0,468,1,2,4,110,-469
2,22,5,0,-475,1,2,4,110,-475
3,75,5,1,-432,1,2,4,110,439
4,24,5,0,-420,1,2,4,110,-420
5,27,6,0,407,1,2,4,110,-404
7,84,6,1,432,1,2,4,110,437
8,21,6,0,-462,1,2,4,110,-462
9,38,5,0,-428,1,2,4,110,-428
11,23,5,0,-464,1,2,4,110,-464
12,42,5,1,411,1,2,4,110,411
13,43,5,1,425,1,2,4,110,425
14,48,5,1,470,1,2,4,110,470
15,24,5,1,473,1,2,4,110,473
17,76,6,0,439,1,2,4,110,-495
18,55,6,1,-474,1,2,4,110,427
19,23,4,0,-498,1,2,4,110,-498
20,40,5,1,485,1,2,4,110,400
21,93,6,0,481,1,2,4,110,-494
22,59,4,0,458,1,2,4,110,-448
24,48,2,0,-412,1,2,4,110,-466
25,16,6,0,500,1,2,4,110,-429
27,41,4,1,401,1,2,4,110,401
28,44,3,1,431,1,2,4,110,431
29,90,5,1,433,1,2,4,110,415
30,91,5,1,497,1,2,4,110,466
32,50,6,0,432,1,2,4,110,-414
33,98,4,1,497,1,2,4,110,433
34,68,5,1,467,1,2,4,110,467
35,75,5,0,-472,1,2,4,110,-486
36,16,3,0,-422,1,2,4,110,-422
37,86,5,1,442,1,2,4,110,431
38,90,6,1,-429,1,2,4,110,416
40,14,3,1,429,1,2,4,110,429
41,39,6,1,-475,1,2,4,110,464
42,60,3,1,430,1,2,4,110,430
43,84,6,0,448,1,2,4,110,-410
44,47,6,0,458,1,2,4,110,-456
46,86,5,1,-435,1,2,4,110,404
47,92,6,0,463,1,2,4,110,-454
48,93,5,1,411,1,2,4,110,437
1,95,2,0,429,0,2,4,111,-457
2,76,2,0,-497,0,2,4,111,-497
3,42,4,0,415,0,2,4,111,-487
4,27,6,0,-411,0,2,4,111,-411
5,45,5,1,449,0,2,4,111,449
7,40,6,0,451,0,2,4,111,-415
8,35,4,0,433,0,2,4,111,-467
9,17,3,0,-494,0,2,4,111,-494
11,20,6,1,498,0,2,4,111,498
12,65,5,1,465,0,2,4,111,465
13,84,4,0,-404,0,2,4,111,-443
14,7,6,1,465,0,2,4,111,465
15,32,2,1,421,0,2,4,111,421
17,31,6,1,464,0,2,4,111,464
18,6,1,1,477,0,2,4,111,477
19,9,1,1,401,0,2,4,111,401
20,28,3,0,-483,0,2,4,111,-454
21,36,6,1,480,0,2,4,111,491
22,31,6,1,423,0,2,4,111,423
24,77,2,1,474,0,2,4,111,488
25,34,6,1,422,0,2,4,111,422
27,36,6,1,478,0,2,4,111,478
28,82,0,0,406,0,2,4,111,-409
29,43,2,1,426,0,2,4,111,426
30,20,4,0,-409,0,2,4,111,-409
32,79,4,0,441,0,2,4,111,-483
33,74,2,0,458,0,2,4,111,-439
34,79,1,0,-437,0,2,4,111,-480
35,13,6,1,468,0,2,4,111,468
36,81,5,1,490,0,2,4,111,487
37,72,4,0,-493,0,2,4,111,-440
38,25,2,1,-448,0,2,4,111,406
40,88,4,1,481,0,2,4,111,493
41,74,5,1,479,0,2,4,111,416
