n_trial,uncertainty,share,Predicted_MC_1up,mc_model,Instr,Task1Seek,check,ID,Predicted_MC
1,56,6,0,458,0,2,4,1,-420
2,75,6,0,-411,0,2,4,1,-438
3,84,6,1,436,0,2,4,1,433
4,15,6,0,-456,0,2,4,1,-456
5,12,6,0,-458,0,2,4,1,-458
7,1,6,0,-487,0,2,4,1,-487
8,24,6,1,402,0,2,4,1,402
9,55,6,0,-477,0,2,4,1,-477
11,23,6,0,-425,0,2,4,1,-425
12,87,6,1,-499,0,2,4,1,468
13,42,6,1,490,0,2,4,1,490
14,89,6,1,412,0,2,4,1,434
15,93,6,1,-419,0,2,4,1,463
17,75,6,1,-496,0,2,4,1,471
18,6,6,0,-445,0,2,4,1,-445
19,96,6,0,437,0,2,4,1,-449
20,93,6,0,-480,0,2,4,1,-449
21,95,6,0,-486,0,2,4,1,-431
22,69,6,1,414,0,2,4,1,414
24,33,6,0,-459,0,2,4,1,-459
25,78,6,1,-412,0,2,4,1,475
27,7,6,1,493,0,2,4,1,493
28,23,6,0,-463,0,2,4,1,-463
29,17,6,0,-406,0,2,4,1,-406
30,39,6,0,-428,0,2,4,1,-428
32,80,6,1,472,0,2,4,1,490
33,94,6,0,456,0,2,4,1,-438
34,36,6,1,484,0,2,4,1,422
35,38,6,1,456,0,2,4,1,456
36,60,6,0,-445,0,2,4,1,-445
37,70,6,1,402,0,2,4,1,441
38,58,6,0,433,0,2,4,1,-424
40,13,6,0,-433,0,2,4,1,-433
41,30,6,1,459,0,2,4,1,459
42,74,6,1,439,0,2,4,1,439
43,15,6,0,-458,0,2,4,1,-458
44,59,6,0,402,0,2,4,1,-424
46,82,6,1,-482,0,2,4,1,464
47,60,6,0,-463,0,2,4,1,-463
48,7,6,0,-468,0,2,4,1,-468
1,34,6,0,-406,1,2,4,1,-419
2,5,6,1,457,1,2,4,1,457
3,71,6,1,416,1,2,4,1,416
4,22,6,0,445,1,2,4,1,-435
5,9,6,0,484,1,2,4,1,-493
7,74,6,1,-465,1,2,4,1,458
8,95,6,0,-491,1,2,4,1,-404
9,28,6,0,-492,1,2,4,1,-492
11,4,6,0,-419,1,2,4,1,-419
12,1,6,1,413,1,2,4,1,413
13,2,6,1,407,1,2,4,1,407
14,53,6,0,-442,1,2,4,1,-500
15,69,6,1,418,1,2,4,1,418
17,58,6,1,429,1,2,4,1,429
18,12,6,0,-429,1,2,4,1,-429
19,98,6,1,-430,1,2,4,1,437
20,71,6,1,434,1,2,4,1,434
21,47,6,1,-429,1,2,4,1,461
22,78,6,1,449,1,2,4,1,449
24,3,6,0,-463,1,2,4,1,-463
25,65,6,1,-440,1,2,4,1,488
27,58,6,0,-443,1,2,4,1,-478
28,58,6,0,-447,1,2,4,1,-447
29,18,6,1,418,1,2,4,1,418
30,62,6,1,-434,1,2,4,1,470
32,86,6,1,465,1,2,4,1,492
33,53,6,0,-455,1,2,4,1,-455
34,10,6,0,-456,1,2,4,1,-456
35,88,6,0,-463,1,2,4,1,-463
36,75,6,1,405,1,2,4,1,405
37,14,6,1,415,1,2,4,1,415
38,74,6,1,495,1,2,4,1,421
40,36,6,0,-438,1,2,4,1,-438
41,32,6,0,-437,1,2,4,1,-437
42,4,6,1,413,1,2,4,1,413
43,21,6,0,-431,1,2,4,1,-431
44,88,6,0,448,1,2,4,1,-479
46,30,6,1,-496,1,2,4,1,459
47,19,6,0,-452,1,2,4,1,-452
48,47,6,0,-420,1,2,4,1,-451
1,19,0,0,-407,0,2,4,2,-407
2,18,0,1,433,0,2,4,2,433
3,70,0,0,492,0,2,4,2,-459
4,52,0,1,485,0,2,4,2,485
5,66,0,1,-476,0,2,4,2,409
7,63,0,1,461,0,2,4,2,410
8,83,0,1,-486,0,2,4,2,448
9,8,0,1,497,0,2,4,2,497
11,96,0,1,-452,0,2,4,2,490
12,44,0,1,440,0,2,4,2,431
13,89,0,1,432,0,2,4,2,478
14,60,0,0,-411,0,2,4,2,-411
15,70,0,0,-453,0,2,4,2,-453
17,5,0,0,-473,0,2,4,2,-473
18,35,0,1,424,0,2,4,2,424
19,30,0,0,-456,0,2,4,2,-456
20,12,0,0,-451,0,2,4,2,-451
21,16,0,1,438,0,2,4,2,438
22,84,0,0,479,0,2,4,2,-492
24,73,0,1,-406,0,2,4,2,478
25,22,0,0,415,0,2,4,2,-406
27,43,0,0,-486,0,2,4,2,-486
28,18,0,0,-410,0,2,4,2,-410
29,40,0,0,-412,0,2,4,2,-412
30,41,0,0,447,0,2,4,2,-491
32,9,0,1,404,0,2,4,2,404
33,24,0,1,-454,0,2,4,2,481
34,93,0,1,468,0,2,4,2,483
35,33,0,0,450,0,2,4,2,-453
36,55,0,0,-460,0,2,4,2,-460
37,55,0,0,-430,0,2,4,2,-430
38,22,0,1,444,0,2,4,2,444
40,8,0,0,-471,0,2,4,2,-471
41,69,0,0,-447,0,2,4,2,-447
42,35,0,1,448,0,2,4,2,448
43,43,0,0,-417,0,2,4,2,-417
44,36,0,0,-438,0,2,4,2,-438
46,5,0,0,-480,0,2,4,2,-480
47,49,0,0,-445,0,2,4,2,-482
48,80,0,0,-416,0,2,4,2,-498
1,66,6,1,408,1,2,4,2,460
2,86,6,0,476,1,2,4,2,-485
3,68,6,1,-448,1,2,4,2,433
4,47,6,0,425,1,2,4,2,-409
5,2,6,1,450,1,2,4,2,450
7,32,6,1,416,1,2,4,2,416
8,91,6,0,-436,1,2,4,2,-436
9,33,6,0,402,1,2,4,2,-491
11,3,6,0,-407,1,2,4,2,-407
12,93,6,1,403,1,2,4,2,478
13,83,6,0,430,1,2,4,2,-405
14,31,6,1,497,1,2,4,2,497
15,56,6,0,-403,1,2,4,2,-403
17,8,6,0,-453,1,2,4,2,-453
18,59,6,0,-447,1,2,4,2,-422
19,84,6,1,455,1,2,4,2,416
20,72,6,0,-409,1,2,4,2,-459
21,18,6,0,-412,1,2,4,2,-482
22,94,6,0,-473,1,2,4,2,-483
24,68,6,1,458,1,2,4,2,458
25,6,6,1,419,1,2,4,2,419
27,70,6,1,456,1,2,4,2,446
28,23,6,1,408,1,2,4,2,408
29,20,6,0,-479,1,2,4,2,-479
30,1,6,0,-460,1,2,4,2,-460
32,98,6,1,442,1,2,4,2,440
33,83,6,1,464,1,2,4,2,493
34,96,6,1,468,1,2,4,2,445
35,27,6,1,447,1,2,4,2,447
36,60,6,0,-422,1,2,4,2,-422
37,98,6,1,-424,1,2,4,2,443
38,76,6,0,497,1,2,4,2,-419
40,2,6,0,-492,1,2,4,2,-492
41,86,6,0,-486,1,2,4,2,-447
42,92,6,0,478,1,2,4,2,-496
43,15,6,0,450,1,2,4,2,-421
44,92,6,0,-433,1,2,4,2,-416
46,96,6,0,-404,1,2,4,2,-484
47,89,6,0,-491,1,2,4,2,-491
48,52,6,0,-499,1,2,4,2,-428
1,33,5,1,403,0,2,4,3,403
2,55,6,0,444,0,2,4,3,-444
3,77,2,1,467,0,2,4,3,467
4,26,6,1,464,0,2,4,3,464
5,46,5,0,-410,0,2,4,3,-410
7,1,6,0,-434,0,2,4,3,-434
8,26,5,0,-428,0,2,4,3,-428
9,20,5,1,-426,0,2,4,3,427
11,48,5,0,468,0,2,4,3,-403
12,19,6,1,408,0,2,4,3,408
13,54,3,1,410,0,2,4,3,410
14,22,5,1,438,0,2,4,3,438
15,89,0,0,442,0,2,4,3,-449
17,78,1,0,-454,0,2,4,3,-454
18,91,0,0,-486,0,2,4,3,-455
19,7,6,0,-432,0,2,4,3,-432
20,62,1,1,430,0,2,4,3,430
21,52,2,0,-407,0,2,4,3,-407
22,19,5,0,-420,0,2,4,3,-420
24,1,6,0,-442,0,2,4,3,-442
25,52,2,0,-462,0,2,4,3,-462
27,14,6,1,488,0,2,4,3,488
28,18,6,1,401,0,2,4,3,401
29,59,2,0,-450,0,2,4,3,-496
30,33,4,0,422,0,2,4,3,-460
32,76,1,1,464,0,2,4,3,464
33,98,0,0,443,0,2,4,3,-456
34,49,3,1,474,0,2,4,3,474
35,57,2,1,487,0,2,4,3,487
36,3,6,1,444,0,2,4,3,444
37,41,4,0,-480,0,2,4,3,-480
38,36,2,1,-403,0,2,4,3,437
40,10,6,0,-424,0,2,4,3,-424
41,31,5,0,-468,0,2,4,3,-468
42,55,3,1,-456,0,2,4,3,423
43,8,6,0,-459,0,2,4,3,-459
44,15,6,0,-429,0,2,4,3,-429
46,40,4,0,488,0,2,4,3,-403
47,27,5,0,-427,0,2,4,3,-427
48,28,5,1,492,0,2,4,3,492
1,83,1,0,472,1,2,4,3,-438
2,44,4,0,-400,1,2,4,3,-400
3,74,3,0,-478,1,2,4,3,-478
4,15,6,1,439,1,2,4,3,439
5,33,5,0,-474,1,2,4,3,-407
7,55,3,1,401,1,2,4,3,401
8,42,4,0,-429,1,2,4,3,-420
9,12,6,0,-486,1,2,4,3,-430
11,89,0,0,-442,1,2,4,3,-415
12,91,0,1,-439,1,2,4,3,475
13,42,4,0,-482,1,2,4,3,-482
14,10,6,0,-474,1,2,4,3,-474
15,28,5,0,-434,1,2,4,3,-434
17,89,0,1,437,1,2,4,3,490
18,23,0,0,478,1,2,4,3,-470
19,22,6,1,492,1,2,4,3,492
20,17,5,1,455,1,2,4,3,455
21,69,1,1,466,1,2,4,3,466
22,18,5,0,-420,1,2,4,3,-420
24,51,1,0,-470,1,2,4,3,-470
25,88,0,1,-488,1,2,4,3,491
27,27,4,1,411,1,2,4,3,411
28,6,6,0,-482,1,2,4,3,-482
29,68,2,1,441,1,2,4,3,441
30,13,1,0,-481,1,2,4,3,-481
32,46,2,0,-427,1,2,4,3,-428
33,33,4,1,401,1,2,4,3,476
34,33,4,0,-498,1,2,4,3,-414
35,18,5,1,417,1,2,4,3,417
36,87,0,0,414,1,2,4,3,-475
37,4,0,1,-440,1,2,4,3,489
38,74,0,0,442,1,2,4,3,-414
40,59,2,1,437,1,2,4,3,437
41,19,0,1,-407,1,2,4,3,454
42,59,2,1,401,1,2,4,3,401
43,85,0,0,463,1,2,4,3,-405
44,4,6,1,460,1,2,4,3,460
46,1,6,1,460,1,2,4,3,460
47,79,1,1,-455,1,2,4,3,448
48,1,6,0,-443,1,2,4,3,-443
1,54,6,1,-416,0,2,4,4,409
2,42,6,1,421,0,2,4,4,421
3,84,6,1,-438,0,2,4,4,425
4,87,6,1,-452,0,2,4,4,499
5,68,6,0,-475,0,2,4,4,-404
7,19,6,0,-426,0,2,4,4,-426
8,91,6,0,444,0,2,4,4,-489
9,86,6,0,-413,0,2,4,4,-457
11,78,6,1,-421,0,2,4,4,411
12,52,6,0,-437,0,2,4,4,-437
13,27,6,0,-405,0,2,4,4,-405
14,29,6,1,408,0,2,4,4,408
15,96,6,0,-422,0,2,4,4,-412
17,56,6,0,-469,0,2,4,4,-475
18,5,6,1,500,0,2,4,4,500
19,54,6,0,-425,0,2,4,4,-491
20,63,6,0,-429,0,2,4,4,-429
21,10,6,1,470,0,2,4,4,470
22,77,6,0,-479,0,2,4,4,-479
24,45,6,0,-481,0,2,4,4,-483
25,33,6,0,-468,0,2,4,4,-468
27,46,6,1,450,0,2,4,4,450
28,9,6,1,484,0,2,4,4,484
29,14,6,1,443,0,2,4,4,443
30,9,6,1,407,0,2,4,4,407
32,43,6,1,453,0,2,4,4,453
33,93,6,1,-481,0,2,4,4,476
34,15,6,1,434,0,2,4,4,436
35,32,6,1,462,0,2,4,4,462
36,21,6,0,-411,0,2,4,4,-411
37,88,6,0,431,0,2,4,4,-436
38,31,6,1,479,0,2,4,4,479
40,51,6,0,-445,0,2,4,4,-445
41,80,6,1,473,0,2,4,4,461
42,3,6,0,-434,0,2,4,4,-434
43,8,6,1,471,0,2,4,4,471
44,22,6,0,-403,0,2,4,4,-403
46,21,6,0,-416,0,2,4,4,-406
47,69,6,0,-498,0,2,4,4,-403
48,63,6,0,-404,0,2,4,4,-404
1,65,6,1,-407,1,2,4,4,493
2,92,6,0,-463,1,2,4,4,-455
3,68,6,0,-403,1,2,4,4,-421
4,40,6,0,-410,1,2,4,4,-410
5,62,6,0,-485,1,2,4,4,-485
7,34,6,0,-409,1,2,4,4,-409
8,83,6,1,487,1,2,4,4,456
9,38,6,0,-436,1,2,4,4,-436
11,7,6,1,452,1,2,4,4,452
12,42,6,1,448,1,2,4,4,448
13,39,6,1,417,1,2,4,4,417
14,76,6,1,-478,1,2,4,4,485
15,91,6,1,-444,1,2,4,4,419
17,89,6,1,-410,1,2,4,4,451
18,43,6,1,420,1,2,4,4,420
19,26,6,0,-435,1,2,4,4,-435
20,67,6,0,-487,1,2,4,4,-487
21,72,6,0,-471,1,2,4,4,-471
22,63,6,0,-488,1,2,4,4,-415
24,83,6,0,-494,1,2,4,4,-463
25,97,6,0,439,1,2,4,4,-453
27,14,6,1,485,1,2,4,4,485
28,64,6,1,402,1,2,4,4,402
29,58,6,1,-432,1,2,4,4,459
30,47,6,0,479,1,2,4,4,-497
32,62,6,1,468,1,2,4,4,416
33,58,6,1,437,1,2,4,4,483
34,43,6,1,410,1,2,4,4,410
35,69,6,0,-428,1,2,4,4,-466
36,92,6,1,407,1,2,4,4,437
37,12,6,1,402,1,2,4,4,402
38,61,6,1,-417,1,2,4,4,499
40,96,6,0,-401,1,2,4,4,-419
41,64,6,0,478,1,2,4,4,-480
42,30,6,0,-442,1,2,4,4,-442
43,27,6,1,468,1,2,4,4,468
44,89,6,0,-460,1,2,4,4,-449
46,32,6,1,402,1,2,4,4,402
47,67,6,1,-447,1,2,4,4,473
48,86,6,1,-474,1,2,4,4,423
1,32,4,0,-476,0,2,4,5,-454
2,8,4,0,-442,0,2,4,5,-442
3,17,4,1,400,0,2,4,5,400
4,63,3,0,-486,0,2,4,5,-486
5,23,4,1,500,0,2,4,5,500
7,7,3,0,-405,0,2,4,5,-405
8,46,5,1,468,0,2,4,5,451
9,35,4,1,456,0,2,4,5,456
11,45,3,1,464,0,2,4,5,471
12,76,4,1,430,0,2,4,5,424
13,17,3,1,441,0,2,4,5,441
14,91,4,0,-438,0,2,4,5,-497
15,82,5,1,-498,0,2,4,5,494
17,14,4,1,406,0,2,4,5,406
18,26,4,0,-468,0,2,4,5,-468
19,19,3,0,-498,0,2,4,5,-498
20,25,3,0,-460,0,2,4,5,-460
21,71,5,1,458,0,2,4,5,454
22,2,4,1,426,0,2,4,5,426
24,39,4,0,-494,0,2,4,5,-494
25,45,5,1,423,0,2,4,5,449
27,31,4,1,495,0,2,4,5,495
28,79,5,0,-497,0,2,4,5,-449
29,12,3,1,412,0,2,4,5,412
30,59,5,1,-448,0,2,4,5,420
32,47,4,0,-465,0,2,4,5,-482
33,57,3,1,493,0,2,4,5,493
34,1,3,0,-464,0,2,4,5,-464
35,18,3,1,420,0,2,4,5,420
36,83,4,0,-400,0,2,4,5,-494
37,91,4,1,475,0,2,4,5,455
38,65,4,1,482,0,2,4,5,482
40,98,5,1,453,0,2,4,5,435
41,17,5,0,-487,0,2,4,5,-487
42,55,5,0,471,0,2,4,5,-442
43,36,3,1,438,0,2,4,5,438
44,45,4,0,-411,0,2,4,5,-411
46,79,4,0,-454,0,2,4,5,-441
47,26,3,0,-465,0,2,4,5,-465
48,36,3,0,-442,0,2,4,5,-470
1,22,6,0,-448,1,2,4,5,-448
2,99,6,0,-482,1,2,4,5,-493
3,15,6,1,460,1,2,4,5,460
4,24,6,0,-456,1,2,4,5,-456
5,23,6,0,-472,1,2,4,5,-432
7,75,6,1,-440,1,2,4,5,498
8,15,6,0,-451,1,2,4,5,-451
9,7,6,1,476,1,2,4,5,476
11,55,6,1,432,1,2,4,5,432
12,75,6,1,-441,1,2,4,5,421
13,15,6,0,-482,1,2,4,5,-482
14,76,6,0,-447,1,2,4,5,-447
15,50,6,0,-429,1,2,4,5,-429
17,70,6,1,471,1,2,4,5,481
18,91,6,1,480,1,2,4,5,488
19,14,6,1,461,1,2,4,5,461
20,91,6,0,467,1,2,4,5,-442
21,95,6,0,-423,1,2,4,5,-481
22,44,6,1,-404,1,2,4,5,439
24,55,6,1,458,1,2,4,5,458
25,46,6,1,482,1,2,4,5,482
27,28,6,1,440,1,2,4,5,440
28,12,6,1,-405,1,2,4,5,499
29,89,6,0,497,1,2,4,5,-413
30,45,6,1,491,1,2,4,5,491
32,86,6,1,-443,1,2,4,5,401
33,16,6,0,-437,1,2,4,5,-437
34,59,6,0,-439,1,2,4,5,-439
35,43,6,1,-454,1,2,4,5,452
36,41,6,0,-492,1,2,4,5,-493
37,88,6,1,-428,1,2,4,5,405
38,91,6,0,-408,1,2,4,5,-408
40,32,6,1,419,1,2,4,5,419
41,47,6,0,402,1,2,4,5,-488
42,49,6,0,-415,1,2,4,5,-473
43,76,6,1,491,1,2,4,5,484
44,31,6,1,434,1,2,4,5,434
46,56,6,1,-456,1,2,4,5,479
47,43,6,0,-430,1,2,4,5,-430
48,17,6,1,-498,1,2,4,5,400
1,67,4,1,-401,0,2,4,6,461
2,12,2,1,482,0,2,4,6,482
3,84,4,0,-431,0,2,4,6,-491
4,39,3,1,500,0,2,4,6,500
5,22,3,0,-471,0,2,4,6,-471
7,98,4,1,470,0,2,4,6,474
8,75,4,0,400,0,2,4,6,-448
9,20,2,0,-439,0,2,4,6,-439
11,34,2,0,-432,0,2,4,6,-432
12,37,3,0,-417,0,2,4,6,-417
13,33,2,1,487,0,2,4,6,487
14,66,2,1,409,0,2,4,6,401
15,79,5,0,423,0,2,4,6,-499
17,52,3,1,433,0,2,4,6,433
18,45,4,0,476,0,2,4,6,-475
19,52,4,0,-436,0,2,4,6,-421
20,7,1,1,489,0,2,4,6,489
21,67,2,1,454,0,2,4,6,454
22,47,2,0,-471,0,2,4,6,-471
24,66,4,0,440,0,2,4,6,-470
25,26,4,1,-474,0,2,4,6,420
27,89,4,0,487,0,2,4,6,-498
28,75,3,1,434,0,2,4,6,499
29,53,2,0,-444,0,2,4,6,-444
30,89,4,0,409,0,2,4,6,-467
32,25,4,1,-469,0,2,4,6,424
33,70,4,0,498,0,2,4,6,-473
34,97,5,1,421,0,2,4,6,406
35,87,4,1,488,0,2,4,6,479
36,33,2,0,-439,0,2,4,6,-439
37,97,5,0,492,0,2,4,6,-437
38,88,4,1,-467,0,2,4,6,458
40,33,2,0,-500,0,2,4,6,-500
41,15,1,1,410,0,2,4,6,410
42,7,1,1,417,0,2,4,6,417
43,95,3,0,-468,0,2,4,6,-420
44,12,2,1,425,0,2,4,6,425
46,67,3,0,428,0,2,4,6,-427
47,55,2,0,-409,0,2,4,6,-409
48,71,4,0,-428,0,2,4,6,-481
1,12,5,0,-457,1,2,4,6,-457
2,50,2,0,-453,1,2,4,6,-427
3,3,6,0,444,1,2,4,6,-451
4,16,2,1,500,1,2,4,6,500
5,62,3,1,-406,1,2,4,6,432
7,56,4,0,448,1,2,4,6,-488
8,52,3,1,486,1,2,4,6,486
9,33,2,0,-465,1,2,4,6,-465
11,64,3,1,478,1,2,4,6,415
12,82,2,1,-404,1,2,4,6,435
13,63,4,0,434,1,2,4,6,-422
14,31,2,1,414,1,2,4,6,414
15,30,1,1,482,1,2,4,6,482
17,96,4,1,473,1,2,4,6,433
18,86,2,1,410,1,2,4,6,410
19,48,2,1,473,1,2,4,6,473
20,5,0,0,-459,1,2,4,6,-459
21,22,2,1,405,1,2,4,6,405
22,67,3,1,476,1,2,4,6,476
24,72,4,1,-500,1,2,4,6,413
25,66,3,1,439,1,2,4,6,439
27,70,4,1,-464,1,2,4,6,410
28,16,0,0,-488,1,2,4,6,-488
29,45,5,0,494,1,2,4,6,-431
30,57,3,1,417,1,2,4,6,443
32,44,4,1,-419,1,2,4,6,484
33,67,3,1,410,1,2,4,6,404
34,25,2,1,500,1,2,4,6,500
35,15,1,1,452,1,2,4,6,452
36,82,4,0,-469,1,2,4,6,-469
37,43,3,1,496,1,2,4,6,496
38,4,0,1,433,1,2,4,6,433
40,46,4,1,463,1,2,4,6,463
41,60,3,1,411,1,2,4,6,495
42,19,5,0,488,1,2,4,6,-402
43,49,4,1,-487,1,2,4,6,434
44,66,2,0,-464,1,2,4,6,-464
46,27,1,1,411,1,2,4,6,411
47,26,2,1,424,1,2,4,6,424
48,79,4,1,470,1,2,4,6,470
1,11,5,1,465,0,2,4,7,465
2,8,5,1,454,0,2,4,7,454
3,63,5,0,-459,0,2,4,7,-467
4,62,1,1,-462,0,2,4,7,480
5,87,0,0,462,0,2,4,7,-453
7,75,5,1,405,0,2,4,7,419
8,76,4,1,482,0,2,4,7,482
9,9,6,0,-412,0,2,4,7,-412
11,60,5,0,-474,0,2,4,7,-463
12,82,1,0,417,0,2,4,7,-406
13,79,0,0,435,0,2,4,7,-408
14,9,2,1,499,0,2,4,7,423
15,38,5,1,468,0,2,4,7,468
17,99,4,0,-499,0,2,4,7,-470
18,70,3,1,437,0,2,4,7,486
19,33,6,1,420,0,2,4,7,420
20,62,5,1,490,0,2,4,7,417
21,21,6,1,421,0,2,4,7,421
22,61,6,0,-407,0,2,4,7,-407
24,16,6,0,-470,0,2,4,7,-470
25,81,0,1,-487,0,2,4,7,422
27,33,6,1,426,0,2,4,7,426
28,55,6,1,430,0,2,4,7,430
29,22,6,0,-460,0,2,4,7,-460
30,88,0,0,426,0,2,4,7,-409
32,45,6,1,403,0,2,4,7,403
33,83,6,0,-480,0,2,4,7,-480
34,37,0,0,479,0,2,4,7,-456
35,95,0,0,476,0,2,4,7,-461
36,54,4,1,460,0,2,4,7,400
37,88,0,0,498,0,2,4,7,-482
38,4,6,1,468,0,2,4,7,468
40,45,0,0,486,0,2,4,7,-407
41,62,0,1,-423,0,2,4,7,469
42,92,5,0,-412,0,2,4,7,-410
43,27,4,1,412,0,2,4,7,435
44,83,0,0,463,0,2,4,7,-473
46,3,6,1,403,0,2,4,7,403
47,53,4,1,422,0,2,4,7,401
48,2,6,0,-430,0,2,4,7,-430
1,92,3,0,-441,1,2,4,7,-448
2,44,4,1,432,1,2,4,7,433
3,7,6,1,456,1,2,4,7,456
4,38,5,1,433,1,2,4,7,433
5,88,4,1,461,1,2,4,7,408
7,36,5,1,498,1,2,4,7,498
8,84,4,1,414,1,2,4,7,477
9,25,6,1,485,1,2,4,7,485
11,81,3,1,417,1,2,4,7,443
12,68,6,0,-490,1,2,4,7,-490
13,7,6,0,-495,1,2,4,7,-495
14,71,5,0,-444,1,2,4,7,-498
15,58,6,0,-459,1,2,4,7,-418
17,12,6,1,413,1,2,4,7,413
18,29,6,0,-482,1,2,4,7,-422
19,97,0,0,488,1,2,4,7,-463
20,63,0,1,-450,1,2,4,7,471
21,62,0,0,405,1,2,4,7,-441
22,71,5,0,-470,1,2,4,7,-470
24,18,6,0,-451,1,2,4,7,-451
25,87,0,0,466,1,2,4,7,-489
27,78,0,1,-483,1,2,4,7,442
28,47,0,0,490,1,2,4,7,-421
29,47,5,1,439,1,2,4,7,439
30,16,6,0,-433,1,2,4,7,-433
32,95,0,1,-435,1,2,4,7,416
33,90,4,0,-452,1,2,4,7,-416
34,31,0,1,-497,1,2,4,7,436
35,99,0,1,-490,1,2,4,7,459
36,84,0,0,443,1,2,4,7,-431
37,27,6,1,417,1,2,4,7,417
38,32,6,1,464,1,2,4,7,464
40,42,6,1,406,1,2,4,7,406
41,35,6,1,500,1,2,4,7,500
42,39,6,1,472,1,2,4,7,472
43,67,6,0,-486,1,2,4,7,-459
44,32,6,1,400,1,2,4,7,400
46,45,0,1,-479,1,2,4,7,451
47,39,6,0,-407,1,2,4,7,-454
48,44,6,1,409,1,2,4,7,409
1,32,2,0,400,0,2,4,8,-451
2,60,2,0,-475,0,2,4,8,-475
3,65,3,0,433,0,2,4,8,-456
4,79,1,0,-497,0,2,4,8,-438
5,39,5,0,426,0,2,4,8,-415
7,88,4,0,-466,0,2,4,8,-487
8,82,6,0,443,0,2,4,8,-486
9,51,4,0,-495,0,2,4,8,-495
11,37,3,1,-412,0,2,4,8,460
12,66,5,0,-456,0,2,4,8,-456
13,83,6,0,444,0,2,4,8,-470
14,28,4,1,443,0,2,4,8,443
15,75,6,1,435,0,2,4,8,422
17,94,6,1,447,0,2,4,8,419
18,31,6,0,421,0,2,4,8,-413
19,16,6,0,-492,0,2,4,8,-434
20,35,5,1,458,0,2,4,8,458
21,6,4,0,-477,0,2,4,8,-477
22,25,4,0,-468,0,2,4,8,-468
24,17,4,1,483,0,2,4,8,483
25,62,6,0,495,0,2,4,8,-428
27,67,6,0,474,0,2,4,8,-483
28,83,6,0,-449,0,2,4,8,-449
29,13,4,0,-405,0,2,4,8,-405
30,51,5,1,459,0,2,4,8,459
32,57,5,1,426,0,2,4,8,426
33,27,4,1,412,0,2,4,8,412
34,79,6,1,434,0,2,4,8,490
35,45,5,1,490,0,2,4,8,465
36,45,6,0,-485,0,2,4,8,-444
37,50,6,1,422,0,2,4,8,422
38,13,5,0,-497,0,2,4,8,-443
40,76,6,1,482,0,2,4,8,478
41,68,6,1,404,0,2,4,8,404
42,64,6,0,408,0,2,4,8,-463
43,20,6,0,452,0,2,4,8,-481
44,40,5,1,409,0,2,4,8,421
46,82,6,0,-424,0,2,4,8,-424
47,45,6,0,-405,0,2,4,8,-410
48,78,6,0,-400,0,2,4,8,-400
1,91,6,0,-492,1,2,4,8,-492
2,14,6,0,-499,1,2,4,8,-499
3,10,6,0,-486,1,2,4,8,-486
4,32,6,1,-424,1,2,4,8,430
5,78,6,1,485,1,2,4,8,451
7,83,6,1,402,1,2,4,8,483
8,37,6,1,454,1,2,4,8,454
9,84,6,0,497,1,2,4,8,-484
11,10,6,1,415,1,2,4,8,415
12,81,6,1,466,1,2,4,8,466
13,87,6,1,463,1,2,4,8,483
14,43,6,1,467,1,2,4,8,467
15,21,6,0,-406,1,2,4,8,-406
17,76,6,0,-402,1,2,4,8,-471
18,14,6,1,-489,1,2,4,8,485
19,13,6,0,-433,1,2,4,8,-433
20,36,6,1,422,1,2,4,8,422
21,71,6,1,459,1,2,4,8,459
22,78,6,1,-467,1,2,4,8,453
24,49,6,0,-407,1,2,4,8,-407
25,33,6,1,448,1,2,4,8,448
27,77,6,0,400,1,2,4,8,-414
28,3,6,0,-470,1,2,4,8,-470
29,55,6,1,407,1,2,4,8,456
30,19,6,1,470,1,2,4,8,470
32,19,6,1,451,1,2,4,8,451
33,8,6,1,455,1,2,4,8,455
34,50,6,0,481,1,2,4,8,-425
35,72,6,1,-473,1,2,4,8,470
36,9,6,0,-407,1,2,4,8,-407
37,80,6,0,-423,1,2,4,8,-411
38,35,6,1,473,1,2,4,8,473
40,54,6,0,-417,1,2,4,8,-417
41,44,6,1,434,1,2,4,8,441
42,83,6,0,-408,1,2,4,8,-477
43,36,6,1,492,1,2,4,8,492
44,84,6,0,-498,1,2,4,8,-402
46,76,6,1,437,1,2,4,8,450
47,90,6,1,431,1,2,4,8,448
48,49,6,1,441,1,2,4,8,441
1,1,0,0,-450,0,2,4,9,-450
2,58,3,0,-492,0,2,4,9,-492
3,24,1,0,-400,0,2,4,9,-470
4,18,2,0,-493,0,2,4,9,-493
5,1,0,0,-403,0,2,4,9,-403
7,40,2,1,479,0,2,4,9,479
8,45,4,0,-439,0,2,4,9,-471
9,92,5,1,-453,0,2,4,9,500
11,53,4,1,469,0,2,4,9,473
12,45,4,0,-458,0,2,4,9,-458
13,47,4,0,-470,0,2,4,9,-426
14,48,4,0,-448,0,2,4,9,-457
15,58,5,1,467,0,2,4,9,467
17,36,3,0,-472,0,2,4,9,-472
18,84,5,1,-417,0,2,4,9,414
19,78,5,1,489,0,2,4,9,489
20,55,4,0,-422,0,2,4,9,-422
21,11,1,1,465,0,2,4,9,465
22,88,6,0,450,0,2,4,9,-437
24,3,0,0,-499,0,2,4,9,-499
25,88,6,0,475,0,2,4,9,-483
27,37,3,1,472,0,2,4,9,454
28,69,4,1,478,0,2,4,9,410
29,51,5,0,434,0,2,4,9,-429
