n_trial,uncertainty,share,Predicted_MC_1up,mc_model,Instr,ID,Predicted_MC,Old1
15,76,6,1,485,1,25,485,0
17,95,6,1,-408,1,25,497,0
18,2,6,0,-403,1,25,-403,0
19,52,6,0,-402,1,25,-455,0
20,72,6,0,-425,1,25,-407,0
21,69,6,0,-424,1,25,-424,0
22,45,6,1,-406,1,25,400,0
24,93,6,0,-403,1,25,-403,0
25,1,6,1,412,1,25,412,0
27,69,6,0,-448,1,25,-420,0
28,81,6,1,472,1,25,498,0
29,16,6,0,-458,1,25,-458,0
30,75,6,1,430,1,25,475,0
32,88,6,1,-454,1,25,452,0
33,87,6,0,444,1,25,-419,0
34,64,6,1,479,1,25,479,0
35,18,6,1,437,1,25,437,0
36,44,6,1,469,1,25,469,0
37,3,6,1,412,1,25,412,0
38,52,6,0,-458,1,25,-459,0
40,30,6,1,467,1,25,467,0
41,96,6,0,414,1,25,-403,0
42,95,6,0,450,1,25,-421,0
43,96,6,0,-476,1,25,-489,0
44,19,6,1,414,1,25,414,0
46,62,6,1,429,1,25,429,0
47,38,6,0,-445,1,25,-462,0
48,65,6,1,479,1,25,479,0
1,37,6,1,421,0,26,421,0
2,30,6,0,-500,0,26,-500,0
3,8,6,1,407,0,26,407,0
4,26,6,0,-432,0,26,-432,0
5,6,6,1,447,0,26,447,0
7,21,6,1,461,0,26,461,0
8,70,6,0,447,0,26,-411,0
9,1,6,1,488,0,26,488,0
11,3,6,0,-454,0,26,-454,0
12,25,6,1,496,0,26,496,0
13,1,6,1,492,0,26,492,0
14,34,6,0,-491,0,26,-491,0
15,49,6,1,419,0,26,419,0
17,64,6,0,-497,0,26,-497,0
18,22,6,1,440,0,26,440,0
19,68,6,0,-411,0,26,-496,0
20,26,6,1,412,0,26,412,0
21,48,6,1,498,0,26,498,0
22,98,6,0,-467,0,26,-453,0
24,93,6,1,-465,0,26,472,0
25,17,6,1,487,0,26,487,0
27,23,6,1,464,0,26,464,0
28,17,6,0,-405,0,26,-405,0
29,27,6,0,-401,0,26,-401,0
30,24,6,1,467,0,26,467,0
32,47,6,1,421,0,26,421,0
33,53,6,0,459,0,26,-474,0
34,10,6,1,446,0,26,446,0
35,35,6,1,479,0,26,479,0
36,27,6,1,448,0,26,448,0
37,80,6,0,-469,0,26,-469,0
38,72,6,0,-446,0,26,-446,0
40,28,6,0,-443,0,26,-427,0
41,25,6,1,476,0,26,476,0
42,73,6,0,495,0,26,-484,0
43,51,6,1,-434,0,26,400,0
44,96,6,1,-408,0,26,411,0
46,63,6,1,465,0,26,465,0
47,86,6,0,492,0,26,-463,0
48,81,6,1,455,0,26,448,0
1,14,6,1,497,1,26,497,0
2,32,6,1,499,1,26,499,0
3,17,6,1,463,1,26,463,0
4,84,6,0,474,1,26,-465,0
5,17,6,0,-437,1,26,-437,0
7,43,6,1,-411,1,26,445,0
8,50,6,1,483,1,26,483,0
9,23,6,0,-483,1,26,-483,0
11,60,6,1,409,1,26,409,0
12,61,6,0,459,1,26,-465,0
13,80,6,1,-400,1,26,477,0
14,82,6,1,-423,1,26,419,0
15,79,6,0,-467,1,26,-461,0
17,32,6,0,445,1,26,-440,0
18,38,6,0,413,1,26,-478,0
19,68,6,0,-405,1,26,-405,0
20,84,6,1,-412,1,26,472,0
21,50,6,1,442,1,26,442,0
22,9,6,0,-436,1,26,-436,0
24,83,6,1,444,1,26,471,0
25,11,6,1,443,1,26,443,0
27,35,6,1,-455,1,26,461,0
28,3,6,1,453,1,26,453,0
29,53,6,1,417,1,26,417,0
30,77,6,0,-482,1,26,-445,0
32,16,6,1,421,1,26,421,0
33,2,6,0,-403,1,26,-403,0
34,46,6,1,-445,1,26,461,0
35,74,6,1,467,1,26,441,0
36,6,6,0,-492,1,26,-492,0
37,83,6,0,-433,1,26,-494,0
38,22,6,0,-483,1,26,-483,0
40,69,6,1,-448,1,26,473,0
41,1,6,0,-436,1,26,-436,0
42,52,6,1,422,1,26,422,0
43,23,6,1,402,1,26,480,0
44,49,6,0,-484,1,26,-415,0
46,95,6,1,409,1,26,401,0
47,53,6,1,-470,1,26,457,0
48,49,6,1,429,1,26,429,0
1,70,6,1,-441,0,27,497,0
2,94,6,1,-425,0,27,469,0
3,10,6,1,431,0,27,431,0
4,25,6,0,-404,0,27,-432,0
5,31,6,0,-429,0,27,-429,0
7,94,6,1,456,0,27,434,0
8,70,6,1,403,0,27,492,0
9,96,6,0,410,0,27,-463,0
11,81,6,1,411,0,27,481,0
12,3,6,1,457,0,27,457,0
13,48,6,1,-491,0,27,448,0
14,87,6,0,-416,0,27,-435,0
15,79,6,0,-456,0,27,-406,0
17,74,6,0,-436,0,27,-402,0
18,11,6,0,446,0,27,-445,0
19,38,6,0,-426,0,27,-426,0
20,38,6,0,-491,0,27,-500,0
21,56,6,0,-409,0,27,-409,0
22,88,6,0,-457,0,27,-464,0
24,82,6,1,426,0,27,495,0
25,10,6,1,443,0,27,443,0
27,48,6,0,482,0,27,-483,0
28,1,6,0,-401,0,27,-401,0
29,68,6,0,-459,0,27,-459,0
30,3,6,1,417,0,27,417,0
32,57,6,0,-404,0,27,-404,0
33,22,6,0,-449,0,27,-449,0
34,55,6,0,-498,0,27,-445,0
35,94,6,1,-442,0,27,404,0
36,31,6,0,-457,0,27,-457,0
37,90,6,1,443,0,27,416,0
38,30,6,1,484,0,27,484,0
40,7,6,1,469,0,27,469,0
41,53,6,0,-466,0,27,-466,0
42,31,6,1,-441,0,27,435,0
43,94,6,1,474,0,27,481,0
44,50,6,1,459,0,27,459,0
46,54,6,0,-417,0,27,-417,0
47,40,6,1,489,0,27,489,0
48,83,6,0,411,0,27,-453,0
1,10,6,1,461,1,27,461,0
2,36,6,0,-492,1,27,-492,0
3,50,6,1,461,1,27,401,0
4,18,6,0,-411,1,27,-411,0
5,37,6,0,-413,1,27,-413,0
7,21,6,1,465,1,27,465,0
8,11,6,0,-490,1,27,-457,0
9,99,6,1,-459,1,27,427,0
11,3,6,1,448,1,27,448,0
12,81,6,0,406,1,27,-437,0
13,95,6,0,-452,1,27,-420,0
14,48,6,1,443,1,27,443,0
15,62,6,0,435,1,27,-460,0
17,50,6,1,494,1,27,436,0
18,12,6,0,-454,1,27,-454,0
19,23,6,0,-415,1,27,-415,0
20,43,6,0,-423,1,27,-423,0
21,81,6,1,-490,1,27,471,0
22,54,6,1,-490,1,27,418,0
24,50,6,1,-410,1,27,467,0
25,25,6,0,-426,1,27,-426,0
27,54,6,0,450,1,27,-421,0
28,2,6,0,-455,1,27,-455,0
29,46,6,1,-442,1,27,420,0
30,36,6,0,-438,1,27,-438,0
32,38,6,0,-428,1,27,-428,0
33,98,6,0,-418,1,27,-497,0
34,86,6,1,-457,1,27,423,0
35,34,6,0,-465,1,27,-465,0
36,46,6,0,-437,1,27,-421,0
37,96,6,0,485,1,27,-420,0
38,2,6,0,-440,1,27,-440,0
40,78,6,1,490,1,27,416,0
41,36,6,0,-439,1,27,-439,0
42,61,6,1,-490,1,27,464,0
43,13,6,1,496,1,27,496,0
44,42,6,1,500,1,27,500,0
46,93,6,0,418,1,27,-437,0
47,95,6,1,-421,1,27,442,0
48,72,6,0,464,1,27,-445,0
1,54,6,0,-423,0,28,-423,0
2,26,6,1,407,0,28,407,0
3,91,6,1,415,0,28,400,0
4,39,6,0,435,0,28,-410,0
5,46,6,1,409,0,28,409,0
7,39,6,0,-422,0,28,-479,0
8,5,6,0,-432,0,28,-432,0
9,85,6,0,480,0,28,-440,0
11,8,6,1,438,0,28,438,0
12,54,6,1,441,0,28,441,0
13,95,6,1,-433,0,28,481,0
14,58,6,0,-489,0,28,-496,0
15,91,6,0,429,0,28,-409,0
17,58,6,1,496,0,28,496,0
18,62,6,1,433,0,28,433,0
19,44,6,0,-415,0,28,-442,0
20,65,6,0,424,0,28,-472,0
21,30,6,1,440,0,28,440,0
22,86,6,1,411,0,28,474,0
24,31,6,0,-445,0,28,-445,0
25,23,6,0,408,0,28,-472,0
27,88,6,1,481,0,28,452,0
28,35,6,1,-468,0,28,447,0
29,6,6,1,417,0,28,417,0
30,24,6,1,461,0,28,461,0
32,41,6,0,-400,0,28,-400,0
33,23,6,0,-498,0,28,-498,0
34,50,6,0,-403,0,28,-403,0
35,49,6,0,-425,0,28,-425,0
36,22,6,0,-462,0,28,-462,0
37,68,6,1,444,0,28,482,0
38,96,6,1,-421,0,28,493,0
40,86,6,0,-415,0,28,-437,0
41,25,6,1,467,0,28,467,0
42,24,6,1,475,0,28,475,0
43,31,6,0,-470,0,28,-425,0
44,19,6,1,-472,0,28,482,0
46,47,6,1,421,0,28,421,0
47,76,6,1,-500,0,28,491,0
48,51,6,1,458,0,28,454,0
1,76,4,0,-442,1,28,-406,0
2,5,2,0,-405,1,28,-405,0
3,56,5,0,406,1,28,-457,0
4,38,3,1,500,1,28,460,0
5,21,2,1,484,1,28,484,0
7,40,5,1,-433,1,28,434,0
8,58,3,1,437,1,28,437,0
9,35,3,0,-474,1,28,-474,0
11,68,3,1,471,1,28,421,0
12,44,4,1,426,1,28,426,0
13,6,1,1,474,1,28,474,0
14,40,3,0,-400,1,28,-400,0
15,74,5,0,-483,1,28,-422,0
17,11,1,1,406,1,28,406,0
18,20,1,1,428,1,28,428,0
19,69,3,0,454,1,28,-421,0
20,53,4,1,413,1,28,413,0
21,12,1,1,414,1,28,414,0
22,98,0,1,-434,1,28,429,0
24,20,1,0,-408,1,28,-408,0
25,36,3,0,-473,1,28,-473,0
27,81,5,0,-403,1,28,-433,0
28,61,4,0,-420,1,28,-403,0
29,62,4,0,-496,1,28,-405,0
30,97,6,1,456,1,28,490,0
32,27,2,1,427,1,28,427,0
33,1,0,1,454,1,28,454,0
34,94,5,1,495,1,28,495,0
35,56,4,1,462,1,28,462,0
36,74,3,1,-469,1,28,423,0
37,80,4,1,401,1,28,456,0
38,8,0,1,459,1,28,459,0
40,78,5,0,-455,1,28,-455,0
41,43,3,0,-405,1,28,-472,0
42,91,5,1,405,1,28,408,0
43,66,5,0,486,1,28,-432,0
44,38,3,0,-475,1,28,-492,0
46,73,4,0,-477,1,28,-499,0
47,66,4,1,413,1,28,453,0
48,43,3,0,-421,1,28,-469,0
1,54,5,0,-484,0,29,-408,0
2,30,3,0,-423,0,29,-465,0
3,97,6,1,-428,0,29,481,0
4,46,6,1,-420,0,29,498,0
5,71,2,0,-435,0,29,-435,0
7,69,2,0,-451,0,29,-474,0
8,80,2,1,-427,0,29,456,0
9,79,1,1,-449,0,29,424,0
11,94,3,1,461,0,29,408,0
12,73,1,1,-417,0,29,464,0
13,49,4,0,-481,0,29,-481,0
14,71,4,1,487,0,29,487,0
15,99,0,0,496,0,29,-452,0
17,37,4,1,468,0,29,468,0
18,7,1,1,460,0,29,460,0
19,31,4,1,-498,0,29,486,0
20,8,0,1,492,0,29,492,0
21,21,2,0,-454,0,29,-437,0
22,86,3,0,-421,0,29,-421,0
24,68,3,1,416,0,29,416,0
25,83,2,1,-495,0,29,472,0
27,12,0,1,412,0,29,412,0
28,6,0,0,-405,0,29,-405,0
29,48,5,1,-418,0,29,454,0
30,40,3,0,-448,0,29,-448,0
32,40,3,1,440,0,29,484,0
33,96,5,0,-447,0,29,-425,0
34,17,1,0,-409,0,29,-409,0
35,99,0,1,-410,0,29,407,0
36,75,3,0,-412,0,29,-412,0
37,77,4,0,-496,0,29,-468,0
38,28,2,0,-431,0,29,-431,0
40,99,0,1,-425,0,29,434,0
41,24,5,1,-403,0,29,476,0
42,42,5,0,-402,0,29,-402,0
43,6,0,0,-437,0,29,-437,0
44,46,6,0,-460,0,29,-487,0
46,99,0,0,433,0,29,-460,0
47,54,3,1,-458,0,29,458,0
48,76,1,1,-496,0,29,433,0
1,39,6,1,444,1,2.90E+01,500,0
2,4,0,0,-428,1,2.90E+01,-428,0
3,89,6,1,-489,1,2.90E+01,441,0
4,11,0,0,-464,1,2.90E+01,-464,0
5,61,5,1,490,1,2.90E+01,445,0
7,85,6,1,-446,1,2.90E+01,485,0
8,25,4,1,463,1,2.90E+01,463,0
9,32,4,0,-489,1,2.90E+01,-489,0
11,97,6,0,406,1,2.90E+01,-436,0
12,40,4,1,471,1,2.90E+01,471,0
13,84,4,0,-464,1,2.90E+01,-434,0
14,58,6,1,425,1,2.90E+01,426,0
15,57,6,1,489,1,2.90E+01,477,0
17,62,6,0,463,1,2.90E+01,-473,0
18,40,4,0,-487,1,2.90E+01,-487,0
19,3,0,0,-431,1,2.90E+01,-431,0
20,96,6,1,456,1,2.90E+01,424,0
21,35,4,0,-412,1,2.90E+01,-412,0
22,27,3,1,461,1,2.90E+01,461,0
24,19,2,0,-432,1,2.90E+01,-432,0
25,7,1,0,-406,1,2.90E+01,-406,0
27,45,6,1,433,1,2.90E+01,433,0
28,95,6,1,-448,1,2.90E+01,433,0
29,19,3,1,482,1,2.90E+01,482,0
30,82,6,0,500,1,2.90E+01,-435,0
32,25,3,1,437,1,2.90E+01,437,0
33,21,2,0,-493,1,2.90E+01,-493,0
34,74,4,1,480,1,2.90E+01,472,0
35,88,6,1,-401,1,2.90E+01,472,0
36,87,6,0,487,1,2.90E+01,-411,0
37,33,4,1,459,1,2.90E+01,459,0
38,46,6,0,437,1,2.90E+01,-461,0
40,31,3,1,420,1,2.90E+01,420,0
41,34,3,1,485,1,2.90E+01,485,0
42,91,6,0,435,1,2.90E+01,-402,0
43,56,0,1,424,1,2.90E+01,424,0
44,5,0,0,-482,1,2.90E+01,-482,0
46,44,5,1,488,1,2.90E+01,441,0
47,34,3,1,426,1,2.90E+01,426,0
48,7,1,0,-499,1,2.90E+01,-499,0
1,85,6,0,468,0,3.00E+01,-471,0
2,46,0,1,421,0,3.00E+01,421,0
3,90,0,0,-459,0,3.00E+01,-453,0
4,23,0,1,455,0,3.00E+01,455,0
5,66,0,1,401,0,3.00E+01,401,0
7,72,5,1,471,0,3.00E+01,461,0
8,49,6,0,-445,0,3.00E+01,-491,0
9,89,6,0,446,0,3.00E+01,-419,0
11,78,6,0,491,0,3.00E+01,-432,0
12,97,6,1,-485,0,3.00E+01,458,0
13,60,4,1,442,0,3.00E+01,431,0
14,74,0,0,-435,0,3.00E+01,-435,0
15,73,0,1,499,0,3.00E+01,499,0
17,84,6,1,-493,0,3.00E+01,479,0
18,90,6,0,421,0,3.00E+01,-439,0
19,57,0,0,-455,0,3.00E+01,-455,0
20,43,6,0,465,0,3.00E+01,-432,0
21,26,0,0,-468,0,3.00E+01,-468,0
22,97,4,1,460,0,3.00E+01,413,0
24,4,0,1,458,0,3.00E+01,458,0
25,27,6,0,-445,0,3.00E+01,-492,0
27,98,6,0,489,0,3.00E+01,-400,0
28,59,0,1,421,0,3.00E+01,421,0
29,10,0,0,-428,0,3.00E+01,-428,0
30,52,0,0,-441,0,3.00E+01,-441,0
32,16,0,0,-458,0,3.00E+01,-458,0
33,53,0,1,444,0,3.00E+01,444,0
34,80,6,0,441,0,3.00E+01,-437,0
35,30,0,0,-497,0,3.00E+01,-497,0
36,51,0,1,439,0,3.00E+01,439,0
37,21,6,1,-477,0,3.00E+01,401,0
38,65,4,1,494,0,3.00E+01,463,0
40,84,5,1,425,0,3.00E+01,486,0
41,7,0,1,497,0,3.00E+01,497,0
42,49,0,1,429,0,3.00E+01,430,0
43,72,6,1,459,0,3.00E+01,494,0
44,83,6,1,-406,0,3.00E+01,461,0
46,95,6,1,463,0,3.00E+01,422,0
47,57,4,1,493,0,3.00E+01,479,0
48,60,6,0,457,0,3.00E+01,-463,0
1,82,6,1,480,1,30,487,0
2,6,6,0,-489,1,30,-489,0
3,39,6,0,-490,1,30,-490,0
4,42,6,1,492,1,30,492,0
5,84,5,0,-423,1,30,-451,0
7,10,3,1,-478,1,30,411,0
8,33,4,1,417,1,30,443,0
9,57,6,0,-467,1,30,-467,0
11,34,6,0,-446,1,30,-416,0
12,42,3,1,454,1,30,496,0
13,45,4,0,444,1,30,-437,0
14,3,6,1,408,1,30,408,0
15,24,6,1,401,1,30,401,0
17,26,6,0,-477,1,30,-477,0
18,42,0,1,-469,1,30,404,0
19,50,3,1,457,1,30,488,0
20,27,0,1,479,1,30,479,0
21,37,2,1,400,1,30,409,0
22,49,1,0,-459,1,30,-459,0
24,51,2,0,-479,1,30,-493,0
25,52,0,1,420,1,30,420,0
27,17,0,0,-482,1,30,-482,0
28,85,4,1,468,1,30,494,0
29,9,0,1,450,1,30,450,0
30,87,3,1,494,1,30,464,0
32,44,2,1,416,1,30,416,0
33,61,6,1,-426,1,30,450,0
34,61,3,0,-474,1,30,-435,0
35,70,6,1,-413,1,30,404,0
36,45,1,0,-455,1,30,-464,0
37,84,2,1,491,1,30,491,0
38,56,3,1,412,1,30,495,0
40,38,0,0,-457,1,30,-457,0
41,35,6,0,450,1,30,-426,0
42,7,0,1,413,1,30,413,0
43,35,2,1,434,1,30,434,0
44,97,4,1,475,1,30,496,0
46,34,2,1,439,1,30,439,0
47,44,1,1,499,1,30,499,0
48,8,6,1,-403,1,30,445,0
1,42,6,0,-424,0,31,-424,0
2,29,6,1,474,0,31,474,0
3,19,6,0,-417,0,31,-417,0
4,44,5,1,432,0,31,432,0
5,35,6,0,433,0,31,-481,0
7,70,1,0,451,0,31,-422,0
8,94,6,0,-483,0,31,-483,0
9,12,6,0,-468,0,31,-468,0
11,8,6,1,488,0,31,488,0
12,99,1,1,-488,0,31,463,0
13,30,3,0,-418,0,31,-463,0
14,36,6,0,482,0,31,-479,0
15,85,6,1,485,0,31,485,0
17,45,0,1,-492,0,31,469,0
18,56,6,1,443,0,31,443,0
19,6,6,0,-463,0,31,-463,0
20,20,6,1,436,0,31,436,0
21,82,6,1,408,0,31,408,0
22,43,6,0,-423,0,31,-423,0
24,20,6,0,-476,0,31,-476,0
25,93,5,1,452,0,31,467,0
27,59,5,1,449,0,31,449,0
28,52,6,1,463,0,31,463,0
29,47,6,0,-488,0,31,-488,0
30,35,5,1,459,0,31,459,0
32,69,2,0,-413,0,31,-494,0
33,93,0,1,-489,0,31,485,0
34,39,3,0,415,0,31,-486,0
35,63,0,1,-434,0,31,448,0
36,75,0,0,446,0,31,-485,0
37,21,3,1,472,0,31,472,0
38,72,0,1,-456,0,31,426,0
40,71,4,1,419,0,31,422,0
41,57,0,0,456,0,31,-454,0
42,61,0,1,-404,0,31,413,0
43,21,5,1,418,0,31,413,0
44,98,3,0,402,0,31,-498,0
46,24,0,0,447,0,31,-445,0
47,94,3,0,460,0,31,-408,0
48,35,5,1,465,0,31,465,0
1,26,6,0,498,1,31,-484,0
2,83,6,0,435,1,31,-459,0
3,18,6,1,434,1,31,434,0
4,75,6,1,499,1,31,407,0
5,85,6,1,-444,1,31,423,0
7,64,6,0,459,1,31,-465,0
8,87,6,0,482,1,31,-415,0
9,60,6,1,444,1,31,444,0
11,96,6,1,439,1,31,439,0
12,68,6,0,-419,1,31,-463,0
13,56,6,1,487,1,31,487,0
14,93,6,0,479,1,31,-423,0
15,16,6,0,-417,1,31,-417,0
17,83,6,0,-405,1,31,-438,0
18,29,6,0,-413,1,31,-413,0
19,9,6,0,-495,1,31,-495,0
20,71,6,0,452,1,31,-426,0
21,13,6,1,481,1,31,481,0
22,52,6,0,500,1,31,-435,0
24,21,6,0,-461,1,31,-461,0
25,69,6,0,463,1,31,-458,0
27,1,6,1,419,1,31,419,0
28,67,6,0,-456,1,31,-495,0
29,2,6,1,429,1,31,429,0
30,20,6,0,-487,1,31,-487,0
32,4,6,0,-418,1,31,-490,0
33,43,6,1,-453,1,31,499,0
34,29,6,0,-484,1,31,-484,0
35,72,6,0,-472,1,31,-472,0
36,96,6,0,-419,1,31,-435,0
37,89,6,0,449,1,31,-413,0
38,93,6,0,431,1,31,-411,0
40,58,6,1,429,1,31,429,0
41,86,6,1,-480,1,31,414,0
42,15,6,1,457,1,31,457,0
43,56,6,0,-422,1,31,-422,0
44,89,6,1,-498,1,31,440,0
46,82,6,1,-455,1,31,493,0
47,14,6,0,-469,1,31,-469,0
48,51,6,1,-443,1,31,412,0
1,39,6,0,-441,0,32,-441,0
2,93,6,0,-475,0,32,-480,0
3,29,6,1,488,0,32,488,0
4,65,6,0,-433,0,32,-449,0
5,33,6,0,-482,0,32,-482,0
7,88,6,1,422,0,32,420,0
8,29,6,1,410,0,32,410,0
9,48,6,0,-499,0,32,-499,0
11,18,6,1,490,0,32,490,0
12,37,6,1,471,0,32,468,0
13,56,6,1,410,0,32,429,0
14,80,6,1,-432,0,32,472,0
15,2,6,0,-450,0,32,-450,0
17,5,6,1,416,0,32,416,0
18,81,6,1,-455,0,32,447,0
19,76,6,0,495,0,32,-425,0
20,63,6,0,499,0,32,-424,0
21,6,6,0,-447,0,32,-447,0
22,22,6,0,-441,0,32,-441,0
24,97,6,1,-472,0,32,419,0
25,65,6,0,-471,0,32,-471,0
27,91,6,0,-409,0,32,-460,0
28,59,6,1,499,0,32,499,0
29,89,6,0,-480,0,32,-459,0
30,79,6,1,448,0,32,455,0
32,60,6,0,-438,0,32,-491,0
33,15,6,1,404,0,32,404,0
34,46,6,1,408,0,32,408,0
35,69,6,0,-480,0,32,-440,0
36,70,6,0,469,0,32,-447,0
37,50,6,0,-481,0,32,-481,0
38,18,6,0,-441,0,32,-443,0
40,43,6,0,450,0,32,-478,0
41,20,6,1,456,0,32,456,0
42,43,6,0,476,0,32,-460,0
43,21,6,0,-422,0,32,-422,0
44,49,6,0,-424,0,32,-417,0
46,98,6,1,-420,0,32,420,0
47,13,6,1,500,0,32,500,0
48,54,6,1,443,0,32,481,0
1,93,0,1,442,1,3.20E+01,468,0
2,57,0,0,473,1,3.20E+01,-407,0
3,84,0,0,447,1,3.20E+01,-411,0
4,53,0,1,460,1,3.20E+01,454,0
5,84,0,1,-487,1,3.20E+01,404,0
7,25,6,0,-483,1,3.20E+01,-483,0
8,22,0,1,473,1,3.20E+01,491,0
9,49,0,0,-485,1,3.20E+01,-405,0
11,63,0,1,-430,1,3.20E+01,417,0
12,17,6,1,480,1,3.20E+01,480,0
13,38,6,1,469,1,3.20E+01,469,0
14,5,0,0,488,1,3.20E+01,-476,0
15,20,0,1,402,1,3.20E+01,456,0
17,15,6,1,499,1,3.20E+01,499,0
18,49,0,0,434,1,3.20E+01,-496,0
19,56,0,0,446,1,3.20E+01,-490,0
20,35,0,0,-445,1,3.20E+01,-472,0
21,98,0,1,483,1,3.20E+01,492,0
22,92,0,1,-483,1,3.20E+01,438,0
24,30,6,1,450,1,3.20E+01,450,0
25,33,6,1,444,1,3.20E+01,444,0
27,86,6,0,-465,1,3.20E+01,-465,0
28,3,6,1,471,1,3.20E+01,471,0
29,67,6,0,-409,1,3.20E+01,-409,0
30,38,6,1,493,1,3.20E+01,493,0
32,4,6,1,428,1,3.20E+01,428,0
33,44,6,1,410,1,3.20E+01,410,0
34,42,0,0,-410,1,3.20E+01,-499,0
35,59,0,0,-481,1,3.20E+01,-435,0
36,30,6,0,-486,1,3.20E+01,-486,0
37,63,6,0,-429,1,3.20E+01,-429,0
38,15,0,1,-414,1,3.20E+01,461,0
40,75,0,1,400,1,3.20E+01,484,0
41,8,6,0,-417,1,3.20E+01,-417,0
42,9,6,0,-452,1,3.20E+01,-452,0
43,19,6,0,-459,1,3.20E+01,-459,0
44,10,6,1,418,1,3.20E+01,418,0
46,96,0,0,417,1,3.20E+01,-421,0
47,93,0,1,491,1,3.20E+01,409,0
48,89,0,1,-439,1,3.20E+01,467,0
1,52,5,1,422,0,3.30E+01,422,0
2,21,5,1,432,0,3.30E+01,432,0
3,28,6,1,464,0,3.30E+01,464,0
4,94,6,1,497,0,3.30E+01,497,0
5,22,6,0,-490,0,3.30E+01,-490,0
7,97,0,1,-431,0,3.30E+01,446,0
8,8,6,1,408,0,3.30E+01,408,0
9,10,6,1,436,0,3.30E+01,436,0
11,42,6,1,456,0,3.30E+01,456,0
12,23,6,0,-446,0,3.30E+01,-446,0
13,12,6,1,493,0,3.30E+01,493,0
14,53,3,1,492,0,3.30E+01,466,0
15,60,0,0,-419,0,3.30E+01,-468,0
17,65,0,0,463,0,3.30E+01,-468,0
18,59,6,0,-491,0,3.30E+01,-491,0
19,91,0,1,-408,0,3.30E+01,457,0
20,16,6,1,483,0,3.30E+01,483,0
21,30,6,1,481,0,3.30E+01,481,0
22,39,6,0,-449,0,3.30E+01,-449,0
24,27,6,0,-436,0,3.30E+01,-436,0
25,27,6,0,-459,0,3.30E+01,-459,0
27,50,0,0,-448,0,3.30E+01,-491,0
28,10,6,0,-434,0,3.30E+01,-434,0
29,96,0,1,-476,0,3.30E+01,451,0
30,32,6,0,-461,0,3.30E+01,-461,0
32,70,6,1,419,0,3.30E+01,419,0
33,36,6,0,-453,0,3.30E+01,-453,0
34,20,6,1,425,0,3.30E+01,425,0
35,82,0,1,410,0,3.30E+01,496,0
36,86,0,0,440,0,3.30E+01,-463,0
37,41,0,1,443,0,3.30E+01,448,0
38,16,6,0,-409,0,3.30E+01,-409,0
40,21,6,1,417,0,3.30E+01,417,0
41,75,0,0,-446,0,3.30E+01,-472,0
42,66,0,0,487,0,3.30E+01,-497,0
43,84,0,0,-442,0,3.30E+01,-423,0
44,48,0,0,-497,0,3.30E+01,-500,0
46,78,0,1,465,0,3.30E+01,400,0
47,38,6,1,461,0,3.30E+01,461,0
48,74,6,0,-417,0,3.30E+01,-417,0
1,84,6,1,-491,1,33,485,0
2,8,6,0,-427,1,33,-427,0
3,16,6,1,468,1,33,468,0
4,59,6,0,-488,1,33,-469,0
5,30,6,0,-481,1,33,-481,0
7,71,6,1,-463,1,33,456,0
8,51,6,0,-453,1,33,-453,0
9,53,6,0,-410,1,33,-410,0
11,25,6,0,-497,1,33,-497,0
12,10,6,0,-417,1,33,-417,0
13,77,6,1,494,1,33,405,0
14,26,6,1,402,1,33,500,0
15,52,6,0,-478,1,33,-411,0
17,21,6,1,459,1,33,459,0
18,33,6,1,494,1,33,494,0
19,72,6,1,464,1,33,443,0
20,50,6,1,-492,1,33,474,0
21,28,6,0,-433,1,33,-433,0
22,48,6,1,-434,1,33,402,0
24,49,6,0,-481,1,33,-405,0
25,17,6,0,-421,1,33,-421,0
27,49,6,1,477,1,33,477,0
28,91,6,1,-495,1,33,428,0
29,51,6,0,-495,1,33,-493,0
30,86,6,1,-415,1,33,489,0
32,38,6,0,-455,1,33,-423,0
33,39,6,1,470,1,33,470,0
34,43,6,0,439,1,33,-432,0
35,1,6,0,-428,1,33,-428,0
36,44,6,1,440,1,33,440,0
37,15,6,1,454,1,33,454,0
38,97,6,0,-495,1,33,-481,0
40,82,6,0,-408,1,33,-408,0
41,18,6,1,478,1,33,414,0
42,93,6,0,-416,1,33,-428,0
43,82,6,1,-406,1,33,465,0
44,8,6,0,-478,1,33,-478,0
46,89,6,0,453,1,33,-464,0
47,78,6,1,-454,1,33,452,0
48,56,6,0,-470,1,33,-470,0
1,20,6,0,-450,0,34,-450,0
2,97,6,0,452,0,34,-444,0
3,69,6,0,-403,0,34,-491,0
4,2,6,0,-408,0,34,-408,0
5,84,6,0,486,0,34,-475,0
7,70,6,1,459,0,34,459,0
8,52,6,0,-445,0,34,-445,0
9,38,6,1,-425,0,34,411,0
11,80,6,1,436,0,34,449,0
12,63,6,1,-470,0,34,434,0
13,13,6,1,461,0,34,461,0
14,41,6,0,405,0,34,-486,0
15,49,6,1,412,0,34,412,0
17,95,6,0,-452,0,34,-466,0
18,86,6,0,-439,0,34,-439,0
19,43,6,0,-477,0,34,-491,0
20,55,6,0,-422,0,34,-460,0
21,29,6,0,-404,0,34,-404,0
22,7,6,0,-426,0,34,-426,0
24,8,6,1,476,0,34,476,0
25,64,6,1,-404,0,34,468,0
27,94,6,1,-495,0,34,436,0
28,75,6,1,-493,0,34,445,0
29,70,6,1,411,0,34,493,0
30,8,6,1,490,0,34,490,0
