n_trial,uncertainty,share,Predicted_MC_1up,mc_model,Instr,ID,Predicted_MC,Old1
47,47,6,0,460,1,9.50E+01,-402,1
48,82,1,1,408,1,9.50E+01,419,1
1,18,1,1,408,1,96,408,1
2,37,2,1,410,1,96,410,1
3,69,1,0,-483,1,96,-483,1
4,28,1,1,487,1,96,415,1
5,47,3,1,471,1,96,471,1
7,32,2,0,-410,1,96,-410,1
8,25,1,0,-491,1,96,-413,1
9,67,5,1,497,1,96,415,1
11,58,1,0,-420,1,96,-421,1
12,18,0,1,450,1,96,450,1
13,74,2,1,491,1,96,453,1
14,16,1,1,473,1,96,473,1
15,6,0,0,-438,1,96,-438,1
17,17,0,1,490,1,96,490,1
18,1,0,1,454,1,96,454,1
19,94,6,1,483,1,96,466,1
20,42,3,1,451,1,96,451,1
21,53,4,1,414,1,96,414,1
22,62,1,0,-405,1,96,-461,1
24,15,6,0,445,1,96,-402,1
25,91,0,1,464,1,96,453,1
27,55,5,1,-458,1,96,485,1
28,95,0,1,-400,1,96,482,1
29,66,2,0,404,1,96,-430,1
30,15,0,1,460,1,96,460,1
32,88,0,1,-478,1,96,406,1
33,98,6,1,427,1,96,493,1
34,62,5,1,469,1,96,400,1
35,37,4,0,494,1,96,-442,1
36,60,5,0,426,1,96,-468,1
37,77,1,0,461,1,96,-424,1
38,46,3,1,484,1,96,484,1
40,81,5,0,473,1,96,-440,1
41,49,5,0,499,1,96,-483,1
42,26,1,1,422,1,96,422,1
43,21,1,1,416,1,96,416,1
44,81,5,1,413,1,96,495,1
46,80,6,0,-462,1,96,-462,1
47,31,1,0,-485,1,96,-470,1
48,95,6,0,-491,1,96,-475,1
1,95,6,1,-401,1,96,460,1
2,51,6,1,471,1,96,471,1
3,72,6,1,-424,1,96,459,1
4,69,6,0,-429,1,96,-487,1
5,65,6,0,-485,1,96,-415,1
7,88,6,1,439,1,96,439,1
8,75,6,1,-462,1,96,423,1
9,51,6,0,-428,1,96,-428,1
11,11,6,0,447,1,96,-462,1
12,73,6,0,-485,1,96,-416,1
13,91,6,1,421,1,96,461,1
14,60,6,1,473,1,96,473,1
15,90,6,1,414,1,96,500,1
17,38,6,0,-444,1,96,-444,1
18,3,6,0,-415,1,96,-415,1
19,60,6,1,443,1,96,443,1
20,57,6,0,-461,1,96,-461,1
21,14,6,1,486,1,96,486,1
22,16,6,1,431,1,96,431,1
24,79,6,0,-470,1,96,-470,1
25,46,6,1,496,1,96,496,1
27,61,6,0,-425,1,96,-498,1
28,65,6,0,425,1,96,-479,1
29,88,6,1,449,1,96,449,1
30,4,6,1,449,1,96,449,1
32,24,6,1,494,1,96,490,1
33,75,6,0,-415,1,96,-415,1
34,7,6,0,-436,1,96,-436,1
35,37,6,1,413,1,96,418,1
36,28,6,1,499,1,96,499,1
37,37,6,1,427,1,96,427,1
38,60,6,0,-424,1,96,-487,1
40,98,6,0,480,1,96,-436,1
41,24,6,1,450,1,96,450,1
42,27,6,0,-409,1,96,-409,1
43,84,6,0,-478,1,96,-415,1
44,41,6,1,-466,1,96,499,1
46,77,6,1,415,1,96,415,1
47,84,6,1,-451,1,96,429,1
48,61,6,0,441,1,96,-419,1
1,68,5,0,-450,1,97,-442,1
2,22,6,0,463,1,97,-405,1
3,75,5,1,484,1,97,484,1
4,86,5,1,424,1,97,431,1
5,40,2,1,431,1,97,431,1
7,98,6,0,441,1,97,-468,1
8,80,5,0,-442,1,97,-465,1
9,51,4,1,-424,1,97,462,1
11,6,0,0,-419,1,97,-419,1
12,55,3,0,-428,1,97,-428,1
13,8,0,1,459,1,97,459,1
14,30,2,0,-447,1,97,-447,1
15,55,3,0,-463,1,97,-483,1
17,65,4,0,-444,1,97,-418,1
18,91,6,0,-425,1,97,-465,1
19,75,5,0,-438,1,97,-420,1
20,83,6,0,441,1,97,-451,1
21,78,5,0,427,1,97,-435,1
22,29,1,1,497,1,97,481,1
24,17,1,1,480,1,97,480,1
25,27,2,1,473,1,97,473,1
27,17,0,0,-496,1,97,-496,1
28,43,3,0,-440,1,97,-440,1
29,63,4,0,-449,1,97,-402,1
30,77,5,1,453,1,97,483,1
32,31,2,0,-470,1,97,-470,1
33,98,6,0,-469,1,97,-401,1
34,96,6,0,466,1,97,-458,1
35,88,5,1,-406,1,97,425,1
36,75,5,1,-449,1,97,418,1
37,11,0,1,411,1,97,411,1
38,66,4,0,457,1,97,-422,1
40,9,0,1,429,1,97,429,1
41,12,3,0,467,1,97,-414,1
42,78,5,0,-481,1,97,-481,1
43,59,4,0,430,1,97,-466,1
44,23,2,0,-438,1,97,-438,1
46,1,0,1,413,1,97,413,1
47,69,4,1,487,1,97,458,1
48,15,1,0,-432,1,97,-406,1
1,58,6,0,440,1,97,-460,1
2,41,6,0,-420,1,97,-474,1
3,54,6,0,-436,1,97,-436,1
4,54,6,0,-425,1,97,-400,1
5,88,6,1,435,1,97,407,1
7,24,6,1,449,1,97,473,1
8,50,6,0,466,1,97,-449,1
9,22,6,1,443,1,97,443,1
11,12,6,1,447,1,97,447,1
12,52,6,1,-481,1,97,460,1
13,74,6,0,-422,1,97,-422,1
14,77,6,0,455,1,97,-494,1
15,56,6,1,-499,1,97,426,1
17,17,6,0,495,1,97,-443,1
18,77,6,1,425,1,97,410,1
19,64,6,1,-452,1,97,486,1
20,27,6,0,-466,1,97,-408,1
21,6,6,0,-448,1,97,-448,1
22,5,6,1,416,1,97,416,1
24,29,6,0,-496,1,97,-481,1
25,17,6,1,410,1,97,410,1
27,27,6,0,-431,1,97,-431,1
28,49,6,1,442,1,97,442,1
29,92,6,1,446,1,97,414,1
30,28,6,1,481,1,97,480,1
32,5,6,0,-429,1,97,-429,1
33,53,6,1,-462,1,97,413,1
34,82,6,0,-463,1,97,-463,1
35,86,6,1,449,1,97,449,1
36,79,6,0,480,1,97,-449,1
37,85,6,0,-440,1,97,-488,1
38,56,6,0,-407,1,97,-407,1
40,37,6,0,-436,1,97,-436,1
41,6,6,1,472,1,97,472,1
42,31,6,1,422,1,97,422,1
43,87,6,0,-420,1,97,-420,1
44,28,6,0,-469,1,97,-469,1
46,29,6,1,416,1,97,403,1
47,80,6,1,-421,1,97,401,1
48,37,6,0,-422,1,97,-478,1
1,33,6,1,495,1,98,495,1
2,60,6,0,441,1,98,-493,1
3,25,6,1,416,1,98,416,1
4,77,6,0,-474,1,98,-489,1
5,85,6,1,-491,1,98,415,1
7,71,5,1,461,1,98,461,1
8,30,5,1,432,1,98,432,1
9,62,6,0,430,1,98,-478,1
11,3,4,0,-482,1,98,-482,1
12,28,5,0,-458,1,98,-458,1
13,55,6,1,454,1,98,454,1
14,9,4,0,-411,1,98,-411,1
15,83,6,0,-449,1,98,-449,1
17,48,6,0,-440,1,98,-440,1
18,10,5,0,-435,1,98,-435,1
19,88,6,1,-432,1,98,437,1
20,72,6,0,428,1,98,-497,1
21,12,5,1,437,1,98,437,1
22,54,6,1,451,1,98,451,1
24,8,5,1,492,1,98,492,1
25,94,6,1,-437,1,98,402,1
27,81,6,1,433,1,98,433,1
28,58,6,0,-481,1,98,-481,1
29,23,5,0,-455,1,98,-483,1
30,80,6,1,-467,1,98,451,1
32,67,6,1,401,1,98,401,1
33,87,5,0,487,1,98,-492,1
34,72,6,0,428,1,98,-419,1
35,53,6,0,-486,1,98,-486,1
36,61,5,0,-477,1,98,-456,1
37,24,5,0,-413,1,98,-413,1
38,88,6,0,-475,1,98,-481,1
40,61,6,0,482,1,98,-495,1
41,12,5,1,499,1,98,499,1
42,86,6,1,-433,1,98,401,1
43,22,6,1,442,1,98,442,1
44,81,6,1,-413,1,98,493,1
46,76,6,0,411,1,98,-428,1
47,18,5,0,-480,1,98,-480,1
48,43,6,0,-474,1,98,-474,1
1,51,5,0,-434,1,98,-442,1
2,32,6,1,445,1,98,487,1
3,75,6,1,-412,1,98,406,1
4,44,5,0,-446,1,98,-446,1
5,3,5,0,-435,1,98,-435,1
7,65,5,1,483,1,98,483,1
8,92,5,0,-403,1,98,-403,1
9,84,5,1,-500,1,98,496,1
11,20,6,1,454,1,98,454,1
12,97,4,0,-409,1,98,-412,1
13,66,5,1,423,1,98,492,1
14,87,4,1,-416,1,98,407,1
15,96,5,1,430,1,98,410,1
17,35,4,1,-497,1,98,471,1
18,51,5,0,404,1,98,-415,1
19,46,5,0,-441,1,98,-409,1
20,96,5,0,-476,1,98,-459,1
21,13,4,0,-490,1,98,-490,1
22,77,4,0,-466,1,98,-472,1
24,19,4,0,-444,1,98,-444,1
25,73,4,1,466,1,98,466,1
27,67,6,0,481,1,98,-431,1
28,55,5,1,488,1,98,488,1
29,1,5,1,425,1,98,425,1
30,99,6,0,486,1,98,-426,1
32,81,5,0,407,1,98,-476,1
33,14,4,0,-418,1,98,-418,1
34,35,5,1,-402,1,98,443,1
35,39,4,0,-493,1,98,-493,1
36,93,6,0,410,1,98,-402,1
37,9,5,1,443,1,98,443,1
38,32,5,1,415,1,98,415,1
40,74,5,0,450,1,98,-435,1
41,47,4,0,-409,1,98,-409,1
42,86,4,0,-435,1,98,-428,1
43,77,5,1,498,1,98,470,1
44,44,4,0,-471,1,98,-471,1
46,63,4,1,-474,1,98,466,1
47,87,5,0,451,1,98,-402,1
48,62,5,1,477,1,98,477,1
1,26,0,1,496,1,99,496,1
2,82,2,0,-409,1,99,-431,1
3,48,2,0,-451,1,99,-403,1
4,33,0,1,467,1,99,467,1
5,71,0,1,457,1,99,457,1
7,94,3,1,484,1,99,433,1
8,33,0,1,401,1,99,401,1
9,37,6,0,415,1,99,-411,1
11,97,1,0,-403,1,99,-440,1
12,65,0,1,433,1,99,433,1
13,35,0,1,441,1,99,441,1
14,81,1,0,-467,1,99,-415,1
15,54,0,0,-407,1,99,-407,1
17,94,0,0,-453,1,99,-453,1
18,81,6,1,-475,1,99,432,1
19,89,6,0,496,1,99,-424,1
20,96,0,0,-420,1,99,-420,1
21,17,6,1,-497,1,99,471,1
22,64,1,1,468,1,99,492,1
24,91,1,1,423,1,99,439,1
25,33,0,1,492,1,99,492,1
27,23,0,0,-418,1,99,-418,1
28,55,6,1,-450,1,99,449,1
29,46,0,0,-425,1,99,-425,1
30,80,0,1,489,1,99,489,1
32,58,2,0,-486,1,99,-424,1
33,39,0,0,-459,1,99,-459,1
34,82,6,0,433,1,99,-449,1
35,61,0,1,445,1,99,445,1
36,52,6,1,-470,1,99,486,1
37,88,2,1,413,1,99,453,1
38,15,0,1,458,1,99,458,1
40,29,0,1,467,1,99,467,1
41,67,6,1,-429,1,99,462,1
42,45,0,1,432,1,99,432,1
43,33,2,0,-403,1,99,-481,1
44,13,0,0,-475,1,99,-475,1
46,27,0,1,440,1,99,440,1
47,62,0,1,432,1,99,432,1
48,54,0,0,-418,1,99,-418,1
1,91,6,0,-492,1,99,-492,1
2,14,6,0,-499,1,99,-499,1
3,10,6,0,-486,1,99,-486,1
4,32,6,1,-424,1,99,430,1
5,78,6,1,485,1,99,451,1
7,83,6,1,402,1,99,483,1
8,37,6,1,454,1,99,454,1
9,84,6,0,497,1,99,-484,1
11,10,6,1,415,1,99,415,1
12,81,6,1,466,1,99,466,1
13,87,6,1,463,1,99,483,1
14,43,6,1,467,1,99,467,1
15,21,6,0,-406,1,99,-406,1
17,76,6,0,-402,1,99,-471,1
18,14,6,1,-489,1,99,485,1
19,13,6,0,-433,1,99,-433,1
20,36,6,1,422,1,99,422,1
21,71,6,1,459,1,99,459,1
22,78,6,1,-467,1,99,453,1
24,49,6,0,-407,1,99,-407,1
25,33,6,1,448,1,99,448,1
27,77,6,0,400,1,99,-414,1
28,3,6,0,-470,1,99,-470,1
29,55,6,1,407,1,99,456,1
30,19,6,1,470,1,99,470,1
32,19,6,1,451,1,99,451,1
33,8,6,1,455,1,99,455,1
34,50,6,0,481,1,99,-425,1
35,72,6,1,-473,1,99,470,1
36,9,6,0,-407,1,99,-407,1
37,80,6,0,-423,1,99,-411,1
38,35,6,1,473,1,99,473,1
40,54,6,0,-417,1,99,-417,1
41,44,6,1,434,1,99,441,1
42,83,6,0,-408,1,99,-477,1
43,36,6,1,492,1,99,492,1
44,84,6,0,-498,1,99,-402,1
46,76,6,1,437,1,99,450,1
47,90,6,1,431,1,99,448,1
48,49,6,1,441,1,99,441,1
1,25,6,0,-490,1,100,-490,1
2,97,2,1,468,1,100,439,1
3,24,5,0,-454,1,100,-454,1
4,91,3,0,-434,1,100,-455,1
5,39,4,0,-415,1,100,-498,1
7,63,4,0,-487,1,100,-487,1
8,11,6,0,-411,1,100,-411,1
9,77,3,1,449,1,100,457,1
11,86,3,1,413,1,100,436,1
12,27,2,1,-410,1,100,444,1
13,8,6,0,-407,1,100,-407,1
14,8,6,1,442,1,100,442,1
15,67,1,1,-405,1,100,415,1
17,77,0,0,477,1,100,-429,1
18,46,1,0,442,1,100,-470,1
19,70,0,1,-490,1,100,435,1
20,8,6,0,-486,1,100,-486,1
21,52,3,1,494,1,100,494,1
22,50,1,0,408,1,100,-484,1
24,24,1,0,466,1,100,-486,1
25,96,0,0,455,1,100,-471,1
27,97,0,0,423,1,100,-413,1
28,93,0,0,400,1,100,-435,1
29,10,6,0,-469,1,100,-469,1
30,36,1,1,435,1,100,435,1
32,93,1,1,457,1,100,435,1
33,92,1,0,-498,1,100,-469,1
34,42,2,0,-418,1,100,-448,1
35,7,6,1,402,1,100,402,1
36,71,1,0,458,1,100,-487,1
37,46,2,1,403,1,100,403,1
38,57,4,0,-427,1,100,-427,1
40,64,2,0,-450,1,100,-494,1
41,5,6,0,-417,1,100,-417,1
42,44,5,0,-420,1,100,-420,1
43,35,4,0,-497,1,100,-497,1
44,89,2,0,-462,1,100,-463,1
46,35,2,0,403,1,100,-433,1
47,90,1,0,426,1,100,-458,1
48,31,4,1,449,1,100,449,1
1,99,3,1,438,1,100,472,1
2,33,4,1,458,1,100,458,1
3,35,4,0,-439,1,100,-439,1
4,36,4,1,449,1,100,449,1
5,10,5,1,473,1,100,473,1
7,82,2,0,486,1,100,-406,1
8,68,2,0,-485,1,100,-470,1
9,30,4,1,457,1,100,457,1
11,86,4,1,450,1,100,419,1
12,19,3,0,-479,1,100,-479,1
13,33,3,0,-474,1,100,-474,1
14,6,4,0,-440,1,100,-440,1
15,30,4,1,449,1,100,449,1
17,66,3,0,481,1,100,-413,1
18,96,2,1,469,1,100,469,1
19,33,3,0,-480,1,100,-480,1
20,81,2,1,415,1,100,415,1
21,66,4,0,-459,1,100,-459,1
22,49,2,0,471,1,100,-426,1
24,92,4,0,401,1,100,-450,1
25,70,3,0,427,1,100,-478,1
27,9,6,1,420,1,100,420,1
28,30,5,0,-409,1,100,-409,1
29,68,3,0,-491,1,100,-424,1
30,80,3,1,495,1,100,495,1
32,86,3,0,-429,1,100,-480,1
33,99,2,1,443,1,100,432,1
34,23,4,0,-405,1,100,-405,1
35,27,4,1,-410,1,100,491,1
36,25,6,1,445,1,100,445,1
37,2,5,0,-402,1,100,-402,1
38,34,2,0,-406,1,100,-406,1
40,79,3,0,-408,1,100,-485,1
41,11,4,1,490,1,100,490,1
42,86,4,1,-440,1,100,428,1
43,84,2,0,462,1,100,-404,1
44,67,3,1,430,1,100,430,1
46,88,2,0,443,1,100,-461,1
47,98,0,0,454,1,100,-489,1
48,45,3,0,-469,1,100,-480,1
1,33,1,1,439,1,101,439,1
2,70,6,0,458,1,101,-449,1
3,73,2,1,450,1,101,445,1
4,73,2,1,428,1,101,428,1
5,77,2,0,-462,1,101,-402,1
7,74,6,1,-429,1,101,406,1
8,13,2,1,454,1,101,454,1
9,75,2,1,493,1,101,493,1
11,85,6,0,463,1,101,-500,1
12,32,2,1,456,1,101,456,1
13,63,2,0,-485,1,101,-485,1
14,46,2,0,-484,1,101,-494,1
15,39,2,0,-427,1,101,-427,1
17,30,6,0,497,1,101,-433,1
18,57,2,0,-425,1,101,-475,1
19,73,6,0,500,1,101,-473,1
20,26,1,1,470,1,101,470,1
21,45,6,0,477,1,101,-446,1
22,18,2,1,450,1,101,450,1
24,18,2,0,-408,1,101,-408,1
25,24,2,0,-429,1,101,-429,1
27,61,2,1,462,1,101,462,1
28,25,2,0,-473,1,101,-473,1
29,23,2,0,-408,1,101,-440,1
30,48,2,1,441,1,101,441,1
32,33,2,0,-460,1,101,-460,1
33,91,1,1,400,1,101,404,1
34,34,2,1,467,1,101,467,1
35,47,6,0,438,1,101,-424,1
36,3,2,0,-418,1,101,-418,1
37,99,6,1,-458,1,101,404,1
38,78,2,0,-408,1,101,-452,1
40,4,2,0,-475,1,101,-475,1
41,33,2,1,493,1,101,445,1
42,44,2,0,-424,1,101,-424,1
43,24,6,1,-462,1,101,472,1
44,37,2,1,489,1,101,427,1
46,87,6,0,489,1,101,-435,1
47,9,2,0,-445,1,101,-445,1
48,85,6,1,-414,1,101,478,1
1,93,6,1,452,1,101,401,1
2,89,6,0,400,1,101,-449,1
3,49,6,1,459,1,101,459,1
4,6,6,1,482,1,101,482,1
5,39,6,1,-478,1,101,482,1
7,54,6,0,-451,1,101,-451,1
8,60,6,0,-412,1,101,-412,1
9,62,6,1,-439,1,101,498,1
11,84,6,1,-442,1,101,477,1
12,39,6,0,-427,1,101,-438,1
13,69,6,0,-409,1,101,-409,1
14,8,6,1,411,1,101,411,1
15,89,6,0,-479,1,101,-446,1
17,90,6,0,-474,1,101,-423,1
18,66,6,0,495,1,101,-466,1
19,85,6,1,-433,1,101,419,1
20,70,6,0,-441,1,101,-476,1
21,64,6,1,-417,1,101,468,1
22,26,6,0,437,1,101,-426,1
24,28,6,1,476,1,101,476,1
25,34,6,1,415,1,101,415,1
27,15,6,1,467,1,101,467,1
28,58,6,1,440,1,101,440,1
29,18,6,1,489,1,101,489,1
30,94,6,0,486,1,101,-427,1
32,97,6,1,411,1,101,411,1
33,83,6,0,431,1,101,-401,1
34,71,6,1,411,1,101,453,1
35,31,6,1,489,1,101,489,1
36,3,6,0,-486,1,101,-486,1
37,1,5,0,-465,1,101,-465,1
38,88,6,1,432,1,101,455,1
40,67,6,1,-497,1,101,410,1
41,84,6,1,-400,1,101,483,1
42,44,6,1,483,1,101,483,1
43,9,6,0,-421,1,101,-421,1
44,37,6,0,-473,1,101,-424,1
46,44,6,0,-415,1,101,-415,1
47,95,6,0,407,1,101,-460,1
48,36,6,0,-480,1,101,-479,1
1,71,3,0,-426,1,102,-403,1
2,38,4,1,458,1,102,493,1
3,12,5,1,480,1,102,480,1
4,45,6,0,416,1,102,-411,1
5,41,6,0,407,1,102,-488,1
7,18,3,1,463,1,102,463,1
8,2,3,0,-492,1,102,-492,1
9,91,2,0,-469,1,102,-421,1
11,3,6,1,-488,1,102,492,1
12,42,4,1,401,1,102,417,1
13,2,1,0,-444,1,102,-444,1
14,53,3,0,-426,1,102,-426,1
15,31,3,1,496,1,102,496,1
17,89,5,1,445,1,102,425,1
18,54,3,0,-407,1,102,-407,1
19,26,3,1,472,1,102,472,1
20,85,5,1,408,1,102,426,1
21,11,1,0,-408,1,102,-408,1
22,93,5,1,-406,1,102,409,1
24,62,4,1,447,1,102,447,1
25,44,4,0,-495,1,102,-495,1
27,28,2,0,-450,1,102,-450,1
28,53,3,0,-413,1,102,-413,1
29,3,2,1,448,1,102,448,1
30,16,6,0,491,1,102,-495,1
32,19,1,0,-498,1,102,-498,1
33,10,1,1,441,1,102,441,1
34,89,5,1,437,1,102,478,1
35,62,3,1,444,1,102,444,1
36,1,0,0,-494,1,102,-494,1
37,5,1,1,466,1,102,466,1
38,49,5,1,-481,1,102,499,1
40,50,5,0,-418,1,102,-418,1
41,15,6,0,403,1,102,-401,1
42,86,5,1,495,1,102,466,1
43,27,2,1,475,1,102,475,1
44,34,4,0,-471,1,102,-471,1
46,70,1,0,-414,1,102,-490,1
47,75,3,0,-474,1,102,-465,1
48,27,1,0,-489,1,102,-471,1
1,55,3,0,-442,1,102,-442,1
2,14,2,1,493,1,102,493,1
3,1,2,1,486,1,102,486,1
4,32,2,0,-426,1,102,-426,1
5,86,6,0,430,1,102,-473,1
7,46,6,0,500,1,102,-450,1
8,93,6,1,-412,1,102,405,1
9,33,3,0,-405,1,102,-405,1
11,62,3,0,-469,1,102,-469,1
12,96,6,0,409,1,102,-488,1
13,94,6,1,-423,1,102,486,1
14,35,6,1,-459,1,102,416,1
15,1,3,1,459,1,102,459,1
17,11,3,1,500,1,102,500,1
18,30,4,1,404,1,102,456,1
19,34,3,0,-449,1,102,-449,1
20,79,4,0,-455,1,102,-450,1
21,80,5,0,-466,1,102,-400,1
22,9,3,1,487,1,102,487,1
24,6,3,0,-439,1,102,-439,1
25,39,3,0,-431,1,102,-431,1
27,51,4,1,427,1,102,467,1
28,11,3,1,453,1,102,453,1
29,43,3,1,492,1,102,492,1
30,59,3,1,484,1,102,484,1
32,55,3,1,439,1,102,439,1
33,49,4,1,463,1,102,404,1
34,20,3,1,461,1,102,461,1
35,30,3,1,469,1,102,469,1
36,28,6,0,454,1,102,-497,1
37,35,3,1,486,1,102,486,1
38,34,3,1,428,1,102,428,1
40,85,6,0,429,1,102,-424,1
41,47,4,0,-441,1,102,-441,1
42,13,3,0,-489,1,102,-489,1
43,52,4,0,-495,1,102,-434,1
44,25,3,0,-400,1,102,-400,1
46,21,6,1,-423,1,102,434,1
47,83,6,0,478,1,102,-459,1
48,64,4,0,-482,1,102,-488,1
1,34,5,0,476,1,103,-406,1
2,40,5,1,418,1,103,418,1
3,6,5,1,455,1,103,455,1
4,72,5,1,-469,1,103,445,1
5,31,5,0,-440,1,103,-440,1
7,72,5,1,487,1,103,487,1
8,39,5,0,-402,1,103,-415,1
9,15,5,0,-430,1,103,-430,1
11,99,5,1,410,1,103,476,1
12,26,5,0,-418,1,103,-418,1
13,77,5,1,499,1,103,484,1
14,78,5,0,-419,1,103,-419,1
15,99,5,1,443,1,103,474,1
17,2,5,1,428,1,103,428,1
18,88,5,1,440,1,103,407,1
19,85,5,0,-435,1,103,-479,1
20,44,6,0,-430,1,103,-430,1
21,49,5,0,488,1,103,-441,1
22,50,5,1,-492,1,103,499,1
24,86,5,1,487,1,103,409,1
25,58,5,0,-438,1,103,-438,1
27,8,5,0,-463,1,103,-463,1
28,83,5,1,406,1,103,469,1
29,73,5,0,-477,1,103,-480,1
30,96,5,0,-471,1,103,-472,1
32,27,5,0,-453,1,103,-453,1
33,47,5,1,449,1,103,453,1
34,95,5,0,407,1,103,-483,1
35,28,5,1,407,1,103,407,1
36,4,6,1,492,1,103,492,1
37,11,5,1,440,1,103,440,1
38,46,5,0,-448,1,103,-448,1
40,33,5,0,479,1,103,-431,1
41,73,5,0,-486,1,103,-433,1
42,38,5,1,478,1,103,478,1
43,75,5,1,-430,1,103,451,1
44,98,5,1,448,1,103,430,1
46,2,5,0,-461,1,103,-461,1
47,7,5,0,-447,1,103,-447,1
48,42,5,1,417,1,103,417,1
1,34,5,1,427,1,103,409,1
2,8,3,1,424,1,103,424,1
3,21,3,1,433,1,103,468,1
4,89,6,0,500,1,103,-471,1
5,29,4,1,481,1,103,481,1
7,49,5,0,-459,1,103,-459,1
8,15,4,0,-468,1,103,-468,1
9,33,4,1,414,1,103,414,1
11,76,6,0,443,1,103,-447,1
12,80,6,1,435,1,103,435,1
13,96,6,1,-496,1,103,486,1
14,15,3,1,482,1,103,425,1
15,60,6,0,452,1,103,-440,1
17,26,4,1,464,1,103,491,1
18,82,6,0,-480,1,103,-480,1
19,21,4,0,-464,1,103,-464,1
20,11,3,1,444,1,103,444,1
21,5,3,1,420,1,103,420,1
22,9,3,0,-482,1,103,-482,1
24,61,5,0,-474,1,103,-474,1
25,6,3,1,426,1,103,426,1
27,94,6,0,-405,1,103,-406,1
28,29,4,1,494,1,103,494,1
29,23,4,1,402,1,103,402,1
30,11,3,0,-462,1,103,-462,1
32,85,6,1,471,1,103,429,1
33,29,4,0,-435,1,103,-435,1
34,94,6,0,456,1,103,-470,1
35,32,6,1,498,1,103,498,1
36,92,6,0,-497,1,103,-444,1
37,53,5,0,-471,1,103,-471,1
38,29,4,1,441,1,103,441,1
40,12,3,1,464,1,103,464,1
41,34,4,0,-482,1,103,-439,1
42,14,3,0,-472,1,103,-468,1
43,46,5,0,-409,1,103,-409,1
44,56,5,0,-480,1,103,-480,1
46,32,4,1,430,1,103,430,1
47,78,6,0,480,1,103,-428,1
48,76,6,0,-474,1,103,-457,1
1,24,5,1,470,0,104,470,1
2,13,6,1,421,0,104,421,1
3,63,6,1,431,0,104,429,1
4,13,3,1,488,0,104,488,1
5,37,0,1,-415,0,104,490,1
7,78,4,1,460,0,104,460,1
8,17,3,1,474,0,104,474,1
9,13,2,0,-466,0,104,-466,1
11,11,0,1,407,0,104,407,1
12,58,1,0,-410,0,104,-404,1
13,77,5,1,411,0,104,427,1
14,74,6,1,431,0,104,405,1
15,41,6,1,487,0,104,416,1
17,96,6,0,406,0,104,-459,1
18,74,6,1,466,0,104,438,1
19,99,6,1,403,0,104,461,1
20,65,2,0,-435,0,104,-435,1
21,38,0,1,483,0,104,483,1
22,26,0,0,-478,0,104,-478,1
24,30,1,1,482,0,104,482,1
25,84,6,1,476,0,104,476,1
27,89,1,0,-473,0,104,-487,1
28,93,0,0,-462,0,104,-448,1
29,91,0,1,-436,0,104,478,1
30,91,6,1,462,0,104,493,1
32,42,0,0,-482,0,104,-482,1
33,14,1,0,-422,0,104,-441,1
34,63,5,1,495,0,104,454,1
35,68,0,1,-472,0,104,416,1
36,21,2,0,-436,0,104,-436,1
37,43,0,1,-446,0,104,475,1
38,99,6,0,472,0,104,-472,1
40,99,0,0,-499,0,104,-425,1
41,64,1,0,-469,0,104,-482,1
42,27,0,1,-480,0,104,480,1
43,89,0,0,-486,0,104,-429,1
44,69,3,1,426,0,104,426,1
46,80,2,1,476,0,104,476,1
47,89,3,1,402,0,104,419,1
48,53,4,1,465,0,104,460,1
1,62,5,0,-461,0,104,-441,1
2,80,6,1,407,0,104,499,1
3,21,1,0,-459,0,104,-459,1
4,25,3,1,497,0,104,497,1
5,1,1,1,401,0,104,401,1
7,43,5,1,470,0,104,428,1
8,14,2,1,479,0,104,479,1
9,62,6,0,439,0,104,-439,1
11,32,4,1,445,0,104,473,1
12,18,6,1,-476,0,104,499,1
13,96,6,0,466,0,104,-403,1
14,1,1,1,408,0,104,408,1
15,17,2,1,477,0,104,477,1
17,45,1,0,-493,0,104,-493,1
18,63,6,0,-418,0,104,-454,1
19,91,6,0,469,0,104,-456,1
20,81,6,0,430,0,104,-404,1
21,4,1,0,-458,0,104,-458,1
22,36,4,1,482,0,104,473,1
24,73,6,1,-471,0,104,466,1
25,10,2,1,492,0,104,492,1
27,37,2,1,440,0,104,440,1
28,28,2,1,439,0,104,439,1
29,62,1,1,413,0,104,413,1
30,67,6,0,466,0,104,-413,1
32,89,5,0,435,0,104,-487,1
33,41,4,0,-428,0,104,-462,1
34,58,6,0,478,0,104,-490,1
35,26,3,1,497,0,104,497,1
36,52,1,1,444,0,104,444,1
37,19,2,0,-417,0,104,-417,1
38,71,5,0,426,0,104,-457,1
40,89,4,1,470,0,104,446,1
41,12,1,1,459,0,104,459,1
42,26,2,1,467,0,104,467,1
43,75,6,0,480,0,104,-407,1
44,39,2,0,-497,0,104,-497,1
46,54,3,1,416,0,104,416,1
47,71,4,0,-493,0,104,-472,1
48,4,2,1,473,0,104,473,1
1,35,3,0,-418,0,105,-418,1
2,12,5,1,417,0,105,417,1
3,71,3,1,461,0,105,476,1
4,18,2,0,-471,0,105,-471,1
5,4,4,0,-400,0,105,-400,1
7,23,4,1,441,0,105,441,1
8,95,2,0,480,0,105,-461,1
9,1,6,0,-487,0,105,-487,1
11,18,3,0,-456,0,105,-456,1
12,61,2,0,-411,0,105,-411,1
13,16,5,0,-403,0,105,-403,1
14,13,3,0,-443,0,105,-443,1
15,82,2,1,487,0,105,481,1
