n_trial,uncertainty,seek,Market_change_1up,mc_model,Instr,ID,Old1
8,22,6,0,-422,1,27,1
9,57,5,0,-413,1,27,1
11,39,6,0,-471,1,27,1
12,21,6,1,499,1,27,1
13,51,6,0,-482,1,27,1
14,14,6,1,424,1,27,1
15,60,6,0,-455,1,27,1
17,56,6,0,-401,1,27,1
18,75,6,0,-452,1,27,1
19,81,6,0,-422,1,27,1
20,26,6,1,472,1,27,1
21,45,6,1,423,1,27,1
22,35,6,0,-430,1,27,1
24,50,6,1,403,1,27,1
25,23,6,1,434,1,27,1
27,50,6,1,479,1,27,1
28,68,5,0,-426,1,27,1
29,74,6,0,-435,1,27,1
30,8,6,0,-498,1,27,1
32,89,6,0,-476,1,27,1
33,8,6,0,-462,1,27,1
34,43,5,0,-495,1,27,1
35,10,5,0,-476,1,27,1
36,92,6,0,-474,1,27,1
37,87,6,1,479,1,27,1
38,38,6,0,-490,1,27,1
40,35,6,1,427,1,27,1
41,37,5,0,-426,1,27,1
42,23,5,0,-455,1,27,1
43,25,6,0,-467,1,27,1
44,20,6,0,-439,1,27,1
46,52,6,1,411,1,27,1
47,73,6,1,419,1,27,1
48,82,6,0,-491,1,27,1
1,1,0,1,419,1,28,1
2,58,6,0,-421,1,28,1
3,99,0,1,499,1,28,1
4,38,6,1,421,1,28,1
5,66,6,0,-497,1,28,1
7,63,6,0,-470,1,28,1
8,55,6,1,413,1,28,1
9,23,6,0,-403,1,28,1
11,77,6,0,-442,1,28,1
12,92,6,0,-418,1,28,1
13,93,6,0,-474,1,28,1
14,31,6,0,-447,1,28,1
15,22,6,1,490,1,28,1
17,2,0,0,-467,1,28,1
18,80,6,0,-500,1,28,1
19,24,6,1,431,1,28,1
20,92,6,1,494,1,28,1
21,66,6,0,-419,1,28,1
22,40,6,1,414,1,28,1
24,24,6,0,-479,1,28,1
25,48,6,0,-415,1,28,1
27,64,6,1,412,1,28,1
28,97,6,0,-471,1,28,1
29,41,6,1,420,1,28,1
30,69,6,1,416,1,28,1
32,79,5,0,-463,1,28,1
33,66,6,0,-490,1,28,1
34,55,6,0,-434,1,28,1
35,24,1,0,-432,1,28,1
36,88,4,1,401,1,28,1
37,95,6,1,452,1,28,1
38,68,6,1,410,1,28,1
40,22,4,1,441,1,28,1
41,72,6,1,481,1,28,1
42,33,6,1,458,1,28,1
43,63,6,1,444,1,28,1
44,23,6,1,443,1,28,1
46,62,5,0,-488,1,28,1
47,43,5,1,415,1,28,1
48,59,6,0,-456,1,28,1
1,94,0,1,434,1,28,1
2,26,5,1,472,1,28,1
3,99,5,0,-454,1,28,1
4,67,3,1,409,1,28,1
5,93,4,0,-463,1,28,1
7,72,4,0,-410,1,28,1
8,36,4,0,-477,1,28,1
9,21,4,0,-494,1,28,1
11,38,3,0,-417,1,28,1
12,7,5,0,-400,1,28,1
13,96,6,0,-490,1,28,1
14,79,4,1,487,1,28,1
15,62,3,0,-496,1,28,1
17,38,5,0,-418,1,28,1
18,76,4,1,424,1,28,1
19,59,3,0,-442,1,28,1
20,70,4,1,436,1,28,1
21,84,6,0,-500,1,28,1
22,52,3,0,-458,1,28,1
24,80,4,0,-471,1,28,1
25,47,3,1,455,1,28,1
27,60,4,1,463,1,28,1
28,1,0,1,406,1,28,1
29,49,3,1,406,1,28,1
30,41,4,1,474,1,28,1
32,80,3,0,-407,1,28,1
33,89,5,0,-498,1,28,1
34,33,5,0,-490,1,28,1
35,92,6,0,-492,1,28,1
36,85,5,1,408,1,28,1
37,30,2,1,473,1,28,1
38,2,0,0,-474,1,28,1
40,81,5,1,487,1,28,1
41,8,1,0,-474,1,28,1
42,40,4,1,493,1,28,1
43,55,3,1,406,1,28,1
44,59,4,0,-463,1,28,1
46,76,5,1,493,1,28,1
47,28,4,1,456,1,28,1
48,91,6,0,-403,1,28,1
1,70,6,0,-401,1,29,1
2,12,0,1,425,1,29,1
3,1,0,0,-434,1,29,1
4,63,6,1,469,1,29,1
5,68,6,1,441,1,29,1
7,8,0,0,-447,1,29,1
8,75,6,1,449,1,29,1
9,77,6,0,-464,1,29,1
11,5,6,1,440,1,29,1
12,15,6,1,416,1,29,1
13,40,6,1,425,1,29,1
14,64,6,1,406,1,29,1
15,6,6,0,-456,1,29,1
17,29,6,1,427,1,29,1
18,4,6,1,410,1,29,1
19,18,6,1,488,1,29,1
20,69,6,1,419,1,29,1
21,78,6,0,-409,1,29,1
22,72,6,0,-431,1,29,1
24,69,6,0,-485,1,29,1
25,19,6,0,-412,1,29,1
27,3,6,0,-464,1,29,1
28,24,6,1,447,1,29,1
29,28,6,1,486,1,29,1
30,84,6,0,-463,1,29,1
32,31,6,0,-410,1,29,1
33,23,6,1,441,1,29,1
34,7,6,1,498,1,29,1
35,53,6,1,444,1,29,1
36,89,6,0,-483,1,29,1
37,44,6,0,-427,1,29,1
38,80,6,0,-434,1,29,1
40,7,6,1,410,1,29,1
41,53,6,0,-444,1,29,1
42,91,6,1,427,1,29,1
43,75,6,0,-484,1,29,1
44,57,6,1,416,1,29,1
46,33,6,0,-458,1,29,1
47,79,6,0,-410,1,29,1
48,92,6,1,442,1,29,1
1,31,5,0,-481,1,29,1
2,95,5,1,482,1,29,1
3,72,6,0,-486,1,29,1
4,31,4,0,-424,1,29,1
5,23,4,1,435,1,29,1
7,24,3,1,493,1,29,1
8,92,6,0,-438,1,29,1
9,96,6,0,-407,1,29,1
11,67,6,0,-429,1,29,1
12,3,2,1,417,1,29,1
13,44,4,0,-482,1,29,1
14,27,2,1,417,1,29,1
15,71,6,1,447,1,29,1
17,13,5,1,463,1,29,1
18,55,5,1,476,1,29,1
19,51,6,0,-495,1,29,1
20,42,4,1,414,1,29,1
21,70,6,1,455,1,29,1
22,31,4,0,-492,1,29,1
24,32,4,1,489,1,29,1
25,80,6,0,-498,1,29,1
27,45,6,1,499,1,29,1
28,62,6,0,-438,1,29,1
29,71,6,0,-500,1,29,1
30,42,5,0,-464,1,29,1
32,4,5,0,-437,1,29,1
33,73,6,0,-441,1,29,1
34,9,2,0,-482,1,29,1
35,8,2,0,-445,1,29,1
36,20,4,1,480,1,29,1
37,81,6,0,-481,1,29,1
38,3,2,0,-455,1,29,1
40,48,5,1,491,1,29,1
41,50,5,0,-438,1,29,1
42,59,5,1,400,1,29,1
43,68,6,1,467,1,29,1
44,81,6,0,-472,1,29,1
46,27,4,1,456,1,29,1
47,7,2,0,-472,1,29,1
48,96,6,1,405,1,29,1
1,68,6,1,419,1,30,1
2,51,6,1,430,1,30,1
3,14,6,0,-442,1,30,1
4,97,6,1,413,1,30,1
5,59,6,1,461,1,30,1
7,9,6,1,410,1,30,1
8,79,6,0,-459,1,30,1
9,81,6,0,-499,1,30,1
11,63,6,1,484,1,30,1
12,60,6,0,-500,1,30,1
13,22,5,1,426,1,30,1
14,76,6,1,475,1,30,1
15,40,6,0,-490,1,30,1
17,56,6,1,488,1,30,1
18,25,5,1,441,1,30,1
19,5,6,0,-441,1,30,1
20,19,6,0,-467,1,30,1
21,10,6,0,-438,1,30,1
22,63,6,1,419,1,30,1
24,73,6,0,-413,1,30,1
25,79,6,1,478,1,30,1
27,33,6,0,-426,1,30,1
28,92,6,0,-490,1,30,1
29,97,6,0,-444,1,30,1
30,48,6,0,-457,1,30,1
32,94,6,0,-464,1,30,1
33,38,6,1,412,1,30,1
34,94,6,0,-438,1,30,1
35,95,6,1,468,1,30,1
36,51,6,1,495,1,30,1
37,61,6,1,407,1,30,1
38,21,5,0,-496,1,30,1
40,22,6,0,-485,1,30,1
41,70,6,1,442,1,30,1
42,78,6,0,-463,1,30,1
43,50,6,1,432,1,30,1
44,70,6,1,480,1,30,1
46,5,6,1,403,1,30,1
47,33,6,1,496,1,30,1
48,99,6,1,410,1,30,1
1,49,6,0,-400,1,30,1
2,54,6,1,469,1,30,1
3,1,0,1,442,1,30,1
4,58,6,0,-490,1,30,1
5,95,6,0,-415,1,30,1
7,13,6,1,492,1,30,1
8,87,6,0,-457,1,30,1
9,83,6,1,454,1,30,1
11,69,6,0,-408,1,30,1
12,73,6,1,479,1,30,1
13,62,6,1,448,1,30,1
14,31,6,1,467,1,30,1
15,62,6,1,421,1,30,1
17,36,6,0,-446,1,30,1
18,13,6,0,-411,1,30,1
19,42,6,1,461,1,30,1
20,26,6,0,-417,1,30,1
21,54,6,0,-406,1,30,1
22,76,6,0,-413,1,30,1
24,43,6,1,456,1,30,1
25,70,6,1,417,1,30,1
27,48,6,1,448,1,30,1
28,63,6,0,-417,1,30,1
29,12,6,0,-439,1,30,1
30,17,6,0,-462,1,30,1
32,40,6,1,481,1,30,1
33,71,6,0,-412,1,30,1
34,50,6,0,-472,1,30,1
35,14,6,1,471,1,30,1
36,12,6,1,465,1,30,1
37,21,6,0,-443,1,30,1
38,76,6,1,483,1,30,1
40,50,6,0,-405,1,30,1
41,82,6,0,-500,1,30,1
42,70,6,1,467,1,30,1
43,90,6,0,-446,1,30,1
44,79,6,1,455,1,30,1
46,32,6,1,413,1,30,1
47,69,6,0,-430,1,30,1
48,92,6,1,431,1,30,1
1,1,0,1,431,1,31,1
2,31,4,1,473,1,31,1
3,58,4,0,-413,1,31,1
4,86,6,0,-472,1,31,1
5,77,5,0,-466,1,31,1
7,8,0,0,-481,1,31,1
8,43,4,0,-466,1,31,1
9,14,1,0,-463,1,31,1
11,56,5,1,432,1,31,1
12,62,5,1,489,1,31,1
13,76,6,0,-464,1,31,1
14,35,4,1,495,1,31,1
15,20,1,1,432,1,31,1
17,13,1,0,-442,1,31,1
18,27,2,1,413,1,31,1
19,42,4,1,432,1,31,1
20,91,6,1,418,1,31,1
21,59,4,1,410,1,31,1
22,84,6,1,432,1,31,1
24,9,0,0,-490,1,31,1
25,48,4,1,423,1,31,1
27,1,0,0,-492,1,31,1
28,34,4,0,-437,1,31,1
29,11,1,0,-410,1,31,1
30,64,5,1,439,1,31,1
32,9,1,0,-409,1,31,1
33,46,4,0,-480,1,31,1
34,81,6,1,421,1,31,1
35,78,6,0,-407,1,31,1
36,40,4,0,-489,1,31,1
37,14,1,1,444,1,31,1
38,67,5,0,-441,1,31,1
40,10,0,1,437,1,31,1
41,56,4,1,462,1,31,1
42,57,4,0,-421,1,31,1
43,18,1,1,413,1,31,1
44,94,6,0,-401,1,31,1
46,92,6,0,-495,1,31,1
47,32,4,0,-467,1,31,1
48,2,0,1,454,1,31,1
1,84,5,0,-494,1,31,1
2,76,5,0,-425,1,31,1
3,92,5,1,453,1,31,1
4,52,6,1,478,1,31,1
5,28,5,0,-447,1,31,1
7,66,5,0,-442,1,31,1
8,77,5,0,-410,1,31,1
9,34,6,1,440,1,31,1
11,83,4,0,-476,1,31,1
12,81,5,0,-426,1,31,1
13,64,6,1,417,1,31,1
14,50,6,0,-426,1,31,1
15,1,6,1,401,1,31,1
17,51,6,1,457,1,31,1
18,69,5,0,-499,1,31,1
19,14,6,1,420,1,31,1
20,72,5,1,406,1,31,1
21,84,5,1,472,1,31,1
22,7,6,1,500,1,31,1
24,48,6,1,429,1,31,1
25,97,6,1,451,1,31,1
27,26,6,1,433,1,31,1
28,40,6,1,488,1,31,1
29,82,5,0,-438,1,31,1
30,97,5,0,-463,1,31,1
32,10,5,0,-457,1,31,1
33,13,5,0,-459,1,31,1
34,98,5,0,-444,1,31,1
35,22,6,0,-402,1,31,1
36,4,5,0,-402,1,31,1
37,2,6,1,447,1,31,1
38,26,6,1,489,1,31,1
40,86,5,0,-411,1,31,1
41,50,6,1,440,1,31,1
42,4,5,0,-495,1,31,1
43,95,6,1,450,1,31,1
44,24,6,0,-452,1,31,1
46,74,5,1,459,1,31,1
47,95,4,0,-415,1,31,1
48,78,6,1,484,1,31,1
1,81,2,0,-480,1,32,1
2,8,4,1,441,1,32,1
3,3,3,1,434,1,32,1
4,62,2,0,-438,1,32,1
5,62,2,1,445,1,32,1
7,88,2,1,401,1,32,1
8,86,2,0,-490,1,32,1
9,99,3,0,-401,1,32,1
11,27,2,0,-422,1,32,1
12,92,1,0,-400,1,32,1
13,5,2,0,-427,1,32,1
14,40,4,1,444,1,32,1
15,23,2,0,-460,1,32,1
17,2,4,1,401,1,32,1
18,41,3,1,486,1,32,1
19,3,3,0,-400,1,32,1
20,71,3,0,-445,1,32,1
21,21,3,0,-429,1,32,1
22,35,3,1,492,1,32,1
24,72,2,1,478,1,32,1
25,79,2,0,-426,1,32,1
27,16,3,0,-440,1,32,1
28,25,3,1,400,1,32,1
29,56,3,1,400,1,32,1
30,83,2,0,-491,1,32,1
32,10,4,1,497,1,32,1
33,67,2,1,409,1,32,1
34,91,3,0,-433,1,32,1
35,59,2,1,448,1,32,1
36,51,3,1,490,1,32,1
37,51,3,0,-436,1,32,1
38,4,5,1,500,1,32,1
40,83,2,0,-411,1,32,1
41,15,3,0,-464,1,32,1
42,8,2,0,-410,1,32,1
43,66,2,1,432,1,32,1
44,63,2,0,-461,1,32,1
46,62,3,1,456,1,32,1
47,51,3,1,478,1,32,1
48,31,4,1,448,1,32,1
1,89,6,0,-425,1,32,1
2,75,6,1,431,1,32,1
3,83,6,1,412,1,32,1
4,44,6,0,-436,1,32,1
5,31,6,0,-432,1,32,1
7,28,6,0,-417,1,32,1
8,18,6,1,415,1,32,1
9,90,6,0,-492,1,32,1
11,28,6,0,-491,1,32,1
12,75,6,0,-464,1,32,1
13,57,6,1,465,1,32,1
14,86,6,0,-428,1,32,1
15,95,6,1,470,1,32,1
17,52,6,1,417,1,32,1
18,40,6,0,-447,1,32,1
19,36,6,1,455,1,32,1
20,45,6,1,460,1,32,1
21,12,6,1,423,1,32,1
22,24,6,0,-465,1,32,1
24,91,6,1,406,1,32,1
25,57,6,1,452,1,32,1
27,77,6,0,-472,1,32,1
28,67,6,0,-472,1,32,1
29,59,6,1,460,1,32,1
30,67,6,1,451,1,32,1
32,55,6,0,-482,1,32,1
33,66,6,1,445,1,32,1
34,11,6,1,480,1,32,1
35,84,6,1,487,1,32,1
36,79,6,1,427,1,32,1
37,62,6,1,481,1,32,1
38,59,6,1,445,1,32,1
40,11,6,0,-440,1,32,1
41,97,6,0,-458,1,32,1
42,51,6,0,-410,1,32,1
43,81,6,0,-468,1,32,1
44,60,6,1,419,1,32,1
46,72,6,1,498,1,32,1
47,65,6,0,-401,1,32,1
48,80,6,0,-500,1,32,1
1,10,6,0,-464,1,33,1
2,85,6,0,-443,1,33,1
3,67,6,0,-437,1,33,1
4,77,6,0,-466,1,33,1
5,25,6,1,426,1,33,1
7,28,6,1,401,1,33,1
8,73,6,1,499,1,33,1
9,52,6,1,457,1,33,1
11,96,6,0,-457,1,33,1
12,74,6,0,-410,1,33,1
13,40,6,1,400,1,33,1
14,70,6,0,-474,1,33,1
15,20,6,0,-443,1,33,1
17,7,6,1,498,1,33,1
18,92,6,1,449,1,33,1
19,76,6,1,424,1,33,1
20,85,6,1,410,1,33,1
21,49,6,1,431,1,33,1
22,72,6,0,-407,1,33,1
24,34,6,0,-466,1,33,1
25,1,6,1,430,1,33,1
27,81,6,1,407,1,33,1
28,39,6,0,-448,1,33,1
29,95,6,1,404,1,33,1
30,72,6,0,-421,1,33,1
32,84,6,1,461,1,33,1
33,63,6,1,473,1,33,1
34,53,6,1,473,1,33,1
35,16,6,0,-462,1,33,1
36,84,6,1,491,1,33,1
37,50,6,0,-423,1,33,1
38,67,6,1,431,1,33,1
40,93,6,0,-403,1,33,1
41,27,6,0,-454,1,33,1
42,69,6,1,492,1,33,1
43,82,6,0,-442,1,33,1
44,42,6,1,461,1,33,1
46,68,6,1,434,1,33,1
47,93,6,1,465,1,33,1
48,18,6,1,458,1,33,1
1,42,6,1,424,1,33,1
2,21,5,0,-435,1,33,1
3,72,6,0,-463,1,33,1
4,84,6,1,422,1,33,1
5,49,6,1,491,1,33,1
7,68,6,1,491,1,33,1
8,90,6,0,-488,1,33,1
9,70,5,1,471,1,33,1
11,59,5,0,-425,1,33,1
12,92,6,1,426,1,33,1
13,84,6,0,-429,1,33,1
14,68,6,0,-433,1,33,1
15,71,6,1,464,1,33,1
17,47,6,0,-403,1,33,1
18,83,6,0,-498,1,33,1
19,2,0,0,-404,1,33,1
20,61,5,1,415,1,33,1
21,67,6,0,-486,1,33,1
22,38,5,0,-435,1,33,1
24,16,1,0,-436,1,33,1
25,35,5,0,-445,1,33,1
27,28,2,0,-495,1,33,1
28,76,5,0,-412,1,33,1
29,62,5,1,444,1,33,1
30,83,2,0,-475,1,33,1
32,99,6,0,-429,1,33,1
33,37,5,0,-400,1,33,1
34,85,5,0,-400,1,33,1
35,97,6,1,423,1,33,1
36,82,5,0,-467,1,33,1
37,80,5,0,-410,1,33,1
38,37,5,1,468,1,33,1
40,54,6,0,-404,1,33,1
41,62,6,1,423,1,33,1
42,68,5,0,-452,1,33,1
43,92,1,1,424,1,33,1
44,59,6,1,438,1,33,1
46,18,0,0,-426,1,33,1
47,43,5,1,485,1,33,1
48,88,5,1,403,1,33,1
1,40,6,0,-417,1,34,1
2,24,6,0,-494,1,34,1
3,74,6,0,-489,1,34,1
4,33,6,0,-484,1,34,1
5,23,6,1,460,1,34,1
7,8,6,0,-459,1,34,1
8,98,6,1,468,1,34,1
9,33,6,0,-450,1,34,1
11,90,6,1,414,1,34,1
12,90,6,1,420,1,34,1
13,95,6,1,404,1,34,1
14,51,6,1,400,1,34,1
15,98,6,0,-498,1,34,1
17,73,6,0,-460,1,34,1
18,56,6,1,429,1,34,1
19,19,6,1,404,1,34,1
20,65,6,0,-480,1,34,1
21,61,6,0,-402,1,34,1
22,28,6,0,-489,1,34,1
24,27,6,1,465,1,34,1
25,46,6,0,-406,1,34,1
27,61,6,1,421,1,34,1
28,70,6,0,-489,1,34,1
29,21,6,1,483,1,34,1
30,86,6,0,-471,1,34,1
32,58,6,1,456,1,34,1
33,82,6,0,-491,1,34,1
34,19,6,0,-468,1,34,1
35,4,6,0,-445,1,34,1
36,66,6,1,423,1,34,1
37,89,6,1,449,1,34,1
38,80,6,1,478,1,34,1
40,71,6,1,488,1,34,1
41,84,6,1,403,1,34,1
42,78,6,0,-438,1,34,1
43,11,6,0,-409,1,34,1
44,63,6,0,-415,1,34,1
46,87,6,1,465,1,34,1
47,92,6,0,-487,1,34,1
48,70,6,1,404,1,34,1
1,19,6,1,482,1,34,1
2,61,6,1,479,1,34,1
3,98,6,0,-466,1,34,1
4,89,6,1,456,1,34,1
5,6,6,0,-433,1,34,1
7,26,6,1,425,1,34,1
8,97,6,1,450,1,34,1
9,70,6,0,-498,1,34,1
11,67,6,1,488,1,34,1
12,93,6,0,-461,1,34,1
13,73,6,0,-446,1,34,1
14,17,6,0,-449,1,34,1
15,75,6,1,478,1,34,1
17,90,6,0,-499,1,34,1
18,24,6,0,-421,1,34,1
19,44,6,0,-439,1,34,1
20,30,6,0,-439,1,34,1
21,71,6,1,495,1,34,1
22,99,6,0,-434,1,34,1
24,83,6,1,487,1,34,1
25,38,6,1,404,1,34,1
27,18,6,1,404,1,34,1
28,12,6,0,-416,1,34,1
29,31,6,1,413,1,34,1
30,47,6,1,487,1,34,1
32,43,6,0,-424,1,34,1
33,45,6,0,-474,1,34,1
34,11,6,1,498,1,34,1
35,86,6,1,460,1,34,1
36,64,6,0,-473,1,34,1
37,59,6,0,-458,1,34,1
38,15,6,1,489,1,34,1
40,99,6,0,-425,1,34,1
41,5,6,0,-488,1,34,1
42,81,6,1,417,1,34,1
43,72,6,1,447,1,34,1
44,55,6,1,487,1,34,1
46,97,6,0,-437,1,34,1
47,92,6,1,483,1,34,1
48,38,6,1,492,1,34,1
1,36,6,0,-489,1,35,1
2,89,6,0,-498,1,35,1
3,71,6,0,-448,1,35,1
4,48,5,0,-406,1,35,1
5,6,6,0,-418,1,35,1
7,42,6,0,-427,1,35,1
8,66,6,1,418,1,35,1
9,35,6,1,418,1,35,1
11,28,6,0,-438,1,35,1
12,46,6,1,471,1,35,1
13,81,6,1,407,1,35,1
14,82,5,1,487,1,35,1
15,99,6,0,-498,1,35,1
17,22,6,1,491,1,35,1
18,82,6,0,-485,1,35,1
19,43,6,1,427,1,35,1
20,10,6,0,-432,1,35,1
21,70,6,0,-473,1,35,1
22,95,6,1,469,1,35,1
24,10,6,1,400,1,35,1
25,40,6,0,-499,1,35,1
27,68,6,0,-473,1,35,1
28,78,6,0,-494,1,35,1
29,76,6,0,-434,1,35,1
30,57,6,0,-495,1,35,1
32,65,6,1,419,1,35,1
33,83,6,1,405,1,35,1
34,86,5,1,475,1,35,1
35,38,6,0,-490,1,35,1
36,77,6,1,428,1,35,1
37,15,6,1,443,1,35,1
38,58,6,0,-418,1,35,1
40,18,6,0,-417,1,35,1
41,99,6,1,483,1,35,1
42,15,6,1,434,1,35,1
43,71,6,1,489,1,35,1
44,51,6,1,491,1,35,1
46,94,6,0,-420,1,35,1
47,7,6,1,437,1,35,1
48,62,6,1,474,1,35,1
1,39,6,0,-473,1,35,1
2,89,6,0,-488,1,35,1
3,82,6,1,467,1,35,1
4,82,6,0,-455,1,35,1
5,46,6,1,405,1,35,1
7,89,6,0,-460,1,35,1
8,4,6,0,-458,1,35,1
9,77,6,0,-439,1,35,1
11,9,6,0,-483,1,35,1
12,40,6,1,409,1,35,1
13,36,6,0,-487,1,35,1
14,20,6,0,-464,1,35,1
15,37,6,1,427,1,35,1
17,5,6,1,449,1,35,1
18,28,6,1,478,1,35,1
19,98,6,0,-468,1,35,1
20,40,6,1,416,1,35,1
21,80,6,0,-469,1,35,1
22,46,6,1,435,1,35,1
24,53,6,0,-474,1,35,1
25,37,6,0,-493,1,35,1
27,57,6,1,431,1,35,1
28,24,6,0,-454,1,35,1
29,23,6,1,494,1,35,1
30,87,6,0,-445,1,35,1
32,40,6,1,464,1,35,1
33,76,6,0,-418,1,35,1
34,95,6,0,-467,1,35,1
35,57,6,1,481,1,35,1
36,83,6,1,400,1,35,1
37,85,6,0,-424,1,35,1
38,18,6,1,403,1,35,1
40,59,6,1,429,1,35,1
41,40,6,0,-478,1,35,1
42,62,6,0,-434,1,35,1
43,21,6,0,-466,1,35,1
44,21,6,1,402,1,35,1
46,65,6,1,454,1,35,1
47,62,6,0,-431,1,35,1
48,92,6,0,-452,1,35,1
1,44,6,1,433,1,36,1
2,80,6,1,442,1,36,1
3,39,6,0,-445,1,36,1
4,75,6,1,452,1,36,1
5,99,6,1,464,1,36,1
7,25,6,1,483,1,36,1
8,7,6,0,-455,1,36,1
9,64,6,0,-433,1,36,1
11,8,6,1,416,1,36,1
12,27,6,0,-475,1,36,1
13,9,6,0,-440,1,36,1
14,32,6,0,-444,1,36,1
15,46,6,0,-471,1,36,1
17,68,6,1,478,1,36,1
18,23,6,1,495,1,36,1
19,73,6,1,459,1,36,1
20,29,6,1,442,1,36,1
21,27,6,0,-419,1,36,1
22,33,6,0,-456,1,36,1
24,28,6,1,471,1,36,1
25,66,6,0,-426,1,36,1
27,77,6,1,461,1,36,1
28,19,6,0,-475,1,36,1
29,67,6,0,-459,1,36,1
30,80,6,1,400,1,36,1
32,54,6,1,429,1,36,1
33,67,6,1,485,1,36,1
34,1,6,0,-457,1,36,1
35,84,6,0,-440,1,36,1
36,21,6,0,-410,1,36,1
37,92,6,0,-411,1,36,1
38,76,6,1,431,1,36,1
40,67,6,1,465,1,36,1
41,14,6,1,484,1,36,1
42,16,6,1,484,1,36,1
43,54,6,0,-415,1,36,1
44,42,6,1,426,1,36,1
46,89,6,0,-421,1,36,1
47,85,6,1,490,1,36,1
48,93,6,0,-402,1,36,1
1,95,6,0,-438,1,36,1
2,77,6,1,453,1,36,1
3,12,6,0,-446,1,36,1
4,2,6,1,445,1,36,1
5,11,6,0,-465,1,36,1
7,53,6,1,484,1,36,1
8,96,6,1,487,1,36,1
9,32,6,0,-495,1,36,1
11,67,6,0,-450,1,36,1
12,25,6,0,-438,1,36,1
13,85,6,0,-437,1,36,1
14,30,6,0,-434,1,36,1
15,82,6,1,418,1,36,1
17,38,6,1,402,1,36,1
18,81,6,0,-471,1,36,1
19,77,6,1,478,1,36,1
20,11,6,0,-406,1,36,1
21,89,6,1,436,1,36,1
22,36,6,0,-411,1,36,1
24,57,6,1,437,1,36,1
25,81,6,1,418,1,36,1
27,98,6,1,426,1,36,1
28,24,6,1,480,1,36,1
29,1,6,0,-443,1,36,1
30,38,6,0,-409,1,36,1
32,61,6,0,-476,1,36,1
33,47,6,1,416,1,36,1
34,60,6,1,475,1,36,1
35,50,6,0,-402,1,36,1
36,48,6,0,-414,1,36,1
37,39,6,1,431,1,36,1
38,20,6,0,-484,1,36,1
40,25,6,0,-487,1,36,1
41,28,6,1,415,1,36,1
42,19,6,0,-461,1,36,1
43,29,6,1,482,1,36,1
44,46,6,1,448,1,36,1
46,21,6,0,-432,1,36,1
47,34,6,1,418,1,36,1
48,68,6,1,405,1,36,1
1,2,0,0,-465,1,37,1
2,72,6,0,-409,1,37,1
3,86,6,0,-418,1,37,1
4,33,6,0,-401,1,37,1
5,87,6,1,449,1,37,1
7,94,6,0,-445,1,37,1
8,67,6,0,-486,1,37,1
9,47,6,0,-447,1,37,1
11,3,1,1,441,1,37,1
12,54,6,0,-401,1,37,1
13,80,6,1,432,1,37,1
14,73,6,1,477,1,37,1
15,21,4,1,498,1,37,1
17,42,6,0,-428,1,37,1
18,58,6,1,418,1,37,1
19,2,0,1,403,1,37,1
20,97,6,1,444,1,37,1
21,92,6,0,-417,1,37,1
22,57,6,1,421,1,37,1
24,64,6,1,469,1,37,1
25,71,6,0,-484,1,37,1
27,13,4,1,481,1,37,1
28,41,6,1,431,1,37,1
29,23,5,0,-429,1,37,1
30,7,0,0,-422,1,37,1
32,94,6,0,-481,1,37,1
33,12,5,0,-402,1,37,1
34,8,0,0,-464,1,37,1
35,70,6,0,-405,1,37,1
36,88,6,0,-430,1,37,1
37,57,6,0,-426,1,37,1
38,2,0,1,457,1,37,1
40,79,6,1,425,1,37,1
41,53,6,0,-492,1,37,1
42,23,5,1,449,1,37,1
43,55,6,0,-424,1,37,1
44,82,6,0,-441,1,37,1
46,21,6,1,433,1,37,1
47,67,6,0,-469,1,37,1
48,87,6,0,-420,1,37,1
1,97,6,1,486,1,37,1
2,69,0,0,-451,1,37,1
3,48,0,0,-477,1,37,1
4,27,6,1,419,1,37,1
5,59,6,1,496,1,37,1
7,1,0,0,-494,1,37,1
8,52,6,1,473,1,37,1
9,96,6,1,439,1,37,1
11,82,6,1,480,1,37,1
12,63,6,1,459,1,37,1
13,21,0,0,-462,1,37,1
14,67,6,1,430,1,37,1
15,81,0,0,-461,1,37,1
17,18,6,1,401,1,37,1
18,48,6,1,410,1,37,1
19,4,0,0,-437,1,37,1
20,62,0,0,-460,1,37,1
21,41,5,0,-443,1,37,1
22,15,6,1,406,1,37,1
24,41,6,1,452,1,37,1
25,96,6,1,466,1,37,1
27,88,5,1,410,1,37,1
28,69,6,1,426,1,37,1
29,11,6,1,438,1,37,1
30,12,5,0,-427,1,37,1
32,48,6,1,473,1,37,1
33,10,6,1,413,1,37,1
34,45,5,0,-415,1,37,1
35,4,4,0,-462,1,37,1
36,49,4,0,-434,1,37,1
37,62,4,0,-468,1,37,1
38,32,4,0,-496,1,37,1
40,12,6,1,413,1,37,1
41,43,6,1,460,1,37,1
42,53,4,0,-436,1,37,1
43,5,6,1,441,1,37,1
44,10,5,0,-469,1,37,1
46,23,4,0,-433,1,37,1
47,64,4,0,-484,1,37,1
48,82,0,0,-451,1,37,1
1,95,5,0,-474,1,38,1
2,80,5,1,405,1,38,1
3,8,6,1,471,1,38,1
4,82,6,0,-455,1,38,1
5,63,4,1,454,1,38,1
7,73,4,1,461,1,38,1
8,24,4,1,461,1,38,1
9,10,6,0,-419,1,38,1
11,52,6,0,-409,1,38,1
12,43,6,0,-457,1,38,1
13,83,5,0,-454,1,38,1
