n_trial,uncertainty,seek,Market_change_1up,mc_model,Instr,ID,Old1
24,11,4,0,-406,0,59,1
25,59,4,1,407,0,59,1
27,49,2,0,-411,0,59,1
28,40,2,0,-425,0,59,1
29,54,4,1,433,0,59,1
30,19,5,1,447,0,59,1
32,33,2,1,446,0,59,1
33,87,2,0,-441,0,59,1
34,25,5,1,468,0,59,1
35,48,3,1,463,0,59,1
36,10,2,0,-477,0,59,1
37,24,3,1,495,0,59,1
38,3,4,0,-487,0,59,1
40,66,3,1,472,0,59,1
41,79,1,1,476,0,59,1
42,6,4,1,442,0,59,1
43,63,2,1,468,0,59,1
44,88,1,1,437,0,59,1
46,34,2,1,422,0,59,1
47,21,4,0,-482,0,59,1
48,27,4,1,460,0,59,1
1,7,6,1,499,0,60,1
2,61,6,0,-459,0,60,1
3,81,6,1,492,0,60,1
4,55,6,0,-492,0,60,1
5,38,6,1,493,0,60,1
7,74,6,0,-499,0,60,1
8,42,6,1,478,0,60,1
9,2,6,0,-400,0,60,1
11,6,6,1,420,0,60,1
12,78,6,0,-402,0,60,1
13,42,6,0,-432,0,60,1
14,72,6,1,434,0,60,1
15,43,6,1,494,0,60,1
17,77,6,0,-449,0,60,1
18,83,6,1,420,0,60,1
19,70,6,0,-466,0,60,1
20,5,6,0,-453,0,60,1
21,64,6,1,473,0,60,1
22,40,6,0,-488,0,60,1
24,5,6,0,-473,0,60,1
25,51,6,0,-473,0,60,1
27,92,6,0,-451,0,60,1
28,22,6,1,493,0,60,1
29,80,6,0,-472,0,60,1
30,42,6,1,495,0,60,1
32,92,6,0,-495,0,60,1
33,29,6,1,480,0,60,1
34,59,6,0,-486,0,60,1
35,47,6,0,-487,0,60,1
36,72,6,0,-414,0,60,1
37,73,6,0,-405,0,60,1
38,11,6,1,469,0,60,1
40,39,6,0,-437,0,60,1
41,11,6,0,-442,0,60,1
42,48,6,0,-435,0,60,1
43,16,6,1,498,0,60,1
44,51,6,1,425,0,60,1
46,98,6,0,-463,0,60,1
47,12,6,0,-469,0,60,1
48,88,6,0,-442,0,60,1
1,32,5,1,405,0,60,1
2,72,6,0,-490,0,60,1
3,41,4,0,-463,0,60,1
4,88,6,0,-402,0,60,1
5,98,6,0,-493,0,60,1
7,4,2,1,493,0,60,1
8,30,3,0,-457,0,60,1
9,5,2,1,466,0,60,1
11,16,4,0,-409,0,60,1
12,41,5,1,483,0,60,1
13,11,4,1,468,0,60,1
14,77,5,1,483,0,60,1
15,78,6,1,435,0,60,1
17,27,5,1,439,0,60,1
18,67,6,0,-486,0,60,1
19,13,5,1,412,0,60,1
20,94,6,1,476,0,60,1
21,72,6,1,418,0,60,1
22,29,5,0,-492,0,60,1
24,92,6,1,404,0,60,1
25,36,5,0,-479,0,60,1
27,25,4,1,410,0,60,1
28,45,5,1,436,0,60,1
29,6,2,1,441,0,60,1
30,98,6,1,453,0,60,1
32,37,5,1,499,0,60,1
33,90,6,1,412,0,60,1
34,22,5,0,-411,0,60,1
35,76,6,1,474,0,60,1
36,14,5,0,-472,0,60,1
37,22,5,0,-441,0,60,1
38,25,5,1,411,0,60,1
40,67,6,0,-440,0,60,1
41,25,5,1,461,0,60,1
42,92,6,1,459,0,60,1
43,67,3,0,-469,0,60,1
44,93,6,0,-417,0,60,1
46,19,5,0,-402,0,60,1
47,23,5,0,-480,0,60,1
48,62,6,1,419,0,60,1
1,63,4,0,-483,0,61,1
2,27,1,0,-419,0,61,1
3,78,4,0,-419,0,61,1
4,34,0,0,-400,0,61,1
5,49,5,1,457,0,61,1
7,41,6,1,405,0,61,1
8,76,1,1,437,0,61,1
9,70,3,0,-447,0,61,1
11,74,4,0,-496,0,61,1
12,71,4,0,-462,0,61,1
13,34,6,1,444,0,61,1
14,70,3,1,462,0,61,1
15,10,0,0,-489,0,61,1
17,85,1,1,460,0,61,1
18,46,0,0,-471,0,61,1
19,46,5,1,438,0,61,1
20,95,5,0,-447,0,61,1
21,58,4,1,474,0,61,1
22,42,5,1,481,0,61,1
24,46,5,1,437,0,61,1
25,85,3,0,-430,0,61,1
27,81,3,0,-468,0,61,1
28,2,0,0,-498,0,61,1
29,20,0,0,-457,0,61,1
30,56,2,1,407,0,61,1
32,5,0,0,-479,0,61,1
33,71,3,0,-452,0,61,1
34,74,1,1,499,0,61,1
35,32,1,0,-458,0,61,1
36,52,2,1,416,0,61,1
37,96,5,0,-476,0,61,1
38,54,3,1,429,0,61,1
40,28,0,0,-434,0,61,1
41,53,3,1,413,0,61,1
42,39,1,0,-431,0,61,1
43,15,5,1,410,0,61,1
44,33,0,0,-412,0,61,1
46,12,6,1,487,0,61,1
47,51,2,0,-447,0,61,1
48,79,1,1,464,0,61,1
1,81,5,0,-401,0,61,1
2,13,4,0,-422,0,61,1
3,67,6,1,410,0,61,1
4,28,4,1,451,0,61,1
5,99,6,0,-478,0,61,1
7,56,5,1,453,0,61,1
8,2,0,1,462,0,61,1
9,70,6,1,481,0,61,1
11,17,4,1,407,0,61,1
12,59,6,0,-442,0,61,1
13,94,6,1,407,0,61,1
14,25,5,0,-400,0,61,1
15,99,6,0,-489,0,61,1
17,28,5,1,495,0,61,1
18,22,5,1,402,0,61,1
19,63,6,0,-404,0,61,1
20,77,6,0,-488,0,61,1
21,82,6,1,403,0,61,1
22,61,6,1,411,0,61,1
24,29,5,1,407,0,61,1
25,27,5,1,491,0,61,1
27,65,6,1,500,0,61,1
28,1,0,0,-491,0,61,1
29,37,6,1,481,0,61,1
30,90,6,0,-449,0,61,1
32,10,4,0,-497,0,61,1
33,72,6,1,403,0,61,1
34,48,6,0,-409,0,61,1
35,43,6,0,-440,0,61,1
36,44,6,0,-430,0,61,1
37,87,6,0,-484,0,61,1
38,68,6,1,412,0,61,1
40,71,6,0,-447,0,61,1
41,54,6,0,-463,0,61,1
42,57,6,0,-461,0,61,1
43,29,5,0,-461,0,61,1
44,78,6,1,427,0,61,1
46,22,5,1,406,0,61,1
47,23,5,1,430,0,61,1
48,1,0,0,-495,0,61,1
1,48,2,0,-441,0,62,1
2,6,6,0,-417,0,62,1
3,64,2,0,-437,0,62,1
4,59,6,1,407,0,62,1
5,20,3,1,481,0,62,1
7,92,6,0,-486,0,62,1
8,1,6,0,-414,0,62,1
9,5,5,0,-443,0,62,1
11,65,5,1,434,0,62,1
12,21,3,0,-427,0,62,1
13,72,2,1,414,0,62,1
14,72,3,1,496,0,62,1
15,63,6,1,497,0,62,1
17,1,6,1,463,0,62,1
18,24,3,0,-408,0,62,1
19,33,3,0,-474,0,62,1
20,13,2,0,-443,0,62,1
21,69,5,1,491,0,62,1
22,99,6,0,-404,0,62,1
24,42,4,0,-462,0,62,1
25,15,4,0,-445,0,62,1
27,79,2,0,-494,0,62,1
28,84,2,1,429,0,62,1
29,59,2,0,-485,0,62,1
30,12,5,1,434,0,62,1
32,82,6,0,-492,0,62,1
33,7,4,0,-436,0,62,1
34,88,3,1,462,0,62,1
35,71,2,0,-402,0,62,1
36,68,4,1,454,0,62,1
37,46,5,0,-493,0,62,1
38,25,2,0,-481,0,62,1
40,8,2,1,421,0,62,1
41,78,2,0,-451,0,62,1
42,4,5,1,403,0,62,1
43,69,5,1,476,0,62,1
44,85,5,1,473,0,62,1
46,11,6,1,493,0,62,1
47,67,3,1,473,0,62,1
48,74,3,1,471,0,62,1
1,87,1,1,467,0,62,1
2,40,6,1,415,0,62,1
3,62,2,1,414,0,62,1
4,58,1,0,-433,0,62,1
5,88,0,1,415,0,62,1
7,44,6,1,446,0,62,1
8,69,0,0,-499,0,62,1
9,9,0,0,-417,0,62,1
11,66,3,0,-467,0,62,1
12,8,6,1,446,0,62,1
13,92,4,1,444,0,62,1
14,27,6,1,439,0,62,1
15,57,3,0,-473,0,62,1
17,58,4,1,482,0,62,1
18,94,6,1,434,0,62,1
19,30,1,0,-406,0,62,1
20,79,4,1,440,0,62,1
21,9,6,1,427,0,62,1
22,35,6,1,428,0,62,1
24,7,6,1,452,0,62,1
25,7,6,1,400,0,62,1
27,87,0,0,-465,0,62,1
28,95,1,1,496,0,62,1
29,67,3,1,429,0,62,1
30,91,0,0,-415,0,62,1
32,28,2,0,-431,0,62,1
33,66,2,1,491,0,62,1
34,91,4,0,-482,0,62,1
35,85,4,0,-459,0,62,1
36,8,6,1,447,0,62,1
37,3,0,0,-419,0,62,1
38,46,2,0,-474,0,62,1
40,62,4,1,424,0,62,1
41,94,3,0,-476,0,62,1
42,61,4,0,-454,0,62,1
43,98,2,1,454,0,62,1
44,54,2,0,-475,0,62,1
46,77,2,0,-423,0,62,1
47,70,3,1,486,0,62,1
48,37,4,1,483,0,62,1
1,3,3,1,467,0,63,1
2,96,3,0,-422,0,63,1
3,54,3,1,407,0,63,1
4,88,6,0,-418,0,63,1
5,79,6,1,445,0,63,1
7,96,6,0,-424,0,63,1
8,4,6,1,464,0,63,1
9,11,6,0,-458,0,63,1
11,95,6,1,431,0,63,1
12,85,6,0,-449,0,63,1
13,93,6,0,-443,0,63,1
14,81,6,0,-442,0,63,1
15,82,6,0,-455,0,63,1
17,17,6,1,442,0,63,1
18,72,6,0,-494,0,63,1
19,39,3,1,429,0,63,1
20,56,4,1,496,0,63,1
21,7,2,1,417,0,63,1
22,53,1,1,494,0,63,1
24,2,0,1,427,0,63,1
25,42,1,0,-421,0,63,1
27,77,6,1,476,0,63,1
28,57,6,1,407,0,63,1
29,60,6,0,-486,0,63,1
30,97,6,0,-436,0,63,1
32,17,5,1,497,0,63,1
33,31,3,0,-403,0,63,1
34,33,2,1,478,0,63,1
35,46,6,0,-433,0,63,1
36,41,4,0,-494,0,63,1
37,31,2,1,456,0,63,1
38,10,5,1,442,0,63,1
40,44,6,1,444,0,63,1
41,69,5,1,456,0,63,1
42,34,2,1,430,0,63,1
43,99,6,1,429,0,63,1
44,44,2,1,494,0,63,1
46,18,0,0,-439,0,63,1
47,32,4,1,439,0,63,1
48,74,4,0,-412,0,63,1
1,4,6,0,-490,0,63,1
2,53,6,1,483,0,63,1
3,56,6,0,-496,0,63,1
4,9,6,1,492,0,63,1
5,54,6,1,422,0,63,1
7,23,6,1,437,0,63,1
8,69,6,1,468,0,63,1
9,35,6,1,472,0,63,1
11,63,6,0,-476,0,63,1
12,8,0,1,412,0,63,1
13,17,3,1,496,0,63,1
14,54,6,0,-475,0,63,1
15,16,6,1,405,0,63,1
17,20,6,1,418,0,63,1
18,29,6,1,419,0,63,1
19,69,6,1,497,0,63,1
20,68,6,0,-468,0,63,1
21,57,6,1,432,0,63,1
22,87,6,1,430,0,63,1
24,64,6,0,-410,0,63,1
25,31,6,0,-440,0,63,1
27,8,6,0,-409,0,63,1
28,28,6,0,-491,0,63,1
29,13,6,1,439,0,63,1
30,6,6,1,446,0,63,1
32,10,6,0,-470,0,63,1
33,84,6,1,408,0,63,1
34,1,6,0,-418,0,63,1
35,92,6,1,496,0,63,1
36,29,6,0,-488,0,63,1
37,81,6,0,-419,0,63,1
38,79,6,0,-446,0,63,1
40,55,6,1,478,0,63,1
41,15,6,1,475,0,63,1
42,29,6,1,475,0,63,1
43,41,6,0,-467,0,63,1
44,7,6,1,469,0,63,1
46,97,6,1,453,0,63,1
47,66,6,0,-434,0,63,1
48,19,6,1,457,0,63,1
1,85,3,0,-460,0,64,1
2,93,4,1,487,0,64,1
3,54,3,0,-439,0,64,1
4,54,4,1,461,0,64,1
5,80,3,0,-465,0,64,1
7,47,3,1,407,0,64,1
8,83,3,0,-498,0,64,1
9,18,6,1,480,0,64,1
11,52,3,0,-493,0,64,1
12,7,3,1,430,0,64,1
13,75,3,0,-486,0,64,1
14,92,3,0,-433,0,64,1
15,56,3,0,-400,0,64,1
17,48,3,1,426,0,64,1
18,86,3,1,479,0,64,1
19,71,3,1,448,0,64,1
20,4,3,0,-473,0,64,1
21,4,3,0,-499,0,64,1
22,85,3,1,443,0,64,1
24,7,3,1,462,0,64,1
25,5,6,1,492,0,64,1
27,39,3,1,447,0,64,1
28,92,3,1,421,0,64,1
29,25,5,1,418,0,64,1
30,54,3,1,441,0,64,1
32,35,3,0,-452,0,64,1
33,12,2,0,-492,0,64,1
34,5,5,1,426,0,64,1
35,46,3,1,438,0,64,1
36,77,3,1,477,0,64,1
37,44,3,0,-439,0,64,1
38,49,3,1,478,0,64,1
40,71,3,0,-403,0,64,1
41,73,3,0,-445,0,64,1
42,63,3,0,-400,0,64,1
43,28,5,1,462,0,64,1
44,58,3,1,458,0,64,1
46,6,6,1,474,0,64,1
47,66,3,1,457,0,64,1
48,33,2,0,-419,0,64,1
1,43,6,0,-419,0,64,1
2,24,1,1,443,0,64,1
3,32,5,0,-497,0,64,1
4,21,2,1,481,0,64,1
5,42,5,1,456,0,64,1
7,74,6,1,442,0,64,1
8,29,4,0,-500,0,64,1
9,2,0,1,482,0,64,1
11,54,5,0,-420,0,64,1
12,25,4,1,451,0,64,1
13,35,5,0,-486,0,64,1
14,67,6,0,-494,0,64,1
15,65,6,0,-415,0,64,1
17,66,6,1,404,0,64,1
18,16,3,0,-445,0,64,1
19,3,0,1,440,0,64,1
20,51,6,0,-437,0,64,1
21,92,6,0,-499,0,64,1
22,50,6,1,457,0,64,1
24,10,0,1,445,0,64,1
25,41,5,1,407,0,64,1
27,7,0,1,449,0,64,1
28,4,0,0,-422,0,64,1
29,30,4,1,461,0,64,1
30,52,6,0,-468,0,64,1
32,33,6,0,-472,0,64,1
33,42,6,0,-419,0,64,1
34,90,6,0,-432,0,64,1
35,81,6,1,411,0,64,1
36,40,6,1,403,0,64,1
37,75,6,1,422,0,64,1
38,81,6,0,-483,0,64,1
40,74,6,0,-428,0,64,1
41,20,3,0,-477,0,64,1
42,11,1,0,-424,0,64,1
43,94,6,1,435,0,64,1
44,31,4,1,479,0,64,1
46,7,0,1,422,0,64,1
47,44,5,0,-479,0,64,1
48,23,4,0,-448,0,64,1
1,84,1,0,-417,0,65,1
2,62,3,1,429,0,65,1
3,14,1,1,495,0,65,1
4,45,4,0,-492,0,65,1
5,42,2,1,486,0,65,1
7,64,2,1,469,0,65,1
8,35,3,1,494,0,65,1
9,98,6,1,425,0,65,1
11,40,3,0,-461,0,65,1
12,71,1,0,-434,0,65,1
13,11,1,0,-402,0,65,1
14,20,4,0,-435,0,65,1
15,47,3,0,-426,0,65,1
17,33,2,0,-419,0,65,1
18,25,2,0,-487,0,65,1
19,35,3,1,420,0,65,1
20,96,6,0,-450,0,65,1
21,46,3,1,476,0,65,1
22,69,2,0,-462,0,65,1
24,22,2,0,-472,0,65,1
25,76,5,0,-419,0,65,1
27,71,2,1,426,0,65,1
28,47,3,1,428,0,65,1
29,91,5,0,-451,0,65,1
30,29,2,1,498,0,65,1
32,94,3,1,435,0,65,1
33,44,2,1,465,0,65,1
34,78,4,0,-430,0,65,1
35,40,2,1,422,0,65,1
36,17,1,0,-500,0,65,1
37,69,3,1,423,0,65,1
38,11,0,0,-453,0,65,1
40,64,3,1,431,0,65,1
41,50,3,0,-483,0,65,1
42,48,2,0,-492,0,65,1
43,8,4,1,442,0,65,1
44,81,4,1,477,0,65,1
46,76,4,1,500,0,65,1
47,25,3,1,440,0,65,1
48,18,2,1,413,0,65,1
1,86,2,1,455,0,65,1
2,36,2,0,-415,0,65,1
3,26,6,1,413,0,65,1
4,35,3,0,-491,0,65,1
5,77,4,0,-460,0,65,1
7,32,0,0,-422,0,65,1
8,83,5,0,-494,0,65,1
9,77,5,1,491,0,65,1
11,98,6,0,-421,0,65,1
12,67,5,1,458,0,65,1
13,11,0,0,-473,0,65,1
14,80,2,0,-447,0,65,1
15,84,3,1,481,0,65,1
17,31,5,1,494,0,65,1
18,76,4,0,-466,0,65,1
19,6,0,0,-406,0,65,1
20,4,6,1,425,0,65,1
21,80,4,0,-406,0,65,1
22,69,3,0,-427,0,65,1
24,99,2,1,418,0,65,1
25,48,5,1,459,0,65,1
27,17,5,1,438,0,65,1
28,26,4,1,416,0,65,1
29,71,4,1,452,0,65,1
30,11,5,1,453,0,65,1
32,89,4,0,-443,0,65,1
33,10,6,1,416,0,65,1
34,2,0,0,-476,0,65,1
35,48,5,1,446,0,65,1
36,50,3,0,-422,0,65,1
37,43,1,0,-414,0,65,1
38,65,2,0,-442,0,65,1
40,59,5,1,424,0,65,1
41,43,1,0,-481,0,65,1
42,79,3,1,423,0,65,1
43,6,0,0,-428,0,65,1
44,65,5,1,458,0,65,1
46,99,5,0,-473,0,65,1
47,89,3,1,439,0,65,1
48,89,3,1,484,0,65,1
1,24,4,0,-430,0,66,1
2,67,5,0,-431,0,66,1
3,46,3,1,480,0,66,1
4,41,4,1,488,0,66,1
5,93,4,0,-472,0,66,1
7,5,1,0,-437,0,66,1
8,20,3,1,427,0,66,1
9,74,4,1,463,0,66,1
11,63,4,1,462,0,66,1
12,17,4,0,-500,0,66,1
13,88,4,1,468,0,66,1
14,63,4,0,-483,0,66,1
15,21,4,1,464,0,66,1
17,18,3,1,500,0,66,1
18,19,2,0,-412,0,66,1
19,81,4,0,-475,0,66,1
20,75,4,1,489,0,66,1
21,3,1,1,477,0,66,1
22,82,3,1,454,0,66,1
24,35,4,0,-487,0,66,1
25,94,5,0,-453,0,66,1
27,21,3,0,-488,0,66,1
28,58,4,0,-500,0,66,1
29,54,5,0,-400,0,66,1
30,65,5,1,435,0,66,1
32,78,4,1,403,0,66,1
33,32,3,0,-409,0,66,1
34,73,5,0,-421,0,66,1
35,18,2,0,-496,0,66,1
36,46,3,1,497,0,66,1
37,11,2,0,-500,0,66,1
38,47,4,0,-497,0,66,1
40,65,4,1,454,0,66,1
41,90,5,0,-460,0,66,1
42,64,4,1,446,0,66,1
43,54,4,0,-421,0,66,1
44,9,2,0,-408,0,66,1
46,53,4,0,-401,0,66,1
47,38,3,0,-483,0,66,1
48,79,5,0,-493,0,66,1
1,81,6,0,-497,0,66,1
2,13,6,0,-466,0,66,1
3,64,2,1,461,0,66,1
4,42,2,0,-477,0,66,1
5,26,2,1,466,0,66,1
7,14,2,0,-495,0,66,1
8,92,2,1,465,0,66,1
9,27,2,1,435,0,66,1
11,92,2,0,-446,0,66,1
12,25,2,0,-411,0,66,1
13,51,2,0,-498,0,66,1
14,93,2,0,-413,0,66,1
15,82,2,0,-429,0,66,1
17,81,2,1,450,0,66,1
18,81,2,1,424,0,66,1
19,8,2,0,-445,0,66,1
20,21,2,1,481,0,66,1
21,38,2,1,412,0,66,1
22,95,2,0,-500,0,66,1
24,2,2,1,460,0,66,1
25,73,2,0,-444,0,66,1
27,73,2,0,-456,0,66,1
28,35,2,1,413,0,66,1
29,45,2,0,-493,0,66,1
30,35,2,1,431,0,66,1
32,22,2,0,-464,0,66,1
33,2,2,0,-447,0,66,1
34,79,2,1,434,0,66,1
35,7,2,0,-488,0,66,1
36,34,2,0,-481,0,66,1
37,48,2,1,426,0,66,1
38,78,2,1,415,0,66,1
40,37,2,0,-480,0,66,1
41,81,2,0,-471,0,66,1
42,33,2,0,-452,0,66,1
43,21,2,0,-417,0,66,1
44,66,2,0,-418,0,66,1
46,90,2,0,-411,0,66,1
47,33,2,0,-449,0,66,1
48,14,2,1,400,0,66,1
1,88,3,0,-431,0,67,1
2,72,6,0,-488,0,67,1
3,50,0,0,-400,0,67,1
4,79,3,1,401,0,67,1
5,46,4,1,446,0,67,1
7,42,3,1,468,0,67,1
8,72,4,1,494,0,67,1
9,78,4,1,431,0,67,1
11,1,0,0,-453,0,67,1
12,23,0,0,-498,0,67,1
13,40,6,1,455,0,67,1
14,30,4,1,456,0,67,1
15,75,3,1,427,0,67,1
17,97,0,1,413,0,67,1
18,41,0,0,-461,0,67,1
19,84,1,1,474,0,67,1
20,70,6,1,402,0,67,1
21,96,4,1,477,0,67,1
22,45,0,0,-472,0,67,1
24,16,3,1,474,0,67,1
25,71,0,0,-439,0,67,1
27,66,0,0,-442,0,67,1
28,11,6,1,445,0,67,1
29,74,0,0,-475,0,67,1
30,25,0,0,-457,0,67,1
32,86,3,0,-452,0,67,1
33,17,6,1,496,0,67,1
34,20,6,1,474,0,67,1
35,11,0,0,-475,0,67,1
36,63,3,1,403,0,67,1
37,92,0,0,-415,0,67,1
38,34,0,0,-408,0,67,1
40,53,0,0,-459,0,67,1
41,95,0,0,-413,0,67,1
42,47,3,1,442,0,67,1
43,57,5,1,444,0,67,1
44,67,3,0,-400,0,67,1
46,73,3,1,452,0,67,1
47,81,3,1,462,0,67,1
48,30,4,1,415,0,67,1
1,24,6,0,-495,0,67,1
2,36,1,0,-465,0,67,1
3,21,1,1,403,0,67,1
4,50,0,0,-479,0,67,1
5,67,0,1,417,0,67,1
7,26,2,1,491,0,67,1
8,88,6,0,-470,0,67,1
9,37,0,0,-436,0,67,1
11,22,0,0,-459,0,67,1
12,78,6,0,-496,0,67,1
13,21,0,0,-481,0,67,1
14,66,0,0,-422,0,67,1
15,3,6,0,-413,0,67,1
17,14,0,0,-470,0,67,1
18,75,0,1,448,0,67,1
19,25,0,1,427,0,67,1
20,87,6,0,-428,0,67,1
21,77,0,0,-479,0,67,1
22,69,0,1,436,0,67,1
24,44,6,0,-498,0,67,1
25,33,6,1,408,0,67,1
27,91,6,1,403,0,67,1
28,29,6,1,500,0,67,1
29,70,6,1,426,0,67,1
30,97,6,1,469,0,67,1
32,90,6,1,413,0,67,1
33,9,6,0,-435,0,67,1
34,82,6,0,-434,0,67,1
35,27,6,0,-490,0,67,1
36,99,6,1,496,0,67,1
37,69,6,1,411,0,67,1
38,78,6,0,-402,0,67,1
40,26,6,1,481,0,67,1
41,15,6,0,-421,0,67,1
42,75,6,1,416,0,67,1
43,67,6,0,-496,0,67,1
44,97,6,1,405,0,67,1
46,10,0,1,482,0,67,1
47,75,0,1,490,0,67,1
48,66,0,1,459,0,67,1
1,6,6,1,497,0,68,1
2,5,6,1,475,0,68,1
3,31,6,1,436,0,68,1
4,52,6,1,493,0,68,1
5,49,6,1,416,0,68,1
7,10,6,1,431,0,68,1
8,44,6,0,-426,0,68,1
9,84,6,0,-435,0,68,1
11,61,6,1,479,0,68,1
12,65,6,0,-422,0,68,1
13,21,6,0,-434,0,68,1
14,46,6,0,-442,0,68,1
15,76,6,0,-434,0,68,1
17,46,6,1,416,0,68,1
18,39,6,0,-468,0,68,1
19,58,6,0,-487,0,68,1
20,6,6,0,-443,0,68,1
21,33,6,0,-480,0,68,1
22,21,6,0,-409,0,68,1
24,11,6,0,-454,0,68,1
25,84,6,1,432,0,68,1
27,6,6,0,-486,0,68,1
28,42,6,1,431,0,68,1
29,70,6,0,-416,0,68,1
30,18,6,0,-465,0,68,1
32,11,6,1,467,0,68,1
33,59,6,1,454,0,68,1
34,11,6,0,-418,0,68,1
35,13,6,1,429,0,68,1
36,82,6,0,-441,0,68,1
37,84,6,1,443,0,68,1
38,37,6,0,-414,0,68,1
40,96,6,0,-475,0,68,1
41,40,6,0,-475,0,68,1
42,46,6,0,-461,0,68,1
43,95,6,0,-479,0,68,1
44,2,6,1,472,0,68,1
46,32,6,1,460,0,68,1
47,21,6,0,-466,0,68,1
48,42,6,1,467,0,68,1
1,93,0,1,402,0,68,1
2,18,3,1,422,0,68,1
3,30,3,0,-422,0,68,1
4,67,3,0,-464,0,68,1
5,45,0,0,-488,0,68,1
7,36,0,0,-436,0,68,1
8,30,0,1,464,0,68,1
9,40,3,0,-452,0,68,1
11,57,0,0,-406,0,68,1
12,25,3,1,479,0,68,1
13,36,0,0,-468,0,68,1
14,72,0,0,-491,0,68,1
15,48,3,1,408,0,68,1
17,48,4,0,-427,0,68,1
18,35,5,1,493,0,68,1
19,35,0,0,-459,0,68,1
20,2,0,0,-428,0,68,1
21,61,4,1,472,0,68,1
22,24,4,0,-459,0,68,1
24,69,5,0,-470,0,68,1
25,15,4,1,429,0,68,1
27,48,5,1,481,0,68,1
28,38,4,1,490,0,68,1
29,55,3,1,473,0,68,1
30,33,0,0,-479,0,68,1
32,72,0,0,-428,0,68,1
33,36,5,1,475,0,68,1
34,24,0,0,-422,0,68,1
35,44,0,0,-463,0,68,1
36,14,0,0,-442,0,68,1
37,45,0,0,-479,0,68,1
38,36,0,0,-411,0,68,1
40,80,6,1,423,0,68,1
41,5,0,0,-493,0,68,1
42,66,3,0,-488,0,68,1
43,55,6,1,492,0,68,1
44,87,6,0,-420,0,68,1
46,51,6,1,484,0,68,1
47,45,6,1,408,0,68,1
48,40,6,1,462,0,68,1
1,34,6,1,482,0,69,1
2,19,6,0,-421,0,69,1
3,8,6,1,488,0,69,1
4,9,6,1,464,0,69,1
5,29,6,0,-469,0,69,1
7,12,6,0,-432,0,69,1
8,9,6,0,-430,0,69,1
9,99,6,0,-457,0,69,1
11,16,6,1,487,0,69,1
12,48,6,1,437,0,69,1
13,3,6,0,-456,0,69,1
14,47,6,1,457,0,69,1
15,13,6,1,493,0,69,1
17,22,6,0,-491,0,69,1
18,30,6,1,486,0,69,1
19,18,6,0,-464,0,69,1
20,69,6,0,-430,0,69,1
21,18,6,1,420,0,69,1
22,57,6,1,409,0,69,1
24,71,6,1,486,0,69,1
25,93,6,1,413,0,69,1
27,95,6,0,-485,0,69,1
28,92,6,1,475,0,69,1
29,96,6,1,461,0,69,1
30,33,6,0,-431,0,69,1
32,65,6,1,474,0,69,1
33,77,6,1,448,0,69,1
34,76,6,0,-461,0,69,1
35,90,6,1,466,0,69,1
36,87,6,1,403,0,69,1
37,87,6,0,-461,0,69,1
38,34,6,1,455,0,69,1
40,73,6,0,-431,0,69,1
41,17,6,0,-468,0,69,1
42,2,5,0,-473,0,69,1
43,14,6,0,-441,0,69,1
44,92,6,0,-415,0,69,1
46,8,6,1,464,0,69,1
47,51,5,0,-452,0,69,1
48,96,6,1,474,0,69,1
1,23,4,1,426,0,69,1
2,3,0,0,-492,0,69,1
3,21,3,0,-423,0,69,1
4,65,4,1,447,0,69,1
5,41,3,1,485,0,69,1
7,36,3,0,-474,0,69,1
8,98,5,1,473,0,69,1
9,78,3,0,-436,0,69,1
11,3,3,0,-494,0,69,1
12,37,3,1,451,0,69,1
13,8,4,1,423,0,69,1
14,29,4,0,-410,0,69,1
15,10,4,0,-421,0,69,1
17,17,4,1,492,0,69,1
18,8,1,1,456,0,69,1
19,44,2,1,437,0,69,1
20,56,1,0,-468,0,69,1
21,50,3,0,-435,0,69,1
22,78,2,1,406,0,69,1
24,61,2,0,-466,0,69,1
25,13,2,1,449,0,69,1
27,19,3,0,-461,0,69,1
28,55,3,1,484,0,69,1
29,98,0,0,-443,0,69,1
30,79,3,1,448,0,69,1
32,15,3,1,472,0,69,1
33,85,2,0,-438,0,69,1
34,46,2,0,-496,0,69,1
35,18,2,0,-443,0,69,1
36,39,2,0,-442,0,69,1
37,88,4,1,462,0,69,1
38,49,3,0,-464,0,69,1
40,18,2,1,423,0,69,1
41,52,2,0,-433,0,69,1
42,71,3,1,451,0,69,1
43,1,6,1,479,0,69,1
44,35,3,0,-441,0,69,1
46,47,3,0,-431,0,69,1
47,40,3,1,422,0,69,1
48,13,2,0,-428,0,69,1
1,65,0,1,456,0,70,1
2,47,0,0,-433,0,70,1
3,43,0,0,-457,0,70,1
4,70,0,0,-446,0,70,1
5,77,0,1,490,0,70,1
7,29,0,0,-468,0,70,1
8,35,0,0,-420,0,70,1
9,67,0,0,-460,0,70,1
11,84,0,0,-459,0,70,1
12,84,0,1,491,0,70,1
13,83,0,0,-487,0,70,1
14,91,0,1,419,0,70,1
15,32,0,1,407,0,70,1
17,27,0,1,458,0,70,1
18,84,0,1,445,0,70,1
19,30,0,0,-435,0,70,1
20,86,0,0,-450,0,70,1
21,27,0,1,418,0,70,1
22,16,0,1,435,0,70,1
24,19,0,1,456,0,70,1
25,42,0,1,478,0,70,1
27,82,0,1,406,0,70,1
28,65,0,1,472,0,70,1
29,66,0,1,432,0,70,1
30,82,0,1,416,0,70,1
