n_trial,uncertainty,seek,mc_model,Instr
40,53,0,-459,0
41,95,0,-413,0
42,47,3,442,0
43,57,5,444,0
44,67,3,-400,0
46,73,3,452,0
47,81,3,462,0
48,30,4,415,0
1,24,6,-495,0
2,36,1,-465,0
3,21,1,403,0
4,50,0,-479,0
5,67,0,417,0
7,26,2,491,0
8,88,6,-470,0
9,37,0,-436,0
11,22,0,-459,0
12,78,6,-496,0
13,21,0,-481,0
14,66,0,-422,0
15,3,6,-413,0
17,14,0,-470,0
18,75,0,448,0
19,25,0,427,0
20,87,6,-428,0
21,77,0,-479,0
22,69,0,436,0
24,44,6,-498,0
25,33,6,408,0
27,91,6,403,0
28,29,6,500,0
29,70,6,426,0
30,97,6,469,0
32,90,6,413,0
33,9,6,-435,0
34,82,6,-434,0
35,27,6,-490,0
36,99,6,496,0
37,69,6,411,0
38,78,6,-402,0
40,26,6,481,0
41,15,6,-421,0
42,75,6,416,0
43,67,6,-496,0
44,97,6,405,0
46,10,0,482,0
47,75,0,490,0
48,66,0,459,0
1,6,6,497,0
2,5,6,475,0
3,31,6,436,0
4,52,6,493,0
5,49,6,416,0
7,10,6,431,0
8,44,6,-426,0
9,84,6,-435,0
11,61,6,479,0
12,65,6,-422,0
13,21,6,-434,0
14,46,6,-442,0
15,76,6,-434,0
17,46,6,416,0
18,39,6,-468,0
19,58,6,-487,0
20,6,6,-443,0
21,33,6,-480,0
22,21,6,-409,0
24,11,6,-454,0
25,84,6,432,0
27,6,6,-486,0
28,42,6,431,0
29,70,6,-416,0
30,18,6,-465,0
32,11,6,467,0
33,59,6,454,0
34,11,6,-418,0
35,13,6,429,0
36,82,6,-441,0
37,84,6,443,0
38,37,6,-414,0
40,96,6,-475,0
41,40,6,-475,0
42,46,6,-461,0
43,95,6,-479,0
44,2,6,472,0
46,32,6,460,0
47,21,6,-466,0
48,42,6,467,0
1,93,0,402,0
2,18,3,422,0
3,30,3,-422,0
4,67,3,-464,0
5,45,0,-488,0
7,36,0,-436,0
8,30,0,464,0
9,40,3,-452,0
11,57,0,-406,0
12,25,3,479,0
13,36,0,-468,0
14,72,0,-491,0
15,48,3,408,0
17,48,4,-427,0
18,35,5,493,0
19,35,0,-459,0
20,2,0,-428,0
21,61,4,472,0
22,24,4,-459,0
24,69,5,-470,0
25,15,4,429,0
27,48,5,481,0
28,38,4,490,0
29,55,3,473,0
30,33,0,-479,0
32,72,0,-428,0
33,36,5,475,0
34,24,0,-422,0
35,44,0,-463,0
36,14,0,-442,0
37,45,0,-479,0
38,36,0,-411,0
40,80,6,423,0
41,5,0,-493,0
42,66,3,-488,0
43,55,6,492,0
44,87,6,-420,0
46,51,6,484,0
47,45,6,408,0
48,40,6,462,0
1,34,6,482,0
2,19,6,-421,0
3,8,6,488,0
4,9,6,464,0
5,29,6,-469,0
7,12,6,-432,0
8,9,6,-430,0
9,99,6,-457,0
11,16,6,487,0
12,48,6,437,0
13,3,6,-456,0
14,47,6,457,0
15,13,6,493,0
17,22,6,-491,0
18,30,6,486,0
19,18,6,-464,0
20,69,6,-430,0
21,18,6,420,0
22,57,6,409,0
24,71,6,486,0
25,93,6,413,0
27,95,6,-485,0
28,92,6,475,0
29,96,6,461,0
30,33,6,-431,0
32,65,6,474,0
33,77,6,448,0
34,76,6,-461,0
35,90,6,466,0
36,87,6,403,0
37,87,6,-461,0
38,34,6,455,0
40,73,6,-431,0
41,17,6,-468,0
42,2,5,-473,0
43,14,6,-441,0
44,92,6,-415,0
46,8,6,464,0
47,51,5,-452,0
48,96,6,474,0
1,23,4,426,0
2,3,0,-492,0
3,21,3,-423,0
4,65,4,447,0
5,41,3,485,0
7,36,3,-474,0
8,98,5,473,0
9,78,3,-436,0
11,3,3,-494,0
12,37,3,451,0
13,8,4,423,0
14,29,4,-410,0
15,10,4,-421,0
17,17,4,492,0
18,8,1,456,0
19,44,2,437,0
20,56,1,-468,0
21,50,3,-435,0
22,78,2,406,0
24,61,2,-466,0
25,13,2,449,0
27,19,3,-461,0
28,55,3,484,0
29,98,0,-443,0
30,79,3,448,0
32,15,3,472,0
33,85,2,-438,0
34,46,2,-496,0
35,18,2,-443,0
36,39,2,-442,0
37,88,4,462,0
38,49,3,-464,0
40,18,2,423,0
41,52,2,-433,0
42,71,3,451,0
43,1,6,479,0
44,35,3,-441,0
46,47,3,-431,0
47,40,3,422,0
48,13,2,-428,0
1,65,0,456,0
2,47,0,-433,0
3,43,0,-457,0
4,70,0,-446,0
5,77,0,490,0
7,29,0,-468,0
8,35,0,-420,0
9,67,0,-460,0
11,84,0,-459,0
12,84,0,491,0
13,83,0,-487,0
14,91,0,419,0
15,32,0,407,0
17,27,0,458,0
18,84,0,445,0
19,30,0,-435,0
20,86,0,-450,0
21,27,0,418,0
22,16,0,435,0
24,19,0,456,0
25,42,0,478,0
27,82,0,406,0
28,65,0,472,0
29,66,0,432,0
30,82,0,416,0
32,87,0,432,0
33,7,0,-462,0
34,56,0,-410,0
35,20,0,446,0
36,82,0,437,0
37,87,0,413,0
38,30,0,-416,0
40,60,0,457,0
41,20,0,436,0
42,57,0,494,0
43,3,0,413,0
44,80,0,439,0
46,25,0,-443,0
47,66,0,428,0
48,56,0,457,0
1,8,0,444,0
2,1,0,471,0
3,74,0,-456,0
4,4,0,456,0
5,38,0,-498,0
7,28,0,460,0
8,82,0,-441,0
9,52,0,472,0
11,83,0,-500,0
12,29,0,495,0
13,85,0,-459,0
14,16,0,474,0
15,38,0,443,0
17,42,0,-484,0
18,44,0,-420,0
19,10,0,484,0
20,49,0,-494,0
21,7,0,471,0
22,56,0,-495,0
24,56,0,-459,0
25,19,0,-419,0
27,79,0,488,0
28,47,0,410,0
29,66,0,-493,0
30,91,0,-414,0
32,68,0,403,0
33,11,0,498,0
34,90,0,421,0
35,94,0,442,0
36,67,0,-413,0
37,74,0,-447,0
38,4,0,468,0
40,47,0,427,0
41,57,0,452,0
42,74,0,422,0
43,62,0,-476,0
44,2,0,-463,0
46,38,0,-490,0
47,52,0,-443,0
48,32,0,476,0
1,61,0,494,0
2,12,0,438,0
3,37,0,480,0
4,25,0,-468,0
5,27,0,448,0
7,14,0,459,0
8,30,0,-431,0
9,3,0,-476,0
11,35,0,-409,0
12,14,0,468,0
13,9,0,405,0
14,37,0,456,0
15,4,0,-415,0
17,33,0,-419,0
18,13,0,-478,0
19,18,0,448,0
20,50,0,482,0
21,58,0,-430,0
22,82,0,439,0
24,48,0,-487,0
25,69,0,401,0
27,25,0,415,0
28,7,0,488,0
29,10,0,413,0
30,56,0,417,0
32,46,0,-454,0
33,72,0,436,0
34,58,0,-481,0
35,84,0,-483,0
36,9,0,436,0
37,34,0,414,0
38,53,0,-423,0
40,63,0,412,0
41,82,0,463,0
42,44,0,423,0
43,75,0,472,0
44,12,0,-443,0
46,29,0,482,0
47,11,0,460,0
48,3,0,-418,0
1,80,4,448,0
2,5,3,-448,0
3,88,3,432,0
4,33,4,422,0
5,13,4,478,0
7,40,3,-454,0
8,17,3,401,0
9,72,4,488,0
11,67,4,429,0
12,54,3,-431,0
13,94,3,425,0
14,70,3,419,0
15,72,4,-407,0
17,69,3,-464,0
18,80,4,-403,0
19,64,3,-472,0
20,18,4,495,0
21,66,4,453,0
22,64,3,408,0
24,64,3,450,0
25,77,3,456,0
27,6,4,-500,0
28,33,3,-482,0
29,19,4,444,0
30,32,3,418,0
32,3,3,-404,0
33,50,3,-469,0
34,51,3,-420,0
35,67,3,453,0
36,80,3,-469,0
37,11,4,487,0
38,58,2,-450,0
40,9,4,417,0
41,37,3,-405,0
42,54,3,482,0
43,39,3,-437,0
44,52,4,-459,0
46,54,3,-462,0
47,22,4,-418,0
48,89,3,-469,0
1,12,2,-456,0
2,24,3,-442,0
3,2,1,448,0
4,47,6,-433,0
5,47,5,-406,0
7,63,6,-415,0
8,73,5,432,0
9,39,4,-474,0
11,62,5,-417,0
12,10,2,448,0
13,24,3,-434,0
14,67,6,491,0
15,82,6,-452,0
17,51,5,-446,0
18,60,5,404,0
19,1,0,445,0
20,94,6,465,0
21,1,0,-489,0
22,22,3,-409,0
24,1,0,444,0
25,20,4,480,0
27,45,5,434,0
28,38,4,-478,0
29,90,6,-400,0
30,77,6,426,0
32,68,5,498,0
33,30,5,469,0
34,24,5,-405,0
35,51,5,-461,0
36,64,6,456,0
37,15,3,450,0
38,1,0,-487,0
40,53,5,-485,0
41,83,6,474,0
42,31,5,-450,0
43,59,6,437,0
44,21,5,-413,0
46,62,6,-446,0
47,30,4,-460,0
48,54,5,-408,0
1,61,6,462,1
2,65,6,408,1
3,11,6,-468,1
4,2,6,-463,1
5,37,6,405,1
7,92,6,435,1
8,12,6,481,1
9,42,6,-427,1
11,1,6,-488,1
12,99,6,485,1
13,5,6,-475,1
14,51,6,-488,1
15,17,6,419,1
17,98,6,-429,1
18,12,6,431,1
19,79,6,-418,1
20,46,6,-450,1
21,28,6,-493,1
22,86,6,431,1
24,46,6,498,1
25,72,6,431,1
27,43,6,473,1
28,52,6,459,1
29,58,6,419,1
30,37,6,-422,1
32,12,6,-422,1
33,73,6,453,1
34,28,6,-484,1
35,18,6,-448,1
36,37,6,-401,1
37,73,6,-479,1
38,62,6,472,1
40,89,6,436,1
41,32,6,-416,1
42,84,6,408,1
43,37,6,476,1
44,63,6,420,1
46,99,6,410,1
47,65,6,483,1
48,1,6,-409,1
1,78,6,430,0
2,5,6,-426,0
3,44,6,436,0
4,99,6,412,0
5,30,6,-412,0
7,35,6,456,0
8,96,6,-468,0
9,36,6,496,0
11,62,0,496,0
12,93,0,471,0
13,39,6,-449,0
14,88,6,-439,0
15,87,6,-496,0
17,86,6,-448,0
18,86,6,-497,0
19,26,6,462,0
20,24,6,422,0
21,17,6,483,0
22,81,6,460,0
24,20,6,403,0
25,15,6,-486,0
27,2,6,-482,0
28,36,6,-476,0
29,44,6,485,0
30,27,6,427,0
32,84,6,-420,0
33,98,6,-433,0
34,45,6,473,0
35,72,3,442,0
36,33,6,-410,0
37,55,6,-444,0
38,77,6,-493,0
40,3,6,-413,0
41,20,6,434,0
42,55,6,416,0
43,68,6,459,0
44,63,6,400,0
46,10,6,-443,0
47,62,6,-466,0
48,87,6,-478,0
1,8,0,-479,0
2,37,1,-420,0
3,27,0,-427,0
4,79,0,442,0
5,22,5,400,0
7,67,0,482,0
8,84,0,460,0
9,73,4,495,0
11,9,1,444,0
12,97,6,-447,0
13,3,6,-424,0
14,83,3,-484,0
15,88,0,423,0
17,44,0,-455,0
18,24,0,478,0
19,75,5,-479,0
20,61,0,434,0
21,70,1,-491,0
22,18,4,-416,0
24,72,6,-480,0
25,6,6,-419,0
27,26,5,-446,0
28,67,0,-433,0
29,28,4,-434,0
30,8,1,-470,0
32,71,5,420,0
33,84,4,-424,0
34,52,3,459,0
35,41,0,472,0
36,86,0,452,0
37,48,0,459,0
38,6,6,-443,0
40,79,5,-471,0
41,55,1,427,0
42,23,0,446,0
43,65,0,415,0
44,96,6,-428,0
46,60,0,493,0
47,33,0,449,0
48,13,5,459,0
1,66,4,-419,1
2,13,6,-478,1
3,92,4,413,1
4,60,4,-496,1
5,77,5,420,1
7,58,5,-481,1
8,78,6,-423,1
9,27,6,-484,1
11,56,6,456,1
12,1,6,466,1
13,22,6,-432,1
14,75,5,413,1
15,43,6,454,1
17,4,6,-410,1
18,84,5,-458,1
19,13,6,-493,1
20,80,6,438,1
21,31,5,-455,1
22,47,6,-447,1
24,58,6,498,1
25,46,6,-419,1
27,24,6,-494,1
28,53,6,-429,1
29,34,6,483,1
30,83,6,451,1
32,11,6,478,1
33,14,6,-422,1
34,41,6,424,1
35,66,6,481,1
36,41,6,-403,1
37,96,6,479,1
38,95,6,403,1
40,41,6,474,1
41,40,6,499,1
42,63,6,-418,1
43,2,6,476,1
44,4,6,481,1
46,35,6,-431,1
47,67,6,465,1
48,19,6,482,1
1,40,4,405,0
2,48,3,406,0
3,5,6,-461,0
4,27,5,436,0
5,49,3,451,0
7,87,0,447,0
8,72,1,459,0
9,33,5,406,0
11,92,0,435,0
12,97,0,-439,0
13,87,0,428,0
14,6,6,492,0
15,79,2,-453,0
17,53,2,447,0
18,11,6,-463,0
19,24,5,489,0
20,92,0,-400,0
21,60,2,-403,0
22,82,1,-478,0
24,77,2,475,0
25,2,6,-427,0
27,25,5,400,0
28,98,0,-424,0
29,93,0,423,0
30,24,5,-410,0
32,69,2,-437,0
33,85,1,437,0
34,37,4,-460,0
35,86,1,470,0
36,51,3,-468,0
37,4,6,-404,0
38,29,5,-420,0
40,48,3,400,0
41,26,5,-431,0
42,81,1,-442,0
43,44,3,-458,0
44,43,4,-432,0
46,34,4,-468,0
47,44,3,-448,0
48,24,5,459,0
1,57,6,403,1
2,88,6,445,1
3,35,6,-429,1
4,35,6,-444,1
5,46,6,-459,1
7,22,6,410,1
8,99,6,487,1
9,83,6,-424,1
11,67,6,-408,1
12,22,6,478,1
13,25,6,-488,1
14,72,6,-470,1
15,65,6,495,1
17,8,6,-406,1
18,53,6,-424,1
19,51,6,-498,1
20,40,6,-451,1
21,46,6,456,1
22,76,6,-491,1
24,65,6,465,1
25,9,6,416,1
27,61,6,409,1
28,69,6,484,1
29,89,6,-466,1
30,10,6,497,1
32,64,6,449,1
33,57,6,484,1
34,48,6,-405,1
35,30,6,-465,1
36,17,6,-438,1
37,76,6,-463,1
38,63,6,-404,1
40,31,6,422,1
41,99,6,-406,1
42,26,6,-460,1
43,44,6,-494,1
44,19,6,418,1
46,19,6,-423,1
47,38,6,-407,1
48,30,6,471,1
1,9,3,423,0
2,3,3,-420,0
3,57,3,-463,0
4,76,3,409,0
5,50,3,463,0
7,68,3,493,0
8,1,3,411,0
9,54,3,487,0
11,65,3,450,0
12,6,3,-422,0
13,4,3,482,0
14,79,3,-417,0
15,1,3,-470,0
17,7,3,444,0
18,89,3,436,0
19,36,3,-455,0
20,38,3,-432,0
21,64,3,-451,0
22,57,3,459,0
24,55,3,-428,0
25,41,3,481,0
27,7,3,493,0
28,29,3,-407,0
29,65,3,-404,0
30,67,3,411,0
32,77,3,471,0
33,23,3,-408,0
34,14,3,-489,0
35,35,3,475,0
36,65,3,-479,0
37,38,3,491,0
38,3,3,404,0
40,50,3,-470,0
41,87,3,-453,0
42,15,3,407,0
43,82,3,438,0
44,16,3,-482,0
46,33,3,-450,0
47,1,3,467,0
48,35,3,447,0
1,66,6,-456,1
2,77,6,-439,1
3,7,6,-421,1
4,94,6,-430,1
5,20,5,-454,1
7,97,6,466,1
8,93,6,403,1
9,11,4,-405,1
11,24,5,-467,1
12,68,6,437,1
13,60,5,449,1
14,19,6,420,1
15,99,6,-410,1
17,58,6,464,1
18,12,5,-446,1
19,88,6,-417,1
20,75,6,-494,1
21,46,6,468,1
22,32,6,438,1
24,23,6,431,1
25,13,5,442,1
27,21,5,463,1
28,47,6,453,1
29,93,6,-436,1
30,34,6,481,1
32,37,6,468,1
33,40,6,457,1
34,99,6,-496,1
35,19,5,495,1
36,59,6,-440,1
37,20,5,403,1
38,42,6,-455,1
40,58,6,-471,1
41,97,6,500,1
42,52,5,-459,1
43,18,5,480,1
44,64,6,429,1
46,22,5,465,1
47,35,6,-483,1
48,98,6,423,1
1,70,3,-485,0
2,89,3,428,0
3,44,3,492,0
4,54,3,463,0
5,62,3,-420,0
7,68,3,-494,0
8,84,3,451,0
9,51,3,-489,0
11,34,4,-464,0
12,8,3,488,0
13,27,3,-496,0
14,90,4,464,0
15,88,4,-443,0
17,28,3,-462,0
18,77,4,460,0
19,96,4,420,0
20,67,4,485,0
21,34,3,-479,0
22,34,4,499,0
24,38,4,464,0
25,63,4,429,0
27,72,4,-477,0
28,61,3,-474,0
29,24,3,495,0
30,83,5,-413,0
32,48,4,-441,0
33,63,4,-405,0
34,27,3,-473,0
35,35,4,439,0
36,32,4,-482,0
37,10,3,-500,0
38,89,5,412,0
40,93,5,406,0
41,75,4,481,0
42,99,6,493,0
43,28,4,-432,0
44,94,5,-492,0
46,41,4,457,0
47,34,4,-435,0
48,11,4,-424,0
1,68,4,-482,1
2,15,6,465,1
3,65,5,-478,1
4,5,6,409,1
5,77,6,419,1
7,46,6,408,1
8,98,6,499,1
9,93,6,-420,1
11,52,6,470,1
12,99,6,-444,1
13,13,6,-449,1
14,34,6,-498,1
15,26,6,-410,1
17,31,6,-481,1
18,13,6,-413,1
19,74,6,-434,1
20,45,6,-497,1
21,81,6,435,1
22,5,6,450,1
24,85,6,-418,1
25,21,6,-433,1
27,57,6,-440,1
28,67,6,427,1
29,51,6,-430,1
30,54,6,463,1
32,83,6,-495,1
33,87,6,-491,1
34,77,6,-446,1
35,80,6,-401,1
36,68,6,-489,1
37,26,6,459,1
38,84,6,-453,1
40,65,0,-406,1
41,78,6,-484,1
42,26,6,-475,1
43,77,6,421,1
44,78,6,-406,1
46,59,6,-465,1
47,8,6,488,1
48,57,6,-422,1
1,94,3,-463,0
2,26,1,496,0
3,14,0,-444,0
4,80,3,-422,0
5,59,3,456,0
7,10,3,430,0
8,55,3,455,0
9,82,3,442,0
11,90,3,407,0
12,89,3,409,0
13,24,3,-435,0
14,12,3,-490,0
15,45,3,-459,0
17,25,3,-409,0
18,38,3,400,0
19,14,3,-420,0
20,76,3,-439,0
21,6,3,442,0
22,51,3,-409,0
24,42,3,445,0
25,5,3,414,0
27,57,3,-475,0
28,99,3,415,0
29,12,3,465,0
30,2,3,421,0
32,63,3,-406,0
33,52,3,-448,0
34,43,3,-449,0
35,32,3,-403,0
36,93,3,487,0
37,89,3,-415,0
38,98,3,-463,0
40,49,3,-458,0
41,80,3,-450,0
42,8,3,453,0
43,42,3,-406,0
44,66,3,473,0
46,58,3,-464,0
47,48,3,470,0
48,1,3,-458,0
1,27,6,-474,1
2,81,6,481,1
3,58,5,436,1
4,36,5,-478,1
5,81,6,490,1
7,92,6,-447,1
8,94,6,-454,1
9,11,5,-492,1
11,91,6,-465,1
12,54,6,413,1
13,19,5,-454,1
14,42,6,-482,1
15,19,4,446,1
17,49,6,495,1
18,37,6,460,1
19,93,6,-479,1
20,53,6,-453,1
21,99,6,479,1
22,64,6,-462,1
24,65,6,-443,1
25,10,3,-428,1
27,33,6,-444,1
28,95,6,-417,1
29,4,2,-403,1
30,69,6,-460,1
32,85,6,-500,1
33,84,6,-414,1
34,52,6,404,1
35,83,6,414,1
36,71,6,-469,1
37,29,5,468,1
38,40,5,-427,1
40,78,6,407,1
41,85,6,-413,1
42,60,6,-461,1
43,62,6,-440,1
44,45,6,434,1
46,27,5,-454,1
47,30,5,-435,1
48,6,2,-487,1
1,71,4,402,1
2,72,3,-495,1
3,85,5,476,1
4,20,6,493,1
5,26,6,-466,1
7,25,6,-478,1
8,24,6,430,1
9,44,6,-453,1
11,89,6,-408,1
12,98,6,-407,1
13,61,6,491,1
14,35,6,425,1
15,43,6,-452,1
17,99,6,474,1
18,66,6,468,1
19,26,6,-491,1
20,6,6,-424,1
21,40,6,-481,1
22,98,6,-420,1
24,73,6,-433,1
25,88,6,463,1
27,59,6,420,1
28,73,6,-474,1
29,60,6,-472,1
30,80,6,457,1
32,67,6,467,1
33,41,6,487,1
34,63,6,-446,1
35,48,6,422,1
36,34,6,426,1
37,68,6,-427,1
38,34,6,-487,1
40,48,6,-485,1
41,88,6,-469,1
42,7,6,499,1
43,45,6,479,1
44,6,6,-409,1
46,34,6,409,1
47,82,6,-432,1
48,53,6,483,1
1,13,3,469,0
2,15,3,493,0
3,77,3,-427,0
4,72,3,-443,0
5,27,3,-434,0
7,79,3,-496,0
8,64,3,452,0
9,93,3,-477,0
11,63,3,-486,0
12,48,3,-498,0
13,86,3,437,0
14,61,3,-400,0
15,35,3,403,0
17,50,3,-425,0
18,22,3,471,0
19,27,3,483,0
20,45,3,-404,0
21,6,3,-402,0
22,75,3,-435,0
24,41,3,-450,0
25,92,3,415,0
27,24,3,-438,0
28,10,3,-419,0
29,57,3,-438,0
30,35,3,429,0
32,4,3,462,0
33,91,3,-491,0
34,92,3,455,0
35,47,3,-478,0
36,53,3,498,0
37,47,3,-408,0
38,11,3,463,0
40,19,3,-481,0
41,49,3,414,0
42,82,3,479,0
43,28,3,-479,0
44,60,3,489,0
46,89,3,491,0
47,12,3,-414,0
48,93,3,438,0
1,51,6,411,1
2,90,6,-460,1
3,87,6,431,1
4,5,6,433,1
5,35,6,437,1
7,2,6,-467,1
8,34,6,456,1
9,22,6,426,1
11,72,6,438,1
12,30,6,-500,1
13,41,6,-477,1
14,29,6,464,1
15,32,6,485,1
17,59,6,471,1
18,72,6,-406,1
19,67,6,-483,1
20,48,6,452,1
21,66,6,418,1
22,53,6,499,1
24,49,6,440,1
25,64,6,-419,1
27,23,6,-430,1
28,78,6,-455,1
29,29,6,-413,1
30,9,6,499,1
32,15,6,458,1
33,82,6,-459,1
34,19,6,-438,1
35,53,6,400,1
36,53,6,-495,1
37,24,6,414,1
38,82,6,484,1
40,94,6,470,1
41,82,6,446,1
42,2,6,-465,1
43,69,6,-410,1
44,71,6,487,1
46,45,6,459,1
47,59,6,480,1
48,31,6,-476,1
1,58,0,443,0
2,6,6,-489,0
3,71,0,-491,0
4,29,0,-422,0
5,49,0,-458,0
7,43,0,494,0
8,10,0,438,0
9,87,0,-467,0
11,70,0,499,0
12,6,0,-480,0
13,10,0,414,0
14,47,0,450,0
15,14,0,480,0
17,55,0,434,0
18,75,0,-465,0
19,53,0,-482,0
20,13,0,426,0
21,99,0,454,0
22,61,0,-475,0
24,4,0,-434,0
25,74,0,461,0
27,48,0,-489,0
28,92,0,451,0
29,62,0,-465,0
30,50,0,-433,0
32,17,0,472,0
33,93,0,-470,0
34,36,0,460,0
35,65,0,-481,0
36,63,0,-423,0
37,50,0,456,0
38,97,0,497,0
40,86,0,494,0
41,76,0,491,0
42,2,0,495,0
43,16,0,478,0
44,61,0,425,0
46,66,0,-471,0
47,8,0,452,0
48,65,0,-481,0
1,81,1,-452,1
2,55,0,-473,1
3,90,4,-421,1
4,59,6,486,1
5,8,1,-481,1
7,99,4,415,1
8,37,3,-416,1
9,61,3,456,1
11,30,2,-449,1
12,46,5,432,1
13,62,2,-403,1
14,54,2,-410,1
15,35,3,-456,1
17,98,4,435,1
18,20,5,476,1
19,92,5,485,1
20,81,2,-456,1
21,85,3,-499,1
22,78,4,-424,1
24,75,5,409,1
25,56,2,-453,1
27,64,1,-438,1
28,97,0,-499,1
29,2,5,-471,1
30,87,1,-485,1
32,3,6,469,1
33,72,3,440,1
34,36,1,-453,1
35,7,6,433,1
36,41,4,422,1
37,24,4,483,1
38,16,5,485,1
40,8,3,487,1
41,67,1,-462,1
42,47,3,-448,1
43,15,5,418,1
44,81,3,407,1
46,92,5,470,1
47,51,5,425,1
48,59,4,449,1
1,99,1,-483,0
2,68,4,454,0
3,5,0,-476,0
4,20,4,422,0
5,97,1,-409,0
7,99,0,-434,0
8,96,1,-402,0
9,10,4,-403,0
11,71,5,400,0
12,96,1,-411,0
13,77,1,-472,0
14,59,2,-483,0
15,90,2,472,0
17,27,4,406,0
18,3,6,473,0
19,63,3,469,0
20,23,2,-460,0
21,14,4,-468,0
22,97,4,438,0
24,10,2,-429,0
25,66,3,447,0
27,35,4,437,0
28,7,2,-422,0
29,23,5,404,0
30,57,3,-414,0
32,20,0,-433,0
33,87,1,-447,0
34,86,3,468,0
35,74,4,-479,0
36,9,4,495,0
37,82,4,-487,0
38,65,3,468,0
40,4,5,500,0
41,88,4,436,0
42,52,4,-414,0
43,63,2,-495,0
44,10,4,-494,0
46,54,5,-435,0
47,13,3,-467,0
48,50,4,418,0
1,54,6,-457,1
2,95,6,454,1
3,65,6,-484,1
4,76,6,432,1
5,13,6,-426,1
7,98,6,453,1
8,88,6,-421,1
9,73,6,-406,1
11,16,6,472,1
12,10,6,-443,1
13,35,6,-459,1
14,38,6,467,1
15,91,6,497,1
17,13,6,417,1
18,56,6,439,1
19,4,6,485,1
20,47,6,-444,1
21,80,6,-491,1
22,86,6,-470,1
24,38,6,462,1
25,88,6,-463,1
27,91,6,-499,1
28,76,6,480,1
29,58,6,-473,1
30,70,6,-485,1
32,71,6,476,1
33,91,6,-465,1
34,43,6,461,1
35,43,6,429,1
36,89,6,473,1
37,18,6,462,1
38,90,6,-428,1
40,69,6,436,1
41,13,6,-491,1
42,27,6,-460,1
43,30,6,-421,1
44,81,6,-499,1
46,85,6,-406,1
47,49,6,-456,1
48,24,6,484,1
1,85,6,-426,0
2,5,1,-497,0
3,79,6,476,0
4,34,6,-433,0
5,55,6,452,0
7,64,6,-455,0
8,95,6,423,0
9,93,6,-444,0
11,90,6,-445,0
12,1,6,-462,0
13,59,6,-454,0
14,67,6,-458,0
15,57,6,411,0
17,47,6,-487,0
18,10,6,-436,0
19,46,6,464,0
20,63,6,423,0
21,13,6,-443,0
22,68,6,494,0
24,13,6,467,0
25,52,6,447,0
27,67,6,483,0
28,74,6,-485,0
29,31,6,463,0
30,5,6,-413,0
32,95,6,-413,0
33,43,6,491,0
34,47,6,404,0
35,39,6,-439,0
36,82,6,-414,0
37,85,6,440,0
38,48,6,-473,0
40,51,6,-442,0
41,45,6,-407,0
42,98,6,-458,0
43,73,6,-440,0
44,22,6,-423,0
46,22,6,-445,0
47,14,6,-454,0
48,82,6,438,0
1,89,6,409,1
2,8,3,-404,1
3,33,5,-407,1
4,32,2,-495,1
5,56,5,428,1
7,24,4,496,1
8,98,5,-407,1
9,73,4,451,1
11,36,2,-412,1
12,3,0,-493,1
13,50,6,-477,1
14,19,4,489,1
15,95,5,-496,1
17,31,4,412,1
18,26,5,-492,1
19,79,5,485,1
20,30,6,-440,1
21,22,3,-463,1
22,46,6,490,1
24,18,1,-436,1
25,35,4,409,1
27,41,5,-405,1
28,29,4,-454,1
29,45,6,-444,1
30,60,5,490,1
32,40,5,470,1
33,61,6,-459,1
34,46,5,-410,1
35,44,6,-407,1
36,22,2,-434,1
37,34,4,-493,1
38,94,6,-443,1
40,29,1,-498,1
41,6,0,409,1
42,30,4,443,1
43,51,6,410,1
44,3,1,-409,1
46,26,6,-450,1
47,46,6,-452,1
48,17,2,-407,1
1,48,2,-442,0
2,74,3,410,0
3,2,0,-494,0
4,16,2,462,0
5,82,5,499,0
7,89,4,422,0
8,57,1,477,0
9,40,2,-470,0
11,29,2,464,0
12,53,2,-407,0
13,50,1,491,0
14,8,0,405,0
15,86,4,-415,0
17,79,2,-499,0
18,76,3,402,0
19,14,0,-449,0
20,37,4,402,0
21,90,3,433,0
22,76,1,-430,0
24,41,2,443,0
25,75,0,-405,0
27,36,2,-478,0
28,71,4,-463,0
29,45,3,413,0
30,29,0,-449,0
32,33,2,-472,0
33,91,6,-425,0
34,57,2,474,0
35,82,5,-444,0
36,99,6,412,0
37,97,6,-456,0
38,20,2,411,0
40,78,2,434,0
41,74,3,402,0
42,69,1,-404,0
43,77,3,440,0
44,23,0,-477,0
46,87,3,-453,0
47,31,3,500,0
48,5,5,482,0
1,6,6,496,1
2,45,6,483,1
3,17,6,430,1
4,6,6,468,1
5,1,6,428,1
7,50,6,401,1
8,84,6,-447,1
9,49,6,488,1
11,25,6,-465,1
12,18,6,-420,1
13,10,6,-405,1
14,45,6,-494,1
15,70,6,-479,1
17,1,6,-469,1
18,69,6,-450,1
19,20,6,430,1
20,74,6,478,1
21,21,6,-456,1
22,11,6,-409,1
24,87,6,434,1
25,23,6,-445,1
27,96,6,-456,1
28,63,6,-407,1
29,41,6,445,1
30,53,6,458,1
32,10,6,-419,1
33,74,6,-435,1
34,95,6,424,1
35,26,6,-400,1
36,26,6,-463,1
37,24,6,423,1
38,29,6,-479,1
40,73,6,478,1
41,29,6,407,1
42,76,6,441,1
43,50,6,422,1
44,17,6,-471,1
46,59,6,500,1
47,88,6,430,1
48,13,6,-444,1
1,7,6,428,0
