n_trial,uncertainty,seek,Market_change_1up,mc_model,Instr,Task1Seek,check,ID
13,66,6,1,406,1,1,4,5bfece626e6cd80001beb6c0
14,10,2,0,-423,1,1,4,5bfece626e6cd80001beb6c0
15,97,6,1,438,1,1,4,5bfece626e6cd80001beb6c0
17,39,6,1,422,1,1,4,5bfece626e6cd80001beb6c0
18,57,5,0,-457,1,1,4,5bfece626e6cd80001beb6c0
19,87,6,1,487,1,1,4,5bfece626e6cd80001beb6c0
20,52,5,0,-462,1,1,4,5bfece626e6cd80001beb6c0
21,3,1,0,-421,1,1,4,5bfece626e6cd80001beb6c0
22,49,6,0,-418,1,1,4,5bfece626e6cd80001beb6c0
24,40,4,0,-420,1,1,4,5bfece626e6cd80001beb6c0
25,93,6,0,-428,1,1,4,5bfece626e6cd80001beb6c0
27,75,6,0,-468,1,1,4,5bfece626e6cd80001beb6c0
28,49,6,0,-408,1,1,4,5bfece626e6cd80001beb6c0
29,8,1,0,-481,1,1,4,5bfece626e6cd80001beb6c0
30,83,5,0,-433,1,1,4,5bfece626e6cd80001beb6c0
32,16,4,0,-420,1,1,4,5bfece626e6cd80001beb6c0
33,61,6,1,455,1,1,4,5bfece626e6cd80001beb6c0
34,26,4,0,-495,1,1,4,5bfece626e6cd80001beb6c0
35,91,6,1,410,1,1,4,5bfece626e6cd80001beb6c0
36,53,6,1,427,1,1,4,5bfece626e6cd80001beb6c0
37,41,5,1,420,1,1,4,5bfece626e6cd80001beb6c0
38,45,6,1,433,1,1,4,5bfece626e6cd80001beb6c0
40,79,6,0,-425,1,1,4,5bfece626e6cd80001beb6c0
41,49,6,0,-426,1,1,4,5bfece626e6cd80001beb6c0
42,28,5,1,497,1,1,4,5bfece626e6cd80001beb6c0
43,18,3,0,-447,1,1,4,5bfece626e6cd80001beb6c0
44,8,1,1,489,1,1,4,5bfece626e6cd80001beb6c0
46,86,6,0,-408,1,1,4,5bfece626e6cd80001beb6c0
47,65,6,0,-451,1,1,4,5bfece626e6cd80001beb6c0
48,46,5,0,-458,1,1,4,5bfece626e6cd80001beb6c0
1,85,5,1,500,0,1,4,5c3fdfa7ef1d0d0001b2e467
2,31,5,1,413,0,1,4,5c3fdfa7ef1d0d0001b2e467
3,12,4,1,416,0,1,4,5c3fdfa7ef1d0d0001b2e467
4,85,5,0,-446,0,1,4,5c3fdfa7ef1d0d0001b2e467
5,60,4,1,472,0,1,4,5c3fdfa7ef1d0d0001b2e467
7,6,5,1,440,0,1,4,5c3fdfa7ef1d0d0001b2e467
8,37,4,1,450,0,1,4,5c3fdfa7ef1d0d0001b2e467
9,76,4,0,-448,0,1,4,5c3fdfa7ef1d0d0001b2e467
11,46,4,0,-461,0,1,4,5c3fdfa7ef1d0d0001b2e467
12,93,5,1,462,0,1,4,5c3fdfa7ef1d0d0001b2e467
13,65,4,0,-486,0,1,4,5c3fdfa7ef1d0d0001b2e467
14,97,6,0,-464,0,1,4,5c3fdfa7ef1d0d0001b2e467
15,42,4,1,415,0,1,4,5c3fdfa7ef1d0d0001b2e467
17,37,4,1,433,0,1,4,5c3fdfa7ef1d0d0001b2e467
18,2,5,0,-426,0,1,4,5c3fdfa7ef1d0d0001b2e467
19,19,4,1,439,0,1,4,5c3fdfa7ef1d0d0001b2e467
20,95,5,1,400,0,1,4,5c3fdfa7ef1d0d0001b2e467
21,79,4,0,-456,0,1,4,5c3fdfa7ef1d0d0001b2e467
22,60,4,1,416,0,1,4,5c3fdfa7ef1d0d0001b2e467
24,2,5,1,422,0,1,4,5c3fdfa7ef1d0d0001b2e467
25,3,5,1,424,0,1,4,5c3fdfa7ef1d0d0001b2e467
27,4,5,1,490,0,1,4,5c3fdfa7ef1d0d0001b2e467
28,4,5,0,-479,0,1,4,5c3fdfa7ef1d0d0001b2e467
29,49,5,0,-476,0,1,4,5c3fdfa7ef1d0d0001b2e467
30,5,4,0,-492,0,1,4,5c3fdfa7ef1d0d0001b2e467
32,55,5,0,-496,0,1,4,5c3fdfa7ef1d0d0001b2e467
33,20,5,0,-447,0,1,4,5c3fdfa7ef1d0d0001b2e467
34,25,4,1,473,0,1,4,5c3fdfa7ef1d0d0001b2e467
35,49,5,1,499,0,1,4,5c3fdfa7ef1d0d0001b2e467
36,87,5,1,429,0,1,4,5c3fdfa7ef1d0d0001b2e467
37,20,5,1,493,0,1,4,5c3fdfa7ef1d0d0001b2e467
38,97,5,1,446,0,1,4,5c3fdfa7ef1d0d0001b2e467
40,79,5,0,-437,0,1,4,5c3fdfa7ef1d0d0001b2e467
41,26,4,0,-440,0,1,4,5c3fdfa7ef1d0d0001b2e467
42,12,4,0,-438,0,1,4,5c3fdfa7ef1d0d0001b2e467
43,70,5,1,404,0,1,4,5c3fdfa7ef1d0d0001b2e467
44,6,4,1,409,0,1,4,5c3fdfa7ef1d0d0001b2e467
46,63,5,1,429,0,1,4,5c3fdfa7ef1d0d0001b2e467
47,88,5,0,-439,0,1,4,5c3fdfa7ef1d0d0001b2e467
48,86,4,1,451,0,1,4,5c3fdfa7ef1d0d0001b2e467
1,25,4,0,-458,1,1,4,5c3fdfa7ef1d0d0001b2e467
2,85,2,1,451,1,1,4,5c3fdfa7ef1d0d0001b2e467
3,20,5,0,-452,1,1,4,5c3fdfa7ef1d0d0001b2e467
4,14,3,1,446,1,1,4,5c3fdfa7ef1d0d0001b2e467
5,60,3,0,-447,1,1,4,5c3fdfa7ef1d0d0001b2e467
7,24,3,1,431,1,1,4,5c3fdfa7ef1d0d0001b2e467
8,72,4,1,441,1,1,4,5c3fdfa7ef1d0d0001b2e467
9,31,5,1,479,1,1,4,5c3fdfa7ef1d0d0001b2e467
11,10,5,0,-457,1,1,4,5c3fdfa7ef1d0d0001b2e467
12,17,4,1,432,1,1,4,5c3fdfa7ef1d0d0001b2e467
13,49,5,1,493,1,1,4,5c3fdfa7ef1d0d0001b2e467
14,29,4,1,428,1,1,4,5c3fdfa7ef1d0d0001b2e467
15,19,3,0,-425,1,1,4,5c3fdfa7ef1d0d0001b2e467
17,20,5,0,-457,1,1,4,5c3fdfa7ef1d0d0001b2e467
18,18,1,0,-431,1,1,4,5c3fdfa7ef1d0d0001b2e467
19,14,2,0,-413,1,1,4,5c3fdfa7ef1d0d0001b2e467
20,16,5,1,476,1,1,4,5c3fdfa7ef1d0d0001b2e467
21,82,5,1,419,1,1,4,5c3fdfa7ef1d0d0001b2e467
22,21,5,1,477,1,1,4,5c3fdfa7ef1d0d0001b2e467
24,7,5,1,403,1,1,4,5c3fdfa7ef1d0d0001b2e467
25,25,3,0,-408,1,1,4,5c3fdfa7ef1d0d0001b2e467
27,50,2,0,-417,1,1,4,5c3fdfa7ef1d0d0001b2e467
28,40,2,0,-428,1,1,4,5c3fdfa7ef1d0d0001b2e467
29,16,5,1,412,1,1,4,5c3fdfa7ef1d0d0001b2e467
30,43,5,1,463,1,1,4,5c3fdfa7ef1d0d0001b2e467
32,78,2,0,-483,1,1,4,5c3fdfa7ef1d0d0001b2e467
33,20,4,1,441,1,1,4,5c3fdfa7ef1d0d0001b2e467
34,81,4,0,-400,1,1,4,5c3fdfa7ef1d0d0001b2e467
35,14,4,1,473,1,1,4,5c3fdfa7ef1d0d0001b2e467
36,79,4,1,441,1,1,4,5c3fdfa7ef1d0d0001b2e467
37,3,5,1,490,1,1,4,5c3fdfa7ef1d0d0001b2e467
38,94,5,1,459,1,1,4,5c3fdfa7ef1d0d0001b2e467
40,66,3,0,-421,1,1,4,5c3fdfa7ef1d0d0001b2e467
41,47,2,0,-477,1,1,4,5c3fdfa7ef1d0d0001b2e467
42,66,4,1,491,1,1,4,5c3fdfa7ef1d0d0001b2e467
43,74,2,0,-463,1,1,4,5c3fdfa7ef1d0d0001b2e467
44,71,2,0,-472,1,1,4,5c3fdfa7ef1d0d0001b2e467
46,35,3,0,-464,1,1,4,5c3fdfa7ef1d0d0001b2e467
47,23,3,0,-489,1,1,4,5c3fdfa7ef1d0d0001b2e467
48,77,3,0,-421,1,1,4,5c3fdfa7ef1d0d0001b2e467
1,94,5,0,-446,0,1,3,5c43cd414fe4f800016e4983
2,41,5,1,460,0,1,3,5c43cd414fe4f800016e4983
3,32,5,1,428,0,1,3,5c43cd414fe4f800016e4983
4,85,3,1,478,0,1,3,5c43cd414fe4f800016e4983
5,1,6,1,442,0,1,3,5c43cd414fe4f800016e4983
7,61,2,1,468,0,1,3,5c43cd414fe4f800016e4983
8,45,3,0,-407,0,1,3,5c43cd414fe4f800016e4983
9,62,3,0,-423,0,1,3,5c43cd414fe4f800016e4983
11,60,4,1,456,0,1,3,5c43cd414fe4f800016e4983
12,30,5,1,450,0,1,3,5c43cd414fe4f800016e4983
13,77,2,0,-451,0,1,3,5c43cd414fe4f800016e4983
14,12,6,1,500,0,1,3,5c43cd414fe4f800016e4983
15,40,4,0,-448,0,1,3,5c43cd414fe4f800016e4983
17,67,1,0,-434,0,1,3,5c43cd414fe4f800016e4983
18,99,0,0,-425,0,1,3,5c43cd414fe4f800016e4983
19,79,2,1,483,0,1,3,5c43cd414fe4f800016e4983
20,11,5,1,476,0,1,3,5c43cd414fe4f800016e4983
21,27,4,1,479,0,1,3,5c43cd414fe4f800016e4983
22,56,3,1,407,0,1,3,5c43cd414fe4f800016e4983
24,37,2,0,-444,0,1,3,5c43cd414fe4f800016e4983
25,84,1,1,411,0,1,3,5c43cd414fe4f800016e4983
27,1,0,0,-403,0,1,3,5c43cd414fe4f800016e4983
28,18,0,0,-445,0,1,3,5c43cd414fe4f800016e4983
29,68,2,1,433,0,1,3,5c43cd414fe4f800016e4983
30,97,6,0,-400,0,1,3,5c43cd414fe4f800016e4983
32,90,5,0,-420,0,1,3,5c43cd414fe4f800016e4983
33,30,6,1,460,0,1,3,5c43cd414fe4f800016e4983
34,46,1,0,-463,0,1,3,5c43cd414fe4f800016e4983
35,27,0,0,-486,0,1,3,5c43cd414fe4f800016e4983
36,51,4,0,-436,0,1,3,5c43cd414fe4f800016e4983
37,62,5,0,-475,0,1,3,5c43cd414fe4f800016e4983
38,47,1,0,-491,0,1,3,5c43cd414fe4f800016e4983
40,46,4,0,-466,0,1,3,5c43cd414fe4f800016e4983
41,56,3,1,488,0,1,3,5c43cd414fe4f800016e4983
42,86,6,0,-490,0,1,3,5c43cd414fe4f800016e4983
43,89,6,1,417,0,1,3,5c43cd414fe4f800016e4983
44,80,5,1,451,0,1,3,5c43cd414fe4f800016e4983
46,23,6,1,409,0,1,3,5c43cd414fe4f800016e4983
47,65,1,0,-434,0,1,3,5c43cd414fe4f800016e4983
48,52,4,1,454,0,1,3,5c43cd414fe4f800016e4983
1,85,2,1,401,1,1,4,5c43cd414fe4f800016e4983
2,21,6,1,495,1,1,4,5c43cd414fe4f800016e4983
3,26,6,1,490,1,1,4,5c43cd414fe4f800016e4983
4,61,2,1,446,1,1,4,5c43cd414fe4f800016e4983
5,41,4,1,436,1,1,4,5c43cd414fe4f800016e4983
7,8,6,0,-402,1,1,4,5c43cd414fe4f800016e4983
8,83,2,1,431,1,1,4,5c43cd414fe4f800016e4983
9,79,2,1,446,1,1,4,5c43cd414fe4f800016e4983
11,85,2,1,471,1,1,4,5c43cd414fe4f800016e4983
12,50,3,0,-416,1,1,4,5c43cd414fe4f800016e4983
13,47,4,1,450,1,1,4,5c43cd414fe4f800016e4983
14,6,6,0,-464,1,1,4,5c43cd414fe4f800016e4983
15,1,0,0,-410,1,1,4,5c43cd414fe4f800016e4983
17,21,0,0,-447,1,1,4,5c43cd414fe4f800016e4983
18,26,6,1,437,1,1,4,5c43cd414fe4f800016e4983
19,31,4,1,411,1,1,4,5c43cd414fe4f800016e4983
20,27,0,0,-483,1,1,4,5c43cd414fe4f800016e4983
21,89,5,0,-425,1,1,4,5c43cd414fe4f800016e4983
22,77,5,0,-406,1,1,4,5c43cd414fe4f800016e4983
24,4,6,1,481,1,1,4,5c43cd414fe4f800016e4983
25,71,3,1,498,1,1,4,5c43cd414fe4f800016e4983
27,90,0,1,496,1,1,4,5c43cd414fe4f800016e4983
28,48,4,1,465,1,1,4,5c43cd414fe4f800016e4983
29,27,0,0,-470,1,1,4,5c43cd414fe4f800016e4983
30,72,2,1,443,1,1,4,5c43cd414fe4f800016e4983
32,20,0,0,-429,1,1,4,5c43cd414fe4f800016e4983
33,73,2,1,500,1,1,4,5c43cd414fe4f800016e4983
34,38,5,1,455,1,1,4,5c43cd414fe4f800016e4983
35,32,5,1,436,1,1,4,5c43cd414fe4f800016e4983
36,88,3,1,484,1,1,4,5c43cd414fe4f800016e4983
37,72,3,1,421,1,1,4,5c43cd414fe4f800016e4983
38,99,0,1,413,1,1,4,5c43cd414fe4f800016e4983
40,94,3,1,463,1,1,4,5c43cd414fe4f800016e4983
41,13,1,0,-404,1,1,4,5c43cd414fe4f800016e4983
42,63,3,0,-462,1,1,4,5c43cd414fe4f800016e4983
43,13,0,0,-441,1,1,4,5c43cd414fe4f800016e4983
44,35,4,0,-476,1,1,4,5c43cd414fe4f800016e4983
46,80,3,1,495,1,1,4,5c43cd414fe4f800016e4983
47,53,3,0,-449,1,1,4,5c43cd414fe4f800016e4983
48,17,5,1,432,1,1,4,5c43cd414fe4f800016e4983
1,45,0,0,-468,0,1,4,5c4450744c194d00019cd2c8
2,27,0,0,-426,0,1,4,5c4450744c194d00019cd2c8
3,44,0,1,466,0,1,4,5c4450744c194d00019cd2c8
4,84,0,1,468,0,1,4,5c4450744c194d00019cd2c8
5,83,0,1,404,0,1,4,5c4450744c194d00019cd2c8
7,64,0,0,-464,0,1,4,5c4450744c194d00019cd2c8
8,90,0,1,475,0,1,4,5c4450744c194d00019cd2c8
9,17,0,1,404,0,1,4,5c4450744c194d00019cd2c8
11,81,0,0,-427,0,1,4,5c4450744c194d00019cd2c8
12,80,0,0,-439,0,1,4,5c4450744c194d00019cd2c8
13,32,0,1,424,0,1,4,5c4450744c194d00019cd2c8
14,14,0,1,410,0,1,4,5c4450744c194d00019cd2c8
15,54,0,1,446,0,1,4,5c4450744c194d00019cd2c8
17,64,0,0,-494,0,1,4,5c4450744c194d00019cd2c8
18,86,0,1,488,0,1,4,5c4450744c194d00019cd2c8
19,27,0,0,-408,0,1,4,5c4450744c194d00019cd2c8
20,70,0,0,-419,0,1,4,5c4450744c194d00019cd2c8
21,17,0,1,461,0,1,4,5c4450744c194d00019cd2c8
22,20,0,1,483,0,1,4,5c4450744c194d00019cd2c8
24,42,0,0,-451,0,1,4,5c4450744c194d00019cd2c8
25,93,0,1,470,0,1,4,5c4450744c194d00019cd2c8
27,53,0,0,-413,0,1,4,5c4450744c194d00019cd2c8
28,70,0,0,-444,0,1,4,5c4450744c194d00019cd2c8
29,77,0,1,432,0,1,4,5c4450744c194d00019cd2c8
30,50,0,1,426,0,1,4,5c4450744c194d00019cd2c8
32,79,0,1,445,0,1,4,5c4450744c194d00019cd2c8
33,53,0,0,-423,0,1,4,5c4450744c194d00019cd2c8
34,66,0,1,488,0,1,4,5c4450744c194d00019cd2c8
35,60,0,0,-429,0,1,4,5c4450744c194d00019cd2c8
36,85,0,0,-499,0,1,4,5c4450744c194d00019cd2c8
37,22,0,0,-493,0,1,4,5c4450744c194d00019cd2c8
38,25,0,0,-472,0,1,4,5c4450744c194d00019cd2c8
40,81,0,1,450,0,1,4,5c4450744c194d00019cd2c8
41,59,0,1,403,0,1,4,5c4450744c194d00019cd2c8
42,69,0,1,454,0,1,4,5c4450744c194d00019cd2c8
43,29,0,1,415,0,1,4,5c4450744c194d00019cd2c8
44,91,0,0,-438,0,1,4,5c4450744c194d00019cd2c8
46,62,0,0,-445,0,1,4,5c4450744c194d00019cd2c8
47,99,0,1,455,0,1,4,5c4450744c194d00019cd2c8
48,7,0,1,500,0,1,4,5c4450744c194d00019cd2c8
1,5,6,1,453,1,1,4,5c4450744c194d00019cd2c8
2,77,6,1,497,1,1,4,5c4450744c194d00019cd2c8
3,96,6,1,420,1,1,4,5c4450744c194d00019cd2c8
4,48,6,1,489,1,1,4,5c4450744c194d00019cd2c8
5,98,6,0,-483,1,1,4,5c4450744c194d00019cd2c8
7,10,6,0,-449,1,1,4,5c4450744c194d00019cd2c8
8,63,6,1,423,1,1,4,5c4450744c194d00019cd2c8
9,34,6,0,-461,1,1,4,5c4450744c194d00019cd2c8
11,59,6,1,425,1,1,4,5c4450744c194d00019cd2c8
12,43,6,1,413,1,1,4,5c4450744c194d00019cd2c8
13,23,6,0,-462,1,1,4,5c4450744c194d00019cd2c8
14,12,6,1,451,1,1,4,5c4450744c194d00019cd2c8
15,44,6,1,470,1,1,4,5c4450744c194d00019cd2c8
17,38,6,0,-449,1,1,4,5c4450744c194d00019cd2c8
18,90,6,0,-450,1,1,4,5c4450744c194d00019cd2c8
19,86,6,1,407,1,1,4,5c4450744c194d00019cd2c8
20,89,6,1,404,1,1,4,5c4450744c194d00019cd2c8
21,31,6,0,-479,1,1,4,5c4450744c194d00019cd2c8
22,29,6,1,484,1,1,4,5c4450744c194d00019cd2c8
24,72,6,0,-427,1,1,4,5c4450744c194d00019cd2c8
25,63,6,0,-483,1,1,4,5c4450744c194d00019cd2c8
27,4,6,1,407,1,1,4,5c4450744c194d00019cd2c8
28,36,6,0,-402,1,1,4,5c4450744c194d00019cd2c8
29,20,6,1,486,1,1,4,5c4450744c194d00019cd2c8
30,44,6,0,-429,1,1,4,5c4450744c194d00019cd2c8
32,83,6,1,452,1,1,4,5c4450744c194d00019cd2c8
33,88,6,0,-453,1,1,4,5c4450744c194d00019cd2c8
34,85,6,0,-413,1,1,4,5c4450744c194d00019cd2c8
35,85,6,1,485,1,1,4,5c4450744c194d00019cd2c8
36,89,6,1,449,1,1,4,5c4450744c194d00019cd2c8
37,92,6,0,-405,1,1,4,5c4450744c194d00019cd2c8
38,2,6,0,-498,1,1,4,5c4450744c194d00019cd2c8
40,84,6,1,403,1,1,4,5c4450744c194d00019cd2c8
41,45,6,0,-405,1,1,4,5c4450744c194d00019cd2c8
42,65,6,0,-408,1,1,4,5c4450744c194d00019cd2c8
43,60,6,0,-446,1,1,4,5c4450744c194d00019cd2c8
44,55,6,0,-434,1,1,4,5c4450744c194d00019cd2c8
46,7,6,1,495,1,1,4,5c4450744c194d00019cd2c8
47,17,6,1,404,1,1,4,5c4450744c194d00019cd2c8
48,97,6,1,483,1,1,4,5c4450744c194d00019cd2c8
1,52,4,0,-477,0,1,4,5c87a3364c1a610001556f1c
2,78,6,1,413,0,1,4,5c87a3364c1a610001556f1c
3,99,6,1,465,0,1,4,5c87a3364c1a610001556f1c
4,83,6,1,441,0,1,4,5c87a3364c1a610001556f1c
5,79,6,1,405,0,1,4,5c87a3364c1a610001556f1c
7,38,5,0,-491,0,1,4,5c87a3364c1a610001556f1c
8,94,6,0,-470,0,1,4,5c87a3364c1a610001556f1c
9,55,5,0,-435,0,1,4,5c87a3364c1a610001556f1c
11,26,2,0,-412,0,1,4,5c87a3364c1a610001556f1c
12,80,5,1,472,0,1,4,5c87a3364c1a610001556f1c
13,7,0,1,475,0,1,4,5c87a3364c1a610001556f1c
14,19,2,0,-412,0,1,4,5c87a3364c1a610001556f1c
15,87,6,0,-415,0,1,4,5c87a3364c1a610001556f1c
17,35,2,0,-409,0,1,4,5c87a3364c1a610001556f1c
18,64,2,1,466,0,1,4,5c87a3364c1a610001556f1c
19,18,0,1,475,0,1,4,5c87a3364c1a610001556f1c
20,69,4,1,441,0,1,4,5c87a3364c1a610001556f1c
21,20,1,1,445,0,1,4,5c87a3364c1a610001556f1c
22,88,6,1,463,0,1,4,5c87a3364c1a610001556f1c
24,86,6,0,-456,0,1,4,5c87a3364c1a610001556f1c
25,12,0,1,495,0,1,4,5c87a3364c1a610001556f1c
27,21,2,0,-473,0,1,4,5c87a3364c1a610001556f1c
28,89,6,0,-426,0,1,4,5c87a3364c1a610001556f1c
29,19,1,0,-413,0,1,4,5c87a3364c1a610001556f1c
30,86,6,0,-435,0,1,4,5c87a3364c1a610001556f1c
32,67,4,0,-464,0,1,4,5c87a3364c1a610001556f1c
33,31,2,1,425,0,1,4,5c87a3364c1a610001556f1c
34,14,0,1,474,0,1,4,5c87a3364c1a610001556f1c
35,70,5,0,-457,0,1,4,5c87a3364c1a610001556f1c
36,9,6,0,-494,0,1,4,5c87a3364c1a610001556f1c
37,53,4,0,-442,0,1,4,5c87a3364c1a610001556f1c
38,93,6,1,441,0,1,4,5c87a3364c1a610001556f1c
40,84,5,1,480,0,1,4,5c87a3364c1a610001556f1c
41,88,6,1,482,0,1,4,5c87a3364c1a610001556f1c
42,85,5,1,467,0,1,4,5c87a3364c1a610001556f1c
43,71,5,1,487,0,1,4,5c87a3364c1a610001556f1c
44,54,4,1,481,0,1,4,5c87a3364c1a610001556f1c
46,14,2,1,462,0,1,4,5c87a3364c1a610001556f1c
47,92,6,0,-436,0,1,4,5c87a3364c1a610001556f1c
48,82,6,0,-437,0,1,4,5c87a3364c1a610001556f1c
1,86,6,0,-469,1,1,4,5c87a3364c1a610001556f1c
2,69,4,0,-465,1,1,4,5c87a3364c1a610001556f1c
3,52,5,1,443,1,1,4,5c87a3364c1a610001556f1c
4,19,4,1,435,1,1,4,5c87a3364c1a610001556f1c
5,18,4,1,457,1,1,4,5c87a3364c1a610001556f1c
7,2,2,1,448,1,1,4,5c87a3364c1a610001556f1c
8,62,5,1,459,1,1,4,5c87a3364c1a610001556f1c
9,69,5,1,457,1,1,4,5c87a3364c1a610001556f1c
11,95,6,1,484,1,1,4,5c87a3364c1a610001556f1c
12,27,5,1,438,1,1,4,5c87a3364c1a610001556f1c
13,61,5,1,424,1,1,4,5c87a3364c1a610001556f1c
14,39,6,0,-462,1,1,4,5c87a3364c1a610001556f1c
15,52,5,1,491,1,1,4,5c87a3364c1a610001556f1c
17,26,5,1,444,1,1,4,5c87a3364c1a610001556f1c
18,89,6,0,-463,1,1,4,5c87a3364c1a610001556f1c
19,45,6,0,-470,1,1,4,5c87a3364c1a610001556f1c
20,82,5,1,444,1,1,4,5c87a3364c1a610001556f1c
21,14,6,0,-414,1,1,4,5c87a3364c1a610001556f1c
22,3,6,0,-429,1,1,4,5c87a3364c1a610001556f1c
24,84,5,1,442,1,1,4,5c87a3364c1a610001556f1c
25,52,5,1,485,1,1,4,5c87a3364c1a610001556f1c
27,35,5,0,-455,1,1,4,5c87a3364c1a610001556f1c
28,64,5,1,452,1,1,4,5c87a3364c1a610001556f1c
29,74,6,0,-458,1,1,4,5c87a3364c1a610001556f1c
30,34,4,1,451,1,1,4,5c87a3364c1a610001556f1c
32,57,4,1,412,1,1,4,5c87a3364c1a610001556f1c
33,17,4,1,461,1,1,4,5c87a3364c1a610001556f1c
34,20,6,0,-437,1,1,4,5c87a3364c1a610001556f1c
35,28,6,0,-403,1,1,4,5c87a3364c1a610001556f1c
36,75,6,0,-470,1,1,4,5c87a3364c1a610001556f1c
37,39,5,1,455,1,1,4,5c87a3364c1a610001556f1c
38,17,6,0,-437,1,1,4,5c87a3364c1a610001556f1c
40,56,5,1,409,1,1,4,5c87a3364c1a610001556f1c
41,8,4,1,470,1,1,4,5c87a3364c1a610001556f1c
42,67,5,1,459,1,1,4,5c87a3364c1a610001556f1c
43,6,6,0,-463,1,1,4,5c87a3364c1a610001556f1c
44,82,6,1,475,1,1,4,5c87a3364c1a610001556f1c
46,98,6,0,-423,1,1,4,5c87a3364c1a610001556f1c
47,33,4,1,494,1,1,4,5c87a3364c1a610001556f1c
48,81,6,1,474,1,1,4,5c87a3364c1a610001556f1c
1,87,0,1,450,0,1,4,5c9a9e88d6cd7600156ea804
2,67,4,1,455,0,1,4,5c9a9e88d6cd7600156ea804
3,20,5,1,435,0,1,4,5c9a9e88d6cd7600156ea804
4,42,5,0,-426,0,1,4,5c9a9e88d6cd7600156ea804
5,35,5,1,485,0,1,4,5c9a9e88d6cd7600156ea804
7,30,5,0,-443,0,1,4,5c9a9e88d6cd7600156ea804
8,86,5,0,-428,0,1,4,5c9a9e88d6cd7600156ea804
9,39,5,1,499,0,1,4,5c9a9e88d6cd7600156ea804
11,76,1,0,-406,0,1,4,5c9a9e88d6cd7600156ea804
12,61,5,0,-424,0,1,4,5c9a9e88d6cd7600156ea804
13,23,4,1,433,0,1,4,5c9a9e88d6cd7600156ea804
14,77,4,1,404,0,1,4,5c9a9e88d6cd7600156ea804
15,92,5,1,500,0,1,4,5c9a9e88d6cd7600156ea804
17,75,0,0,-431,0,1,4,5c9a9e88d6cd7600156ea804
18,65,5,0,-466,0,1,4,5c9a9e88d6cd7600156ea804
19,44,5,0,-470,0,1,4,5c9a9e88d6cd7600156ea804
20,23,1,0,-423,0,1,4,5c9a9e88d6cd7600156ea804
21,14,5,0,-456,0,1,4,5c9a9e88d6cd7600156ea804
22,2,6,0,-439,0,1,4,5c9a9e88d6cd7600156ea804
24,21,5,1,427,0,1,4,5c9a9e88d6cd7600156ea804
25,58,5,1,408,0,1,4,5c9a9e88d6cd7600156ea804
27,27,5,0,-443,0,1,4,5c9a9e88d6cd7600156ea804
28,78,6,0,-458,0,1,4,5c9a9e88d6cd7600156ea804
29,20,0,0,-458,0,1,4,5c9a9e88d6cd7600156ea804
30,4,0,0,-493,0,1,4,5c9a9e88d6cd7600156ea804
32,31,5,0,-402,0,1,4,5c9a9e88d6cd7600156ea804
33,36,5,1,443,0,1,4,5c9a9e88d6cd7600156ea804
34,49,5,1,423,0,1,4,5c9a9e88d6cd7600156ea804
35,95,5,0,-446,0,1,4,5c9a9e88d6cd7600156ea804
36,48,5,1,448,0,1,4,5c9a9e88d6cd7600156ea804
37,62,5,0,-446,0,1,4,5c9a9e88d6cd7600156ea804
38,87,5,1,424,0,1,4,5c9a9e88d6cd7600156ea804
40,63,5,0,-400,0,1,4,5c9a9e88d6cd7600156ea804
41,85,5,0,-407,0,1,4,5c9a9e88d6cd7600156ea804
42,79,5,0,-445,0,1,4,5c9a9e88d6cd7600156ea804
43,98,5,1,457,0,1,4,5c9a9e88d6cd7600156ea804
44,66,6,0,-402,0,1,4,5c9a9e88d6cd7600156ea804
46,14,5,1,400,0,1,4,5c9a9e88d6cd7600156ea804
47,50,5,0,-429,0,1,4,5c9a9e88d6cd7600156ea804
48,28,5,0,-459,0,1,4,5c9a9e88d6cd7600156ea804
1,69,4,1,472,1,1,4,5c9a9e88d6cd7600156ea804
2,91,6,1,493,1,1,4,5c9a9e88d6cd7600156ea804
3,64,5,1,432,1,1,4,5c9a9e88d6cd7600156ea804
4,68,4,0,-424,1,1,4,5c9a9e88d6cd7600156ea804
5,8,6,1,410,1,1,4,5c9a9e88d6cd7600156ea804
7,61,0,0,-490,1,1,4,5c9a9e88d6cd7600156ea804
8,73,0,0,-431,1,1,4,5c9a9e88d6cd7600156ea804
9,3,6,1,464,1,1,4,5c9a9e88d6cd7600156ea804
11,74,4,1,442,1,1,4,5c9a9e88d6cd7600156ea804
12,22,6,0,-418,1,1,4,5c9a9e88d6cd7600156ea804
13,14,0,0,-425,1,1,4,5c9a9e88d6cd7600156ea804
14,74,1,0,-437,1,1,4,5c9a9e88d6cd7600156ea804
15,76,1,0,-440,1,1,4,5c9a9e88d6cd7600156ea804
17,45,4,1,476,1,1,4,5c9a9e88d6cd7600156ea804
18,62,4,0,-408,1,1,4,5c9a9e88d6cd7600156ea804
19,43,4,1,460,1,1,4,5c9a9e88d6cd7600156ea804
20,28,5,1,459,1,1,4,5c9a9e88d6cd7600156ea804
21,10,6,0,-481,1,1,4,5c9a9e88d6cd7600156ea804
22,89,0,1,480,1,1,4,5c9a9e88d6cd7600156ea804
24,73,4,1,454,1,1,4,5c9a9e88d6cd7600156ea804
25,63,2,0,-498,1,1,4,5c9a9e88d6cd7600156ea804
27,39,5,0,-419,1,1,4,5c9a9e88d6cd7600156ea804
