n_trial,uncertainty,seek,Market_change_1up,mc_model,Instr,Task1Seek,check,ID
1,78,6,1,430,0,1,4,1
2,5,6,0,-426,0,1,4,1
3,44,6,1,436,0,1,4,1
4,99,6,1,412,0,1,4,1
5,30,6,0,-412,0,1,4,1
7,35,6,1,456,0,1,4,1
8,96,6,0,-468,0,1,4,1
9,36,6,1,496,0,1,4,1
11,62,0,1,496,0,1,4,1
12,93,0,1,471,0,1,4,1
13,39,6,0,-449,0,1,4,1
14,88,6,0,-439,0,1,4,1
15,87,6,0,-496,0,1,4,1
17,86,6,0,-448,0,1,4,1
18,86,6,0,-497,0,1,4,1
19,26,6,1,462,0,1,4,1
20,24,6,1,422,0,1,4,1
21,17,6,1,483,0,1,4,1
22,81,6,1,460,0,1,4,1
24,20,6,1,403,0,1,4,1
25,15,6,0,-486,0,1,4,1
27,2,6,0,-482,0,1,4,1
28,36,6,0,-476,0,1,4,1
29,44,6,1,485,0,1,4,1
30,27,6,1,427,0,1,4,1
32,84,6,0,-420,0,1,4,1
33,98,6,0,-433,0,1,4,1
34,45,6,1,473,0,1,4,1
35,72,3,1,442,0,1,4,1
36,33,6,0,-410,0,1,4,1
37,55,6,0,-444,0,1,4,1
38,77,6,0,-493,0,1,4,1
40,3,6,0,-413,0,1,4,1
41,20,6,1,434,0,1,4,1
42,55,6,1,416,0,1,4,1
43,68,6,1,459,0,1,4,1
44,63,6,1,400,0,1,4,1
46,10,6,0,-443,0,1,4,1
47,62,6,0,-466,0,1,4,1
48,87,6,0,-478,0,1,4,1
1,61,6,1,462,1,1,4,1
2,65,6,1,408,1,1,4,1
3,11,6,0,-468,1,1,4,1
4,2,6,0,-463,1,1,4,1
5,37,6,1,405,1,1,4,1
7,92,6,1,435,1,1,4,1
8,12,6,1,481,1,1,4,1
9,42,6,0,-427,1,1,4,1
11,1,6,0,-488,1,1,4,1
12,99,6,1,485,1,1,4,1
13,5,6,0,-475,1,1,4,1
14,51,6,0,-488,1,1,4,1
15,17,6,1,419,1,1,4,1
17,98,6,0,-429,1,1,4,1
18,12,6,1,431,1,1,4,1
19,79,6,0,-418,1,1,4,1
20,46,6,0,-450,1,1,4,1
21,28,6,0,-493,1,1,4,1
22,86,6,1,431,1,1,4,1
24,46,6,1,498,1,1,4,1
25,72,6,1,431,1,1,4,1
27,43,6,1,473,1,1,4,1
28,52,6,1,459,1,1,4,1
29,58,6,1,419,1,1,4,1
30,37,6,0,-422,1,1,4,1
32,12,6,0,-422,1,1,4,1
33,73,6,1,453,1,1,4,1
34,28,6,0,-484,1,1,4,1
35,18,6,0,-448,1,1,4,1
36,37,6,0,-401,1,1,4,1
37,73,6,0,-479,1,1,4,1
38,62,6,1,472,1,1,4,1
40,89,6,1,436,1,1,4,1
41,32,6,0,-416,1,1,4,1
42,84,6,1,408,1,1,4,1
43,37,6,1,476,1,1,4,1
44,63,6,1,420,1,1,4,1
46,99,6,1,410,1,1,4,1
47,65,6,1,483,1,1,4,1
48,1,6,0,-409,1,1,4,1
1,8,0,0,-479,0,1,4,2
2,37,1,0,-420,0,1,4,2
3,27,0,0,-427,0,1,4,2
4,79,0,1,442,0,1,4,2
5,22,5,1,400,0,1,4,2
7,67,0,1,482,0,1,4,2
8,84,0,1,460,0,1,4,2
9,73,4,1,495,0,1,4,2
11,9,1,1,444,0,1,4,2
12,97,6,0,-447,0,1,4,2
13,3,6,0,-424,0,1,4,2
14,83,3,0,-484,0,1,4,2
15,88,0,1,423,0,1,4,2
17,44,0,0,-455,0,1,4,2
18,24,0,1,478,0,1,4,2
19,75,5,0,-479,0,1,4,2
20,61,0,1,434,0,1,4,2
21,70,1,0,-491,0,1,4,2
22,18,4,0,-416,0,1,4,2
24,72,6,0,-480,0,1,4,2
25,6,6,0,-419,0,1,4,2
27,26,5,0,-446,0,1,4,2
28,67,0,0,-433,0,1,4,2
29,28,4,0,-434,0,1,4,2
30,8,1,0,-470,0,1,4,2
32,71,5,1,420,0,1,4,2
33,84,4,0,-424,0,1,4,2
34,52,3,1,459,0,1,4,2
35,41,0,1,472,0,1,4,2
36,86,0,1,452,0,1,4,2
37,48,0,1,459,0,1,4,2
38,6,6,0,-443,0,1,4,2
40,79,5,0,-471,0,1,4,2
41,55,1,1,427,0,1,4,2
42,23,0,1,446,0,1,4,2
43,65,0,1,415,0,1,4,2
44,96,6,0,-428,0,1,4,2
46,60,0,1,493,0,1,4,2
47,33,0,1,449,0,1,4,2
48,13,5,1,459,0,1,4,2
1,39,4,1,448,1,1,3,2
2,62,6,1,449,1,1,3,2
3,94,6,1,430,1,1,3,2
4,21,3,0,-478,1,1,3,2
5,81,5,1,433,1,1,3,2
7,89,4,1,417,1,1,3,2
8,10,6,1,432,1,1,3,2
9,62,3,0,-477,1,1,3,2
11,85,2,1,405,1,1,3,2
12,57,3,1,404,1,1,3,2
13,37,5,0,-406,1,1,3,2
14,90,2,1,460,1,1,3,2
15,18,1,0,-405,1,1,3,2
17,12,1,1,438,1,1,3,2
18,64,1,0,-416,1,1,3,2
19,19,5,0,-476,1,1,3,2
20,29,1,1,403,1,1,3,2
21,19,1,1,433,1,1,3,2
22,58,3,1,500,1,1,3,2
24,84,5,0,-418,1,1,3,2
25,80,2,1,461,1,1,3,2
27,80,2,0,-417,1,1,3,2
28,27,1,0,-415,1,1,3,2
29,26,1,1,482,1,1,3,2
30,69,1,1,453,1,1,3,2
32,12,0,1,415,1,1,3,2
33,37,5,0,-440,1,1,3,2
34,23,2,1,468,1,1,3,2
35,87,1,1,429,1,1,3,2
36,47,2,1,419,1,1,3,2
37,98,6,0,-421,1,1,3,2
38,61,2,0,-412,1,1,3,2
40,24,5,0,-457,1,1,3,2
41,78,1,1,461,1,1,3,2
42,63,2,0,-482,1,1,3,2
43,60,1,0,-414,1,1,3,2
44,65,1,0,-492,1,1,3,2
46,69,6,1,500,1,1,3,2
47,70,2,1,434,1,1,3,2
48,58,1,1,479,1,1,3,2
1,25,4,0,-440,0,1,4,3
2,61,5,1,422,0,1,4,3
3,62,4,0,-494,0,1,4,3
4,52,4,0,-477,0,1,4,3
5,26,4,0,-425,0,1,4,3
7,7,4,0,-448,0,1,4,3
8,41,5,0,-440,0,1,4,3
9,22,4,1,472,0,1,4,3
11,38,5,0,-413,0,1,4,3
12,32,5,1,458,0,1,4,3
13,56,5,0,-413,0,1,4,3
14,97,5,1,496,0,1,4,3
15,67,4,0,-491,0,1,4,3
17,5,5,0,-450,0,1,4,3
18,80,4,0,-482,0,1,4,3
19,44,6,1,463,0,1,4,3
20,91,6,0,-494,0,1,4,3
21,71,4,0,-484,0,1,4,3
22,6,5,0,-490,0,1,4,3
24,90,6,1,436,0,1,4,3
25,73,6,1,429,0,1,4,3
27,6,6,1,477,0,1,4,3
28,47,6,0,-435,0,1,4,3
29,73,6,1,494,0,1,4,3
30,51,6,0,-412,0,1,4,3
32,18,6,1,418,0,1,4,3
33,55,6,0,-472,0,1,4,3
34,88,6,1,451,0,1,4,3
35,74,6,0,-460,0,1,4,3
36,95,6,1,478,0,1,4,3
37,89,6,1,403,0,1,4,3
38,91,6,1,498,0,1,4,3
40,73,6,1,455,0,1,4,3
41,91,6,1,495,0,1,4,3
42,17,6,1,404,0,1,4,3
43,91,6,0,-434,0,1,4,3
44,8,6,1,489,0,1,4,3
46,45,6,1,429,0,1,4,3
47,79,6,0,-437,0,1,4,3
48,56,6,0,-492,0,1,4,3
1,36,6,0,-489,1,1,4,3
2,89,6,0,-498,1,1,4,3
3,71,6,0,-448,1,1,4,3
4,48,5,0,-406,1,1,4,3
5,6,6,0,-418,1,1,4,3
7,42,6,0,-427,1,1,4,3
8,66,6,1,418,1,1,4,3
9,35,6,1,418,1,1,4,3
11,28,6,0,-438,1,1,4,3
12,46,6,1,471,1,1,4,3
13,81,6,1,407,1,1,4,3
14,82,5,1,487,1,1,4,3
15,99,6,0,-498,1,1,4,3
17,22,6,1,491,1,1,4,3
18,82,6,0,-485,1,1,4,3
19,43,6,1,427,1,1,4,3
20,10,6,0,-432,1,1,4,3
21,70,6,0,-473,1,1,4,3
22,95,6,1,469,1,1,4,3
24,10,6,1,400,1,1,4,3
25,40,6,0,-499,1,1,4,3
27,68,6,0,-473,1,1,4,3
28,78,6,0,-494,1,1,4,3
29,76,6,0,-434,1,1,4,3
30,57,6,0,-495,1,1,4,3
32,65,6,1,419,1,1,4,3
33,83,6,1,405,1,1,4,3
34,86,5,1,475,1,1,4,3
35,38,6,0,-490,1,1,4,3
36,77,6,1,428,1,1,4,3
37,15,6,1,443,1,1,4,3
38,58,6,0,-418,1,1,4,3
40,18,6,0,-417,1,1,4,3
41,99,6,1,483,1,1,4,3
42,15,6,1,434,1,1,4,3
43,71,6,1,489,1,1,4,3
44,51,6,1,491,1,1,4,3
46,94,6,0,-420,1,1,4,3
47,7,6,1,437,1,1,4,3
48,62,6,1,474,1,1,4,3
1,93,0,1,402,0,1,4,4
2,18,3,1,422,0,1,4,4
3,30,3,0,-422,0,1,4,4
4,67,3,0,-464,0,1,4,4
5,45,0,0,-488,0,1,4,4
7,36,0,0,-436,0,1,4,4
8,30,0,1,464,0,1,4,4
9,40,3,0,-452,0,1,4,4
11,57,0,0,-406,0,1,4,4
12,25,3,1,479,0,1,4,4
13,36,0,0,-468,0,1,4,4
14,72,0,0,-491,0,1,4,4
15,48,3,1,408,0,1,4,4
17,48,4,0,-427,0,1,4,4
18,35,5,1,493,0,1,4,4
19,35,0,0,-459,0,1,4,4
20,2,0,0,-428,0,1,4,4
21,61,4,1,472,0,1,4,4
22,24,4,0,-459,0,1,4,4
24,69,5,0,-470,0,1,4,4
25,15,4,1,429,0,1,4,4
27,48,5,1,481,0,1,4,4
28,38,4,1,490,0,1,4,4
29,55,3,1,473,0,1,4,4
30,33,0,0,-479,0,1,4,4
32,72,0,0,-428,0,1,4,4
33,36,5,1,475,0,1,4,4
34,24,0,0,-422,0,1,4,4
35,44,0,0,-463,0,1,4,4
36,14,0,0,-442,0,1,4,4
37,45,0,0,-479,0,1,4,4
38,36,0,0,-411,0,1,4,4
40,80,6,1,423,0,1,4,4
41,5,0,0,-493,0,1,4,4
42,66,3,0,-488,0,1,4,4
43,55,6,1,492,0,1,4,4
44,87,6,0,-420,0,1,4,4
46,51,6,1,484,0,1,4,4
47,45,6,1,408,0,1,4,4
48,40,6,1,462,0,1,4,4
1,61,5,0,-500,1,1,4,4
2,62,5,0,-425,1,1,4,4
3,44,5,0,-438,1,1,4,4
4,88,5,0,-444,1,1,4,4
5,84,6,0,-404,1,1,4,4
7,57,6,1,410,1,1,4,4
8,18,3,0,-417,1,1,4,4
9,29,5,0,-436,1,1,4,4
11,54,6,1,472,1,1,4,4
12,87,5,1,440,1,1,4,4
13,34,5,0,-428,1,1,4,4
14,90,6,1,476,1,1,4,4
15,29,6,0,-402,1,1,4,4
17,89,6,1,424,1,1,4,4
18,52,6,0,-479,1,1,4,4
19,51,6,0,-418,1,1,4,4
20,21,6,1,434,1,1,4,4
21,98,6,1,431,1,1,4,4
22,62,6,0,-488,1,1,4,4
24,39,4,1,436,1,1,4,4
25,14,3,0,-427,1,1,4,4
27,12,4,1,433,1,1,4,4
28,95,6,0,-431,1,1,4,4
29,78,5,0,-459,1,1,4,4
30,21,5,0,-497,1,1,4,4
32,35,5,0,-477,1,1,4,4
33,35,5,1,421,1,1,4,4
34,24,4,1,488,1,1,4,4
35,78,5,1,456,1,1,4,4
36,50,6,1,449,1,1,4,4
37,37,5,0,-484,1,1,4,4
38,92,6,1,497,1,1,4,4
40,20,5,0,-433,1,1,4,4
41,79,5,0,-483,1,1,4,4
42,47,5,1,422,1,1,4,4
43,38,6,0,-491,1,1,4,4
44,28,6,1,494,1,1,4,4
46,57,5,1,455,1,1,4,4
47,69,5,0,-431,1,1,4,4
48,22,6,1,448,1,1,4,4
1,40,4,1,405,0,1,4,5
2,48,3,1,406,0,1,4,5
3,5,6,0,-461,0,1,4,5
4,27,5,1,436,0,1,4,5
5,49,3,1,451,0,1,4,5
7,87,0,1,447,0,1,4,5
8,72,1,1,459,0,1,4,5
9,33,5,1,406,0,1,4,5
11,92,0,1,435,0,1,4,5
12,97,0,0,-439,0,1,4,5
13,87,0,1,428,0,1,4,5
14,6,6,1,492,0,1,4,5
15,79,2,0,-453,0,1,4,5
17,53,2,1,447,0,1,4,5
18,11,6,0,-463,0,1,4,5
19,24,5,1,489,0,1,4,5
20,92,0,0,-400,0,1,4,5
21,60,2,0,-403,0,1,4,5
22,82,1,0,-478,0,1,4,5
24,77,2,1,475,0,1,4,5
25,2,6,0,-427,0,1,4,5
27,25,5,1,400,0,1,4,5
28,98,0,0,-424,0,1,4,5
29,93,0,1,423,0,1,4,5
30,24,5,0,-410,0,1,4,5
32,69,2,0,-437,0,1,4,5
33,85,1,1,437,0,1,4,5
34,37,4,0,-460,0,1,4,5
35,86,1,1,470,0,1,4,5
36,51,3,0,-468,0,1,4,5
37,4,6,0,-404,0,1,4,5
38,29,5,0,-420,0,1,4,5
40,48,3,1,400,0,1,4,5
41,26,5,0,-431,0,1,4,5
42,81,1,0,-442,0,1,4,5
43,44,3,0,-458,0,1,4,5
44,43,4,0,-432,0,1,4,5
46,34,4,0,-468,0,1,4,5
47,44,3,0,-448,0,1,4,5
48,24,5,1,459,0,1,4,5
1,66,4,0,-419,1,1,4,5
2,13,6,0,-478,1,1,4,5
3,92,4,1,413,1,1,4,5
4,60,4,0,-496,1,1,4,5
5,77,5,1,420,1,1,4,5
7,58,5,0,-481,1,1,4,5
8,78,6,0,-423,1,1,4,5
9,27,6,0,-484,1,1,4,5
11,56,6,1,456,1,1,4,5
12,1,6,1,466,1,1,4,5
13,22,6,0,-432,1,1,4,5
14,75,5,1,413,1,1,4,5
15,43,6,1,454,1,1,4,5
17,4,6,0,-410,1,1,4,5
18,84,5,0,-458,1,1,4,5
19,13,6,0,-493,1,1,4,5
20,80,6,1,438,1,1,4,5
21,31,5,0,-455,1,1,4,5
22,47,6,0,-447,1,1,4,5
24,58,6,1,498,1,1,4,5
25,46,6,0,-419,1,1,4,5
27,24,6,0,-494,1,1,4,5
28,53,6,0,-429,1,1,4,5
29,34,6,1,483,1,1,4,5
30,83,6,1,451,1,1,4,5
32,11,6,1,478,1,1,4,5
33,14,6,0,-422,1,1,4,5
34,41,6,1,424,1,1,4,5
35,66,6,1,481,1,1,4,5
36,41,6,0,-403,1,1,4,5
37,96,6,1,479,1,1,4,5
38,95,6,1,403,1,1,4,5
40,41,6,1,474,1,1,4,5
41,40,6,1,499,1,1,4,5
42,63,6,0,-418,1,1,4,5
43,2,6,1,476,1,1,4,5
44,4,6,1,481,1,1,4,5
46,35,6,0,-431,1,1,4,5
47,67,6,1,465,1,1,4,5
48,19,6,1,482,1,1,4,5
1,9,3,1,423,0,1,4,6
2,3,3,0,-420,0,1,4,6
3,57,3,0,-463,0,1,4,6
4,76,3,1,409,0,1,4,6
5,50,3,1,463,0,1,4,6
7,68,3,1,493,0,1,4,6
8,1,3,1,411,0,1,4,6
9,54,3,1,487,0,1,4,6
11,65,3,1,450,0,1,4,6
12,6,3,0,-422,0,1,4,6
13,4,3,1,482,0,1,4,6
14,79,3,0,-417,0,1,4,6
15,1,3,0,-470,0,1,4,6
17,7,3,1,444,0,1,4,6
18,89,3,1,436,0,1,4,6
19,36,3,0,-455,0,1,4,6
20,38,3,0,-432,0,1,4,6
21,64,3,0,-451,0,1,4,6
22,57,3,1,459,0,1,4,6
24,55,3,0,-428,0,1,4,6
25,41,3,1,481,0,1,4,6
27,7,3,1,493,0,1,4,6
28,29,3,0,-407,0,1,4,6
29,65,3,0,-404,0,1,4,6
30,67,3,1,411,0,1,4,6
32,77,3,1,471,0,1,4,6
33,23,3,0,-408,0,1,4,6
34,14,3,0,-489,0,1,4,6
35,35,3,1,475,0,1,4,6
36,65,3,0,-479,0,1,4,6
37,38,3,1,491,0,1,4,6
38,3,3,1,404,0,1,4,6
40,50,3,0,-470,0,1,4,6
41,87,3,0,-453,0,1,4,6
42,15,3,1,407,0,1,4,6
43,82,3,1,438,0,1,4,6
44,16,3,0,-482,0,1,4,6
46,33,3,0,-450,0,1,4,6
47,1,3,1,467,0,1,4,6
48,35,3,1,447,0,1,4,6
1,57,6,1,403,1,1,4,6
2,88,6,1,445,1,1,4,6
3,35,6,0,-429,1,1,4,6
4,35,6,0,-444,1,1,4,6
5,46,6,0,-459,1,1,4,6
7,22,6,1,410,1,1,4,6
8,99,6,1,487,1,1,4,6
9,83,6,0,-424,1,1,4,6
11,67,6,0,-408,1,1,4,6
12,22,6,1,478,1,1,4,6
13,25,6,0,-488,1,1,4,6
14,72,6,0,-470,1,1,4,6
15,65,6,1,495,1,1,4,6
17,8,6,0,-406,1,1,4,6
18,53,6,0,-424,1,1,4,6
19,51,6,0,-498,1,1,4,6
20,40,6,0,-451,1,1,4,6
21,46,6,1,456,1,1,4,6
22,76,6,0,-491,1,1,4,6
24,65,6,1,465,1,1,4,6
25,9,6,1,416,1,1,4,6
27,61,6,1,409,1,1,4,6
28,69,6,1,484,1,1,4,6
29,89,6,0,-466,1,1,4,6
30,10,6,1,497,1,1,4,6
32,64,6,1,449,1,1,4,6
33,57,6,1,484,1,1,4,6
34,48,6,0,-405,1,1,4,6
35,30,6,0,-465,1,1,4,6
36,17,6,0,-438,1,1,4,6
37,76,6,0,-463,1,1,4,6
38,63,6,0,-404,1,1,4,6
40,31,6,1,422,1,1,4,6
41,99,6,0,-406,1,1,4,6
42,26,6,0,-460,1,1,4,6
43,44,6,0,-494,1,1,4,6
44,19,6,1,418,1,1,4,6
46,19,6,0,-423,1,1,4,6
47,38,6,0,-407,1,1,4,6
48,30,6,1,471,1,1,4,6
1,70,3,0,-485,0,1,4,7
2,89,3,1,428,0,1,4,7
3,44,3,1,492,0,1,4,7
4,54,3,1,463,0,1,4,7
5,62,3,0,-420,0,1,4,7
7,68,3,0,-494,0,1,4,7
8,84,3,1,451,0,1,4,7
9,51,3,0,-489,0,1,4,7
11,34,4,0,-464,0,1,4,7
12,8,3,1,488,0,1,4,7
13,27,3,0,-496,0,1,4,7
14,90,4,1,464,0,1,4,7
15,88,4,0,-443,0,1,4,7
17,28,3,0,-462,0,1,4,7
18,77,4,1,460,0,1,4,7
19,96,4,1,420,0,1,4,7
20,67,4,1,485,0,1,4,7
21,34,3,0,-479,0,1,4,7
22,34,4,1,499,0,1,4,7
24,38,4,1,464,0,1,4,7
25,63,4,1,429,0,1,4,7
27,72,4,0,-477,0,1,4,7
28,61,3,0,-474,0,1,4,7
29,24,3,1,495,0,1,4,7
30,83,5,0,-413,0,1,4,7
32,48,4,0,-441,0,1,4,7
33,63,4,0,-405,0,1,4,7
34,27,3,0,-473,0,1,4,7
35,35,4,1,439,0,1,4,7
36,32,4,0,-482,0,1,4,7
37,10,3,0,-500,0,1,4,7
38,89,5,1,412,0,1,4,7
40,93,5,1,406,0,1,4,7
41,75,4,1,481,0,1,4,7
42,99,6,1,493,0,1,4,7
43,28,4,0,-432,0,1,4,7
44,94,5,0,-492,0,1,4,7
46,41,4,1,457,0,1,4,7
47,34,4,0,-435,0,1,4,7
48,11,4,0,-424,0,1,4,7
1,66,6,0,-456,1,1,4,7
2,77,6,0,-439,1,1,4,7
3,7,6,0,-421,1,1,4,7
4,94,6,0,-430,1,1,4,7
5,20,5,0,-454,1,1,4,7
7,97,6,1,466,1,1,4,7
8,93,6,1,403,1,1,4,7
9,11,4,0,-405,1,1,4,7
11,24,5,0,-467,1,1,4,7
12,68,6,1,437,1,1,4,7
13,60,5,1,449,1,1,4,7
14,19,6,1,420,1,1,4,7
15,99,6,0,-410,1,1,4,7
17,58,6,1,464,1,1,4,7
18,12,5,0,-446,1,1,4,7
19,88,6,0,-417,1,1,4,7
20,75,6,0,-494,1,1,4,7
21,46,6,1,468,1,1,4,7
22,32,6,1,438,1,1,4,7
24,23,6,1,431,1,1,4,7
25,13,5,1,442,1,1,4,7
27,21,5,1,463,1,1,4,7
28,47,6,1,453,1,1,4,7
29,93,6,0,-436,1,1,4,7
30,34,6,1,481,1,1,4,7
32,37,6,1,468,1,1,4,7
33,40,6,1,457,1,1,4,7
34,99,6,0,-496,1,1,4,7
35,19,5,1,495,1,1,4,7
36,59,6,0,-440,1,1,4,7
37,20,5,1,403,1,1,4,7
38,42,6,0,-455,1,1,4,7
40,58,6,0,-471,1,1,4,7
41,97,6,1,500,1,1,4,7
42,52,5,0,-459,1,1,4,7
43,18,5,1,480,1,1,4,7
44,64,6,1,429,1,1,4,7
46,22,5,1,465,1,1,4,7
47,35,6,0,-483,1,1,4,7
48,98,6,1,423,1,1,4,7
1,94,3,0,-463,0,1,4,8
2,26,1,1,496,0,1,4,8
3,14,0,0,-444,0,1,4,8
4,80,3,0,-422,0,1,4,8
5,59,3,1,456,0,1,4,8
7,10,3,1,430,0,1,4,8
8,55,3,1,455,0,1,4,8
9,82,3,1,442,0,1,4,8
11,90,3,1,407,0,1,4,8
12,89,3,1,409,0,1,4,8
13,24,3,0,-435,0,1,4,8
14,12,3,0,-490,0,1,4,8
15,45,3,0,-459,0,1,4,8
17,25,3,0,-409,0,1,4,8
18,38,3,1,400,0,1,4,8
19,14,3,0,-420,0,1,4,8
20,76,3,0,-439,0,1,4,8
21,6,3,1,442,0,1,4,8
22,51,3,0,-409,0,1,4,8
24,42,3,1,445,0,1,4,8
25,5,3,1,414,0,1,4,8
27,57,3,0,-475,0,1,4,8
28,99,3,1,415,0,1,4,8
29,12,3,1,465,0,1,4,8
30,2,3,1,421,0,1,4,8
32,63,3,0,-406,0,1,4,8
33,52,3,0,-448,0,1,4,8
34,43,3,0,-449,0,1,4,8
35,32,3,0,-403,0,1,4,8
36,93,3,1,487,0,1,4,8
37,89,3,0,-415,0,1,4,8
38,98,3,0,-463,0,1,4,8
40,49,3,0,-458,0,1,4,8
41,80,3,0,-450,0,1,4,8
42,8,3,1,453,0,1,4,8
43,42,3,0,-406,0,1,4,8
44,66,3,1,473,0,1,4,8
46,58,3,0,-464,0,1,4,8
47,48,3,1,470,0,1,4,8
48,1,3,0,-458,0,1,4,8
1,68,4,0,-482,1,1,4,8
2,15,6,1,465,1,1,4,8
3,65,5,0,-478,1,1,4,8
4,5,6,1,409,1,1,4,8
5,77,6,1,419,1,1,4,8
7,46,6,1,408,1,1,4,8
8,98,6,1,499,1,1,4,8
9,93,6,0,-420,1,1,4,8
11,52,6,1,470,1,1,4,8
12,99,6,0,-444,1,1,4,8
13,13,6,0,-449,1,1,4,8
14,34,6,0,-498,1,1,4,8
15,26,6,0,-410,1,1,4,8
17,31,6,0,-481,1,1,4,8
18,13,6,0,-413,1,1,4,8
19,74,6,0,-434,1,1,4,8
20,45,6,0,-497,1,1,4,8
21,81,6,1,435,1,1,4,8
22,5,6,1,450,1,1,4,8
24,85,6,0,-418,1,1,4,8
25,21,6,0,-433,1,1,4,8
27,57,6,0,-440,1,1,4,8
28,67,6,1,427,1,1,4,8
29,51,6,0,-430,1,1,4,8
30,54,6,1,463,1,1,4,8
32,83,6,0,-495,1,1,4,8
33,87,6,0,-491,1,1,4,8
34,77,6,0,-446,1,1,4,8
35,80,6,0,-401,1,1,4,8
36,68,6,0,-489,1,1,4,8
37,26,6,1,459,1,1,4,8
38,84,6,0,-453,1,1,4,8
40,65,0,0,-406,1,1,4,8
41,78,6,0,-484,1,1,4,8
42,26,6,0,-475,1,1,4,8
43,77,6,1,421,1,1,4,8
44,78,6,0,-406,1,1,4,8
46,59,6,0,-465,1,1,4,8
47,8,6,1,488,1,1,4,8
48,57,6,0,-422,1,1,4,8
1,34,3,1,500,0,1,2,9
2,8,1,1,498,0,1,2,9
3,76,4,1,467,0,1,2,9
4,85,5,0,-416,0,1,2,9
5,76,5,0,-429,0,1,2,9
7,78,4,0,-407,0,1,2,9
8,66,3,0,-478,0,1,2,9
9,18,2,1,419,0,1,2,9
11,40,3,1,436,0,1,2,9
12,63,4,1,445,0,1,2,9
13,25,2,0,-461,0,1,2,9
14,24,2,0,-479,0,1,2,9
15,95,6,0,-499,0,1,2,9
17,20,2,1,462,0,1,2,9
18,68,4,1,482,0,1,2,9
19,24,2,1,473,0,1,2,9
20,87,5,1,449,0,1,2,9
21,19,1,1,449,0,1,2,9
22,27,2,1,417,0,1,2,9
24,70,4,1,408,0,1,2,9
25,88,5,1,481,0,1,2,9
27,39,3,0,-485,0,1,2,9
28,84,5,1,447,0,1,2,9
29,25,2,1,497,0,1,2,9
30,62,4,0,-488,0,1,2,9
32,71,5,1,407,0,1,2,9
33,95,6,1,430,0,1,2,9
34,57,3,1,480,0,1,2,9
35,62,4,1,495,0,1,2,9
36,97,6,1,431,0,1,2,9
37,2,0,0,-475,0,1,2,9
38,17,1,1,492,0,1,2,9
40,60,4,1,401,0,1,2,9
41,77,5,1,499,0,1,2,9
42,10,1,1,427,0,1,2,9
43,89,5,1,413,0,1,2,9
44,86,5,0,-482,0,1,2,9
46,9,0,1,436,0,1,2,9
47,75,5,1,433,0,1,2,9
48,77,5,1,403,0,1,2,9
1,27,6,0,-474,1,1,4,9
2,81,6,1,481,1,1,4,9
3,58,5,1,436,1,1,4,9
4,36,5,0,-478,1,1,4,9
5,81,6,1,490,1,1,4,9
7,92,6,0,-447,1,1,4,9
8,94,6,0,-454,1,1,4,9
9,11,5,0,-492,1,1,4,9
11,91,6,0,-465,1,1,4,9
12,54,6,1,413,1,1,4,9
13,19,5,0,-454,1,1,4,9
14,42,6,0,-482,1,1,4,9
15,19,4,1,446,1,1,4,9
17,49,6,1,495,1,1,4,9
18,37,6,1,460,1,1,4,9
19,93,6,0,-479,1,1,4,9
20,53,6,0,-453,1,1,4,9
21,99,6,1,479,1,1,4,9
22,64,6,0,-462,1,1,4,9
24,65,6,0,-443,1,1,4,9
25,10,3,0,-428,1,1,4,9
27,33,6,0,-444,1,1,4,9
28,95,6,0,-417,1,1,4,9
29,4,2,0,-403,1,1,4,9
30,69,6,0,-460,1,1,4,9
32,85,6,0,-500,1,1,4,9
33,84,6,0,-414,1,1,4,9
34,52,6,1,404,1,1,4,9
35,83,6,1,414,1,1,4,9
36,71,6,0,-469,1,1,4,9
37,29,5,1,468,1,1,4,9
38,40,5,0,-427,1,1,4,9
40,78,6,1,407,1,1,4,9
41,85,6,0,-413,1,1,4,9
42,60,6,0,-461,1,1,4,9
43,62,6,0,-440,1,1,4,9
44,45,6,1,434,1,1,4,9
46,27,5,0,-454,1,1,4,9
47,30,5,0,-435,1,1,4,9
48,6,2,0,-487,1,1,4,9
1,13,3,1,469,0,1,4,10
2,15,3,1,493,0,1,4,10
3,77,3,0,-427,0,1,4,10
4,72,3,0,-443,0,1,4,10
5,27,3,0,-434,0,1,4,10
7,79,3,0,-496,0,1,4,10
8,64,3,1,452,0,1,4,10
9,93,3,0,-477,0,1,4,10
11,63,3,0,-486,0,1,4,10
12,48,3,0,-498,0,1,4,10
13,86,3,1,437,0,1,4,10
14,61,3,0,-400,0,1,4,10
15,35,3,1,403,0,1,4,10
17,50,3,0,-425,0,1,4,10
18,22,3,1,471,0,1,4,10
19,27,3,1,483,0,1,4,10
20,45,3,0,-404,0,1,4,10
21,6,3,0,-402,0,1,4,10
22,75,3,0,-435,0,1,4,10
24,41,3,0,-450,0,1,4,10
25,92,3,1,415,0,1,4,10
27,24,3,0,-438,0,1,4,10
28,10,3,0,-419,0,1,4,10
29,57,3,0,-438,0,1,4,10
30,35,3,1,429,0,1,4,10
32,4,3,1,462,0,1,4,10
33,91,3,0,-491,0,1,4,10
34,92,3,1,455,0,1,4,10
35,47,3,0,-478,0,1,4,10
36,53,3,1,498,0,1,4,10
37,47,3,0,-408,0,1,4,10
38,11,3,1,463,0,1,4,10
40,19,3,0,-481,0,1,4,10
