n_trial,uncertainty,seek,Market_change_1up,mc_model,Instr,Task1Seek,check,ID
3,84,6,0,-480,0,1,4,65
4,38,6,0,-462,0,1,4,65
5,79,5,1,492,0,1,4,65
7,23,0,0,-478,0,1,4,65
8,7,6,1,471,0,1,4,65
9,36,5,1,429,0,1,4,65
11,45,3,0,-467,0,1,4,65
12,61,5,1,418,0,1,4,65
13,2,5,0,-407,0,1,4,65
14,67,5,0,-420,0,1,4,65
15,6,6,1,484,0,1,4,65
17,99,5,0,-458,0,1,4,65
18,76,2,0,-443,0,1,4,65
19,75,6,0,-484,0,1,4,65
20,22,5,1,407,0,1,4,65
21,2,4,0,-476,0,1,4,65
22,81,6,1,435,0,1,4,65
24,32,5,0,-463,0,1,4,65
25,87,5,0,-414,0,1,4,65
27,32,5,0,-490,0,1,4,65
28,70,5,0,-426,0,1,4,65
29,39,6,1,410,0,1,4,65
30,75,5,0,-405,0,1,4,65
32,11,6,0,-485,0,1,4,65
33,57,6,1,497,0,1,4,65
34,49,6,1,455,0,1,4,65
35,81,6,0,-446,0,1,4,65
36,74,5,0,-484,0,1,4,65
37,12,5,0,-470,0,1,4,65
38,94,6,0,-489,0,1,4,65
40,58,5,1,408,0,1,4,65
41,25,6,0,-482,0,1,4,65
42,77,5,0,-447,0,1,4,65
43,58,6,0,-469,0,1,4,65
44,45,6,1,481,0,1,4,65
46,24,6,0,-437,0,1,4,65
47,84,5,1,440,0,1,4,65
48,60,5,1,455,0,1,4,65
1,96,6,1,475,1,1,4,65
2,15,6,1,477,1,1,4,65
3,35,6,0,-454,1,1,4,65
4,94,6,1,447,1,1,4,65
5,92,6,1,459,1,1,4,65
7,11,6,0,-485,1,1,4,65
8,97,0,0,-419,1,1,4,65
9,67,6,0,-484,1,1,4,65
11,24,6,1,494,1,1,4,65
12,99,6,0,-464,1,1,4,65
13,89,5,1,437,1,1,4,65
14,88,5,0,-407,1,1,4,65
15,61,5,1,492,1,1,4,65
17,40,5,0,-437,1,1,4,65
18,62,6,1,425,1,1,4,65
19,45,6,0,-460,1,1,4,65
20,65,6,0,-452,1,1,4,65
21,76,6,0,-414,1,1,4,65
22,68,6,1,465,1,1,4,65
24,22,6,1,440,1,1,4,65
25,23,6,1,427,1,1,4,65
27,5,6,0,-495,1,1,4,65
28,51,6,1,429,1,1,4,65
29,89,6,0,-500,1,1,4,65
30,90,6,0,-407,1,1,4,65
32,6,6,1,487,1,1,4,65
33,82,6,0,-431,1,1,4,65
34,34,6,1,400,1,1,4,65
35,86,6,0,-453,1,1,4,65
36,82,6,0,-465,1,1,4,65
37,85,6,0,-407,1,1,4,65
38,62,6,0,-446,1,1,4,65
40,70,5,0,-483,1,1,4,65
41,10,6,1,483,1,1,4,65
42,91,5,0,-464,1,1,4,65
43,14,5,1,456,1,1,4,65
44,17,6,1,400,1,1,4,65
46,33,6,1,490,1,1,4,65
47,40,6,1,458,1,1,4,65
48,34,6,0,-464,1,1,4,65
1,84,6,1,412,0,1,3,66
2,64,6,1,449,0,1,3,66
3,86,5,0,-497,0,1,3,66
4,39,4,0,-461,0,1,3,66
5,54,5,0,-417,0,1,3,66
7,41,6,1,416,0,1,3,66
8,56,5,1,400,0,1,3,66
9,61,6,1,426,0,1,3,66
11,63,5,1,433,0,1,3,66
12,79,6,1,485,0,1,3,66
13,77,5,1,483,0,1,3,66
14,61,3,1,421,0,1,3,66
15,89,6,0,-401,0,1,3,66
17,75,5,1,431,0,1,3,66
18,16,5,1,439,0,1,3,66
19,25,6,0,-455,0,1,3,66
20,53,5,1,473,0,1,3,66
21,59,5,0,-468,0,1,3,66
22,89,6,1,404,0,1,3,66
24,16,5,0,-434,0,1,3,66
25,91,6,1,500,0,1,3,66
27,33,5,1,455,0,1,3,66
28,96,6,1,490,0,1,3,66
29,64,5,1,470,0,1,3,66
30,49,5,0,-496,0,1,3,66
32,20,5,1,488,0,1,3,66
33,22,5,0,-429,0,1,3,66
34,50,5,0,-423,0,1,3,66
35,77,5,0,-411,0,1,3,66
36,17,6,0,-458,0,1,3,66
37,4,5,0,-416,0,1,3,66
38,89,6,0,-405,0,1,3,66
40,98,6,1,452,0,1,3,66
41,34,6,0,-404,0,1,3,66
42,13,6,0,-471,0,1,3,66
43,22,6,0,-457,0,1,3,66
44,17,6,1,453,0,1,3,66
46,87,6,0,-472,0,1,3,66
47,75,6,0,-447,0,1,3,66
48,9,6,1,427,0,1,3,66
1,59,6,1,471,1,1,4,66
2,14,6,0,-437,1,1,4,66
3,60,6,1,461,1,1,4,66
4,63,6,0,-401,1,1,4,66
5,42,6,0,-481,1,1,4,66
7,21,6,0,-456,1,1,4,66
8,48,6,1,445,1,1,4,66
9,10,6,1,489,1,1,4,66
11,74,6,0,-407,1,1,4,66
12,42,6,1,492,1,1,4,66
13,69,6,1,421,1,1,4,66
14,98,6,1,479,1,1,4,66
15,11,6,0,-493,1,1,4,66
17,10,6,0,-431,1,1,4,66
18,39,6,0,-403,1,1,4,66
19,87,6,0,-466,1,1,4,66
20,92,6,0,-482,1,1,4,66
21,47,6,0,-446,1,1,4,66
22,87,6,0,-437,1,1,4,66
24,92,6,0,-412,1,1,4,66
25,49,6,1,437,1,1,4,66
27,32,6,1,492,1,1,4,66
28,38,6,1,422,1,1,4,66
29,48,6,0,-496,1,1,4,66
30,71,6,0,-450,1,1,4,66
32,88,6,1,435,1,1,4,66
33,98,6,0,-406,1,1,4,66
34,24,6,1,478,1,1,4,66
35,71,6,0,-471,1,1,4,66
36,12,6,1,464,1,1,4,66
37,85,6,0,-497,1,1,4,66
38,72,6,0,-450,1,1,4,66
40,47,6,0,-411,1,1,4,66
41,82,6,1,461,1,1,4,66
42,3,6,0,-400,1,1,4,66
43,98,6,1,488,1,1,4,66
44,87,6,0,-460,1,1,4,66
46,68,6,1,453,1,1,4,66
47,80,6,0,-425,1,1,4,66
48,40,6,1,434,1,1,4,66
1,74,6,1,418,0,1,4,67
2,86,6,0,-437,0,1,4,67
3,86,6,0,-459,0,1,4,67
4,31,3,1,484,0,1,4,67
5,16,0,0,-450,0,1,4,67
7,16,1,0,-409,0,1,4,67
8,82,6,0,-494,0,1,4,67
9,21,4,0,-463,0,1,4,67
11,65,5,0,-446,0,1,4,67
12,26,2,1,438,0,1,4,67
13,75,6,1,413,0,1,4,67
14,63,3,1,409,0,1,4,67
15,33,4,0,-498,0,1,4,67
17,94,6,0,-485,0,1,4,67
18,92,6,0,-422,0,1,4,67
19,45,5,1,465,0,1,4,67
20,67,6,0,-404,0,1,4,67
21,85,6,0,-496,0,1,4,67
22,20,1,1,483,0,1,4,67
24,38,4,0,-474,0,1,4,67
25,40,5,1,406,0,1,4,67
27,19,1,0,-426,0,1,4,67
28,60,5,0,-472,0,1,4,67
29,55,6,0,-496,0,1,4,67
30,46,6,0,-451,0,1,4,67
32,63,5,0,-492,0,1,4,67
33,92,6,0,-426,0,1,4,67
34,24,2,1,495,0,1,4,67
35,22,1,1,493,0,1,4,67
36,21,1,1,430,0,1,4,67
37,25,2,1,418,0,1,4,67
38,66,6,0,-437,0,1,4,67
40,16,0,1,491,0,1,4,67
41,9,0,0,-400,0,1,4,67
42,40,5,0,-446,0,1,4,67
43,52,5,1,440,0,1,4,67
44,53,6,0,-483,0,1,4,67
46,47,5,1,475,0,1,4,67
47,53,6,0,-439,0,1,4,67
48,16,0,1,427,0,1,4,67
1,2,0,0,-465,1,1,4,67
2,72,6,0,-409,1,1,4,67
3,86,6,0,-418,1,1,4,67
4,33,6,0,-401,1,1,4,67
5,87,6,1,449,1,1,4,67
7,94,6,0,-445,1,1,4,67
8,67,6,0,-486,1,1,4,67
9,47,6,0,-447,1,1,4,67
11,3,1,1,441,1,1,4,67
12,54,6,0,-401,1,1,4,67
13,80,6,1,432,1,1,4,67
14,73,6,1,477,1,1,4,67
15,21,4,1,498,1,1,4,67
17,42,6,0,-428,1,1,4,67
18,58,6,1,418,1,1,4,67
19,2,0,1,403,1,1,4,67
20,97,6,1,444,1,1,4,67
21,92,6,0,-417,1,1,4,67
22,57,6,1,421,1,1,4,67
24,64,6,1,469,1,1,4,67
25,71,6,0,-484,1,1,4,67
27,13,4,1,481,1,1,4,67
28,41,6,1,431,1,1,4,67
29,23,5,0,-429,1,1,4,67
30,7,0,0,-422,1,1,4,67
32,94,6,0,-481,1,1,4,67
33,12,5,0,-402,1,1,4,67
34,8,0,0,-464,1,1,4,67
35,70,6,0,-405,1,1,4,67
36,88,6,0,-430,1,1,4,67
37,57,6,0,-426,1,1,4,67
38,2,0,1,457,1,1,4,67
40,79,6,1,425,1,1,4,67
41,53,6,0,-492,1,1,4,67
42,23,5,1,449,1,1,4,67
43,55,6,0,-424,1,1,4,67
44,82,6,0,-441,1,1,4,67
46,21,6,1,433,1,1,4,67
47,67,6,0,-469,1,1,4,67
48,87,6,0,-420,1,1,4,67
1,25,4,0,-427,0,1,2,68
2,10,6,1,441,0,1,2,68
3,26,4,0,-463,0,1,2,68
4,43,3,0,-470,0,1,2,68
5,3,5,0,-406,0,1,2,68
7,5,3,0,-492,0,1,2,68
8,75,0,0,-441,0,1,2,68
9,24,0,0,-409,0,1,2,68
11,88,0,1,447,0,1,2,68
12,63,4,1,474,0,1,2,68
13,25,3,1,410,0,1,2,68
14,87,0,0,-421,0,1,2,68
15,92,0,1,486,0,1,2,68
17,38,0,0,-431,0,1,2,68
18,73,0,1,409,0,1,2,68
19,46,0,1,405,0,1,2,68
20,15,3,1,453,0,1,2,68
21,86,3,1,459,0,1,2,68
22,17,0,1,424,0,1,2,68
24,94,0,1,417,0,1,2,68
25,8,3,1,469,0,1,2,68
27,26,0,0,-419,0,1,2,68
28,27,0,1,438,0,1,2,68
29,62,0,1,427,0,1,2,68
30,62,0,0,-476,0,1,2,68
32,48,0,1,479,0,1,2,68
33,46,5,1,469,0,1,2,68
34,34,0,0,-490,0,1,2,68
35,41,0,0,-473,0,1,2,68
36,98,4,1,408,0,1,2,68
37,31,0,0,-405,0,1,2,68
38,27,3,0,-403,0,1,2,68
40,97,0,0,-455,0,1,2,68
41,56,0,1,409,0,1,2,68
42,39,0,1,463,0,1,2,68
43,13,0,1,474,0,1,2,68
44,29,0,0,-410,0,1,2,68
46,50,3,0,-414,0,1,2,68
47,57,4,1,422,0,1,2,68
48,55,4,1,418,0,1,2,68
1,37,6,1,500,1,1,4,68
2,82,6,1,461,1,1,4,68
3,83,6,1,451,1,1,4,68
4,12,6,0,-423,1,1,4,68
5,98,6,1,473,1,1,4,68
7,95,6,1,430,1,1,4,68
8,79,6,0,-433,1,1,4,68
9,13,6,0,-443,1,1,4,68
11,16,6,0,-416,1,1,4,68
12,60,6,1,424,1,1,4,68
13,29,6,1,490,1,1,4,68
14,36,6,0,-447,1,1,4,68
15,79,6,1,485,1,1,4,68
17,78,6,1,493,1,1,4,68
18,49,6,1,402,1,1,4,68
19,38,6,1,492,1,1,4,68
20,42,6,0,-466,1,1,4,68
21,21,6,0,-462,1,1,4,68
22,33,6,1,448,1,1,4,68
24,92,6,1,477,1,1,4,68
25,22,6,0,-430,1,1,4,68
27,31,6,1,422,1,1,4,68
28,67,6,1,468,1,1,4,68
29,1,6,0,-433,1,1,4,68
30,7,6,1,445,1,1,4,68
32,20,6,0,-489,1,1,4,68
33,79,6,1,432,1,1,4,68
34,6,6,1,406,1,1,4,68
35,71,6,0,-469,1,1,4,68
36,49,6,1,425,1,1,4,68
37,99,6,0,-476,1,1,4,68
38,60,6,0,-483,1,1,4,68
40,68,6,1,463,1,1,4,68
41,71,6,0,-473,1,1,4,68
42,27,6,0,-451,1,1,4,68
43,17,6,1,447,1,1,4,68
44,28,6,0,-444,1,1,4,68
46,65,6,0,-464,1,1,4,68
47,28,6,1,483,1,1,4,68
48,71,6,0,-482,1,1,4,68
1,75,5,0,-405,0,1,2,69
2,58,4,0,-463,0,1,2,69
3,93,6,0,-444,0,1,2,69
4,70,2,1,456,0,1,2,69
5,45,3,0,-407,0,1,2,69
7,41,3,1,428,0,1,2,69
8,2,0,1,433,0,1,2,69
9,48,3,1,471,0,1,2,69
11,65,3,0,-472,0,1,2,69
12,69,3,1,476,0,1,2,69
13,98,1,1,476,0,1,2,69
14,43,3,1,483,0,1,2,69
15,47,3,0,-453,0,1,2,69
17,30,3,1,418,0,1,2,69
18,25,3,1,409,0,1,2,69
19,59,2,0,-490,0,1,2,69
20,81,3,1,475,0,1,2,69
21,58,4,0,-487,0,1,2,69
22,8,6,1,500,0,1,2,69
24,78,4,0,-421,0,1,2,69
25,53,4,1,470,0,1,2,69
27,80,5,1,406,0,1,2,69
28,37,5,1,401,0,1,2,69
29,37,3,1,451,0,1,2,69
30,75,2,0,-429,0,1,2,69
32,24,3,0,-446,0,1,2,69
33,73,2,0,-433,0,1,2,69
34,76,2,1,492,0,1,2,69
35,66,1,0,-498,0,1,2,69
36,14,0,0,-429,0,1,2,69
37,65,1,1,413,0,1,2,69
38,98,0,1,422,0,1,2,69
40,96,2,0,-440,0,1,2,69
41,14,3,1,483,0,1,2,69
42,79,2,0,-411,0,1,2,69
43,71,3,1,430,0,1,2,69
44,84,3,1,405,0,1,2,69
46,36,4,1,492,0,1,2,69
47,8,1,0,-421,0,1,2,69
48,34,2,1,405,0,1,2,69
1,89,0,0,-408,1,1,4,69
2,93,0,0,-456,1,1,4,69
3,49,1,1,445,1,1,4,69
4,2,6,1,474,1,1,4,69
5,34,2,0,-433,1,1,4,69
7,70,2,0,-461,1,1,4,69
8,53,3,1,412,1,1,4,69
9,44,3,1,461,1,1,4,69
11,94,2,1,482,1,1,4,69
12,80,0,0,-494,1,1,4,69
13,67,2,1,480,1,1,4,69
14,52,3,1,463,1,1,4,69
15,18,0,0,-405,1,1,4,69
17,4,2,0,-476,1,1,4,69
18,24,3,1,452,1,1,4,69
19,9,2,0,-427,1,1,4,69
20,95,2,1,464,1,1,4,69
21,12,6,1,443,1,1,4,69
22,76,1,1,443,1,1,4,69
24,99,5,0,-469,1,1,4,69
25,40,4,1,461,1,1,4,69
27,11,5,1,415,1,1,4,69
28,49,2,0,-483,1,1,4,69
29,12,5,1,449,1,1,4,69
30,35,1,0,-491,1,1,4,69
32,65,3,1,415,1,1,4,69
33,62,1,0,-464,1,1,4,69
34,41,3,1,409,1,1,4,69
35,36,1,0,-490,1,1,4,69
36,49,1,0,-497,1,1,4,69
37,35,4,1,485,1,1,4,69
38,98,5,0,-429,1,1,4,69
40,76,2,0,-472,1,1,4,69
41,80,0,0,-500,1,1,4,69
42,20,6,1,464,1,1,4,69
43,68,1,0,-465,1,1,4,69
44,18,5,1,446,1,1,4,69
46,48,3,0,-417,1,1,4,69
47,59,2,1,476,1,1,4,69
48,2,0,0,-418,1,1,4,69
1,5,6,0,-455,0,1,4,70
2,85,6,1,421,0,1,4,70
3,81,6,0,-470,0,1,4,70
4,30,6,0,-474,0,1,4,70
5,37,6,1,475,0,1,4,70
7,37,6,1,451,0,1,4,70
8,50,6,1,426,0,1,4,70
9,58,6,1,455,0,1,4,70
11,88,6,1,472,0,1,4,70
12,13,6,0,-432,0,1,4,70
13,41,6,1,490,0,1,4,70
14,41,6,0,-479,0,1,4,70
15,53,6,0,-414,0,1,4,70
17,5,6,0,-414,0,1,4,70
18,70,6,1,498,0,1,4,70
19,8,6,1,485,0,1,4,70
20,75,6,0,-409,0,1,4,70
21,58,6,1,406,0,1,4,70
22,75,6,1,471,0,1,4,70
24,62,6,1,415,0,1,4,70
25,1,6,0,-448,0,1,4,70
27,39,6,1,439,0,1,4,70
28,92,6,1,444,0,1,4,70
29,81,6,0,-495,0,1,4,70
30,60,6,0,-452,0,1,4,70
32,18,6,1,402,0,1,4,70
33,85,6,0,-425,0,1,4,70
34,19,6,0,-409,0,1,4,70
35,4,6,0,-471,0,1,4,70
36,45,6,0,-450,0,1,4,70
37,44,6,1,466,0,1,4,70
38,31,6,0,-408,0,1,4,70
40,70,6,1,409,0,1,4,70
41,55,6,1,432,0,1,4,70
42,82,6,1,416,0,1,4,70
43,26,6,0,-468,0,1,4,70
44,48,6,0,-457,0,1,4,70
46,83,6,1,476,0,1,4,70
47,45,1,1,450,0,1,4,70
48,54,6,1,490,0,1,4,70
1,59,6,0,-424,1,1,4,70
2,42,6,0,-491,1,1,4,70
3,66,6,1,471,1,1,4,70
4,63,6,0,-440,1,1,4,70
5,49,6,1,484,1,1,4,70
7,1,6,1,434,1,1,4,70
8,97,6,0,-426,1,1,4,70
9,15,6,0,-413,1,1,4,70
11,6,6,1,472,1,1,4,70
12,50,6,0,-468,1,1,4,70
13,67,6,0,-417,1,1,4,70
14,19,6,0,-457,1,1,4,70
15,58,6,1,474,1,1,4,70
17,75,6,0,-465,1,1,4,70
18,75,6,1,411,1,1,4,70
19,67,6,1,458,1,1,4,70
20,20,6,1,446,1,1,4,70
21,22,6,1,479,1,1,4,70
22,31,6,0,-473,1,1,4,70
24,45,6,1,436,1,1,4,70
25,56,6,0,-428,1,1,4,70
27,39,6,1,499,1,1,4,70
28,38,6,1,486,1,1,4,70
29,85,6,1,420,1,1,4,70
30,32,6,0,-432,1,1,4,70
32,55,6,1,488,1,1,4,70
33,26,6,1,423,1,1,4,70
34,13,6,0,-450,1,1,4,70
35,98,6,0,-417,1,1,4,70
36,80,6,1,433,1,1,4,70
37,50,6,1,439,1,1,4,70
38,21,6,1,495,1,1,4,70
40,57,6,0,-488,1,1,4,70
41,80,6,1,458,1,1,4,70
42,96,6,1,440,1,1,4,70
43,99,6,1,422,1,1,4,70
44,32,6,0,-419,1,1,4,70
46,36,6,0,-469,1,1,4,70
47,99,6,1,493,1,1,4,70
48,62,6,0,-460,1,1,4,70
1,70,5,0,-478,0,1,4,71
2,25,2,1,463,0,1,4,71
3,29,3,1,466,0,1,4,71
4,13,2,1,455,0,1,4,71
5,72,5,0,-419,0,1,4,71
7,4,1,1,432,0,1,4,71
8,63,5,1,435,0,1,4,71
9,85,5,1,414,0,1,4,71
11,9,1,0,-485,0,1,4,71
12,18,2,0,-412,0,1,4,71
13,86,6,1,462,0,1,4,71
14,34,3,1,432,0,1,4,71
15,57,4,0,-434,0,1,4,71
17,86,5,0,-437,0,1,4,71
18,32,3,0,-460,0,1,4,71
19,88,6,1,410,0,1,4,71
20,64,5,0,-427,0,1,4,71
21,45,3,0,-469,0,1,4,71
22,29,3,1,444,0,1,4,71
24,97,6,0,-429,0,1,4,71
25,98,6,1,486,0,1,4,71
27,78,5,1,420,0,1,4,71
28,24,3,0,-432,0,1,4,71
29,42,3,1,498,0,1,4,71
30,49,4,1,444,0,1,4,71
32,45,3,1,440,0,1,4,71
33,3,0,1,472,0,1,4,71
34,55,5,1,406,0,1,4,71
35,41,4,1,458,0,1,4,71
36,71,5,0,-405,0,1,4,71
37,37,3,0,-481,0,1,4,71
38,2,0,0,-401,0,1,4,71
40,52,4,1,491,0,1,4,71
41,52,4,1,406,0,1,4,71
42,27,2,0,-462,0,1,4,71
43,7,1,1,457,0,1,4,71
44,28,4,0,-416,0,1,4,71
46,68,5,0,-474,0,1,4,71
47,37,2,0,-484,0,1,4,71
48,8,2,1,413,0,1,4,71
1,61,5,1,424,1,1,4,71
2,14,2,1,470,1,1,4,71
3,31,2,0,-437,1,1,4,71
4,48,4,1,438,1,1,4,71
5,81,5,1,409,1,1,4,71
7,42,4,0,-403,1,1,4,71
8,98,6,1,497,1,1,4,71
9,70,5,0,-467,1,1,4,71
11,16,2,0,-456,1,1,4,71
12,33,3,1,477,1,1,4,71
13,61,4,1,446,1,1,4,71
14,59,5,0,-481,1,1,4,71
15,52,5,0,-423,1,1,4,71
17,3,2,1,485,1,1,4,71
18,85,6,0,-461,1,1,4,71
19,26,3,1,454,1,1,4,71
20,95,6,1,400,1,1,4,71
21,30,3,1,453,1,1,4,71
22,64,5,0,-400,1,1,4,71
24,41,4,0,-419,1,1,4,71
25,83,6,0,-445,1,1,4,71
27,55,5,0,-440,1,1,4,71
28,37,3,1,447,1,1,4,71
29,47,4,0,-476,1,1,4,71
30,87,6,0,-405,1,1,4,71
32,15,2,1,415,1,1,4,71
33,73,5,1,480,1,1,4,71
34,5,1,1,431,1,1,4,71
35,8,1,1,413,1,1,4,71
36,62,5,1,402,1,1,4,71
37,1,1,1,404,1,1,4,71
38,44,4,1,438,1,1,4,71
40,27,3,1,449,1,1,4,71
41,74,5,1,418,1,1,4,71
42,26,4,0,-464,1,1,4,71
43,5,1,1,430,1,1,4,71
44,32,4,0,-470,1,1,4,71
46,13,2,0,-437,1,1,4,71
47,4,2,1,484,1,1,4,71
48,11,2,0,-433,1,1,4,71
1,58,4,1,500,0,1,3,72
2,79,6,0,-441,0,1,3,72
3,61,6,0,-412,0,1,3,72
4,86,3,1,493,0,1,3,72
5,25,6,0,-420,0,1,3,72
7,82,6,0,-500,0,1,3,72
8,14,4,1,493,0,1,3,72
9,21,4,0,-418,0,1,3,72
11,10,0,0,-482,0,1,3,72
12,88,3,0,-423,0,1,3,72
13,25,6,1,485,0,1,3,72
14,82,3,0,-422,0,1,3,72
15,41,5,0,-420,0,1,3,72
17,55,5,0,-446,0,1,3,72
18,95,6,0,-496,0,1,3,72
19,92,6,1,400,0,1,3,72
20,68,5,0,-473,0,1,3,72
21,48,5,0,-497,0,1,3,72
22,14,6,0,-477,0,1,3,72
24,70,5,0,-484,0,1,3,72
25,46,6,1,450,0,1,3,72
27,80,6,1,446,0,1,3,72
28,65,3,0,-482,0,1,3,72
29,60,5,0,-419,0,1,3,72
30,63,5,0,-452,0,1,3,72
32,30,0,0,-493,0,1,3,72
33,44,4,1,459,0,1,3,72
34,62,0,0,-413,0,1,3,72
35,78,4,1,413,0,1,3,72
36,29,0,0,-442,0,1,3,72
37,97,6,0,-432,0,1,3,72
38,13,4,1,484,0,1,3,72
40,58,5,1,421,0,1,3,72
41,9,0,0,-449,0,1,3,72
42,39,5,1,461,0,1,3,72
43,77,3,0,-437,0,1,3,72
44,35,5,1,481,0,1,3,72
46,92,6,1,464,0,1,3,72
47,56,0,0,-412,0,1,3,72
48,25,6,1,478,0,1,3,72
1,44,6,1,433,1,1,4,72
2,80,6,1,442,1,1,4,72
3,39,6,0,-445,1,1,4,72
4,75,6,1,452,1,1,4,72
5,99,6,1,464,1,1,4,72
7,25,6,1,483,1,1,4,72
8,7,6,0,-455,1,1,4,72
9,64,6,0,-433,1,1,4,72
11,8,6,1,416,1,1,4,72
12,27,6,0,-475,1,1,4,72
13,9,6,0,-440,1,1,4,72
14,32,6,0,-444,1,1,4,72
15,46,6,0,-471,1,1,4,72
17,68,6,1,478,1,1,4,72
18,23,6,1,495,1,1,4,72
19,73,6,1,459,1,1,4,72
20,29,6,1,442,1,1,4,72
21,27,6,0,-419,1,1,4,72
22,33,6,0,-456,1,1,4,72
24,28,6,1,471,1,1,4,72
25,66,6,0,-426,1,1,4,72
27,77,6,1,461,1,1,4,72
28,19,6,0,-475,1,1,4,72
29,67,6,0,-459,1,1,4,72
30,80,6,1,400,1,1,4,72
32,54,6,1,429,1,1,4,72
33,67,6,1,485,1,1,4,72
34,1,6,0,-457,1,1,4,72
35,84,6,0,-440,1,1,4,72
36,21,6,0,-410,1,1,4,72
37,92,6,0,-411,1,1,4,72
38,76,6,1,431,1,1,4,72
40,67,6,1,465,1,1,4,72
41,14,6,1,484,1,1,4,72
42,16,6,1,484,1,1,4,72
43,54,6,0,-415,1,1,4,72
44,42,6,1,426,1,1,4,72
46,89,6,0,-421,1,1,4,72
47,85,6,1,490,1,1,4,72
48,93,6,0,-402,1,1,4,72
1,41,6,1,424,0,1,4,73
2,5,4,0,-434,0,1,4,73
3,28,6,1,467,0,1,4,73
4,10,5,0,-419,0,1,4,73
5,2,4,0,-401,0,1,4,73
7,13,6,0,-492,0,1,4,73
8,90,6,0,-488,0,1,4,73
9,40,6,1,404,0,1,4,73
11,47,6,1,408,0,1,4,73
12,9,5,0,-462,0,1,4,73
13,89,6,0,-478,0,1,4,73
14,40,6,1,408,0,1,4,73
15,20,6,1,455,0,1,4,73
17,87,6,0,-421,0,1,4,73
18,80,6,0,-498,0,1,4,73
19,26,6,0,-463,0,1,4,73
20,19,6,1,486,0,1,4,73
21,36,6,0,-429,0,1,4,73
22,66,6,1,409,0,1,4,73
24,8,6,1,431,0,1,4,73
25,89,6,1,418,0,1,4,73
27,22,6,1,449,0,1,4,73
28,45,6,1,461,0,1,4,73
29,82,6,1,472,0,1,4,73
30,27,6,0,-498,0,1,4,73
32,7,6,1,462,0,1,4,73
33,43,6,1,431,0,1,4,73
34,11,6,1,493,0,1,4,73
35,84,6,1,493,0,1,4,73
36,92,6,1,408,0,1,4,73
37,93,6,1,471,0,1,4,73
38,37,6,0,-419,0,1,4,73
40,26,6,1,435,0,1,4,73
41,54,6,0,-403,0,1,4,73
42,86,6,1,413,0,1,4,73
43,78,6,0,-499,0,1,4,73
44,24,6,1,500,0,1,4,73
46,34,6,1,402,0,1,4,73
47,65,6,1,494,0,1,4,73
48,41,6,0,-500,0,1,4,73
1,16,6,1,425,1,1,4,73
2,1,6,1,417,1,1,4,73
3,45,6,1,410,1,1,4,73
4,1,5,1,471,1,1,4,73
5,58,6,1,475,1,1,4,73
7,22,6,1,453,1,1,4,73
8,36,6,1,420,1,1,4,73
9,43,6,1,496,1,1,4,73
11,37,6,0,-496,1,1,4,73
12,96,6,1,452,1,1,4,73
13,21,6,1,446,1,1,4,73
14,36,6,1,497,1,1,4,73
15,70,6,0,-460,1,1,4,73
17,24,6,1,419,1,1,4,73
18,93,6,0,-406,1,1,4,73
19,78,6,0,-436,1,1,4,73
20,35,6,0,-400,1,1,4,73
21,95,6,1,439,1,1,4,73
22,76,6,0,-482,1,1,4,73
24,57,6,0,-420,1,1,4,73
25,58,6,0,-456,1,1,4,73
27,91,6,1,431,1,1,4,73
28,37,6,0,-402,1,1,4,73
29,10,6,1,480,1,1,4,73
30,38,6,1,401,1,1,4,73
32,27,6,1,403,1,1,4,73
33,47,6,1,452,1,1,4,73
34,39,6,1,408,1,1,4,73
35,62,6,1,416,1,1,4,73
36,16,6,0,-403,1,1,4,73
37,78,6,1,400,1,1,4,73
38,6,6,1,424,1,1,4,73
40,83,6,1,430,1,1,4,73
41,66,6,1,455,1,1,4,73
42,41,6,1,404,1,1,4,73
43,72,6,0,-479,1,1,4,73
44,31,6,0,-415,1,1,4,73
46,23,6,0,-406,1,1,4,73
47,30,6,0,-424,1,1,4,73
48,10,6,0,-464,1,1,4,73
1,45,6,0,-405,0,1,4,74
2,24,6,0,-491,0,1,4,74
3,34,6,0,-452,0,1,4,74
4,50,6,0,-405,0,1,4,74
5,33,6,1,435,0,1,4,74
7,72,6,0,-433,0,1,4,74
8,71,6,1,428,0,1,4,74
9,96,6,1,408,0,1,4,74
11,34,6,0,-463,0,1,4,74
12,37,6,1,497,0,1,4,74
13,76,6,1,465,0,1,4,74
14,16,6,1,424,0,1,4,74
15,41,6,0,-491,0,1,4,74
17,53,6,1,460,0,1,4,74
18,58,6,0,-474,0,1,4,74
19,83,6,1,499,0,1,4,74
20,98,6,0,-428,0,1,4,74
21,55,6,0,-442,0,1,4,74
22,28,6,0,-425,0,1,4,74
24,21,6,1,466,0,1,4,74
25,94,6,0,-415,0,1,4,74
27,9,6,1,434,0,1,4,74
28,6,6,0,-447,0,1,4,74
29,70,6,1,407,0,1,4,74
30,69,6,1,419,0,1,4,74
32,91,6,0,-475,0,1,4,74
33,71,6,0,-400,0,1,4,74
34,93,6,0,-461,0,1,4,74
35,43,6,1,486,0,1,4,74
36,10,5,0,-419,0,1,4,74
37,20,5,1,476,0,1,4,74
38,46,5,0,-429,0,1,4,74
40,78,6,0,-447,0,1,4,74
41,95,5,1,464,0,1,4,74
42,90,4,0,-488,0,1,4,74
43,35,6,0,-454,0,1,4,74
